classification,count
good quality,23616173.0
low_qual_r1,274208.0
low_qual_r2,396962.0
low_qual_r12,180970.0
no_match_bc,631283.0
bc_identified,22984890.0
proto_identified_perfect,6080437.0
proto_identified_imperfect,1308474.0
proto_identified_recombined,14632683.0
no_match_proto,963296.0
