Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.0,100.0,3064,3064,1087,0,1087,0,0,0,1087,0,0,1087,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,3064,3064,1969,0,1969,0,0,0,1969,0,0,1969,0,0,0,0,gRNA_CDK7_targ_2_1
Reference,0.0,100.0,3064,3064,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,21.58308751,78.41691249,3064,3064,2034,439,1595,0,0,0,1595,0,0,1595,0,0,0,0,gRNA_CDK7_targ_2_2
Reference,0.0,100.0,3064,3064,588,0,588,0,0,0,588,0,0,588,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,54.66058764,45.33941236,3064,3064,1974,1079,895,0,0,0,895,0,0,895,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,,,2306,2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,4.66946485,95.33053515,2306,2306,1906,89,1817,0,1,1,1816,0,0,1816,1,0,0,0,gRNA_CDK7_targ_3_4
Reference,18.32669323,81.67330677,6757,6756,1506,276,1230,0,204,203,1043,8,8,1018,171,1,0,24,gRNA_CDK7_targ_4_5
HDR,34.25764192,65.74235808,6757,6756,4580,1569,3011,0,0,0,3011,0,0,3011,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,9.09090909,90.90909091,1749,1749,11,1,10,0,2,0,10,0,0,8,0,2,0,0,gRNA_CDK7_targ_5_6
HDR,2.59235256,97.40764744,1749,1749,1543,40,1503,0,3,0,1501,2,0,1500,0,1,0,0,gRNA_CDK7_targ_5_6
Reference,33.74485597,66.25514403,2157,2157,486,164,322,0,0,114,213,0,109,208,0,0,5,0,gRNA_CDK7_targ_7_7
HDR,3.05755396,96.94244604,2157,2157,1668,51,1617,0,248,1,1515,102,0,1368,0,146,1,0,gRNA_CDK7_targ_7_7
Reference,35.11777302,64.88222698,2157,2157,467,164,303,0,0,0,303,0,0,303,0,0,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,2157,2157,1351,0,1351,0,133,1,1351,0,0,1217,0,133,1,0,gRNA_CDK7_targ_7_8
Reference,33.74485597,66.25514403,2157,2157,486,164,322,0,0,114,213,0,109,208,0,0,5,0,gRNA_CDK7_targ_7_9
HDR,28.12698413,71.87301587,2157,2157,1575,443,1132,0,248,1,940,191,1,883,0,57,0,0,gRNA_CDK7_targ_7_9
Reference,29.02055623,70.97944377,4941,4941,827,240,587,0,0,0,587,0,0,587,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,37.21667073,62.78332927,4941,4941,4103,1527,2576,0,0,4,2573,0,3,2572,0,0,1,0,gRNA_CDK7_targ_8_10
