Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.0,100.0,3103,3103,1071,0,1071,0,0,2,1071,0,0,1069,0,0,2,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,3103,3103,2029,0,2029,0,0,0,2029,0,0,2029,0,0,0,0,gRNA_CDK7_targ_2_1
Reference,0.0,100.0,3103,3103,1,0,1,0,0,1,0,0,1,0,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,22.74490786,77.25509214,3103,3103,2062,469,1593,0,0,1,1592,0,1,1592,0,0,0,0,gRNA_CDK7_targ_2_2
Reference,0.0,100.0,3103,3103,523,0,523,0,0,2,522,0,1,521,0,0,1,0,gRNA_CDK7_targ_2_3
HDR,53.72104485,46.27895515,3103,3103,2029,1090,939,0,0,0,939,0,0,939,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,0.0,100.0,2242,2242,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,5.77231427,94.22768573,2242,2242,1871,108,1763,0,0,2,1762,0,1,1761,0,0,1,0,gRNA_CDK7_targ_3_4
Reference,17.17506631,82.82493369,6766,6764,1508,259,1249,0,210,210,1057,7,7,1032,178,0,0,25,gRNA_CDK7_targ_4_5
HDR,33.67166814,66.32833186,6766,6764,4532,1526,3006,0,0,3,3006,0,0,3003,0,0,3,0,gRNA_CDK7_targ_4_5
Reference,25.0,75.0,1728,1728,8,2,6,0,0,0,6,0,0,6,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,3.35747202,96.64252798,1728,1728,1519,51,1468,0,0,0,1468,0,0,1468,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,27.41573034,72.58426966,2228,2227,445,122,323,0,0,133,194,0,129,190,0,0,4,0,gRNA_CDK7_targ_7_7
HDR,4.38695163,95.61304837,2228,2227,1778,78,1700,0,270,0,1585,115,0,1430,0,155,0,0,gRNA_CDK7_targ_7_7
Reference,27.98165138,72.01834862,2228,2227,436,122,314,0,0,0,314,0,0,314,0,0,0,0,gRNA_CDK7_targ_7_8
HDR,0.06939625,99.93060375,2228,2227,1441,1,1440,0,144,0,1440,0,0,1296,0,144,0,0,gRNA_CDK7_targ_7_8
Reference,27.41573034,72.58426966,2228,2227,445,122,323,0,0,133,194,0,129,190,0,0,4,0,gRNA_CDK7_targ_7_9
HDR,28.83917775,71.16082225,2228,2227,1654,477,1177,0,270,0,954,223,0,907,0,47,0,0,gRNA_CDK7_targ_7_9
Reference,32.47362251,67.52637749,5093,5093,853,277,576,0,0,1,576,0,0,575,0,0,1,0,gRNA_CDK7_targ_8_10
HDR,37.1955545,62.8044455,5093,5093,4229,1573,2656,0,0,1,2656,0,0,2655,0,0,1,0,gRNA_CDK7_targ_8_10
Reference,31.90184049,68.09815951,1410,1409,163,52,111,0,36,36,75,0,0,75,36,0,0,0,gRNA_CDK7_targ_9_11
HDR,86.81672026,13.18327974,1410,1409,1244,1080,164,0,0,0,164,0,0,164,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,48.4375,51.5625,1199,1199,192,93,99,0,0,0,99,0,0,99,0,0,0,0,gRNA_CDK7_targ_10_12
HDR,80.93346574,19.06653426,1199,1199,1007,815,192,0,0,0,192,0,0,192,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,59.1587517,40.8412483,3336,3336,737,436,301,0,2,3,299,0,2,296,0,2,1,0,gRNA_CDK7_targ_13_13
HDR,51.97768763,48.02231237,3336,3336,1972,1025,947,0,0,0,947,0,0,947,0,0,0,0,gRNA_CDK7_targ_13_13
Reference,100.0,0.0,773,773,1,1,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,46.37305699,53.62694301,773,773,772,358,414,0,0,1,414,0,0,413,0,0,1,0,gRNA_CDK7_targ_14_14
Reference,23.91304348,76.08695652,3731,3692,138,33,105,0,0,0,105,0,0,105,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,14.894354,85.105646,3731,3692,2887,430,2457,0,0,0,2457,0,0,2457,0,0,0,0,gRNA_CDK7_targ_15_15
Reference,9.31506849,90.68493151,1771,1770,365,34,331,0,0,2,329,0,2,329,0,0,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,1771,1770,1086,0,1086,0,1,1,1086,0,0,1084,0,1,1,0,gRNA_CDK7_targ_16_16
