Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,14.4989339,85.5010661,1259,1245,469,68,401,0,6,7,394,0,1,394,6,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.13262599,99.86737401,1259,1245,754,1,753,0,0,92,700,0,53,661,0,0,39,0,gRNA_CDK7_targ_2_1
Reference,55.28455285,44.71544715,1259,1245,123,68,55,0,0,1,54,0,1,54,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,8.78712871,91.21287129,1259,1245,808,71,737,0,0,92,684,0,53,645,0,0,39,0,gRNA_CDK7_targ_2_2
Reference,17.98941799,82.01058201,1259,1245,378,68,310,0,0,1,309,0,1,309,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,62.58148631,37.41851369,1259,1245,767,480,287,0,0,92,202,0,85,195,0,0,7,0,gRNA_CDK7_targ_2_3
Reference,4.25531915,95.74468085,1162,1103,94,4,90,0,0,0,90,0,0,90,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,18.55670103,81.44329897,1162,1103,582,108,474,0,45,0,474,0,0,429,0,45,0,0,gRNA_CDK7_targ_3_4
Reference,13.67346939,86.32653061,2626,2625,980,134,846,0,80,52,769,30,0,761,47,3,5,0,gRNA_CDK7_targ_4_5
HDR,22.08588957,77.91411043,2626,2625,1630,360,1270,0,0,0,1270,0,0,1270,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.42105263,99.57894737,1429,1426,475,2,473,0,0,398,473,0,0,75,0,0,398,0,gRNA_CDK7_targ_5_6
HDR,5.97371565,94.02628435,1429,1426,837,50,787,0,0,45,745,0,42,742,0,0,3,0,gRNA_CDK7_targ_5_6
Reference,25.26315789,74.73684211,2892,2848,95,24,71,0,0,2,71,0,0,69,0,0,2,0,gRNA_CDK7_targ_7_7
HDR,3.80456548,96.19543452,2892,2848,2497,95,2402,0,88,89,2325,0,2,2311,75,2,1,11,gRNA_CDK7_targ_7_7
Reference,5.01043841,94.98956159,2892,2776,479,24,455,0,14,12,455,0,0,435,0,8,6,6,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,2892,2776,2203,0,2203,0,10,8,2203,0,0,2193,0,2,0,8,gRNA_CDK7_targ_7_8
Reference,10.30042918,89.69957082,2892,2848,233,24,209,0,8,3,209,0,0,198,0,8,3,0,gRNA_CDK7_targ_7_9
HDR,36.13518198,63.86481802,2892,2848,2308,834,1474,0,82,80,1397,0,0,1392,77,2,0,3,gRNA_CDK7_targ_7_9
Reference,23.32439678,76.67560322,2144,2144,373,87,286,0,1,10,279,0,7,276,0,0,2,1,gRNA_CDK7_targ_8_10
HDR,38.79533679,61.20466321,2144,2144,1544,599,945,0,2,2,944,1,0,942,0,0,1,1,gRNA_CDK7_targ_8_10
Reference,18.01242236,81.98757764,2254,2241,322,58,264,0,166,99,113,65,0,91,86,9,7,6,gRNA_CDK7_targ_9_11
HDR,79.49766355,20.50233645,2254,2241,1712,1361,351,0,64,64,292,0,0,287,59,0,0,5,gRNA_CDK7_targ_9_11
Reference,3.33333333,96.66666667,751,751,60,2,58,0,1,56,4,0,53,2,1,0,2,0,gRNA_CDK7_targ_10_12
HDR,81.18811881,18.81188119,751,751,505,410,95,0,0,0,95,0,0,95,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,42.96435272,57.03564728,2276,2276,533,229,304,0,23,1,303,0,1,280,0,23,0,0,gRNA_CDK7_targ_13_13
HDR,32.47282609,67.52717391,2276,2276,1472,478,994,0,0,3,993,0,1,991,0,0,2,0,gRNA_CDK7_targ_13_13
Reference,18.63354037,81.36645963,761,761,161,30,131,0,0,0,131,0,0,131,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,39.05325444,60.94674556,761,761,507,198,309,0,0,2,308,0,1,307,0,0,1,0,gRNA_CDK7_targ_14_14
Reference,25.29411765,74.70588235,2075,2075,170,43,127,0,4,0,123,4,0,123,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,3.81966187,96.18033813,2075,2075,1597,61,1536,0,37,1,1536,0,0,1498,0,37,1,0,gRNA_CDK7_targ_15_15
Reference,5.9490085,94.0509915,1114,1112,353,21,332,0,103,0,295,37,0,229,0,66,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,1114,1112,726,0,726,0,0,0,726,0,0,726,0,0,0,0,gRNA_CDK7_targ_16_16
Reference,31.99527745,68.00472255,912,912,847,271,576,0,0,0,576,0,0,576,0,0,0,0,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,912,912,60,0,60,0,0,1,59,0,1,59,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,1.05105105,98.94894895,2012,2007,666,7,659,0,94,174,656,0,0,483,3,2,82,89,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,2012,2007,1190,0,1190,0,1,0,1190,0,0,1189,0,1,0,0,gRNA_CDK7_targ_18_18
Reference,11.47540984,88.52459016,2012,2007,61,7,54,0,3,3,51,0,0,51,3,0,0,0,gRNA_CDK7_targ_18_19
HDR,0.2359882,99.7640118,2012,2007,1695,4,1691,0,92,174,1617,1,73,1514,0,2,12,89,gRNA_CDK7_targ_18_19
Reference,4.26829268,95.73170732,2012,2010,164,7,157,0,0,0,157,0,0,157,0,0,0,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,2012,2010,1794,0,1794,0,94,177,1717,1,73,1615,3,1,12,89,gRNA_CDK7_targ_18_20
