Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,6.25,93.75,711,711,224,14,210,0,3,3,207,0,0,207,3,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,711,711,389,0,389,0,0,87,322,0,67,302,0,0,20,0,gRNA_CDK7_targ_2_1
Reference,37.83783784,62.16216216,711,711,37,14,23,0,1,1,22,0,0,22,1,0,0,0,gRNA_CDK7_targ_2_2
HDR,8.03921569,91.96078431,711,711,510,41,469,0,0,87,402,0,67,382,0,0,20,0,gRNA_CDK7_targ_2_2
Reference,8.1871345,91.8128655,711,711,171,14,157,0,1,1,156,0,0,156,1,0,0,0,gRNA_CDK7_targ_2_3
HDR,47.09543568,52.90456432,711,711,482,227,255,0,0,87,177,0,78,168,0,0,9,0,gRNA_CDK7_targ_2_3
Reference,3.7037037,96.2962963,697,658,27,1,26,0,0,0,26,0,0,26,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,9.28381963,90.71618037,697,658,377,35,342,0,14,13,329,4,7,317,2,8,4,0,gRNA_CDK7_targ_3_4
Reference,6.87898089,93.12101911,2739,2739,1570,108,1462,0,147,131,1319,21,2,1306,120,4,7,2,gRNA_CDK7_targ_4_5
HDR,32.22331048,67.77668952,2739,2739,1021,329,692,0,0,0,692,0,0,692,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.58823529,99.41176471,1735,1735,170,1,169,0,2,81,168,1,0,86,0,1,81,0,gRNA_CDK7_targ_5_6
HDR,2.70805812,97.29194188,1735,1735,1514,41,1473,0,80,24,1380,74,18,1370,1,5,5,0,gRNA_CDK7_targ_5_6
Reference,10.0,90.0,2360,2358,80,8,72,0,46,4,30,40,1,23,1,5,2,0,gRNA_CDK7_targ_7_7
HDR,2.84987277,97.15012723,2360,2358,1965,56,1909,0,59,25,1888,0,1,1849,20,35,0,4,gRNA_CDK7_targ_7_7
Reference,3.41880342,96.58119658,2360,2338,234,8,226,0,46,4,185,40,0,177,1,5,3,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,2360,2338,1842,0,1842,0,39,4,1842,0,0,1803,0,35,0,4,gRNA_CDK7_targ_7_8
Reference,6.2992126,93.7007874,2360,2359,127,8,119,0,46,4,77,40,1,70,1,5,2,0,gRNA_CDK7_targ_7_9
HDR,29.7542735,70.2457265,2360,2359,1872,557,1315,0,60,25,1258,32,0,1255,25,3,0,0,gRNA_CDK7_targ_7_9
Reference,20.58823529,79.41176471,1010,1010,204,42,162,0,0,5,157,0,5,157,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,37.1040724,62.8959276,1010,1010,663,246,417,0,0,0,417,0,0,417,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,11.34453782,88.65546218,2371,2367,238,27,211,0,60,145,70,22,93,32,26,12,26,0,gRNA_CDK7_targ_9_11
HDR,86.45066274,13.54933726,2371,2367,2037,1761,276,0,18,18,258,0,0,258,18,0,0,0,gRNA_CDK7_targ_9_11
Reference,34.7826087,65.2173913,438,438,46,16,30,0,6,23,9,0,18,6,3,1,0,2,gRNA_CDK7_targ_10_12
HDR,76.13293051,23.86706949,438,438,331,252,79,0,0,0,79,0,0,79,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,7.11825488,92.88174512,2637,2637,871,62,809,0,8,1,809,0,0,800,0,8,1,0,gRNA_CDK7_targ_13_13
HDR,44.14856342,55.85143658,2637,2637,1427,630,797,0,2,1,797,0,0,795,0,1,0,1,gRNA_CDK7_targ_13_13
Reference,16.66666667,83.33333333,241,241,48,8,40,0,0,0,40,0,0,40,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,32.71604938,67.28395062,241,241,162,53,109,0,0,0,109,0,0,109,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,16.27906977,83.72093023,1014,980,86,14,72,0,0,0,72,0,0,72,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,3.34620335,96.65379665,1014,980,777,26,751,0,24,0,751,0,0,727,0,24,0,0,gRNA_CDK7_targ_15_15
Reference,25.79710145,74.20289855,757,756,345,89,256,0,71,3,235,18,3,182,0,53,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,757,756,390,0,390,0,3,0,390,0,0,387,0,3,0,0,gRNA_CDK7_targ_16_16
Reference,12.91913215,87.08086785,1042,1042,1014,131,883,0,0,0,883,0,0,883,0,0,0,0,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,1042,1042,23,0,23,0,0,0,23,0,0,23,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.155521,99.844479,1768,1760,643,1,642,0,49,124,637,0,1,517,4,1,75,44,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,1768,1760,722,0,722,0,0,2,722,0,0,720,0,0,2,0,gRNA_CDK7_targ_18_18
Reference,7.14285714,92.85714286,1768,1760,14,1,13,0,4,5,8,0,1,8,4,0,0,0,gRNA_CDK7_targ_18_19
HDR,3.64464692,96.35535308,1768,1760,1317,48,1269,0,45,122,1209,0,60,1146,0,1,18,44,gRNA_CDK7_targ_18_19
Reference,0.31545741,99.68454259,1768,1761,317,1,316,0,0,1,315,0,1,315,0,0,0,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,1768,1761,1421,0,1421,0,45,123,1360,0,60,1298,1,0,18,44,gRNA_CDK7_targ_18_20
