Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,22.55639098,77.44360902,1187,1187,399,90,309,0,0,0,309,0,0,309,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,1187,1187,781,0,781,0,0,122,680,0,101,659,0,0,21,0,gRNA_CDK7_targ_2_1
Reference,50.27932961,49.72067039,1187,1187,179,90,89,0,0,0,89,0,0,89,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,18.30835118,81.69164882,1187,1187,934,171,763,0,0,122,662,0,101,641,0,0,21,0,gRNA_CDK7_targ_2_2
Reference,47.61904762,52.38095238,1187,1187,189,90,99,0,0,0,99,0,0,99,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,63.48600509,36.51399491,1187,1187,786,499,287,0,0,122,186,0,101,165,0,0,21,0,gRNA_CDK7_targ_2_3
Reference,,,981,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,4.86257928,95.13742072,981,981,946,46,900,0,262,263,649,0,0,637,251,0,1,11,gRNA_CDK7_targ_3_4
Reference,19.78417266,80.21582734,917,917,278,55,223,0,1,1,222,0,0,222,1,0,0,0,gRNA_CDK7_targ_4_5
HDR,37.93677205,62.06322795,917,917,601,228,373,0,0,0,373,0,0,373,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,620,620,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,25.35885167,74.64114833,620,620,418,106,312,0,1,0,311,1,0,311,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,20.0,80.0,4554,4554,5,1,4,0,1,2,2,0,1,2,1,0,0,0,gRNA_CDK7_targ_7_7
HDR,0.08806693,99.91193307,4554,4554,4542,4,4538,0,5,3,4537,0,1,4530,0,5,2,0,gRNA_CDK7_targ_7_7
Reference,7.14285714,92.85714286,4554,4554,14,1,13,0,1,1,12,0,0,12,1,0,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,4554,4554,4501,0,4501,0,5,3,4500,0,1,4493,0,5,2,0,gRNA_CDK7_targ_7_8
Reference,25.0,75.0,4554,4554,4,1,3,0,1,2,1,0,1,1,1,0,0,0,gRNA_CDK7_targ_7_9
HDR,42.29327453,57.70672547,4554,4554,4535,1918,2617,0,5,3,2610,4,3,2609,0,1,0,0,gRNA_CDK7_targ_7_9
Reference,25.0,75.0,2541,2541,8,2,6,0,0,0,6,0,0,6,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,46.13434728,53.86565272,2541,2541,2367,1092,1275,0,0,1,1274,0,1,1274,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,45.34161491,54.65838509,237,236,161,73,88,0,1,2,86,0,1,86,1,0,0,0,gRNA_CDK7_targ_9_11
HDR,81.42857143,18.57142857,237,236,70,57,13,0,1,1,12,1,0,11,0,0,1,0,gRNA_CDK7_targ_9_11
Reference,63.88888889,36.11111111,723,723,144,92,52,0,13,13,39,0,0,39,13,0,0,0,gRNA_CDK7_targ_10_12
HDR,82.7826087,17.2173913,723,723,575,476,99,0,0,0,99,0,0,99,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,64.81481481,35.18518519,2194,2194,270,175,95,0,0,0,95,0,0,95,0,0,0,0,gRNA_CDK7_targ_13_13
HDR,36.19599579,63.80400421,2194,2194,1898,687,1211,0,0,2,1210,0,1,1209,0,0,1,0,gRNA_CDK7_targ_13_13
Reference,4.76190476,95.23809524,415,415,21,1,20,0,0,0,20,0,0,20,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,78.97435897,21.02564103,415,415,390,308,82,0,0,0,82,0,0,82,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,33.33333333,66.66666667,318,311,3,1,2,0,0,2,0,0,2,0,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,0.66006601,99.33993399,318,311,303,2,301,0,1,0,300,1,0,300,0,0,0,0,gRNA_CDK7_targ_15_15
Reference,0.3257329,99.6742671,1163,958,307,1,306,0,1,1,305,0,1,304,0,1,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,1163,958,541,0,541,0,2,2,541,0,0,539,0,0,0,2,gRNA_CDK7_targ_16_16
Reference,53.52112676,46.47887324,285,285,284,152,132,0,0,1,131,0,1,131,0,0,0,0,gRNA_CDK7_targ_17_17
HDR,,,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.4494382,99.5505618,583,501,445,2,443,0,0,9,434,0,9,434,0,0,0,0,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,583,501,53,0,53,0,0,0,53,0,0,53,0,0,0,0,gRNA_CDK7_targ_18_18
Reference,11.76470588,88.23529412,583,501,17,2,15,0,0,10,5,0,10,5,0,0,0,0,gRNA_CDK7_targ_18_19
HDR,0.41493776,99.58506224,583,501,482,2,480,0,0,0,480,0,0,480,0,0,0,0,gRNA_CDK7_targ_18_19
Reference,9.52380952,90.47619048,583,501,21,2,19,0,0,10,9,0,10,9,0,0,0,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,583,501,260,0,260,0,0,0,260,0,0,260,0,0,0,0,gRNA_CDK7_targ_18_20
Reference,11.11111111,88.88888889,583,501,18,2,16,0,0,10,6,0,10,6,0,0,0,0,gRNA_CDK7_targ_18_21
HDR,1.81818182,98.18181818,583,501,55,1,54,0,0,0,54,0,0,54,0,0,0,0,gRNA_CDK7_targ_18_21
Reference,0.83682008,99.16317992,583,501,239,2,237,0,0,10,227,0,10,227,0,0,0,0,gRNA_CDK7_targ_18_22
HDR,0.0,100.0,583,501,53,0,53,0,0,0,53,0,0,53,0,0,0,0,gRNA_CDK7_targ_18_22
Reference,11.76470588,88.23529412,583,501,17,2,15,0,0,10,5,0,10,5,0,0,0,0,gRNA_CDK7_targ_18_23
HDR,38.2045929,61.7954071,583,501,479,183,296,0,0,0,296,0,0,296,0,0,0,0,gRNA_CDK7_targ_18_23
Reference,9.52380952,90.47619048,583,501,21,2,19,0,0,10,9,0,10,9,0,0,0,0,gRNA_CDK7_targ_18_24
HDR,16.79389313,83.20610687,583,501,262,44,218,0,0,0,218,0,0,218,0,0,0,0,gRNA_CDK7_targ_18_24
Reference,31.25,68.75,22059,22059,16,5,11,0,1,1,11,0,0,10,0,0,0,1,gRNA_CDK7_targ_19_25
HDR,0.0,100.0,22059,22059,22029,0,22029,0,26,31,22028,0,1,21972,0,26,30,0,gRNA_CDK7_targ_19_25
Reference,41.66666667,58.33333333,22059,22059,12,5,7,0,0,0,7,0,0,7,0,0,0,0,gRNA_CDK7_targ_19_26
HDR,0.0,100.0,22059,22059,21927,0,21927,0,26,31,21926,0,1,21870,0,26,30,0,gRNA_CDK7_targ_19_26
Reference,35.71428571,64.28571429,22059,22059,14,5,9,0,0,0,9,0,0,9,0,0,0,0,gRNA_CDK7_targ_19_27
HDR,2.56352087,97.43647913,22059,22059,22040,565,21475,0,26,31,21471,2,2,21418,0,24,29,0,gRNA_CDK7_targ_19_27
Reference,11.48036254,88.51963746,1640,1640,331,38,293,0,0,1,293,0,0,292,0,0,1,0,gRNA_CDK7_targ_20_28
HDR,0.0764526,99.9235474,1640,1640,1308,1,1307,0,1,2,1307,0,0,1304,0,1,2,0,gRNA_CDK7_targ_20_28
Reference,55.88235294,44.11764706,1640,1640,68,38,30,0,0,0,30,0,0,30,0,0,0,0,gRNA_CDK7_targ_20_29
HDR,14.44939529,85.55060471,1640,1640,1571,227,1344,0,1,3,1344,0,0,1340,0,1,3,0,gRNA_CDK7_targ_20_29
Reference,55.88235294,44.11764706,1640,1640,68,38,30,0,0,0,30,0,0,30,0,0,0,0,gRNA_CDK7_targ_20_30
HDR,77.52293578,22.47706422,1640,1640,1308,1014,294,0,1,2,291,1,2,291,0,0,0,0,gRNA_CDK7_targ_20_30
Reference,20.08547009,79.91452991,635,635,234,47,187,0,0,0,187,0,0,187,0,0,0,0,gRNA_CDK7_targ_23_31
HDR,43.87755102,56.12244898,635,635,392,172,220,0,0,0,220,0,0,220,0,0,0,0,gRNA_CDK7_targ_23_31
Reference,33.72093023,66.27906977,604,604,86,29,57,0,34,34,57,0,0,23,0,0,0,34,gRNA_CDK7_targ_24_32
HDR,81.52173913,18.47826087,604,604,276,225,51,0,2,0,49,2,0,49,0,0,0,0,gRNA_CDK7_targ_24_32
