Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,4.84261501,95.15738499,2464,2462,413,20,393,0,2,2,391,0,0,391,2,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.05339028,99.94660972,2464,2462,1873,1,1872,0,0,4,1870,0,2,1868,0,0,2,0,gRNA_CDK7_targ_2_1
Reference,58.82352941,41.17647059,2464,2462,34,20,14,0,0,0,14,0,0,14,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,7.34856008,92.65143992,2464,2462,2014,148,1866,0,14,4,1851,13,2,1848,0,1,2,0,gRNA_CDK7_targ_2_2
Reference,8.23045267,91.76954733,2464,2462,243,20,223,0,2,2,221,0,0,221,2,0,0,0,gRNA_CDK7_targ_2_3
HDR,70.01537673,29.98462327,2464,2462,1951,1366,585,0,14,4,570,13,2,567,0,1,2,0,gRNA_CDK7_targ_2_3
Reference,0.0,100.0,2174,2172,2,0,2,0,1,0,2,0,0,1,0,1,0,0,gRNA_CDK7_targ_3_4
HDR,20.62408581,79.37591419,2174,2172,2051,423,1628,0,0,1,1628,0,0,1627,0,0,1,0,gRNA_CDK7_targ_3_4
Reference,34.46873411,65.53126589,4163,4162,1967,678,1289,0,4,5,1282,2,5,1280,0,2,0,0,gRNA_CDK7_targ_4_5
HDR,36.16780045,63.83219955,4163,4162,1764,638,1126,0,16,1,1114,12,0,1109,0,4,1,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,2795,2795,629,0,629,0,1,3,627,1,1,625,0,0,2,0,gRNA_CDK7_targ_5_6
HDR,0.63076177,99.36923823,2795,2795,2061,13,2048,0,0,2,2048,0,0,2046,0,0,2,0,gRNA_CDK7_targ_5_6
Reference,14.28571429,85.71428571,3912,3781,133,19,114,0,34,0,80,34,0,80,0,0,0,0,gRNA_CDK7_targ_7_7
