Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.72254335,99.27745665,1616,1616,692,5,687,0,14,14,673,0,0,673,14,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,1616,1616,902,0,902,0,0,4,899,0,3,898,0,0,1,0,gRNA_CDK7_targ_2_1
Reference,55.55555556,44.44444444,1616,1616,9,5,4,0,1,1,3,0,0,3,1,0,0,0,gRNA_CDK7_targ_2_2
HDR,18.95017794,81.04982206,1616,1616,1124,213,911,0,0,4,908,0,3,907,0,0,1,0,gRNA_CDK7_targ_2_2
Reference,1.16009281,98.83990719,1616,1616,431,5,426,0,14,14,412,0,0,412,14,0,0,0,gRNA_CDK7_targ_2_3
HDR,81.05147864,18.94852136,1616,1616,913,740,173,0,0,4,170,0,3,169,0,0,1,0,gRNA_CDK7_targ_2_3
Reference,,,1367,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,45.10332435,54.89667565,1367,1360,1113,502,611,0,0,0,611,0,0,611,0,0,0,0,gRNA_CDK7_targ_3_4
Reference,3.25634229,96.74365771,9988,9988,2641,86,2555,0,1,2,2554,0,0,2553,1,0,1,0,gRNA_CDK7_targ_4_5
HDR,30.80198722,69.19801278,9988,9988,4227,1302,2925,0,0,0,2925,0,0,2925,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,2423,2423,41,0,41,0,7,0,35,6,0,34,0,1,0,0,gRNA_CDK7_targ_5_6
HDR,0.08417508,99.91582492,2423,2423,2376,2,2374,0,1,0,2373,1,0,2373,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,22.22222222,77.77777778,6201,6084,18,4,14,0,1,1,13,1,0,12,0,0,1,0,gRNA_CDK7_targ_7_7
HDR,6.86404234,93.13595766,6201,6084,6046,415,5631,0,0,4,5631,0,0,5627,0,0,4,0,gRNA_CDK7_targ_7_7
Reference,0.59084195,99.40915805,6201,6084,677,4,673,0,1,1,672,1,0,671,0,0,1,0,gRNA_CDK7_targ_7_8
HDR,0.01855288,99.98144712,6201,6084,5390,1,5389,0,0,4,5389,0,0,5385,0,0,4,0,gRNA_CDK7_targ_7_8
Reference,25.0,75.0,6201,6084,16,4,12,0,1,1,11,1,0,10,0,0,1,0,gRNA_CDK7_targ_7_9
HDR,42.9180571,57.0819429,6201,6084,5394,2315,3079,0,0,4,3076,0,3,3075,0,0,1,0,gRNA_CDK7_targ_7_9
Reference,27.06552707,72.93447293,4183,4100,351,95,256,0,0,2,255,0,1,254,0,0,1,0,gRNA_CDK7_targ_8_10
HDR,59.73520249,40.26479751,4183,4100,2568,1534,1034,0,0,2,1032,0,2,1032,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,43.1372549,56.8627451,3775,3774,102,44,58,0,1,1,57,0,0,57,1,0,0,0,gRNA_CDK7_targ_9_11
HDR,55.02362205,44.97637795,3775,3774,3175,1747,1428,0,104,53,1279,100,49,1271,0,4,4,0,gRNA_CDK7_targ_9_11
Reference,13.0387931,86.9612069,3597,3575,928,121,807,0,754,756,51,0,2,51,754,0,0,0,gRNA_CDK7_targ_10_12
HDR,77.75186567,22.24813433,3597,3575,2144,1667,477,0,0,3,476,0,1,474,0,0,2,0,gRNA_CDK7_targ_10_12
Reference,2.80837004,97.19162996,5527,5527,1816,51,1765,0,13,1,1751,13,1,1751,0,0,0,0,gRNA_CDK7_targ_13_13
