Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,4.15913201,95.84086799,975,975,553,23,530,0,5,0,525,5,0,525,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,975,975,414,0,414,0,0,1,413,0,1,413,0,0,0,0,gRNA_CDK7_targ_2_1
Reference,46.93877551,53.06122449,975,975,49,23,26,0,5,0,21,5,0,21,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,2.10280374,97.89719626,975,975,428,9,419,0,0,1,418,0,1,418,0,0,0,0,gRNA_CDK7_targ_2_2
Reference,4.22794118,95.77205882,975,975,544,23,521,0,5,0,516,5,0,516,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,84.04761905,15.95238095,975,975,420,353,67,0,0,1,66,0,1,66,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,0.0,100.0,2008,2006,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,13.9596603,86.0403397,2008,2006,1884,263,1621,0,250,145,1414,66,0,1369,141,41,2,2,gRNA_CDK7_targ_3_4
Reference,3.23014805,96.76985195,5401,5401,1486,48,1438,0,315,314,1134,1,0,1123,303,0,0,11,gRNA_CDK7_targ_4_5
HDR,63.5986518,36.4013482,5401,5401,3857,2453,1404,0,1,1,1403,0,1,1402,0,1,0,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,2798,2798,1000,0,1000,0,0,0,1000,0,0,1000,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,0.58582308,99.41417692,2798,2798,1707,10,1697,0,0,292,1428,0,269,1405,0,0,23,0,gRNA_CDK7_targ_5_6
Reference,17.30103806,82.69896194,4458,4458,289,50,239,0,115,114,124,1,1,123,113,1,0,0,gRNA_CDK7_targ_7_7
HDR,0.0,100.0,4458,4458,3392,0,3392,0,8,3,3392,0,0,3382,0,7,2,1,gRNA_CDK7_targ_7_7
Reference,15.625,84.375,4458,4458,320,50,270,0,115,114,155,1,1,154,113,1,0,0,gRNA_CDK7_targ_7_8
HDR,0.02945508,99.97054492,4458,4458,3395,1,3394,0,8,3,3394,0,0,3384,0,7,2,1,gRNA_CDK7_targ_7_8
Reference,15.57632399,84.42367601,4458,4458,321,50,271,0,115,114,156,1,1,155,113,1,0,0,gRNA_CDK7_targ_7_9
HDR,53.34315169,46.65684831,4458,4458,3395,1811,1584,0,8,3,1581,0,2,1574,1,7,0,0,gRNA_CDK7_targ_7_9
Reference,31.87108326,68.12891674,2997,2997,1117,356,761,0,0,11,754,0,7,750,0,0,4,0,gRNA_CDK7_targ_8_10
HDR,43.88042865,56.11957135,2997,2997,1773,778,995,0,1,0,994,1,0,994,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,45.74811625,54.25188375,8152,8152,929,425,504,0,1,0,504,0,0,503,0,1,0,0,gRNA_CDK7_targ_9_11
HDR,86.21413576,13.78586424,8152,8152,7145,6160,985,0,0,2,984,0,1,983,0,0,1,0,gRNA_CDK7_targ_9_11
Reference,0.57471264,99.42528736,850,850,348,2,346,0,346,346,14,0,0,0,332,0,0,14,gRNA_CDK7_targ_10_12
