gRNA_id,ABE_T0_REP1,ABE_T0_REP2,ABE_T0_REP3,ABE_DMSO_REP1,ABE_DMSO_REP2,ABE_DMSO_REP3,ABE_SY-5609_10nM_REP1,ABE_SY-5609_10nM_REP2,ABE_SY-5609_10nM_REP3,ABE_SY-5609_100nM_REP1,ABE_SY-5609_100nM_REP2,ABE_SY-5609_100nM_REP3,Plasmid
gRNA_CDK7_targ_58,23.0,296.0,251.0,1589.0,380.0,1011.0,745.0,106.0,4317.0,591.0,165.0,1169.0,5590.0
gRNA_CDK7_targ_59,2078.0,2262.0,2812.0,2847.0,10892.0,384.0,516.0,439.0,2399.0,1535.0,1561.0,7499.0,8132.0
gRNA_CDK7_targ_60,3426.0,1764.0,4526.0,6708.0,2250.0,1882.0,124.0,1309.0,3446.0,3059.0,604.0,1782.0,4870.0
gRNA_CDK7_targ_61,157.0,992.0,388.0,1416.0,2402.0,634.0,334.0,1199.0,5292.0,149.0,153.0,2114.0,4095.0
gRNA_CDK7_targ_62,34.0,814.0,3894.0,461.0,799.0,84.0,237.0,168.0,4026.0,382.0,2527.0,6727.0,3941.0
gRNA_CDK7_targ_63,955.0,679.0,4786.0,1964.0,3161.0,825.0,98.0,180.0,162.0,735.0,433.0,7155.0,3944.0
gRNA_CDK7_targ_64,75.0,142.0,239.0,1181.0,668.0,243.0,49.0,738.0,263.0,55.0,212.0,2738.0,3730.0
gRNA_CDK7_targ_65,52.0,185.0,263.0,1105.0,1140.0,80.0,18.0,664.0,1810.0,56.0,28.0,245.0,2349.0
gRNA_CDK7_targ_66,663.0,893.0,1188.0,1804.0,1578.0,537.0,52.0,1327.0,1862.0,1140.0,838.0,2165.0,5907.0
gRNA_CDK7_targ_67,422.0,433.0,922.0,1096.0,29.0,398.0,50.0,18.0,266.0,139.0,732.0,1630.0,5128.0
gRNA_CDK7_targ_68,493.0,656.0,1025.0,1140.0,110.0,375.0,65.0,244.0,735.0,541.0,1146.0,1604.0,6178.0
gRNA_CDK7_targ_69,701.0,272.0,233.0,1322.0,853.0,53.0,46.0,21.0,142.0,149.0,25.0,195.0,3852.0
gRNA_CDK7_targ_70,791.0,918.0,2628.0,3376.0,1919.0,669.0,102.0,487.0,121.0,1771.0,1220.0,317.0,6685.0
gRNA_CDK7_targ_71,1572.0,839.0,760.0,3155.0,87.0,1169.0,56.0,1670.0,79.0,466.0,299.0,39.0,5252.0
gRNA_CDK7_targ_72,1436.0,761.0,2488.0,2694.0,1068.0,710.0,3061.0,525.0,2267.0,404781.0,7773.0,2873.0,4555.0
gRNA_CDK7_targ_73,1066.0,1071.0,1048.0,2644.0,1416.0,532.0,69.0,101.0,850.0,842.0,1631.0,1135.0,8621.0
gRNA_CDK7_targ_74,12.0,213.0,642.0,350.0,195.0,21.0,8.0,16.0,1255.0,249.0,349.0,1337.0,2969.0
gRNA_CDK7_targ_75,202.0,651.0,2925.0,1243.0,1093.0,169.0,56.0,326.0,843.0,230.0,242.0,510.0,5159.0
gRNA_CDK7_targ_76,687.0,1350.0,1862.0,1362.0,1425.0,64.0,106.0,391.0,3053.0,2769.0,859.0,4762.0,4954.0
gRNA_CDK7_targ_77,789.0,1283.0,3353.0,3707.0,1083.0,725.0,91.0,201.0,1137.0,613.0,232.0,391.0,5424.0
gRNA_CDK7_targ_78,4776.0,5720.0,3608.0,12568.0,4446.0,2953.0,315.0,3341.0,1285.0,3439.0,1852.0,9929.0,10167.0
gRNA_CDK7_targ_79,20622.0,18354.0,23083.0,26229.0,16256.0,9225.0,1601.0,18320.0,11787.0,24685.0,12717.0,11080.0,13757.0
gRNA_CDK7_targ_80,9886.0,3964.0,8628.0,11154.0,2730.0,4660.0,602.0,4643.0,116.0,4108.0,8615.0,5972.0,10742.0
gRNA_CDK7_targ_81,2869.0,5288.0,7223.0,5668.0,10617.0,3655.0,441.0,5706.0,9051.0,6819.0,5654.0,4544.0,14794.0
gRNA_CDK7_targ_82,3547.0,2252.0,3369.0,4553.0,674.0,2929.0,181.0,625.0,1210.0,2441.0,3101.0,1983.0,7104.0
gRNA_CDK7_targ_83,659.0,910.0,2235.0,3241.0,529.0,1303.0,70.0,426.0,1109.0,1280.0,694.0,1182.0,8238.0
gRNA_CDK7_targ_84,611.0,544.0,312.0,1267.0,420.0,143.0,31.0,275.0,954.0,576.0,562.0,823.0,5315.0
gRNA_CDK7_targ_85,1948.0,1387.0,3713.0,4217.0,3390.0,606.0,132.0,1135.0,1856.0,2626.0,1185.0,2753.0,7278.0
gRNA_CDK7_targ_86,89.0,367.0,492.0,455.0,338.0,159.0,23.0,64.0,119.0,354.0,88.0,428.0,4531.0
gRNA_CDK7_targ_87,596.0,795.0,1375.0,1996.0,2625.0,778.0,113.0,162.0,610.0,180.0,667.0,1680.0,6786.0
gRNA_CDK7_targ_88,477.0,210.0,2478.0,1184.0,2435.0,247.0,340.0,45.0,742.0,393.0,695.0,11891.0,6826.0
gRNA_CDK7_targ_89,993.0,1420.0,922.0,3391.0,1739.0,595.0,871.0,261.0,1505.0,998.0,676.0,708.0,7503.0
gRNA_CDK7_targ_90,52.0,60.0,56.0,852.0,1625.0,59.0,58.0,427.0,1385.0,346.0,130.0,18279.0,3999.0
gRNA_CDK7_targ_91,127.0,100.0,21758.0,570.0,2635.0,1847.0,613.0,268.0,1213.0,893.0,76.0,4262.0,2559.0
gRNA_CDK7_targ_92,7422.0,4702.0,13599.0,10814.0,8580.0,3694.0,420.0,4631.0,7768.0,4647.0,3063.0,4032.0,13455.0
gRNA_CDK7_targ_93,1647.0,996.0,2733.0,5748.0,2902.0,841.0,235.0,407.0,905.0,1095.0,789.0,5629.0,14255.0
gRNA_CDK7_targ_94,1690.0,1391.0,1269.0,3870.0,2811.0,1157.0,91.0,255.0,2259.0,423.0,921.0,5916.0,5585.0
gRNA_CDK7_targ_95,5985.0,3129.0,18520.0,16892.0,5452.0,3181.0,417.0,2191.0,1151.0,4018.0,6970.0,16534.0,13197.0
gRNA_CDK7_targ_96,281.0,540.0,1622.0,1368.0,675.0,818.0,49.0,178.0,39.0,171.0,214.0,387.0,7734.0
gRNA_CDK7_targ_97,1044.0,1950.0,1166.0,4322.0,1881.0,629.0,110.0,331.0,435.0,786.0,936.0,547.0,11737.0
gRNA_CDK7_targ_98,607.0,1501.0,2367.0,2117.0,638.0,504.0,85.0,397.0,401.0,342.0,1049.0,452.0,6226.0
gRNA_CDK7_targ_99,1038.0,505.0,3534.0,3593.0,537.0,1243.0,59.0,391.0,916.0,467.0,898.0,2360.0,12346.0
gRNA_CDK7_targ_100,3070.0,3581.0,2644.0,5036.0,3921.0,1328.0,148.0,1920.0,706.0,937.0,1102.0,5111.0,11936.0
gRNA_CDK7_targ_101,2024.0,4103.0,6893.0,5274.0,2051.0,1161.0,107.0,1831.0,1529.0,2797.0,2518.0,6245.0,9553.0
gRNA_CDK7_targ_102,2720.0,1741.0,1439.0,5511.0,1748.0,1299.0,97.0,466.0,826.0,1887.0,1194.0,1390.0,11827.0
gRNA_CDK7_targ_103,1155.0,1838.0,1999.0,3927.0,2116.0,343.0,131.0,570.0,665.0,1216.0,744.0,329.0,11736.0
gRNA_CDK7_targ_104,2323.0,2149.0,6508.0,6177.0,3557.0,1534.0,170.0,712.0,2225.0,1785.0,1879.0,2740.0,12443.0
gRNA_CDK7_targ_105,2523.0,3768.0,5495.0,5981.0,2935.0,940.0,281.0,2818.0,4149.0,3194.0,1460.0,586.0,8933.0
gRNA_CDK7_targ_106,2306.0,2790.0,5348.0,9488.0,6382.0,2097.0,278.0,910.0,2664.0,1726.0,2751.0,3160.0,23369.0
gRNA_CDK7_targ_107,2516.0,2497.0,729.0,7599.0,5825.0,1507.0,563.0,1196.0,1329.0,2746.0,3875.0,11285.0,9652.0
gRNA_CDK7_targ_108,2604.0,1614.0,855.0,6109.0,3137.0,621.0,162.0,486.0,230.0,905.0,1915.0,3427.0,7148.0
gRNA_CDK7_targ_109,1181.0,514.0,4146.0,232.0,785.0,131.0,49.0,95.0,3328.0,1074.0,185.0,13686.0,7182.0
gRNA_CDK7_targ_110,911.0,3094.0,1979.0,2113.0,3434.0,1089.0,233.0,212.0,1624.0,690.0,879.0,3273.0,13988.0
gRNA_CDK7_targ_111,1988.0,3097.0,11266.0,7925.0,2583.0,2016.0,184.0,715.0,1869.0,1983.0,2045.0,5765.0,15379.0
gRNA_CDK7_targ_112,3802.0,6517.0,6463.0,13710.0,3305.0,4764.0,432.0,3798.0,5988.0,4160.0,4103.0,4015.0,14191.0
gRNA_CDK7_targ_113,2950.0,2374.0,2080.0,4328.0,1734.0,2388.0,242.0,932.0,864.0,1852.0,2126.0,994.0,8023.0
gRNA_CDK7_targ_114,5376.0,2847.0,3245.0,6940.0,5625.0,2177.0,250.0,1542.0,1621.0,1705.0,4084.0,2857.0,10248.0
gRNA_CDK7_targ_115,2056.0,687.0,3396.0,2828.0,482.0,269.0,68.0,467.0,722.0,165.0,1718.0,871.0,6460.0
gRNA_CDK7_targ_116,2668.0,3092.0,4015.0,6549.0,2856.0,1795.0,289.0,938.0,1985.0,2997.0,4830.0,4475.0,15320.0
gRNA_CDK7_targ_117,1716.0,1662.0,1422.0,5704.0,2140.0,1296.0,102.0,598.0,1610.0,2272.0,1025.0,771.0,12108.0
gRNA_CDK7_targ_118,209.0,317.0,104.0,829.0,259.0,117.0,61.0,46.0,160.0,13.0,241.0,34.0,2680.0
gRNA_CDK7_targ_119,1007.0,861.0,2826.0,4275.0,452.0,958.0,126.0,255.0,887.0,646.0,541.0,1261.0,3766.0
gRNA_CDK7_targ_120,2501.0,3309.0,6355.0,1628.0,6852.0,1523.0,202.0,2551.0,3155.0,3330.0,3960.0,4274.0,7711.0
gRNA_CDK7_targ_121,9014.0,5641.0,6458.0,7564.0,5315.0,1613.0,252.0,4140.0,2862.0,2022.0,5192.0,4674.0,7108.0
gRNA_CDK7_targ_122,8630.0,10397.0,13766.0,18406.0,8057.0,7496.0,677.0,4614.0,5503.0,6158.0,4807.0,5219.0,12536.0
gRNA_CDK7_targ_123,6275.0,5035.0,16242.0,9605.0,8408.0,3316.0,416.0,2713.0,4627.0,2888.0,1817.0,1633.0,9120.0
gRNA_CDK7_targ_124,8383.0,4947.0,8197.0,10626.0,3678.0,4926.0,345.0,1759.0,5049.0,3273.0,3017.0,5318.0,17255.0
gRNA_CDK7_targ_125,5276.0,6921.0,6774.0,12083.0,8859.0,2989.0,623.0,3901.0,8485.0,6893.0,6566.0,13406.0,17516.0
gRNA_CDK7_targ_126,9500.0,5590.0,17050.0,9440.0,5520.0,5174.0,550.0,5210.0,13427.0,5863.0,8948.0,23332.0,12439.0
gRNA_CDK7_targ_127,19699.0,16715.0,18860.0,27091.0,14816.0,9247.0,1507.0,7134.0,28685.0,14441.0,7429.0,18010.0,11782.0
gRNA_CDK7_targ_128,4804.0,4721.0,10639.0,4672.0,2642.0,4554.0,249.0,1160.0,1533.0,5613.0,4966.0,9912.0,18280.0
gRNA_CDK7_targ_129,1559.0,306.0,3194.0,1556.0,4475.0,907.0,288.0,877.0,4956.0,1404.0,1086.0,4124.0,8342.0
gRNA_CDK7_targ_130,11432.0,6336.0,24664.0,16090.0,6447.0,6301.0,576.0,4878.0,6065.0,8695.0,9185.0,9576.0,11919.0
gRNA_CDK7_targ_131,10424.0,11949.0,14406.0,11959.0,13400.0,3495.0,1482.0,7586.0,8005.0,10636.0,5819.0,12216.0,14852.0
gRNA_CDK7_targ_132,11588.0,10133.0,13252.0,25790.0,6262.0,5043.0,745.0,17267.0,12203.0,15952.0,12637.0,24730.0,15546.0
gRNA_CDK7_targ_133,10699.0,4416.0,9768.0,10769.0,6641.0,2036.0,1019.0,11906.0,1176.0,11009.0,11913.0,12657.0,16512.0
gRNA_CDK7_targ_134,11953.0,23090.0,16568.0,23851.0,9014.0,9720.0,1473.0,12911.0,17629.0,10634.0,15091.0,11532.0,17986.0
gRNA_CDK7_targ_135,43621.0,24214.0,11315.0,36095.0,18922.0,14197.0,3334.0,38698.0,27615.0,36291.0,48086.0,32221.0,17540.0
gRNA_CDK7_targ_136,18568.0,17363.0,27964.0,17341.0,14963.0,7084.0,1458.0,11598.0,26494.0,20194.0,14936.0,4421.0,11936.0
gRNA_CDK7_targ_137,30190.0,18861.0,19820.0,25193.0,15828.0,12032.0,1106.0,24948.0,17665.0,22642.0,23743.0,75241.0,13923.0
gRNA_CDK7_targ_138,5525.0,3121.0,4517.0,6785.0,9286.0,3818.0,768.0,1737.0,4055.0,5150.0,4688.0,5515.0,7781.0
gRNA_CDK7_targ_139,1230.0,619.0,1691.0,2215.0,2225.0,1144.0,48.0,3496.0,2144.0,103.0,229.0,3104.0,3746.0
gRNA_CDK7_targ_140,654.0,1066.0,2017.0,1127.0,141.0,376.0,27.0,643.0,923.0,1615.0,861.0,9207.0,3570.0
gRNA_CDK7_targ_141,4391.0,4412.0,6926.0,3470.0,7478.0,1499.0,334.0,1773.0,894.0,1609.0,3024.0,15802.0,5821.0
gRNA_CDK7_targ_142,4736.0,4276.0,5808.0,7900.0,6272.0,3690.0,427.0,2253.0,5976.0,2797.0,2515.0,8175.0,9294.0
gRNA_CDK7_targ_143,6927.0,5997.0,4662.0,11713.0,5021.0,3404.0,436.0,5599.0,1271.0,5546.0,6227.0,13571.0,8081.0
gRNA_CDK7_targ_144,548.0,974.0,1874.0,2541.0,1596.0,528.0,292.0,619.0,1887.0,173.0,523.0,2222.0,9717.0
gRNA_CDK7_targ_145,2527.0,4054.0,9404.0,8088.0,3840.0,3459.0,276.0,1591.0,7040.0,2186.0,3144.0,519.0,14555.0
gRNA_CDK7_targ_146,245.0,135.0,692.0,432.0,1328.0,403.0,44.0,113.0,1290.0,466.0,358.0,291.0,6837.0
gRNA_CDK7_targ_147,2164.0,2322.0,2180.0,3991.0,3193.0,1000.0,139.0,851.0,1913.0,1119.0,1528.0,2353.0,11332.0
gRNA_CDK7_targ_148,310.0,484.0,575.0,2171.0,360.0,95.0,31.0,43.0,239.0,192.0,1609.0,239.0,4445.0
gRNA_CDK7_targ_149,75.0,166.0,841.0,1568.0,678.0,325.0,72.0,21.0,233.0,257.0,147.0,253.0,7040.0
gRNA_CDK7_targ_150,3365.0,2568.0,3326.0,7069.0,2829.0,1379.0,131.0,474.0,630.0,2000.0,1767.0,1791.0,17162.0
gRNA_CDK7_targ_151,1980.0,2319.0,573.0,5794.0,4082.0,631.0,144.0,1433.0,2002.0,1540.0,516.0,643.0,8655.0
gRNA_CDK7_targ_152,258.0,864.0,1578.0,2172.0,172.0,542.0,39.0,121.0,896.0,1398.0,431.0,708.0,6109.0
gRNA_CDK7_targ_153,1922.0,3769.0,8215.0,9279.0,11327.0,1619.0,673.0,1510.0,1576.0,4656.0,2135.0,364.0,15009.0
gRNA_CDK7_targ_154,860.0,2444.0,4025.0,5152.0,1002.0,826.0,52.0,562.0,717.0,1086.0,571.0,119.0,8579.0
gRNA_CDK7_targ_155,3237.0,3118.0,5651.0,9326.0,6396.0,3371.0,299.0,1001.0,2067.0,2928.0,5533.0,3324.0,18985.0
gRNA_CDK7_targ_156,3100.0,1577.0,2994.0,4356.0,3557.0,758.0,177.0,791.0,1452.0,2395.0,1619.0,855.0,10074.0
gRNA_CDK7_targ_157,1978.0,2892.0,3574.0,4050.0,1713.0,956.0,100.0,505.0,749.0,2879.0,354.0,2208.0,9175.0
gRNA_CDK7_targ_158,3031.0,2842.0,4387.0,6804.0,2574.0,1461.0,104.0,870.0,1577.0,579.0,1083.0,1868.0,14941.0
gRNA_CDK7_targ_159,1226.0,1577.0,889.0,2588.0,1512.0,2186.0,141.0,949.0,518.0,376.0,3023.0,239.0,6649.0
gRNA_CDK7_targ_160,1384.0,623.0,403.0,2105.0,841.0,142.0,45.0,476.0,585.0,1763.0,1116.0,1462.0,7889.0
gRNA_CDK7_targ_161,5605.0,7616.0,7982.0,19753.0,8752.0,6620.0,882.0,7861.0,9526.0,10602.0,17571.0,4856.0,14574.0
gRNA_CDK7_targ_162,10242.0,6338.0,6956.0,20499.0,9751.0,4100.0,562.0,4677.0,5387.0,5036.0,4746.0,5607.0,10959.0
gRNA_CDK7_targ_163,5301.0,2624.0,2548.0,7424.0,4470.0,1526.0,124.0,1295.0,1726.0,1968.0,4521.0,81.0,6224.0
gRNA_CDK7_targ_164,1533.0,2136.0,1841.0,6458.0,1878.0,745.0,169.0,1632.0,1239.0,1501.0,2016.0,2603.0,7781.0
gRNA_CDK7_targ_165,16760.0,19709.0,20007.0,22621.0,11826.0,9991.0,3123.0,18208.0,12000.0,22549.0,18653.0,20983.0,17136.0
gRNA_CDK7_targ_166,19899.0,14312.0,12792.0,22955.0,16904.0,13956.0,1721.0,24081.0,13648.0,16469.0,15696.0,17294.0,16539.0
gRNA_CDK7_targ_167,20828.0,14971.0,25851.0,20061.0,7976.0,11311.0,1425.0,12998.0,7760.0,18036.0,8313.0,19923.0,17418.0
gRNA_CDK7_targ_168,15545.0,11922.0,12535.0,25855.0,12553.0,10137.0,1331.0,10848.0,15907.0,14357.0,10947.0,11456.0,15965.0
gRNA_CDK7_targ_169,2264.0,2439.0,4400.0,5209.0,1097.0,1492.0,493.0,1181.0,213.0,3060.0,3168.0,7276.0,8665.0
