gRNA_id,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_BSJ-4-116_REP1,CBE_BSJ-4-116_REP2,CBE_BSJ-4-116_REP3,CBE_CDK12-IN-2_REP1,CBE_CDK12-IN-2_REP2,CBE_CDK12-IN-2_REP3,CBE_HQ461_REP1,CBE_HQ461_REP2,CBE_HQ461_REP3,PLASMID_LIBRARY
gRNA_CDK12_targ_1740,6096.0,1347.0,7708.0,3777.0,4644.0,5509.0,3822.0,6201.0,3682.0,5023.0,2440.0,5116.0,4808.0,2929.0,7978.0,12940.0
gRNA_CDK12_targ_1741,2278.0,925.0,5204.0,1866.0,679.0,895.0,1757.0,970.0,995.0,796.0,575.0,304.0,1240.0,4099.0,10868.0,12397.0
gRNA_CDK12_targ_1742,3958.0,1330.0,2720.0,1955.0,1936.0,1405.0,2394.0,2222.0,2771.0,3002.0,1224.0,4150.0,2905.0,4608.0,4968.0,7052.0
gRNA_CDK12_targ_1743,8599.0,1116.0,8017.0,1322.0,2964.0,6225.0,1130.0,8813.0,12741.0,5246.0,1589.0,7133.0,7004.0,3378.0,3873.0,5647.0
gRNA_CDK12_targ_1744,4815.0,1555.0,2643.0,1493.0,4923.0,1357.0,2155.0,4171.0,6390.0,1531.0,734.0,3579.0,3962.0,5591.0,7514.0,13275.0
gRNA_CDK12_targ_1745,5678.0,2476.0,5434.0,1885.0,1804.0,2677.0,4505.0,6601.0,6992.0,2612.0,2910.0,4446.0,1689.0,1137.0,5965.0,8245.0
gRNA_CDK12_targ_1746,4095.0,722.0,1518.0,939.0,1161.0,1056.0,1839.0,4973.0,1965.0,1246.0,560.0,2840.0,1581.0,2840.0,7508.0,9658.0
gRNA_CDK12_targ_1747,3759.0,1294.0,2264.0,1400.0,2834.0,731.0,1256.0,3681.0,3267.0,2790.0,1307.0,4042.0,2115.0,2569.0,5020.0,7845.0
gRNA_CDK12_targ_1748,12401.0,6317.0,7926.0,4386.0,11788.0,3359.0,14277.0,8438.0,6887.0,5514.0,3936.0,5255.0,25321.0,1939.0,12289.0,8614.0
gRNA_CDK12_targ_1749,8711.0,3223.0,7318.0,10219.0,6277.0,2615.0,4799.0,5765.0,15036.0,2593.0,3630.0,7256.0,7529.0,5901.0,7390.0,11480.0
gRNA_CDK12_targ_1750,1894.0,639.0,817.0,759.0,1302.0,1064.0,1390.0,1482.0,1802.0,914.0,343.0,2312.0,1243.0,187.0,1222.0,4183.0
gRNA_CDK12_targ_1751,7340.0,3995.0,4422.0,11514.0,8362.0,10137.0,5627.0,6435.0,2486.0,2273.0,7041.0,9040.0,3615.0,4832.0,18145.0,6205.0
