gRNA_id,CBE_ABEMA_REP1,CBE_ABEMA_REP2,CBE_ABEMA_REP3,CBE_ATIRMO_REP1,CBE_ATIRMO_REP2,CBE_ATIRMO_REP3,CBE_PALBO_REP1,CBE_PALBO_REP2,CBE_PALBO_REP3,CBE_TAGTO_REP1,CBE_TAGTO_REP2,CBE_TAGTO_REP3,CBE_INX_REP1,CBE_INX_REP2,CBE_INX_REP3,PLASMID_LIBRARY,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_RIBO_REP1,CBE_RIBO_REP2,CBE_RIBO_REP3
gRNA_CDK6_targ_8347,1610.0,3678.0,1882.0,2608.0,2648.0,1236.0,2930.0,3882.0,1518.0,792.0,2483.0,1402.0,5417.0,2734.0,2284.0,3628.0,2351.0,2408.0,1865.0,3840.0,3301.0,3741.0,1165.0,2276.0,1297.0
gRNA_CDK6_targ_8348,3236.0,4694.0,2541.0,3583.0,3573.0,1334.0,3778.0,1646.0,3302.0,517.0,2600.0,4777.0,5222.0,3037.0,5777.0,6179.0,4481.0,5702.0,3345.0,4090.0,5462.0,5378.0,2885.0,2480.0,1518.0
gRNA_CDK6_targ_8349,572.0,937.0,635.0,796.0,461.0,164.0,518.0,546.0,880.0,533.0,2556.0,5947.0,3012.0,50.0,197.0,5096.0,1177.0,1252.0,829.0,2142.0,1008.0,1368.0,466.0,645.0,533.0
gRNA_CDK6_targ_8350,2862.0,5137.0,3968.0,3330.0,1152.0,1668.0,4814.0,1725.0,3673.0,998.0,3554.0,8015.0,6291.0,3191.0,2914.0,6485.0,5667.0,4660.0,2474.0,5676.0,6452.0,5432.0,3341.0,5605.0,1849.0
gRNA_CDK6_targ_8351,2491.0,4038.0,3737.0,2656.0,2197.0,1594.0,1706.0,838.0,3341.0,393.0,1896.0,1065.0,5234.0,2014.0,6191.0,5292.0,3235.0,3445.0,1781.0,4121.0,3937.0,4684.0,3026.0,2655.0,1790.0
gRNA_CDK6_targ_8352,4506.0,7971.0,4389.0,5142.0,4665.0,4126.0,5164.0,8542.0,4534.0,1462.0,3828.0,3788.0,6677.0,7193.0,8910.0,7818.0,6944.0,6785.0,4498.0,5005.0,10181.0,8146.0,3666.0,7392.0,2493.0
gRNA_CDK6_targ_8353,1723.0,3128.0,2199.0,827.0,2374.0,2097.0,1897.0,2763.0,1319.0,1069.0,1292.0,2525.0,2509.0,3206.0,1285.0,5567.0,2218.0,3591.0,1414.0,1784.0,3484.0,4923.0,2008.0,1807.0,1269.0
gRNA_CDK6_targ_8354,1474.0,2807.0,1799.0,2487.0,1840.0,530.0,1894.0,1075.0,2914.0,675.0,1068.0,597.0,3183.0,3951.0,1307.0,4275.0,2506.0,2623.0,2084.0,4008.0,3369.0,2820.0,1367.0,2386.0,1554.0
gRNA_CDK6_targ_8355,1538.0,2496.0,2272.0,2257.0,2246.0,787.0,1856.0,2540.0,2132.0,943.0,2469.0,4633.0,2763.0,1928.0,3279.0,2867.0,2298.0,2339.0,1632.0,4517.0,2880.0,4707.0,1293.0,1357.0,1657.0
gRNA_CDK6_targ_8356,1176.0,1721.0,1159.0,2123.0,923.0,575.0,374.0,1053.0,1215.0,902.0,1129.0,2778.0,3838.0,2957.0,1972.0,4164.0,1735.0,1655.0,1334.0,3298.0,1363.0,2459.0,643.0,1331.0,1365.0
