gRNA_id,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_BSJ-4-116_REP1,CBE_BSJ-4-116_REP2,CBE_BSJ-4-116_REP3,CBE_CDK12-IN-2_REP1,CBE_CDK12-IN-2_REP2,CBE_CDK12-IN-2_REP3,CBE_HQ461_REP1,CBE_HQ461_REP2,CBE_HQ461_REP3,PLASMID_LIBRARY
gRNA_CDK13_targ_4666,4329.0,1047.0,4076.0,3805.0,7751.0,10867.0,5100.0,941.0,5212.0,18793.0,3703.0,13661.0,4097.0,7334.0,6025.0,6702.0
gRNA_CDK13_targ_4667,5980.0,3729.0,5788.0,2617.0,3901.0,1840.0,1206.0,1639.0,3399.0,2209.0,1986.0,3550.0,2318.0,3005.0,11725.0,8138.0
gRNA_CDK13_targ_4668,1056.0,1061.0,2313.0,1590.0,918.0,1502.0,139.0,159.0,25.0,1101.0,230.0,3352.0,305.0,498.0,2596.0,3832.0
gRNA_CDK13_targ_4669,1289.0,533.0,687.0,229.0,1186.0,2018.0,575.0,824.0,863.0,668.0,1018.0,1410.0,883.0,181.0,1244.0,6545.0
gRNA_CDK13_targ_4670,1341.0,571.0,560.0,165.0,660.0,801.0,148.0,1110.0,104.0,741.0,276.0,2576.0,1084.0,439.0,1287.0,5557.0
gRNA_CDK13_targ_4671,531.0,1055.0,1073.0,4220.0,627.0,476.0,45.0,6492.0,742.0,344.0,655.0,718.0,675.0,395.0,1009.0,3407.0
gRNA_CDK13_targ_4672,5847.0,2575.0,7105.0,1822.0,4389.0,5648.0,2269.0,4425.0,1844.0,8625.0,3050.0,9866.0,1503.0,4260.0,9357.0,8826.0
gRNA_CDK13_targ_4673,5443.0,870.0,484.0,3054.0,782.0,1247.0,976.0,3076.0,5841.0,2225.0,2165.0,1130.0,527.0,1220.0,1109.0,3656.0
gRNA_CDK13_targ_4674,2928.0,1409.0,2877.0,1167.0,2074.0,3237.0,671.0,2552.0,2060.0,4625.0,3314.0,4113.0,571.0,929.0,11808.0,7650.0
gRNA_CDK13_targ_4675,4033.0,777.0,1622.0,3165.0,3461.0,1481.0,6629.0,11778.0,4353.0,1754.0,7166.0,2511.0,4258.0,1106.0,5275.0,8950.0
gRNA_CDK13_targ_4676,7843.0,3440.0,3911.0,4738.0,6751.0,3911.0,2652.0,8640.0,3706.0,6069.0,6465.0,3461.0,3685.0,8923.0,5096.0,11904.0
gRNA_CDK13_targ_4677,5317.0,2578.0,7602.0,6243.0,4975.0,6716.0,2714.0,580.0,4490.0,14064.0,6346.0,5753.0,1420.0,2846.0,13693.0,5267.0
gRNA_CDK13_targ_4678,3344.0,2901.0,5375.0,4187.0,2955.0,1365.0,5209.0,10231.0,2912.0,2395.0,2005.0,7043.0,2068.0,7352.0,6890.0,7905.0
gRNA_CDK13_targ_4679,2940.0,930.0,2090.0,935.0,2274.0,2492.0,950.0,1422.0,1541.0,4884.0,1272.0,1336.0,2302.0,1845.0,3278.0,6124.0
gRNA_CDK13_targ_4680,402.0,363.0,560.0,1579.0,798.0,2964.0,155.0,1196.0,1041.0,1868.0,103.0,796.0,1914.0,213.0,407.0,3922.0
gRNA_CDK13_targ_4681,2519.0,829.0,1182.0,774.0,846.0,571.0,1270.0,1107.0,1998.0,1515.0,296.0,2275.0,2028.0,277.0,1572.0,5560.0
gRNA_CDK13_targ_4682,5371.0,967.0,1025.0,1837.0,897.0,1863.0,149.0,1168.0,6571.0,3181.0,286.0,2549.0,5340.0,573.0,6813.0,5264.0
gRNA_CDK13_targ_4683,3382.0,570.0,1200.0,3319.0,952.0,301.0,271.0,3889.0,2581.0,954.0,14348.0,1287.0,617.0,668.0,864.0,4277.0
gRNA_CDK13_targ_4684,2242.0,697.0,2760.0,3236.0,820.0,264.0,276.0,642.0,4554.0,1155.0,195.0,994.0,1498.0,109.0,223.0,5274.0
gRNA_CDK13_targ_4685,601.0,378.0,1573.0,512.0,1138.0,1818.0,248.0,372.0,794.0,71.0,464.0,527.0,430.0,3011.0,601.0,4479.0
gRNA_CDK13_targ_4686,218.0,82.0,2465.0,509.0,671.0,40.0,612.0,837.0,43.0,169.0,88.0,281.0,198.0,50.0,796.0,2431.0
gRNA_CDK13_targ_4687,547.0,50.0,110.0,20.0,44.0,94.0,563.0,672.0,457.0,111.0,56.0,354.0,77.0,39.0,448.0,3238.0
gRNA_CDK13_targ_4688,196.0,31.0,41.0,42.0,19.0,28.0,106.0,56.0,440.0,646.0,844.0,9558.0,97.0,737.0,2204.0,1085.0
gRNA_CDK13_targ_4689,670.0,165.0,1095.0,85.0,82.0,1101.0,2219.0,1223.0,1539.0,1313.0,373.0,3707.0,124.0,794.0,2020.0,2345.0
gRNA_CDK13_targ_4690,1882.0,350.0,1275.0,1701.0,263.0,828.0,3580.0,502.0,502.0,1228.0,1246.0,3112.0,1072.0,207.0,566.0,3928.0
gRNA_CDK13_targ_4691,441.0,476.0,475.0,170.0,378.0,35.0,922.0,219.0,240.0,120.0,562.0,1408.0,717.0,136.0,89.0,2497.0
gRNA_CDK13_targ_4692,1144.0,792.0,3497.0,464.0,688.0,828.0,776.0,12075.0,2276.0,535.0,247.0,2403.0,490.0,2325.0,598.0,5881.0
gRNA_CDK13_targ_4693,1390.0,1888.0,814.0,1271.0,437.0,3077.0,622.0,701.0,476.0,3709.0,429.0,1698.0,1177.0,327.0,6126.0,7233.0
gRNA_CDK13_targ_4694,1355.0,1246.0,890.0,239.0,442.0,489.0,460.0,941.0,275.0,971.0,490.0,3192.0,2538.0,285.0,1703.0,7211.0
gRNA_CDK13_targ_4695,2228.0,714.0,313.0,263.0,362.0,14283.0,519.0,318.0,1982.0,223.0,451.0,4213.0,681.0,508.0,7315.0,7219.0
gRNA_CDK13_targ_4696,2004.0,2698.0,2037.0,1995.0,4538.0,8877.0,2030.0,9675.0,3764.0,3175.0,1854.0,746.0,4963.0,1662.0,4274.0,9171.0
gRNA_CDK13_targ_4697,3723.0,2049.0,2555.0,2588.0,15053.0,9877.0,1451.0,12164.0,6417.0,4264.0,4383.0,4220.0,5535.0,676.0,2315.0,7524.0
gRNA_CDK13_targ_4698,4280.0,2357.0,6615.0,7277.0,3319.0,12328.0,1039.0,3800.0,4375.0,5354.0,2227.0,4900.0,2808.0,4854.0,10390.0,10405.0
