gRNA_id,T0_REP1,T0_REP2,T0_REP3,DMSO_REP1,DMSO_REP2,DMSO_REP3,KB_2000_REP1,KB_2000_REP2,KB_2000_REP3,KB_4000_REP1,KB_4000_REP2,KB_4000_REP3,Plasmid
gRNA_CDK8_targ_967,4047.0,6166.0,18486.0,3478.0,14768.0,7309.0,2166.0,1815.0,4848.0,5318.0,26470.0,658.0,9262.0
gRNA_CDK8_targ_968,5223.0,8536.0,16992.0,12326.0,15937.0,2775.0,807.0,4847.0,1567.0,3542.0,14247.0,1751.0,7544.0
gRNA_CDK8_targ_969,16251.0,22147.0,41584.0,16347.0,36257.0,12083.0,6281.0,6775.0,17144.0,7808.0,13485.0,9356.0,18092.0
gRNA_CDK8_targ_970,9221.0,11511.0,22695.0,8089.0,11682.0,9516.0,3996.0,6958.0,3851.0,20986.0,11613.0,6831.0,8665.0
gRNA_CDK8_targ_971,10291.0,10694.0,26048.0,6699.0,12532.0,9005.0,4039.0,4815.0,8736.0,11520.0,34923.0,4932.0,15228.0
gRNA_CDK8_targ_972,1125.0,6388.0,10086.0,1500.0,5441.0,3377.0,130.0,515.0,3049.0,2722.0,5560.0,14890.0,8203.0
gRNA_CDK8_targ_973,8334.0,6004.0,16460.0,9794.0,11064.0,6768.0,5365.0,1903.0,1633.0,25931.0,15728.0,7331.0,9688.0
gRNA_CDK8_targ_974,10997.0,13071.0,27475.0,17819.0,25626.0,13363.0,7805.0,5907.0,20910.0,9639.0,32421.0,33185.0,17648.0
gRNA_CDK8_targ_975,9505.0,10779.0,30411.0,5041.0,13303.0,6360.0,9543.0,1499.0,5225.0,453.0,3199.0,5312.0,14782.0
gRNA_CDK8_targ_976,9286.0,16531.0,30186.0,15472.0,19979.0,12253.0,11783.0,8892.0,4969.0,7197.0,5675.0,4555.0,17437.0
gRNA_CDK8_targ_977,16118.0,20157.0,32652.0,21419.0,26860.0,25933.0,9841.0,5700.0,4571.0,22281.0,24322.0,11995.0,15742.0
gRNA_CDK8_targ_978,1498.0,12015.0,16037.0,3613.0,9498.0,16667.0,1188.0,1328.0,2444.0,555.0,16487.0,12447.0,8257.0
gRNA_CDK8_targ_979,12455.0,14514.0,23757.0,10970.0,25873.0,10102.0,3734.0,4898.0,5793.0,8103.0,3220.0,2148.0,9937.0
gRNA_CDK8_targ_980,5199.0,8814.0,21956.0,9929.0,29688.0,13354.0,3629.0,6583.0,8063.0,11047.0,14348.0,26699.0,10175.0
gRNA_CDK8_targ_981,4263.0,7777.0,18479.0,9598.0,9883.0,5514.0,3822.0,2221.0,5747.0,19120.0,9944.0,7823.0,10231.0
gRNA_CDK8_targ_982,7806.0,9934.0,14260.0,8903.0,13034.0,7291.0,4933.0,4514.0,2636.0,21663.0,7866.0,27448.0,14274.0
gRNA_CDK8_targ_983,10951.0,19848.0,38934.0,14503.0,31507.0,10051.0,2141.0,10740.0,9521.0,10068.0,32363.0,2474.0,16790.0
gRNA_CDK8_targ_984,5961.0,8452.0,9729.0,4868.0,9121.0,2641.0,1644.0,3019.0,4502.0,1551.0,14305.0,15597.0,12336.0
gRNA_CDK8_targ_985,9070.0,13081.0,18297.0,13688.0,18925.0,8590.0,1263.0,7268.0,10791.0,5807.0,15400.0,9032.0,19552.0
gRNA_CDK8_targ_986,5108.0,17509.0,11083.0,3862.0,16387.0,8012.0,821.0,4284.0,5643.0,6531.0,12178.0,3108.0,13008.0
gRNA_CDK8_targ_987,7130.0,18067.0,24663.0,11658.0,14718.0,8338.0,3974.0,3843.0,6522.0,13693.0,16400.0,8801.0,14226.0
gRNA_CDK8_targ_988,6849.0,25416.0,21576.0,18869.0,27696.0,20628.0,3833.0,4129.0,7462.0,5336.0,23257.0,15604.0,13947.0
gRNA_CDK8_targ_989,6961.0,9972.0,14078.0,9467.0,11686.0,4778.0,3746.0,6979.0,5061.0,2066.0,22570.0,3754.0,14168.0
gRNA_CDK8_targ_990,16424.0,30809.0,27785.0,21368.0,17312.0,5524.0,4678.0,8203.0,5357.0,3800.0,24668.0,23533.0,25865.0
