gRNA_id,CBE_ABEMA_REP1,CBE_ABEMA_REP2,CBE_ABEMA_REP3,CBE_ATIRMO_REP1,CBE_ATIRMO_REP2,CBE_ATIRMO_REP3,CBE_PALBO_REP1,CBE_PALBO_REP2,CBE_PALBO_REP3,CBE_TAGTO_REP1,CBE_TAGTO_REP2,CBE_TAGTO_REP3,CBE_INX_REP1,CBE_INX_REP2,CBE_INX_REP3,PLASMID_LIBRARY,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_RIBO_REP1,CBE_RIBO_REP2,CBE_RIBO_REP3
gRNA_CDK2_targ_6973,612.2214582103198,517.7863006898905,459.46586544019965,368.4016630703647,280.8685912689011,118.05346697735341,246.16342777843934,309.6069423540507,724.1693924108519,567.0495000857721,1016.0331043294393,645.5350360350583,763.5929878756041,841.3292919554183,627.3333741355041,1117.5829347320748,786.8857005189285,428.5750345554286,787.7700405661284,1033.1513295393618,287.5753359465537,534.8453321777216,400.19394405370025,352.88418609315653,850.8757995219759
gRNA_CDK2_targ_6974,163.4277115718457,182.10938196822394,111.6216509261502,207.48312358695438,51.73292716118309,48.25201229629921,129.2661152767568,43.46257654846295,131.60032613354565,63.534957992803605,163.67534400847714,226.93469004742965,118.38534955107856,169.63962715083272,128.07984755575515,322.84780231465356,256.51780545550974,159.86529066750114,208.56382269905757,189.12879529818915,173.64958385858094,143.040030698693,208.74156802292748,110.42968271343562,411.9261381376775
gRNA_CDK2_targ_6975,357.21351198056675,158.99669209321084,75.87876091580873,141.8595469200993,435.8384659951,89.24279944121358,186.74466934916086,34.77006123877035,426.41446456679597,215.4893991922589,270.4324455503385,101.81739258105495,318.0390237623792,830.9219528664102,253.58090623454876,534.9479899023229,472.45767507187287,170.9645605682683,542.0180176829892,421.85444390723785,216.37174089157074,319.02822758052616,105.51492171682693,151.49316472983912,348.7495229800373
gRNA_CDK2_targ_6976,113.84283313828261,158.68645464522407,142.37251719203056,65.40699720590837,103.23694756501581,24.126006148149607,55.29582417092036,58.80230944792046,136.01151024975388,136.0707017012544,285.15756300438835,225.9771597096768,293.4938943990709,384.655252729741,100.74468545996311,538.0796705244227,174.3423876506048,159.68627018523068,205.4648060170508,350.0294121936635,166.67453781237853,223.62409979721662,227.3020241321525,119.26405733051047,336.6984923430308
gRNA_CDK2_targ_6977,334.4449453529102,252.0679264892367,254.992572867073,360.82138193722966,140.54874901312576,69.80145468105421,173.40576439564938,544.3048557157507,438.9128195627193,204.37078154351826,807.6160572875032,933.9112560882971,725.4283050241186,247.48652353661365,232.60675670192845,728.4004428765796,416.9943657841951,367.52905010120924,604.6181546595266,443.6528705626676,320.27086428812754,485.2245999741972,288.06844892810824,264.54043992240804,545.9482061310532
gRNA_CDK2_targ_6978,166.71650452917385,496.3799167788046,342.253147920253,378.5808977348604,220.6661140857544,193.94498146279489,277.2066974884297,188.67871466332738,641.5822231240643,321.9104538302049,365.5793583303529,300.9837028336515,443.00965192312583,292.23808161934863,508.88100505373853,704.7704890916447,501.20887584232355,317.582335547757,409.69000536129886,398.4877851183239,290.77223205106316,416.284862699434,309.17143327147363,224.94935367551702,604.3774455832059
gRNA_CDK2_targ_6979,302.31596800055047,255.48053841709094,225.63947324964172,210.94839496210184,556.014513604043,100.25175370299058,140.1797647841753,83.85720651703438,319.5657826408632,344.14768912768625,389.36608652535654,612.8194161618354,202.64698267024067,131.5487660850629,141.1457111990268,652.5283623502523,362.55060262312907,331.36691268258073,303.39373316846564,354.2636389540707,215.6451735950913,299.44457860420187,322.1383272655897,312.1479031366447,412.65650363082943
gRNA_CDK2_targ_6980,324.0725983336445,238.41747877781958,320.68760534418107,279.3875046212642,270.79669394548495,169.11627610644675,201.53872757032818,403.1793130407416,247.51644207612873,203.84132356024492,618.1717577344388,206.66696456499398,944.5384842185296,593.0101812916839,493.40827179196947,725.8381587312252,356.2294166381364,389.906610385014,475.6990606880437,636.3885997678702,287.4300224872578,508.11629776408984,357.7337225435554,330.47105049057774,539.3749166926859
gRNA_CDK2_targ_6981,177.34183562208025,132.47139029034346,163.13933596898875,234.98871512718736,203.9559207991776,32.7926297159315,107.92386735113843,46.7861853433454,193.35690376046094,250.96308407157423,480.26536927054883,489.7767677605919,440.3156743100798,379.4515831852369,437.53451279113665,614.2364492891227,381.71806980342944,297.7110620157384,491.5040457662784,352.0681139671929,256.33294219793873,242.54613901082723,267.47397023157095,253.41567188609153,402.0662039801268
gRNA_CDK2_targ_6982,570.2261019859756,457.75535450445386,387.78040446973824,353.4576802650413,447.0548971052681,501.96146772315154,689.0150722350209,540.2142602758954,602.8618292151253,259.9638697872214,1136.9489726540412,2268.229781746918,583.0964878015197,512.457376742761,304.12516822299443,789.6105641267123,447.58074958254684,490.3371009387297,523.7338192591491,526.9259968506763,560.0380721263355,548.8714591472511,415.4491134585427,509.12173719142476,570.0502674050662
