gRNA_id,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_SY-5609_10nM_REP1,CBE_SY-5609_10nM_REP2,CBE_SY-5609_10nM_REP3,CBE_SY-5609_100nM_REP1,CBE_SY-5609_100nM_REP2,CBE_SY-5609_100nM_REP3,Plasmid
gRNA_CDK19_targ_6877,746.7690969010675,813.9280987812301,890.9990826330005,455.6819481835365,795.3774742770267,506.5252723444274,312.58948762456214,171.31496708970954,285.08078939409125,30.94297472221428,88.77200114490992,241.73773229599098,433.4888875783032
gRNA_CDK19_targ_6878,189.23411173249977,218.59029523838873,546.7568707733808,178.1716967140598,299.55682234323154,203.07227342211092,833.9122645610415,19.37001227894316,121.9541219711469,4.420424960316326,6.0066288625154005,38.06255751394163,328.86432702329546
gRNA_CDK19_targ_6879,296.7879823743676,321.3904852828458,764.870869794799,477.8640770401003,251.6605902265899,448.75471180193034,297.51168794514604,49.79555043407558,10.770876869246592,50.35140306360314,59.50213011320504,50.736579324434956,361.74794193514407
gRNA_CDK19_targ_6880,255.70126565297682,266.95274856412476,306.3005910816409,254.66843104840547,195.01374150399954,194.49422049307347,98.67320467284571,143.72183639046034,8.165019562170805,7.18319056051403,28.24111139226854,34.539746339778944,325.426622636624
gRNA_CDK19_targ_6881,427.597769313754,259.7583340198004,172.72495135333207,204.50438499731644,198.58542175132555,341.3714941147554,4.67254729648573,88.07873507972268,847.9459677224617,3.5225261402520722,3.8163664043606134,9.191702718792287,306.0120462233732
gRNA_CDK19_targ_6882,423.38666538386076,250.64540893032284,157.32689305351573,279.57178760856254,174.54801368682158,494.48098578284004,52.10479212131566,198.177153929376,13.376734176322381,4.489494100321268,33.550838563552865,27.17018733176046,355.80240402049105
gRNA_CDK19_targ_6883,346.10721758933346,366.59539000301726,403.2177815569555,308.6257035954125,247.9817595718441,737.1523525222627,26.50394474897368,1379.4737989975654,47.60032680925107,39.85289378285187,12.842902595543977,291.1380728991918,402.6059039078781
gRNA_CDK19_targ_6884,235.85975794726363,376.068035819711,516.6149200492305,318.6585128056303,219.22973358086983,407.4400078988112,165.97359178357294,66.05905130979201,107.53504487199422,18.57959866132956,6.836273733028577,62.317314908464006,295.558043539315
gRNA_CDK19_targ_6885,293.22182228959315,160.27556845967064,377.27758857148063,439.2721205164131,495.78493513132196,426.1716744989542,86.7366132599746,14.618877191655216,26.753468352644763,38.60964926276291,21.272094479957854,84.87140483959749,468.5985569700457
gRNA_CDK19_targ_6886,172.84495049183417,213.51423608767098,599.794627139415,153.5432116391142,477.64079947490586,149.95837018394846,9.580685212962337,182.00502103610742,52.638317602930925,9.117126480652422,17.82077181862304,197.52037824788005,249.93801565389685
gRNA_CDK19_targ_6887,535.5689565612869,677.8337569844276,465.4390204057232,464.0930156310068,410.17175960291775,325.5108493112699,187.1767475827519,116.76828156834604,6.254057536981892,15.126141661082427,33.18579482052707,106.8181135338064,404.88831419738943
gRNA_CDK19_targ_6888,95.56550269730691,153.64071949101594,235.65067652954235,301.17668634618224,240.80268227471885,211.75536373395292,15.470450712734264,61.399284204951904,3.648200229906104,9.60061046068702,2.1238908685137328,2.510509112621682,321.9043845355263
gRNA_CDK19_targ_6889,180.3187115205636,227.26356166126865,251.25001663719945,107.529725014718,289.6632680581385,239.5552577162212,6.243151429758244,175.97473419454965,70.01069965010285,8.150158520583226,12.212372493953964,4.980526142781724,337.712189133253
gRNA_CDK19_targ_6890,185.74382739420986,385.8604333939303,138.00383950080501,279.1319932322242,240.9455494846119,364.4096934098846,22.8915552424469,66.05905130979201,16.503762944813328,3.453457000247129,42.7764895236594,14.94157842834517,272.677584834584
gRNA_CDK19_targ_6891,296.02922490952193,149.0043190068958,418.89260234255295,360.1091327755165,482.92688624094836,364.2346311052104,12.093651826198359,26.039874997635852,58.544927498969386,31.702735262268646,45.2322383403784,69.32244517432773,467.5841523969295
gRNA_CDK19_targ_6892,230.8519586792825,210.83631511839468,347.36207988115115,70.75192029342641,409.17168913366646,236.1240365446062,53.871721771247245,3.1978793856745784,64.1040897540644,56.360418244033156,6.073000452156454,105.76531938980375,399.14002161639786
gRNA_CDK19_targ_6893,80.42829127363662,128.7800203434062,107.33352403107278,280.01158198490083,123.33011894016674,215.46668459304666,3.4160639898677188,9.13679824478451,2.084685845660631,14.64265768104783,18.51767350985411,47.983117717043434,166.55959532471076
gRNA_CDK19_targ_6894,42.60423165108204,211.03615996684815,73.84526325157023,39.96631394974437,108.36477870387081,62.74232999524531,12.839688789502803,2.010095613852592,9.554810125944558,4.834839800345981,5.11061240236117,6.478733193862404,145.65158995659448
gRNA_CDK19_targ_6895,109.0334476983168,194.12928578768586,116.5170065138064,134.27472052579176,151.51067609156888,330.62266860775753,66.08316890744103,30.516906137580264,6.601505177925331,20.58260372147289,30.530931234884907,112.85143382059076,304.85675212621317
gRNA_CDK19_targ_6896,52.80951955325575,83.01555004756507,37.51389693631727,25.150740896847385,159.58267345052565,114.52575971788359,10.601577899589472,11.695101753324174,3435.388549828248,7.4594671205338,14.767678695134547,181.52600567553225,234.0738552465526
gRNA_CDK19_targ_6897,312.57013764315667,420.35365423699653,202.7411009475819,367.5581500247467,232.87355212565515,430.54823211581004,110.60979608571682,490.5546977624803,502.2355649837403,18.786806081344384,22.865012631343156,10.446957275103127,455.9466777109025
gRNA_CDK19_targ_6898,183.96074735182265,2.677920969276293,293.19211334601295,173.19652283173264,157.43966530213004,79.33823647836266,53.20421501460642,2.3755675436439727,66.18877559972502,5.180185500370694,21.07297971103469,83.29221362359354,184.67798811675763
gRNA_CDK19_targ_6899,214.5007353118592,264.91433110989954,376.3718204361973,233.75071102381435,358.7752808438966,206.74858182026983,14.41029292277532,198.26852191182388,41.346269272269176,4.351355820311382,12.809716800723452,152.0477696434583,247.14840307782745
gRNA_CDK19_targ_6900,329.2248639965182,72.62361792798544,216.3779434287918,151.8115212822821,293.19923150299127,161.44245737057818,85.24453933336571,240.2064258553848,5.559162255095016,11.465477240820471,4.546453890412209,247.6495763353904,308.29445651288455
gRNA_CDK19_targ_6901,70.14712762497835,152.76140215782075,44.055555691141215,57.36567896362895,173.97654484724941,72.19569444765392,22.773759932451455,2.2841995611961274,1.2160667433020347,7.321328840523915,29.303056826525406,1.498207051080681,114.45864933327273
gRNA_CDK19_targ_6902,29.705354748706355,73.46296629148993,115.66155883048326,119.07432739359875,101.57858623395143,137.7740337786218,517.4355317066298,3.9288232452573397,17.71982968811536,6.975983140499202,16.493340025801956,39.19633582286755,185.15701249850693
gRNA_CDK19_targ_6903,153.07931853260555,116.10985695145716,86.42537624161628,150.82198393552085,262.69708219082725,264.6942046674411,4.476221779826666,55.734469293185505,22.93154430226694,1.4504519401037945,7.068574296772266,14.82010218096025,258.842233573472
gRNA_CDK19_targ_6904,122.91870930499182,74.26234568530376,177.0273499959278,152.85603292608556,149.68911916543263,83.32965702493517,1.413543719945263,1.2791517542698314,1.563514384245473,3.7988027002718425,6.703530553746469,28.020521063454897,179.12694086942756
