gRNA_id,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_BSJ-4-116_REP1,CBE_BSJ-4-116_REP2,CBE_BSJ-4-116_REP3,CBE_CDK12-IN-2_REP1,CBE_CDK12-IN-2_REP2,CBE_CDK12-IN-2_REP3,CBE_HQ461_REP1,CBE_HQ461_REP2,CBE_HQ461_REP3,PLASMID_LIBRARY
gRNA_CDK12_targ_1740,195.73308929201616,74.31166134228486,219.31994768416857,115.52539939228807,152.26339836757506,205.0380785002929,166.23921614425493,182.05939563738008,140.77236389984867,165.5050232735055,108.43125920332533,203.07068598436769,194.7018894587312,113.03974209494636,174.5330584382971,326.5252647409566
gRNA_CDK12_targ_1741,73.14304091325668,51.03065088464254,148.072263589571,57.07450232089212,22.26245639353649,33.31077877251083,76.42132463774355,28.478892721860777,38.0414182727728,26.22775204573171,25.55244837783281,12.066749128078143,50.21429761414864,158.19388967128205,237.75699161536886,312.8233158418577
gRNA_CDK12_targ_1742,127.08523087562334,73.37380073143197,77.39365045419545,59.796705271888584,63.47586977597444,52.29233986075722,104.12786066178604,65.23721611131407,105.94248244608384,98.91421060463139,54.39338576429106,164.72700289975094,117.63914078153371,177.8378735314144,108.68391004280019,177.94869914630803
gRNA_CDK12_targ_1743,276.1005306466612,61.56779068893089,228.11209400414887,40.435419114801384,97.18103203305178,231.6867015183016,49.149742083466265,258.74688820387524,487.12131679738513,172.8527477787796,70.61363560413275,283.1319787190177,283.6297907173364,130.36812864347175,84.72882117467093,142.4952217922861
gRNA_CDK12_targ_1744,154.60216944571158,85.7866617574261,75.20272726119066,45.66571916671594,161.4110056338441,50.50583999362815,93.73247273439806,122.45923870400134,244.30619373167656,50.445588419617145,32.6182558423118,142.06215503089365,160.44277995746523,215.77507615324174,164.38222626038663,334.97858496415756
gRNA_CDK12_targ_1745,182.31175869423683,136.5966395571621,154.6165796206243,57.65564677110485,59.14796956397618,99.63458633967764,195.9465381292173,193.80326892474537,267.3222076012336,86.06393007971259,129.31760831216258,176.47620599814283,68.39673279862666,43.88056905495186,130.4950731492156,208.05261265758787
gRNA_CDK12_targ_1746,131.4840880332687,39.8314918256345,43.19248580495172,28.72077046051324,38.065849591893766,39.302997076839596,79.9879430898181,146.00570464516872,75.12702201607894,41.054998805253405,24.885862767976302,112.72884053862475,64.02322945803952,109.6049394160627,164.25096549946537,243.7079603452982
gRNA_CDK12_targ_1747,120.69565004079539,71.38774296727291,64.41883258393327,42.82117001567469,92.91870606668986,27.2069042264865,54.63015580250764,108.0729939269789,124.90584271070225,91.92892990903452,58.08182613883041,160.44013149898635,85.64777375316481,99.1461582253046,109.82150330411774,197.95909597316881
gRNA_CDK12_targ_1748,398.17684388292196,348.49796933868856,225.52282113968866,134.15260834910657,386.49460378057165,125.01777195180321,620.9830687837591,247.7370069969703,263.3077865774736,181.68319696000583,174.91206402634774,208.58804825016657,1025.3840563611755,74.83238645343154,268.84391516021975,217.36388179896446
gRNA_CDK12_targ_1749,279.6966766441523,177.80733816346262,208.2230639793391,312.563954564414,205.8047699296444,97.32702401130258,208.7341701403138,169.25857375415194,574.865090602424,85.43789077208835,161.31371758527496,288.01424892544406,304.88987640074606,227.73899559654436,161.66950386801398,289.683928842827
