gRNA_id,Gene,classification,ABE_ABEMA_REP1,ABE_ABEMA_REP2,ABE_ABEMA_REP3,LFC_avg_ABE_ABEMA,LFC_median_ABE_ABEMA,base_RPM,base_RAW,ABE_ATIRMO_REP1,ABE_ATIRMO_REP2,ABE_ATIRMO_REP3,LFC_avg_ABE_ATIRMO,LFC_median_ABE_ATIRMO,ABE_DMSO_REP1,ABE_DMSO_REP2,ABE_DMSO_REP3,LFC_avg_ABE_DMSO,LFC_median_ABE_DMSO,ABE_INX_REP1,ABE_INX_REP2,ABE_INX_REP3,LFC_avg_ABE_INX,LFC_median_ABE_INX,ABE_PALBO_REP1,ABE_PALBO_REP2,ABE_PALBO_REP3,LFC_avg_ABE_PALBO,LFC_median_ABE_PALBO,ABE_RIBO_REP1,ABE_RIBO_REP2,ABE_RIBO_REP3,LFC_avg_ABE_RIBO,LFC_median_ABE_RIBO,ABE_TAGTO_REP1,ABE_TAGTO_REP2,ABE_TAGTO_REP3,LFC_avg_ABE_TAGTO,LFC_median_ABE_TAGTO,PLASMID_LIBRARY,LFC_avg_Plasmid,LFC_median_Plasmid,p_ABE_ABEMA,FDR_ABE_ABEMA,p_ABE_ATIRMO,FDR_ABE_ATIRMO,p_ABE_DMSO,FDR_ABE_DMSO,p_ABE_INX,FDR_ABE_INX,p_ABE_PALBO,FDR_ABE_PALBO,p_ABE_RIBO,FDR_ABE_RIBO,p_ABE_TAGTO,FDR_ABE_TAGTO,p_Plasmid,FDR_Plasmid
gRNA_CDK2_targ_6973,CDK2,targeting,-6.496100016052823,-5.365032578797965,-4.9329593269951495,-5.598030640615313,-5.365032578797965,868.7541638907395,815.0,-4.819098413731445,-4.011144055640108,-1.0095270240508243,-3.2799231644741256,-4.011144055640108,-0.05775028630579601,-1.5125942333070053,-0.6475587617095557,-0.739301093774119,-0.6475587617095557,1.6574508687659177,-0.9242050192459936,-3.7982338638506334,-1.02166267144357,-0.9242050192459936,-7.120811198883467,-5.675196066787143,-3.1524370209181596,-5.316148095529591,-5.675196066787143,-1.2291298252937715,-2.4304197927107833,-2.800270122358775,-2.1532732467877764,-2.4304197927107833,-1.7399290242325034,-2.4733282372902403,1.9228847776309608,-0.7634574946305942,-1.7399290242325034,0.7391959868185392,0.7391959868185392,0.7391959868185392,4.4815615267976705e-07,2.472328108950048e-05,9.775316759138713e-06,0.00018390455346814732,0.2894780213660107,0.7476033157616107,0.13264531793808057,0.3436699966648695,7.969779004364808e-08,3.663884514506599e-06,0.0028742259170805385,0.028655686101013805,0.3454854332795959,0.7233551746562703,0.4050594940505948,0.8535019379417992
gRNA_CDK2_targ_6974,CDK2,targeting,-5.885113743650582,-6.459428576214046,-4.907346747616447,-5.750629689160358,-5.885113743650582,143.16270912822387,152.0,-1.1773956494864166,-0.526767757517805,-6.298707755644192,-2.667623720882805,-1.1773956494864166,0.5100746024169761,-1.6989188077676152,-3.1279903763563515,-1.4389448605689967,-1.6989188077676152,0.4416464524700914,-1.6714458945313961,-4.144150933383294,-1.7913167918148662,-1.6714458945313961,-1.761628581598018,-5.675552009886898,-1.1371342616299023,-2.8581049510382726,-1.761628581598018,-2.2360375651659417,-3.6001298402291866,-5.544662449618071,-3.793609951671067,-3.6001298402291866,0.26425094230986546,-0.5000986425944691,1.5370534503928246,0.4337352500360736,0.26425094230986546,1.3441240342015546,1.3441240342015546,1.3441240342015546,4.4815615267976705e-07,2.472328108950048e-05,0.0003232913923206341,0.0029890908060930138,0.1033839413649593,0.5145600705859131,0.0678901875661859,0.2350591222218361,0.0002255230312664647,0.002120685322420449,0.00026303802566595184,0.009720812611492843,0.2695430378530648,0.9718318809695584,0.18908109189081096,0.9512659648280389
gRNA_CDK2_targ_6975,CDK2,targeting,-5.465307837751681,-5.340019601671602,-2.580072891804043,-4.461800110409109,-5.340019601671602,530.6697547810228,664.0,-3.60692594574632,-1.7196364877848211,-2.5369738879281423,-2.621178773819761,-2.5369738879281423,-0.19611776410166587,-0.7770648915867371,-0.47497467063421156,-0.4827191087742048,-0.47497467063421156,-2.036857133978139,-1.9907251463733013,-3.0394659568817186,-2.3556827457443865,-2.036857133978139,-3.6938756338285033,-3.1654191577953767,-2.222075825499758,-3.0271235390412126,-3.1654191577953767,-1.8262309903077094,-3.8208434932766426,-4.613166280572762,-3.420080254719038,-3.8208434932766426,-2.3763395566355925,-2.9085619990336444,-0.9659967786966779,-2.0836327781219715,-2.3763395566355925,0.21649734225763173,0.21649734225763173,0.21649734225763173,7.048111010249627e-05,0.0008984822906745536,0.0005187333852856933,0.004425277075504239,0.35701028174567156,0.7912295095543322,0.033037926819193104,0.1580282337738861,0.0011009502032522033,0.007956648848831425,0.0011623949997792813,0.017363398658392662,0.17809438770072886,0.49408802705613925,0.40075992400759936,0.8081536635693415
gRNA_CDK2_targ_6976,CDK2,targeting,-2.5220354159593183,-2.0413785497489525,-3.968306972896179,-2.843906979534817,-2.5220354159593183,54.34569777877944,68.0,-2.5701776313555933,-0.026392248321499355,0.9896049009908302,-0.5356549928954207,-0.026392248321499355,2.1034670971922935,1.7655862904192232,3.147372574519799,2.338808654043772,2.1034670971922935,-0.2129457236669668,-0.2902909472368706,-0.8341420598454666,-0.44579291024976797,-0.2902909472368706,-3.385841274321882,-2.2593945036007623,-5.790399270350347,-3.811878349424331,-3.385841274321882,-0.992032774945677,-1.4121500101570568,-2.8669249980219003,-1.7570359277082115,-1.4121500101570568,-1.4782577922372069,-0.5461037778186568,-0.53872426525213,-0.8543619451026645,-0.5461037778186568,3.5449777009662453,3.5449777009662453,3.5449777009662453,0.0007856480055500772,0.005372923343741231,0.1402968511852887,0.3312286572206174,1.1613987852335398e-05,0.0009610574947807541,0.6007455943263733,0.8182995544116443,2.1136520625606552e-05,0.0003209260700493472,0.015867638544864653,0.08130322536145822,0.4895715756332978,0.774079798686216,9.999000099990012e-05,0.002398310893548329
gRNA_CDK2_targ_6977,CDK2,targeting,-0.9426684477746795,-2.7176566763734757,-2.205784596175419,-1.955369906774525,-2.205784596175419,498.8674217188541,531.0,-2.339666869042216,-0.24113839393646594,0.5956566369840555,-0.6617162086648756,-0.24113839393646594,1.1275443273860777,0.0008218389804001223,-1.6597962789068472,-0.17714337084678977,0.0008218389804001223,-0.37035219317224266,-1.4894014042123573,-0.8178933382110124,-0.8925489785318708,-0.8178933382110124,-3.70910727052428,-1.352133605913705,-1.4856253424248083,-2.182288739620931,-1.4856253424248083,-2.5219855389187553,1.224406851314499,-0.9044961383389912,-0.7340249419810826,-0.9044961383389912,-4.653260215765999,-0.9467498256635898,-0.15962240118830356,-1.9198774808726309,-0.9467498256635898,0.8269390187394926,0.8269390187394926,0.8269390187394926,0.012480976048979884,0.04792578970083923,0.12129618510625535,0.2961990033896708,0.43433997691107606,0.8695866115897778,0.36180034859656796,0.6142960458539012,0.010954134876278445,0.04999790311823079,0.08496235075009001,0.25154327458210907,0.1788270261067235,0.49408802705613925,0.39156084391560836,0.8535019379417992
gRNA_CDK2_targ_6978,CDK2,targeting,-2.397331866130506,-3.9005587092142004,-1.2691446979869077,-2.522345091110538,-2.397331866130506,714.486085503365,894.0,-2.499982734599367,-0.4987908027743791,-0.8799377656700484,-1.292903767681265,-0.8799377656700484,-2.9863000960329154,-1.6789827218838205,-2.1667481956468513,-2.2773436711878623,-2.1667481956468513,-2.554730051275816,-3.9826715769108993,-1.2334079612357147,-2.59026986314081,-2.554730051275816,-2.1318806867010123,-1.7635064490466734,-2.870753050498683,-2.2553800620821227,-2.1318806867010123,-1.1395355386289474,-2.4974390651302936,-1.0147184536929128,-1.5505643524840513,-1.1395355386289474,-4.44564681336408,-4.109079138442722,-1.5344090879081302,-3.363045013238311,-4.109079138442722,0.3825169120437063,0.3825169120437063,0.3825169120437063,0.0023329149628426825,0.012658932011490622,0.037356119088387894,0.12826634251303312,0.030736286387418297,0.35325384702206447,0.019365442117282493,0.1134620739011031,0.012077257629961475,0.0540212469664493,0.025465510226450133,0.1120888814488696,0.037837994650890355,0.25029837208319267,0.45455454454554534,0.8248769421303482
gRNA_CDK2_targ_6979,CDK2,targeting,-2.16178773812242,-0.5541653581313754,-1.3917422593665087,-1.3692317852067681,-1.3917422593665087,426.3824117255163,400.0,-1.473842349177848,0.10051534643470256,0.1379105597499772,-0.41180548099772274,0.10051534643470256,0.5100138275997986,-1.0074052698402438,-0.1257599660802119,-0.2077171361068857,-0.1257599660802119,-0.33023284348994814,-3.2392754039559,-1.1331090517744464,-1.5675390997400982,-1.1331090517744464,-0.3532728599021237,-1.4938719050297264,-1.396302890969525,-1.0811492186337917,-1.396302890969525,-1.7114193541830303,-0.0887864159580687,-5.4650954944347205,-2.42176708819194,-1.7114193541830303,-1.696362291408757,-0.8967766891814373,1.16192822498853,-0.47707025186722146,-0.8967766891814373,1.0044505064345697,1.0044505064345697,1.0044505064345697,0.06919411336248907,0.18865940298998254,0.2597321618731694,0.497359771012583,0.5036633953567182,0.8582184193781053,0.12093587090361323,0.3281848265119862,0.186013864718494,0.4009127240103452,0.008044052157694739,0.054117505369856884,0.5470474217874703,0.824404205106101,0.3557644235576443,0.8565263955532156
gRNA_CDK2_targ_6980,CDK2,targeting,-2.391038381865652,-1.7461260149588502,-0.4173573265110958,-1.5181739077785326,-1.7461260149588502,421.9783592234639,528.0,-2.2146531143370987,-2.663190462028587,-0.13710413895784218,-1.6716492384411763,-2.2146531143370987,-1.8851974030785705,-0.9741689580131402,-2.170725646130762,-1.6766973357408244,-1.8851974030785705,-2.739522086269864,-2.020270676962557,-5.086893149276091,-3.2822286375028376,-2.739522086269864,-5.262251028690454,-4.943688838098438,-2.3725008541990236,-4.192813573662638,-4.943688838098438,-1.0615351406584246,-2.716618953863036,-2.364620544878806,-2.0475915464667556,-2.364620544878806,-1.087233589371754,-2.1915903080406185,-2.4583228680655687,-1.912382255159314,-2.1915903080406185,1.1266417480582738,1.1266417480582738,1.1266417480582738,0.045958913164113394,0.13655655527218613,0.00952713439860213,0.045439214494773845,0.08258273253009626,0.48294848882441455,0.0051410442276794135,0.05219894599269588,1.1455206087489101e-07,4.408922342975456e-06,0.005718720033529412,0.04430086379449209,0.22883282318897247,0.5569387093790432,0.27677232276772323,0.9152196401154993
gRNA_CDK2_targ_6981,CDK2,targeting,-0.6220956263704027,-0.8391840011301551,-0.5612649204206825,-0.6741815159737469,-0.6220956263704027,152.64747464333638,191.0,-1.4620958121265788,1.0043377265026023,1.6968140707571089,0.4130186617110441,1.0043377265026023,0.8314282384103032,0.9227225967251925,1.882936613925936,1.2123624830204773,0.9227225967251925,2.947622089491911,0.946240580605532,-0.5629145563174658,1.1103160379266592,0.946240580605532,-2.4216495071132744,0.5498765983516054,-1.2290602886862314,-1.0336110658159667,-1.2290602886862314,0.7172891784070143,0.32915104185858,0.9244580400440142,0.6569660867698696,0.7172891784070143,-0.5689164249106331,1.1619927264128311,3.130803221608114,1.241293174370104,1.1619927264128311,2.3095075735168917,2.3095075735168917,2.3095075735168917,0.288128152488733,0.5132961166510798,0.13619384245973057,0.7395212012154926,0.030418107240340612,0.3063703460021553,0.039174573199623274,0.7047165070149621,0.10436800911750774,0.2669691732449387,0.3250288390938381,0.99999991469233,0.046179881327045716,0.7278828913929587,0.03589641035896411,0.6457452080878869
gRNA_CDK2_targ_6982,CDK2,targeting,-2.10986481583126,0.2324299547386639,0.5186802839700964,-0.45291819237416653,0.2324299547386639,508.60436137658473,540.0,-0.28945128526241143,0.25426702037436505,1.2829041066848736,0.4159066139322758,0.25426702037436505,0.6493685264171265,-0.6909013120834627,-0.44002394023139724,-0.1605189086325778,-0.44002394023139724,2.5985475007047727,0.249612798175097,0.2823548985796967,1.0435050658198555,0.2823548985796967,0.3414577501423951,0.08913451720682646,-0.22279908647973345,0.06926439362316271,0.08913451720682646,-0.22581826830633814,-1.0306701439597545,0.3894828397199256,-0.28900185751538904,-0.22581826830633814,0.0021073066122359193,-1.782093234191899,2.760198854631069,0.32673764235046865,0.0021073066122359193,0.7218024052171556,0.7218024052171556,0.7218024052171556,0.27340120378287364,0.49236016568080077,0.334325245413565,0.9473091068868167,0.5024431476330369,0.8582184193781053,0.06778831352099364,0.9451565651681966,0.6439374973516281,0.8966626559462808,0.42611256096986905,0.7241056922467788,0.10852946445976623,0.9031803335145799,0.4192580741925809,0.8535019379417992
