gRNA_id,Gene,classification,DMSO_REP1,DMSO_REP2,DMSO_REP3,LFC_avg_DMSO,LFC_median_DMSO,base_RPM,base_RAW,KB-0742_1500nM_REP1,KB-0742_1500nM_REP2,KB-0742_1500nM_REP3,LFC_avg_KB-0742_1500nM,LFC_median_KB-0742_1500nM,KI-CDK9d-32N_1250nM_REP1,KI-CDK9d-32N_1250nM_REP2,KI-CDK9d-32N_1250nM_REP3,LFC_avg_KI-CDK9d-32N_1250nM,LFC_median_KI-CDK9d-32N_1250nM,KI-CDK9d-32N_5000nM_REP1,KI-CDK9d-32N_5000nM_REP2,KI-CDK9d-32N_5000nM_REP3,LFC_avg_KI-CDK9d-32N_5000nM,LFC_median_KI-CDK9d-32N_5000nM,KI-CDK9d-32_1000nM_REP1,KI-CDK9d-32_1000nM_REP2,KI-CDK9d-32_1000nM_REP3,LFC_avg_KI-CDK9d-32_1000nM,LFC_median_KI-CDK9d-32_1000nM,KI-CDK9d-32_100nM_REP1,KI-CDK9d-32_100nM_REP2,KI-CDK9d-32_100nM_REP3,LFC_avg_KI-CDK9d-32_100nM,LFC_median_KI-CDK9d-32_100nM,SEL120_4000nM_REP1,SEL120_4000nM_REP2,SEL120_4000nM_REP3,LFC_avg_SEL120_4000nM,LFC_median_SEL120_4000nM,Senexin B_15000nM_REP1,Senexin B_15000nM_REP2,Senexin B_15000nM_REP3,LFC_avg_Senexin B_15000nM,LFC_median_Senexin B_15000nM,Senexin B_2000nM_REP1,Senexin B_2000nM_REP2,Senexin B_2000nM_REP3,LFC_avg_Senexin B_2000nM,LFC_median_Senexin B_2000nM,Plasmid,LFC_avg_Plasmid,LFC_median_Plasmid,p_DMSO,FDR_DMSO,p_KB-0742_1500nM,FDR_KB-0742_1500nM,p_KI-CDK9d-32N_1250nM,FDR_KI-CDK9d-32N_1250nM,p_KI-CDK9d-32N_5000nM,FDR_KI-CDK9d-32N_5000nM,p_KI-CDK9d-32_1000nM,FDR_KI-CDK9d-32_1000nM,p_KI-CDK9d-32_100nM,FDR_KI-CDK9d-32_100nM,p_SEL120_4000nM,FDR_SEL120_4000nM,p_Senexin B_15000nM,FDR_Senexin B_15000nM,p_Senexin B_2000nM,FDR_Senexin B_2000nM,p_Plasmid,FDR_Plasmid
gRNA_CDK7_targ_1,CDK7,targeting,-1.4392759811788076,-1.983725727678938,-1.3050270693137964,-1.576009592723847,-1.4392759811788076,330.18249902073865,4489.0,-1.3615525533130148,-3.4336686631353044,-0.7156966659474602,-1.8369726274652598,-1.3615525533130148,-2.94028718832008,-3.066959809410216,-0.9317424463117713,-2.312996481347356,-2.94028718832008,-6.3685405690948045,-3.1096927998071555,-1.4001376338325968,-3.626123667578186,-3.1096927998071555,-0.5250222450991324,-3.0572410739517233,-3.2258460062850878,-2.269369775111981,-3.0572410739517233,-1.4303642546091049,-2.341054519474913,-2.176520516678665,-1.9826464302542277,-2.176520516678665,-0.7599030382172423,-1.270212682506111,-1.7093547447232948,-1.2464901551488827,-1.270212682506111,-1.5959176517579217,-0.8818392805171625,-2.182069881843053,-1.5532756047060456,-1.5959176517579217,-1.0351149236139379,-1.9939602752391654,-0.6456620424842398,-1.2249124137791145,-1.0351149236139379,0.43785858461428406,0.43785858461428406,0.43785858461428406,0.00043634016648140295,0.013396677424738034,0.00030357753283346124,0.00728044174946336,6.392447312664547e-08,1.7991114601622902e-06,0.00010100942816658137,0.002317275116762749,0.0002449640718938099,0.003411999572806638,5.970576905530569e-09,1.1726384857624787e-07,0.052298403258629486,0.3869231460597791,0.017788664254018375,0.134018698411436,0.04047409510239779,0.32435855971465355,0.4875512448755124,0.7896490260680479
gRNA_CDK7_targ_2,CDK7,targeting,-1.4892050513225539,-0.04883639943742224,0.5065528250813743,-0.34382954189286724,-0.04883639943742224,306.931405540481,3617.0,-0.006151394218245923,-0.7171301539854438,0.20833296457408096,-0.17164952787653628,-0.006151394218245923,0.00124942899068649,0.03232856115394983,-0.03176099360290565,0.0006056655139102229,0.00124942899068649,-2.7378912697316973,-0.8628538064558279,0.09294693694345846,-1.169266046414689,-0.8628538064558279,-0.8420507177681399,-0.720978071206545,-0.3749290316184288,-0.6459859401977045,-0.720978071206545,0.31998958262606253,0.08165066712463044,0.11191002558949834,0.1711834251133971,0.11191002558949834,-0.926674880428948,0.11333311130646218,-0.13818559100221742,-0.3171757867082344,-0.13818559100221742,-0.7142673311259923,0.35981805819875223,-1.432182308151008,-0.595543860359416,-0.7142673311259923,0.2099262630176106,-0.5351832457616104,0.3132200517801269,-0.004012310321290939,0.2099262630176106,0.6541616719738822,0.6541616719738822,0.6541616719738822,0.152034939146923,0.3937906867847247,0.5431000976103952,0.763079396024899,0.4460435783132931,0.7922897496922746,0.1500414852465089,0.3232938079897153,0.12157311823238408,0.30702554373210783,0.5230477972760084,0.8282601430182731,0.4921719145934742,0.8423193369267633,0.3024239060219262,0.6175147819295875,0.4745328934687326,0.8774546809497276,0.33736626337366266,0.8804199871983606
gRNA_CDK7_targ_3,CDK7,targeting,-1.8421806934525407,1.0898929165045916,0.9085462175525684,0.05208614686820645,0.9085462175525684,73.48703267847846,866.0,-0.11026447539375904,-2.1337708131505138,0.36727419655199295,-0.6255870306640933,-0.11026447539375904,0.39110403191476006,0.30738807270781593,0.31419157444607804,0.33756122635621805,0.31419157444607804,-4.790189104394722,0.21877963572829076,0.003397693819147958,-1.5226705916157612,0.003397693819147958,-0.37594548855705195,-1.2719554174875274,-0.425996751823961,-0.6912992192895134,-0.425996751823961,0.5177716156594602,-0.33308744221633013,-0.19588931712325738,-0.0037350478933757814,-0.19588931712325738,-1.3097224566012495,1.007452294520794,0.6314877632246138,0.10973920038138607,0.6314877632246138,-0.47986860497699835,0.7911647650824144,-1.8521978158184524,-0.5136338852376788,-0.47986860497699835,0.311234947262903,-0.9421645853429923,0.4862913449466854,-0.04821276437780129,0.311234947262903,0.9912357488679383,0.9912357488679383,0.9912357488679383,0.09249863509246403,0.29542694401518166,0.24816143625140713,0.5048291512416851,0.3459533587086324,1.0,0.1039728926788624,0.26136832137504085,0.11511118214535414,0.2973844867353928,0.2530435168054874,0.5401163415785619,0.08540915208010981,0.47498672304917944,0.2243097461837145,0.5056693700095298,0.36467515949759943,0.8368384748018981,0.15778422157784217,0.9585335755711633
gRNA_CDK7_targ_4,CDK7,targeting,-0.9087070451054335,1.2472204731728738,0.5131341961294872,0.2838825413989758,0.5131341961294872,144.7207509443356,2275.0,0.4341850222810489,-1.4071770963119672,1.435935194408633,0.15431437345923818,0.4341850222810489,1.329339196607259,1.4647124341319755,0.9669091712599507,1.253653600666395,1.329339196607259,1.3704297642744383,-2.600313189022094,0.15339865973028116,-0.35882825500579146,0.15339865973028116,1.0925666332457484,0.35460652362310036,0.7968946131978313,0.7480225900222267,0.7968946131978313,1.2831770747143063,0.3660532027755355,0.6470332852314118,0.7654211875737511,0.6470332852314118,0.2429250695103966,1.341296675044723,0.61478612473485,0.7330026230966565,0.61478612473485,-1.034681326597539,1.922216279301417,-0.3293339534010632,0.18606699976760496,-0.3293339534010632,1.2845086117707392,0.05252031103834168,-0.037004265522217264,0.4333415524289545,0.05252031103834168,1.037739827724779,1.037739827724779,1.037739827724779,0.1354594020043991,0.7664429748983247,0.1749410078731815,0.8079803543941798,2.5843510010610688e-06,0.00019597995091379772,0.36838871983310695,0.5631025784682989,0.08003867764765099,0.7503255024986809,0.04541782062549073,0.5958706187197598,0.015906103517911257,0.2322120994860841,0.17019493371451244,0.915564101720196,0.11472874460532104,0.7657656264349014,0.15018498150184978,0.9595814612087179
gRNA_CDK7_targ_5,CDK7,targeting,0.7968892258132471,1.0427782036675155,-1.1423283629643295,0.23244635550547765,0.7968892258132471,227.37896185971056,3301.0,-0.606299463906306,-0.6332471156802495,0.22088667839343623,-0.3395533003977064,-0.606299463906306,0.33227140713970205,0.3164329723365213,0.2874150041608685,0.31203979454569725,0.3164329723365213,0.2858748447015746,-2.9607045840257102,-1.3465947650030432,-1.3404748347757263,-1.3465947650030432,-0.8063747276205913,-1.3955929266916152,-0.26498195657738266,-0.8223165369631964,-0.8063747276205913,0.002954528182672503,0.25614184516174304,-1.0186963226057109,-0.2531999830870984,0.002954528182672503,-1.5873180257376083,0.35650963335808594,0.3656149673417255,-0.28839780834593226,0.35650963335808594,-1.9089981611795177,0.4077515443298817,-1.073716753089575,-0.8583211233130704,-1.073716753089575,0.16423986429049678,-1.0226298290534819,0.1711228248316889,-0.2290890466437654,0.16423986429049678,-1.4844783314455803,-1.4844783314455803,-1.4844783314455803,0.12888697865031543,0.6751934030839705,0.38688522161432626,0.6298131514651822,0.3706196315257092,1.0,0.11207550140561684,0.2723909083271617,0.07473433734631106,0.23010348054187155,0.044843046305962725,0.1478520729653119,0.2829418501732335,0.7411026138855371,0.11855498884423685,0.34103024799342957,0.43331942970742865,0.7573380557626634,9.999000099990012e-05,0.0014835472974441704
gRNA_CDK7_targ_6,CDK7,targeting,0.401679031118361,-0.6426783920458087,1.0508461548813692,0.2699489313179739,0.401679031118361,725.1116561635084,9708.0,0.21502133181054064,1.7378026741669519,0.22786007558951563,0.7268946938556694,0.22786007558951563,0.24622881110596703,0.25507881146291683,0.6627562917902619,0.3880213047863819,0.25507881146291683,0.6564275320633185,0.8942628717067836,0.1848538309113121,0.5785147448938047,0.6564275320633185,-0.2703384425937925,0.18050462355901725,0.29486051987078166,0.06834223361200213,0.18050462355901725,-0.14722006841792581,-0.08422927719622195,0.40374295525512477,0.057431203213659,-0.08422927719622195,0.808706592543639,0.4131985532501454,0.46248654125449395,0.5614638956827595,0.46248654125449395,0.409364697824728,0.2604764815194737,-0.6011301387524195,0.022903680197260745,0.2604764815194737,0.16454362548951837,0.41174789466803924,0.6309076912364822,0.4023997371313466,0.41174789466803924,-2.4255779612257293,-2.4255779612257293,-2.4255779612257293,0.19716851412324193,0.8556373804688187,0.08736602927028563,0.8254367281790935,0.25186640387706377,1.0,0.30513664777436467,0.9696637856889395,0.6011899361155733,0.8554279893527494,0.3414065845840673,0.641496552182641,0.039704132211126154,0.37505979562759306,0.3065982430437424,0.9999930379332999,0.1635473709744219,0.8925051141302275,9.999000099990012e-05,0.0014835472974441704
gRNA_CDK7_targ_7,CDK7,targeting,1.2515180766731164,0.27109853068245626,-0.3457654683486286,0.3922837130023147,0.27109853068245626,466.7025821135007,7691.0,0.7442996501113346,-1.3604503076962677,0.01504603269911933,-0.20036820829527127,0.01504603269911933,-0.35941328803040706,-0.3623007681829385,0.15505744729804366,-0.1888855363051006,-0.35941328803040706,1.2987802852187345,-0.5201628656961581,0.9668200056536331,0.5818124750587365,0.9668200056536331,1.03995353264128,0.9759466374669975,0.465144468620295,0.8270148795761908,0.9759466374669975,-0.10185580635294325,-0.057525116084708845,0.013824168928862885,-0.048518917836263074,-0.057525116084708845,0.44112693130482594,-0.24516784443397924,-0.1687447717716303,0.009071438366405468,-0.1687447717716303,-0.12199848847159546,-0.11030025082257419,-0.13361597157839145,-0.1219715702908537,-0.12199848847159546,-0.09925095230899751,-0.164230356651592,-1.123146425698689,-0.4622092448864262,-0.164230356651592,-0.24241285862602077,-0.24241285862602077,-0.24241285862602077,0.15092317545387435,0.9299892468665092,0.4442332084636984,0.7124130386258225,0.12442926082131613,0.31336889487287184,0.19093177462678532,0.9228524731499231,0.06486144246544413,0.6863245656227228,0.24790552621690984,0.5337186143819931,0.36094698601094527,0.8043484165770096,0.4802875273214454,0.9999930379332999,0.26381333777899846,0.6071312082848815,0.0847915208479152,0.3157992522712258
gRNA_CDK7_targ_8,CDK7,targeting,-0.3318818147438185,-0.22874692353559406,-0.5266912258460638,-0.3624399880418254,-0.3318818147438185,479.8098188494928,6326.0,0.26247780412013,-1.2590016162170041,-0.29862422131834504,-0.4317160111384064,-0.29862422131834504,0.11415530170825595,0.1661777179764051,-0.1036359313489665,0.05889902944523153,0.11415530170825595,-3.3029684394714067,0.024781816663169635,0.441064936614232,-0.9457072287313352,0.024781816663169635,-0.1181210743546031,-0.12470920399301103,0.02222458774223961,-0.0735352302017915,-0.1181210743546031,-0.3267750603431311,-0.20933322101389643,-0.5335734942007396,-0.356560591852589,-0.3267750603431311,-0.4984307444911247,0.30980324608824156,0.3700402641095178,0.06047092190221156,0.30980324608824156,-1.372725433812737,-0.5391745029192928,-1.006208574521111,-0.9727028370843801,-1.006208574521111,-0.15926779109015957,-0.6700062170341359,0.03718134897223404,-0.26403088638402045,-0.15926779109015957,0.39627617691019956,0.39627617691019956,0.39627617691019956,0.3103706674940026,0.5731480479116924,0.35439718877724224,0.6014996878504125,0.506011764847627,0.8483531303001804,0.22925088318211864,0.4189122564171244,0.5246070362493058,0.7576344061025156,0.0420786169579482,0.14112361707026852,0.2580302534017526,0.7202684987594935,0.16668107457193612,0.4181335457647435,0.41339956975723297,0.7415117118510157,0.48155184481551827,0.7621081370123854
gRNA_CDK7_targ_9,CDK7,targeting,-0.041530022766394364,0.08927489576691511,0.406213208228256,0.15131936040959226,0.08927489576691511,421.8291448553307,5779.0,0.6692263051222382,-0.9837434671664228,-0.5205106055732185,-0.278342589205801,-0.5205106055732185,0.7080852589432789,0.6867739659669243,0.18280277779487542,0.5258873342350262,0.6867739659669243,-0.9230142307982556,-0.5885027985649101,0.943963624803014,-0.18918446818671722,-0.5885027985649101,0.021519940187586642,1.465653299694222,1.2607683940611913,0.9159805446476668,1.2607683940611913,-0.23430224778878103,-0.26569378891805356,0.06181807380892699,-0.14605932096596919,-0.23430224778878103,0.45912740714222694,-0.5766493333276731,-0.48413615534959714,-0.20055269384501442,-0.48413615534959714,-0.1091403631783472,0.1991976971616824,0.10973345375568537,0.06659692924634018,0.10973345375568537,-0.4610347146586748,0.016746209279422438,0.5663049500775463,0.04067214823276466,0.016746209279422438,-0.35248076347957347,-0.35248076347957347,-0.35248076347957347,0.44931414789566404,0.9303613946421492,0.38498623509323576,0.6274224748208888,0.11880371486754081,0.8579495627555057,0.4465933217851171,0.636325557658335,0.03473237940098088,0.5124664215071865,0.1631150260161603,0.4004532563166525,0.5003617441529022,0.8500286505649538,0.30958764116754117,0.9999930379332999,0.43400637642537065,0.8813912551257056,0.0591940805919408,0.25610117276703387
gRNA_CDK7_targ_10,CDK7,targeting,-0.2539746485475381,0.21124859947990066,1.3362233356823348,0.43116576220489905,0.21124859947990066,195.48666881486173,2838.0,0.7931760705348919,3.0353617786189786,-0.3298768046776979,1.1662203481587243,0.7931760705348919,0.5791173296481674,0.6499422933333397,0.404534276506223,0.5445312998292434,0.5791173296481674,0.7707834466730127,-0.10363480289235208,0.8888673630867089,0.5186720022891231,0.7707834466730127,-0.0030048263903630947,1.8141390379475675,1.4092325518259086,1.073455587794371,1.4092325518259086,-0.1675351164214637,-0.31814022980890433,0.20659584752516574,-0.09302649956840076,-0.1675351164214637,-1.4482401249236319,0.06235733303765414,0.033685162935139415,-0.4507325429836128,0.033685162935139415,0.17762348181925136,-0.4284034104589765,0.29605056061741747,0.015090210659230774,0.17762348181925136,-0.07305881166524962,1.4179285514313769,1.052694071664834,0.7991879371436538,1.052694071664834,0.4401932675688045,0.4401932675688045,0.4401932675688045,0.14550639035532473,0.9448025900588909,0.017008031229747894,0.45079539084671605,0.12362590703111004,0.8811977185246225,0.306474804144375,0.9446826550646031,0.01379372708236333,0.3086629093020647,0.19643128091581785,0.4595179065125816,0.3746206600699837,0.799916336383685,0.33281069952690245,0.9999930379332999,0.01944331173566091,0.29304913128965643,0.4875512448755124,0.7896490260680479
