gRNA_id,Gene,classification,ABE_BSJ-4-116_REP1,ABE_BSJ-4-116_REP2,ABE_BSJ-4-116_REP3,LFC_avg_ABE_BSJ-4-116,LFC_median_ABE_BSJ-4-116,base_RPM,base_RAW,ABE_CDK12-IN-2_REP1,ABE_CDK12-IN-2_REP2,ABE_CDK12-IN-2_REP3,LFC_avg_ABE_CDK12-IN-2,LFC_median_ABE_CDK12-IN-2,ABE_DMSO_REP1,ABE_DMSO_REP2,ABE_DMSO_REP3,LFC_avg_ABE_DMSO,LFC_median_ABE_DMSO,ABE_HQ461_REP1,ABE_HQ461_REP2,ABE_HQ461_REP3,LFC_avg_ABE_HQ461,LFC_median_ABE_HQ461,PLASMID_LIBRARY,LFC_avg_Plasmid,LFC_median_Plasmid,p_ABE_BSJ-4-116,FDR_ABE_BSJ-4-116,p_ABE_CDK12-IN-2,FDR_ABE_CDK12-IN-2,p_ABE_DMSO,FDR_ABE_DMSO,p_ABE_HQ461,FDR_ABE_HQ461,p_Plasmid,FDR_Plasmid
gRNA_CDK12_targ_1740,CDK12,targeting,-0.3741930277690638,-0.7232150737119544,-1.757068047420451,-0.951492049633823,-0.7232150737119544,270.2679747919756,1848.0,-3.082237953461818,-2.516272857857353,-2.652768466896087,-2.7504264260717526,-2.652768466896087,-0.7729059265935997,0.3126897971584776,-0.6608503100137509,-0.3736888131496243,-0.6608503100137509,-2.931449211671027,-1.9829632526832395,-0.5149724657924974,-1.8097949767155879,-1.9829632526832395,0.7494720678164929,0.7494720678164929,0.7494720678164929,0.194167091539231,0.9999978404352514,0.06973377441826648,0.9999996970102165,0.5064042903344153,0.9433762730608549,0.2550550410928772,0.9987861470942149,0.3847615238476153,0.7797220277972206
gRNA_CDK12_targ_1741,CDK12,targeting,-1.1765596951523454,0.0012685195990366739,-0.45819744927476314,-0.544496208276024,-0.45819744927476314,149.08721617312682,983.0,-1.625499996737414,-0.2215515363948673,-0.06850974618843726,-0.6385204264402394,-0.2215515363948673,-0.9640325837970862,0.6526289159414236,-0.13443485695298316,-0.14861284160288193,-0.13443485695298316,-1.0516992438262158,-0.44777903483899656,1.5187431681728165,0.006421629835868063,-0.44777903483899656,1.572573299863262,1.572573299863262,1.572573299863262,0.37633621429746533,0.9999978404352514,0.5530333144567963,0.955145245822175,0.5770225893662191,0.8978390535496139,0.2767929973039826,0.829306374870819,0.2128787121287871,0.6997251365412037
gRNA_CDK12_targ_1742,CDK12,targeting,-0.5630021425875466,0.7493968208811832,-1.775840412725572,-0.5298152448106451,-0.5630021425875466,155.76049950132372,1027.0,-0.05993240537260121,-2.826562485805085,-1.9168581297667375,-1.6011176736481412,-1.9168581297667375,-0.93821042291281,0.8535362441968585,0.2897959488090315,0.06837392336435999,0.2897959488090315,0.9468161232188358,-0.12928474075479104,-1.77725229686567,-0.3199069714672084,-0.12928474075479104,0.5550337898156139,0.5550337898156139,0.5550337898156139,0.2979789528691693,0.9999978404352514,0.23395194649659234,0.9999996970102165,0.45754781526381727,0.8774182819510282,0.39903858033241474,0.8642951817910366,0.47005299470052997,0.8623489889816986
gRNA_CDK12_targ_1743,CDK12,targeting,3.1869355206421073,0.014953010979036412,0.1675494962262842,1.123146009282476,0.1675494962262842,152.18807661127883,1645.0,0.8672511743341416,-1.273471149229733,1.4261487302680045,0.3399762517908043,0.8672511743341416,-0.9258417880985141,-0.5492833449579972,0.07577534801040865,-0.4664499283487009,-0.5492833449579972,-2.7909028650403287,-0.020710781530245095,0.020182724772278317,-0.9304769739327652,-0.020710781530245095,0.17014971192402678,0.17014971192402678,0.17014971192402678,0.06704723226782089,0.4896184234936136,0.2026815536460216,0.6571949944723886,0.462045177626203,0.9556906619023249,0.503894546649557,0.9121709053764706,0.4033596640335966,0.9005396339922729
gRNA_CDK12_targ_1744,CDK12,targeting,0.4755013040010695,-0.22330859659955932,0.5641077751030045,0.2721001608348382,0.4755013040010695,156.8405614677935,1317.0,-2.9941657191158844,-1.1591867295226836,-2.3795152080836597,-2.177622552240743,-2.3795152080836597,0.9610489123771951,1.0062388215272737,-0.37224231746244624,0.5316818054806742,0.9610489123771951,-1.891034359477398,-0.4102397509543695,0.18761652704675502,-0.7045525277950042,-0.4102397509543695,1.6560859413566213,1.6560859413566213,1.6560859413566213,0.46711735244977415,0.9999978404352514,0.13411903271520345,0.9999996970102165,0.25607703884035393,0.7904775048033246,0.5709566974628402,0.9121709053764706,0.19078092190780918,0.6734746394831147
gRNA_CDK12_targ_1745,CDK12,targeting,-4.086087690323173,-2.904223023698214,-1.3944903487356448,-2.794933687585677,-2.904223023698214,461.3665428267057,3042.0,-7.305842288941503,-4.832136933834818,-2.1094152502182517,-4.749131490998191,-4.832136933834818,-1.2193657703844072,-2.0492547575736895,-6.575159056652426,-3.281259861536841,-2.0492547575736895,-6.8026740121052205,-5.401343275928182,-1.2572962230951605,-4.487104503709521,-5.401343275928182,-0.696289412980391,-0.696289412980391,-0.696289412980391,0.0028846700854449955,0.30527334730317907,0.001021585726878663,0.1792867215729462,0.0014787122796334165,0.553179983592685,0.0015919996292909743,0.25832847317961544,0.18198180181981802,0.9558633904492071
gRNA_CDK12_targ_1746,CDK12,targeting,-0.9237736466370055,-0.3286640244310669,-1.4607501198139663,-0.9043959302940129,-0.9237736466370055,262.43325193426404,1583.0,-0.0070807127709688455,0.2951510288695412,-0.8351170557687541,-0.1823489132233939,-0.0070807127709688455,-1.9179208034872417,1.3819522315946444,-1.5472239335663642,-0.6943975018196538,-1.5472239335663642,1.0215660558742767,-2.521471323491814,-2.182662803228838,-1.227522690282125,-2.182662803228838,0.17327802816287569,0.17327802816287569,0.17327802816287569,0.2113752744586991,0.9999978404352514,0.5169409207129643,0.8950924238645106,0.1924893876048333,0.9083216100339161,0.33706195377625864,0.9270256487373726,0.4033596640335966,0.9005396339922729
gRNA_CDK12_targ_1747,CDK12,targeting,-1.9411020080807806,0.7332196775347902,-0.8488045520483803,-0.6855622941981235,-0.8488045520483803,302.8841132557804,1827.0,-2.407096461884371,-1.176080327332515,-1.4482537547324752,-1.677143514649787,-1.4482537547324752,-1.746792445546407,-0.8491474091515936,0.012373164589773795,-0.8611888967027422,-0.8491474091515936,-1.5375942314425042,-1.635019513536623,-1.0613704793838048,-1.411328074787644,-1.5375942314425042,-0.2811658992955569,-0.2811658992955569,-0.2811658992955569,0.2233291772163143,0.9999978404352514,0.2239778949367304,0.9999996970102165,0.26111859917668734,0.9806847981991842,0.3875601558989047,0.9964351031931787,0.26947305269473054,0.9456456500492005
gRNA_CDK12_targ_1748,CDK12,targeting,0.5079232153445813,-0.40425923678482145,0.8030251219248523,0.3022297001615374,0.5079232153445813,244.7881657206782,1614.0,-1.2896160280477467,-1.665742217914779,1.6531527678280513,-0.43406849271149134,-1.2896160280477467,-0.2086929786944215,0.4972035450789601,-0.39300708091607456,-0.03483217151051199,-0.2086929786944215,0.17787615484574415,-0.005618002020281433,2.5544811915441974,0.9089131147898867,0.17787615484574415,-0.18917107862607663,-0.18917107862607663,-0.18917107862607663,0.43668308428700087,0.9846101224220103,0.3880886501106246,0.8443834255952349,0.5487153767713262,0.8913075220272677,0.0713511126717629,0.5457290476628514,0.31096890310968917,0.932894919629283
gRNA_CDK12_targ_1749,CDK12,targeting,-0.22309839166232912,1.5810454559777534,0.672013758954485,0.6766536077566364,0.672013758954485,193.070219927152,1273.0,-1.3427702691911763,-0.7112983688745599,-2.9296484964034653,-1.6612390448230672,-1.3427702691911763,-1.3036460905126708,1.16821978767383,0.200695360989608,0.021756352716922427,0.200695360989608,0.3448926828561017,1.5852914487297334,-0.716257977599293,0.40464205132884734,0.3448926828561017,0.9067714359194449,0.9067714359194449,0.9067714359194449,0.23940489024870484,0.8249407999445668,0.23625372429577773,0.9999996970102165,0.4342828470738723,0.8685586763734463,0.1810025804256747,0.7534957493223675,0.34866513348665135,0.768950944057163
