gRNA_id,Gene,classification,DMSO_REP1,DMSO_REP2,DMSO_REP3,LFC_avg_DMSO,LFC_median_DMSO,base_RPM,base_RAW,KB_2000_REP1,KB_2000_REP2,KB_2000_REP3,LFC_avg_KB_2000,LFC_median_KB_2000,KB_4000_REP1,KB_4000_REP2,KB_4000_REP3,LFC_avg_KB_4000,LFC_median_KB_4000,Plasmid,LFC_avg_Plasmid,LFC_median_Plasmid,p_DMSO,FDR_DMSO,p_KB_2000,FDR_KB_2000,p_KB_4000,FDR_KB_4000,p_Plasmid,FDR_Plasmid
gRNA_CDK7_targ_1,CDK7,targeting,0.7893815019950934,-0.12103193941127942,0.7019120409608162,0.45675386784821,0.7019120409608162,506.7491687621472,7691.0,0.4338063893847082,0.9183571840938297,-0.3349692863417181,0.33906476237894,0.4338063893847082,-0.8847023647466017,0.31408571532906293,0.33019145264306954,-0.0801417322581564,0.31408571532906293,-0.17863095086835723,-0.17863095086835723,-0.17863095086835723,0.16621046818010093,0.7571032238329485,0.20394331313446465,0.9999999893365348,0.3925401994875309,0.9999981736381849,0.05059494050594942,0.16404297812499039
gRNA_CDK7_targ_2,CDK7,targeting,-0.4770446090592319,-0.0975978579057962,0.007512630193032503,-0.18904327892399853,-0.0975978579057962,414.3913618598096,5008.0,-0.45488067829118,0.5249536936299182,-0.5583625432710753,-0.1627631759774457,-0.45488067829118,-0.8908510364784532,1.0796294762787388,0.6689632035409433,0.285913881113743,0.6689632035409433,0.2222994701462017,0.2222994701462017,0.2222994701462017,0.5048177809839156,0.9454094985584454,0.45263506173288626,0.9999999893365348,0.20395177647255686,0.9999981736381849,0.2206779322067793,0.4826596165731185
gRNA_CDK7_targ_3,CDK7,targeting,0.5197898829984429,-0.3765452688072619,-0.33469717983873903,-0.06381752188251937,-0.33469717983873903,176.66543698703163,5452.0,2.537621591287342,1.5681092215118213,-1.3813397205798597,0.9081303640731013,1.5681092215118213,-2.398450627887391,-0.9681940759808912,1.119331783127256,-0.7491043069136755,-0.9681940759808912,-0.2628661018662026,-0.2628661018662026,-0.2628661018662026,0.5721602709114322,0.9792278982023155,0.01932924861148598,0.46288463780137484,0.4595986804816713,0.9590567558032866,0.033896610338966106,0.1265906241113235
gRNA_CDK7_targ_4,CDK7,targeting,1.1396949492718322,0.30143956694634955,0.6110814445797789,0.6840719869326536,0.6110814445797789,471.72241125560106,8370.0,2.037355627528293,1.2716885017695363,-0.2925771788358006,1.005488983487343,1.2716885017695363,0.394585279309143,2.2624185313109444,0.7027608698566696,1.119921560158919,0.7027608698566696,-0.66004710032803,-0.66004710032803,-0.66004710032803,0.07566881441924828,0.527779795690258,0.03647172909316784,0.6382552591304372,0.040443715211782735,0.8447196692848944,0.0070992900709929,0.0318244037665199
gRNA_CDK7_targ_5,CDK7,targeting,-1.202514080379028,0.513264815245765,0.29545524238571175,-0.13126467424918375,0.29545524238571175,332.23460147571905,5895.0,0.40652798093729053,-2.1544797465178225,0.2781832815128903,-0.4899228280225472,0.2781832815128903,-3.3206685703390093,-0.11626909642674427,-0.37246678501538716,-1.2698014839270468,-0.37246678501538716,-2.0295867858563392,-2.0295867858563392,-2.0295867858563392,0.47034963605214797,0.9365523790229946,0.46319382881205573,0.9489374037549309,0.4103147395000402,0.9062750301777605,9.999000099990012e-05,0.0006438035441738852
gRNA_CDK7_targ_6,CDK7,targeting,0.23374518381501472,0.15676188363778606,0.36412562775062235,0.2515442317344744,0.23374518381501472,794.5259298278538,11109.0,-0.18463474800321963,1.0129425459542112,-0.23700588677236478,0.19710063705954226,-0.18463474800321963,-1.1274896945152373,-0.5548563135581724,1.8429347258122455,0.053529572579611884,-0.5548563135581724,-2.557295504158401,-2.557295504158401,-2.557295504158401,0.36815481017942114,0.9943630775396297,0.2745022815018314,0.9999999893365348,0.20087498012614854,0.9999981736381849,9.999000099990012e-05,0.0006438035441738852
gRNA_CDK7_targ_7,CDK7,targeting,0.5884213342863037,0.5923628805346006,0.8457080958891381,0.6754974369033474,0.5923628805346006,325.45999078526955,6165.0,0.8997340929354343,1.0714360192617258,-0.07700323615760396,0.6313889586798521,0.8997340929354343,-0.7855469106951098,-0.27395175814296663,0.9898617726744987,-0.02321229872119261,-0.27395175814296663,0.2762723415389072,0.2762723415389072,0.2762723415389072,0.07722826900794169,0.5310659304576343,0.12374510592931373,0.8930364135393695,0.34566693625095973,0.9999981736381849,0.2287771222877712,0.4826596165731185
gRNA_CDK7_targ_8,CDK7,targeting,-1.3776787119538645,-0.748801073252203,-0.49890457582470765,-0.8751281203435917,-0.748801073252203,594.5681382567911,9068.0,-3.114890983865328,-0.15465780301370338,-0.7943237338909925,-1.3546241735900078,-0.7943237338909925,-1.2557805882837099,-1.275268249727094,-3.024567383624403,-1.8518720738784022,-1.275268249727094,0.08747596064141366,0.08747596064141366,0.08747596064141366,0.11349385453658653,0.581309986650809,0.2555441175854099,0.7566544913320705,0.2550200269427624,0.8691884493867164,0.13238676132386765,0.33526517478122325
gRNA_CDK7_targ_9,CDK7,targeting,0.4177909986656847,1.1519628041399599,1.8121642399521711,1.1273060142526052,1.1519628041399599,215.57206965981769,3825.0,1.188010307164665,-0.18454403383477838,1.2296422076936693,0.7443694936745185,1.188010307164665,1.9687989053575423,-0.16724207011902842,0.9052806932719674,0.9022791761701604,0.9052806932719674,0.6127468620965474,0.6127468620965474,0.6127468620965474,0.006145922783640148,0.11185579466225071,0.08909342487036076,0.81759522634067,0.06156786213841311,0.9334946669792274,0.38606139386061394,0.619969179552633
gRNA_CDK7_targ_10,CDK7,targeting,-1.2863165483484562,0.21242788890729636,-3.2924794622534947,-1.4554560405648849,-1.2863165483484562,249.39607920236944,3014.0,-1.7046155779259253,-0.37171731050194345,-1.1770741081358178,-1.0844689988545622,-1.1770741081358178,-1.6107820847488443,-1.2160145224128185,-2.3485817262296838,-1.725126111130449,-1.6107820847488443,0.09041272753473077,0.09041272753473077,0.09041272753473077,0.02237139372020988,0.27887627788206837,0.351556721685038,0.8408761031810567,0.27590365231120934,0.8836732151522464,0.13938606139386062,0.3500680290756573
