gRNA_id,Gene,classification,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,LFC_avg_CBE_DMSO,LFC_median_CBE_DMSO,base_RPM,base_RAW,CBE_SY-5609_100nM_REP1,CBE_SY-5609_100nM_REP2,CBE_SY-5609_100nM_REP3,LFC_avg_CBE_SY-5609_100nM,LFC_median_CBE_SY-5609_100nM,CBE_SY-5609_10nM_REP1,CBE_SY-5609_10nM_REP2,CBE_SY-5609_10nM_REP3,LFC_avg_CBE_SY-5609_10nM,LFC_median_CBE_SY-5609_10nM,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,LFC_avg_CBE_T0,LFC_median_CBE_T0,p_CBE_DMSO,FDR_CBE_DMSO,p_CBE_SY-5609_100nM,FDR_CBE_SY-5609_100nM,p_CBE_SY-5609_10nM,FDR_CBE_SY-5609_10nM,p_CBE_T0,FDR_CBE_T0
gRNA_CDK9_targ_1073,CDK9,targeting,3.20703520632097,2.1192734379928058,1.1035568504044437,2.1432884982394067,2.1192734379928058,135.68450310748673,2395.0,-0.6641605474170489,-1.6956330037330116,-4.052619636028836,-2.1374710623929656,-1.6956330037330116,1.3775793085992658,1.969140978371938,1.3814376555375292,1.5760526475029109,1.3814376555375292,2.81050356860924,2.141569570383349,2.539695057477933,2.497256065490174,2.539695057477933,2.4632514662563535e-08,3.187050475298518e-07,0.019072106619577592,0.15496086628406794,0.0001892493324979106,0.004654510610083747,4.1025318572854354e-10,8.420986443901683e-09
gRNA_CDK9_targ_1074,CDK9,targeting,2.6542948060025138,2.620133848691343,3.28786363250489,2.854097429066249,2.6542948060025138,69.11694939087006,1220.0,-1.8425226427762904,-2.1015986306380885,-3.7830195922119674,-2.575713621875449,-2.1015986306380885,0.6893333059649465,-2.552529514214571,-3.0524085499122857,-1.6385349193873033,-2.552529514214571,2.801602031143861,3.495211666726317,1.3731694630201419,2.5566610536301067,2.801602031143861,4.1025318572854354e-10,6.153797785928153e-09,0.07713981006961093,0.3210239047104235,0.10969904242828941,0.43976268110019107,8.082479699967713e-09,1.543018851812018e-07
gRNA_CDK9_targ_1075,CDK9,targeting,2.65746632222964,2.162624891315007,2.2735322725792466,2.3645411620412977,2.2735322725792466,223.66698048783195,3948.0,-2.7513577118256882,-2.5054379502329125,-0.42850159402244525,-1.8950990853603484,-2.5054379502329125,1.3931082843232634,-2.309017073970998,0.5398137295404858,-0.12536502003574965,0.5398137295404858,2.6180678857769886,2.2710953038268347,2.295266318699569,2.3948098361011305,2.295266318699569,4.1025318572854354e-10,6.153797785928153e-09,0.016070079579817084,0.14152037823516336,0.00836267971068292,0.08582750229385103,4.1025318572854354e-10,8.420986443901683e-09
gRNA_CDK9_targ_1076,CDK9,targeting,0.8314637571331893,1.6684829581938292,1.1129374243721373,1.204294713233052,1.1129374243721373,438.55270920879104,7741.0,-2.18128166249156,-2.2426808536958203,-0.3703583369455838,-1.5981069510443213,-2.18128166249156,0.8424554483855174,-1.7463698640621266,-0.22706553225953466,-0.3769933159787146,-0.22706553225953466,1.0413914634954857,1.1869128258087351,1.1370734546397183,1.1217925813146465,1.1370734546397183,3.607227690666359e-06,3.020776563042687e-05,0.00810399271703024,0.09541936032616606,0.013971002486474982,0.12756132705042375,2.7397770974259442e-05,0.0002089271362003583
gRNA_CDK9_targ_1077,CDK9,targeting,-0.32464418614036594,0.3249838971597,-0.6873868551686588,-0.22901571471644158,-0.32464418614036594,277.3742493587703,4896.0,-1.274529506432888,-6.567143686432786,-4.014198216009223,-3.9519571362916324,-4.014198216009223,-2.5110179980861576,-3.4060920140002358,-7.40017016648933,-4.439093392858575,-3.4060920140002358,0.6868036840068482,0.3848968420664177,-1.2465948998838907,-0.05829812460354159,0.3848968420664177,0.16553804019229754,0.36622273073336487,0.1768044509992871,0.4960700423721005,0.26000583290865237,0.9969324773042428,0.08025918195681653,0.2487032539638015
gRNA_CDK9_targ_1078,CDK9,targeting,0.9725825781327461,1.4609534853075155,1.3240246204976895,1.252520227979317,1.3240246204976895,128.5461952195772,2269.0,-6.026909576454905,-1.9722890513448403,-2.3209505651395594,-3.440049730979768,-2.3209505651395594,1.1061923725695635,0.08828671827975315,-2.6640103219781985,-0.4898437437096273,0.08828671827975315,1.1778874132586443,1.4065017022594766,-0.15146686581856,0.810974083233187,1.1778874132586443,3.779529529999488e-08,4.525489305657282e-07,0.14781728256564095,0.44887784360867605,0.017778234567907704,0.15072851046704358,0.00034683791428612306,0.0021135435401810625
gRNA_CDK9_targ_1079,CDK9,targeting,0.2439052509481804,0.27741757688062524,-0.6965673618634228,-0.058414844678205714,0.2439052509481804,243.5522667470085,4299.0,-4.2513079660792155,-5.85461032413594,-5.606181862655029,-5.237366717623395,-5.606181862655029,-3.0445666367664823,-6.465975114897513,-1.2974436250740662,-3.6026617922460207,-3.0445666367664823,-0.21838010901752408,-3.384036207900439,-1.9773838947621083,-1.859933403893357,-1.9773838947621083,0.08395251744404704,0.22552853428108083,0.5159205859647764,0.9596402143617434,0.4943852374020272,0.9636998002661179,0.1980803330289904,0.8217701058485636
gRNA_CDK9_targ_1080,CDK9,targeting,-1.105495545790189,-2.049418463065135,0.3183591565455113,-0.9455182841032709,-1.105495545790189,220.55105244152224,3893.0,-6.801082112488175,-5.799413809678555,-3.9384739883555024,-5.512989970174078,-5.799413809678555,-1.415098068887754,-6.234173601063584,-4.657941886470163,-4.102404518807167,-4.657941886470163,-1.6379142675072644,0.04946562818136819,-2.304263689477227,-1.2975707762677078,-1.6379142675072644,0.3688133566757817,0.6269367769146227,0.40853193833241136,0.9707754845976255,0.46558114514586446,0.9999998529420563,0.33766577576673257,0.9851117135345896
gRNA_CDK9_targ_1081,CDK9,targeting,-1.2218652326159967,-1.018025538403017,-1.2100927194811875,-1.1499944968334004,-1.2100927194811875,270.8024738429171,4780.0,-6.100818886050753,-7.710334970783037,-1.6223943186820553,-5.144516058505282,-6.100818886050753,-6.19971193248868,-3.9057622067737428,-3.501222708547159,-4.535565615936528,-3.9057622067737428,-0.41392414745886813,0.44054202726674446,-1.039834807044214,-0.3377389757454459,-0.41392414745886813,0.3732265155437576,0.9999994312727474,0.27585922840876864,0.7168034717934398,0.37529083701656324,0.9999998529420563,0.28832888571527016,0.6659372741139488
gRNA_CDK9_targ_1082,CDK9,targeting,2.3310018817561122,0.45531473592793104,1.1086516003659752,1.298322739350006,1.1086516003659752,131.71877650309253,2325.0,-4.804402845531449,-5.134008407457444,-2.307852822081682,-4.082088025023524,-4.804402845531449,-0.531894111637797,-0.192121930294621,0.3472046165080232,-0.12560380847479827,-0.192121930294621,2.9370922388732987,2.3277303299268657,2.0622991536155735,2.4423739074719126,2.3277303299268657,8.116977222835633e-06,6.277435642589596e-05,0.3855238349772452,0.7334355884932957,0.011403077369860183,0.109614088801825,4.1025318572854354e-10,8.420986443901683e-09
gRNA_CDK9_targ_1083,CDK9,targeting,0.6952966743984591,2.035612704310161,1.3482059212983413,1.3597051000023204,1.3482059212983413,108.49094924878376,1915.0,-1.214561611967766,-1.6784954924814972,0.7167576175900395,-0.725433162286408,-1.214561611967766,-2.000865364722774,-1.2007578335626654,0.6052537359049206,-0.865456487460173,-1.2007578335626654,2.3459389211602875,0.9931242059731231,2.360379998477874,1.8998143752037617,2.3459389211602875,1.0805143072280031e-07,1.208936089644446e-06,0.0014993676439784872,0.031978700531728674,0.03844592474341062,0.2376507942845219,3.8311614004299786e-08,6.045705562528233e-07
