gRNA_id,Gene,classification,CBE_ABEMA_REP1,CBE_ABEMA_REP2,CBE_ABEMA_REP3,LFC_avg_CBE_ABEMA,LFC_median_CBE_ABEMA,base_RPM,base_RAW,CBE_ATIRMO_REP1,CBE_ATIRMO_REP2,CBE_ATIRMO_REP3,LFC_avg_CBE_ATIRMO,LFC_median_CBE_ATIRMO,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,LFC_avg_CBE_DMSO,LFC_median_CBE_DMSO,CBE_INX_REP1,CBE_INX_REP2,CBE_INX_REP3,LFC_avg_CBE_INX,LFC_median_CBE_INX,CBE_PALBO_REP1,CBE_PALBO_REP2,CBE_PALBO_REP3,LFC_avg_CBE_PALBO,LFC_median_CBE_PALBO,CBE_RIBO_REP1,CBE_RIBO_REP2,CBE_RIBO_REP3,LFC_avg_CBE_RIBO,LFC_median_CBE_RIBO,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,LFC_avg_CBE_T0,LFC_median_CBE_T0,CBE_TAGTO_REP1,CBE_TAGTO_REP2,CBE_TAGTO_REP3,LFC_avg_CBE_TAGTO,LFC_median_CBE_TAGTO,p_CBE_ABEMA,FDR_CBE_ABEMA,p_CBE_ATIRMO,FDR_CBE_ATIRMO,p_CBE_DMSO,FDR_CBE_DMSO,p_CBE_INX,FDR_CBE_INX,p_CBE_PALBO,FDR_CBE_PALBO,p_CBE_RIBO,FDR_CBE_RIBO,p_CBE_T0,FDR_CBE_T0,p_CBE_TAGTO,FDR_CBE_TAGTO
gRNA_CDK2_targ_6973,CDK2,targeting,-1.457764515812068,-1.279086070268923,-1.2462588516057815,-1.327703145895591,-1.279086070268923,1450.8330589822542,5394.0,-1.6730080963637262,-3.7542776306584957,-4.330676591546458,-3.25265410618956,-3.7542776306584957,-0.2560658148458793,-2.5154564282085246,-1.5730071741588794,-1.4481764724044277,-1.5730071741588794,-1.0980963407272577,-2.1430099785460164,-1.0759434810204316,-1.4390166000979019,-1.0980963407272577,-2.4095907296325927,-1.4770104477512136,-0.6015404536178433,-1.4960472103338833,-1.4770104477512136,-2.7067917482242145,-2.6409384122177726,-0.6195795552660546,-1.9891032385693472,-2.6409384122177726,-0.9610481377374509,-1.3718633612339424,-0.6819327381749415,-1.0049480790487781,-0.9610481377374509,-1.7275550650602973,-0.2940934505521976,-0.6386253668516257,-0.8867579608213735,-0.6386253668516257,0.289227311507793,0.9709354980636865,0.007989909298713588,0.06357355716043744,0.0631346185454838,0.5617623316815897,0.2925374009892798,0.9933860582031033,0.20042057938548288,0.6211536683201763,0.033988161784200034,0.22500163101140425,0.25151048443961704,1.0,0.5199594984550036,0.8115199980248268
gRNA_CDK2_targ_6974,CDK2,targeting,-2.1532435551059126,-1.980595098437639,-1.6721706621505321,-1.9353364385646945,-1.980595098437639,364.9945237372857,1357.0,-2.2150583937957697,-2.9793851651455645,-3.3749819498872693,-2.8564751696095345,-2.9793851651455645,-0.9137961990795282,-1.2303387865777715,-1.0654571484595732,-1.0698640447056242,-1.0654571484595732,-4.4705533762474134,-3.968483981542283,-2.68331734194179,-3.707451566577163,-3.968483981542283,-4.649041497503675,-5.0866774811573245,-1.9842173330674526,-3.906645437242817,-4.649041497503675,-2.225229201159483,-2.361855726688647,-0.24061389169047334,-1.609232939846201,-2.225229201159483,-0.8950932707017185,-2.7312126631976863,-1.797915774577218,-1.8080739028255408,-1.797915774577218,-2.890221499245265,-2.61662149437918,-2.1628106805349483,-2.5565512247197977,-2.61662149437918,0.08101606419548402,0.4339209910793724,0.026450748829145318,0.1483931841092729,0.3027574447662939,0.9999999141774457,0.003458496016695594,0.34154213866053534,0.0012392901661755211,0.01768125193983179,0.0663034380905244,0.3517057373071086,0.028705882899679062,0.3084950402530445,0.06473611122072642,0.8854401989281176
gRNA_CDK2_targ_6975,CDK2,targeting,-1.5917400473679968,-1.8854879658731194,-2.9595315812936867,-2.1455865315116007,-1.8854879658731194,616.7519844728048,2293.0,-2.7269772495649764,-1.9823203214141496,-2.4417718398141948,-2.3836898035977736,-2.4417718398141948,-0.6914992365673448,-2.0450947000208806,-1.4171562483978155,-1.384583394995347,-1.4171562483978155,-0.4319251430213963,0.9929654659688796,-0.957561897890236,-0.1321738583142509,-0.4319251430213963,-0.9062662583420581,-3.296372055804553,-0.4712933820499719,-1.5579772320655279,-0.9062662583420581,-2.7828845356363585,-2.3773139889621997,-1.056161527918409,-2.0721200175056556,-2.3773139889621997,-0.2558879560827121,-1.922334785321587,0.19482727118850474,-0.6611318234052649,-0.2558879560827121,-1.941587004778257,-1.3292163244547819,-2.823126540175399,-2.0313099564694794,-1.941587004778257,0.04415709589847009,0.3032364884314025,0.0814831977594947,0.3114427073717407,0.12648620841385433,0.8241522634839722,0.07912069402936807,0.21188470650259572,0.16510334344750865,0.5576449661339323,0.029120483043168097,0.20576523118005807,0.4016740993877192,0.8003459308963519,0.17948709137687271,1.0
gRNA_CDK2_targ_6976,CDK2,targeting,-2.670586700517132,-2.253603140548721,-2.5531585611255183,-2.492449467397124,-2.5531585611255183,644.9940073117252,2398.0,-4.049657194167397,-3.8911118036895633,-5.377260377417483,-4.43934312509148,-4.049657194167397,-0.6924369520992042,-2.0252497024427067,-1.5036054328677526,-1.407097362469888,-1.5036054328677526,-1.0157240050038068,-0.8945569572444324,-3.9890800156554946,-1.9664536593012445,-1.0157240050038068,-3.337543331825302,-2.6635052611499073,-3.2555811784714854,-3.0855432571488985,-3.2555811784714854,-3.06430426316387,-2.9965668692345915,-1.8040387439675365,-2.621636625455333,-2.9965668692345915,-1.912454920099851,-1.9768818435737652,-1.6814800343215308,-1.856938932665049,-1.912454920099851,-2.015543411596946,-1.0956639725885025,-2.090470816339124,-1.7338927335081908,-2.015543411596946,0.016942467874450418,0.156646839844779,0.0011016791925815535,0.018796691378582177,0.11975476626765359,0.8156137373373115,0.12790650033816067,0.9845477841075495,0.009504631069500436,0.0838660948029012,0.007509218717670303,0.09486837387591107,0.023073200710947706,0.26927954658048775,0.28195037772930476,1.0
gRNA_CDK2_targ_6977,CDK2,targeting,-2.933094755184926,-2.8110150819806963,-2.627417418520877,-2.7905090852288326,-2.8110150819806963,885.7236305577611,3293.0,-1.5630826990915814,-3.5527084836296043,-5.280539748353106,-3.465443643691431,-3.5527084836296043,-0.5339360009986319,-2.6999125700992455,-1.1462203035438734,-1.4600229582139168,-1.1462203035438734,-0.20990991330583453,-1.3936091925352845,-3.6759024958030118,-1.7598072005480436,-1.3936091925352845,-4.53536216982829,-2.624857411999265,-1.5593053773919525,-2.9065083197398356,-2.624857411999265,-2.4588278600126174,-1.8565534584653287,-1.0765469721588767,-1.7973094302122743,-1.8565534584653287,-1.2485940595631067,-1.6579747493875774,-0.9048555255528411,-1.2704747781678418,-1.2485940595631067,-1.9855920188448433,-0.04089037635956114,-0.25772162627191386,-0.7614013404921062,-0.25772162627191386,0.0072264763634490295,0.08956882321566167,0.008456028544408602,0.06601286434432187,0.07312461405269703,0.6143209962295105,0.17502076944841605,0.9345685525189992,0.018867926954729483,0.1452391586515223,0.05396332983849078,0.3101017738982717,0.11197980767351119,0.688946400370487,0.41609674112067996,0.7114050687548815
gRNA_CDK2_targ_6978,CDK2,targeting,-2.2367814322930952,-0.5784446049232592,-1.0772684034764837,-1.2974981468976126,-1.0772684034764837,931.7177820382886,3464.0,-1.2793832116033785,-1.7328433829108028,-2.761037938206824,-1.9244215109070018,-1.7328433829108028,-0.8851787396701689,-1.0648674637339093,-0.84306113010422,-0.9310357778360995,-0.8851787396701689,-0.7267464136506963,-1.0951022129407055,-0.2683006681919614,-0.6967164315944544,-0.7267464136506963,-2.0231525689725647,-2.7420642531756525,-0.6382482214148915,-1.8011550145210362,-2.0231525689725647,-1.4301706833615682,-1.2506787603091423,-0.3097740868958079,-0.9968745101888393,-1.2506787603091423,-0.788296659483089,-1.5825330712368497,-1.049951480371107,-1.1402604036970152,-1.049951480371107,-1.6383558940007674,-0.9584309181975875,-1.4519507666748181,-1.3495791929577245,-1.4519507666748181,0.2700226060394077,0.93491090584774,0.14948546448561836,0.48225817489999684,0.3908965594759735,0.9999999141774457,0.5434332639912136,0.8031062430206953,0.107416552226296,0.4310563186555732,0.34514275528678595,0.9986210839154385,0.17180869334404197,0.8601808722388735,0.48089791597892984,0.9758029946968122
gRNA_CDK2_targ_6979,CDK2,targeting,-1.7758176136711972,-1.6707574468391388,-1.4226392072976684,-1.6230714226026681,-1.6707574468391388,856.4057211345009,3184.0,-1.5102321237655012,-1.0371823929972284,-2.31430253394322,-1.6205723502353164,-1.5102321237655012,-0.9517418684126979,-1.6987407111300892,-1.478728091337173,-1.3764035569599866,-1.478728091337173,-1.5165575468879502,-2.05722525570952,-2.9562174759199276,-2.176666759505799,-2.05722525570952,-2.8038779750474405,-3.9551476083350336,-0.8967307887456915,-2.5519187907093888,-2.8038779750474405,-0.89525760025975,-1.2611700152455936,-1.2470429305760622,-1.1344901820271351,-1.2470429305760622,-0.7116620367854524,-1.0191519268059486,-1.205343715858913,-0.978719226483438,-1.0191519268059486,-0.46212960673681935,-0.901116214808568,-0.3992231612934215,-0.5874896609462695,-0.46212960673681935,0.15935211729812804,0.6762250105856459,0.21125556443813912,0.6042428870585533,0.13987536729131686,0.8605714976473212,0.08121986981691844,0.9999889923445807,0.0274040762090994,0.18543147171592195,0.2903381841817375,0.8944739961626328,0.2634574809890631,1.0,0.4249640214481507,0.7198952728208292
gRNA_CDK2_targ_6980,CDK2,targeting,-1.7983393159674497,-2.869756160044651,-1.7381308576306458,-2.1354087778809157,-1.7983393159674497,922.5727460714002,3430.0,-1.6327415918330175,-1.771178409685716,-4.289653460211536,-2.564524487243423,-1.771178409685716,-0.33891959517389547,-2.0758214969172446,-1.7684444746875618,-1.394395188926234,-1.7684444746875618,-1.2117023415028874,-0.8019843233650381,-1.1206438417962237,-1.0447768355547165,-1.1206438417962237,-2.4452371302245095,-2.362588349591229,-2.5189654142084774,-2.442263631341405,-2.4452371302245095,-2.2115275287979386,-1.4013016471940096,-1.3599324300008602,-1.6575872019976028,-1.4013016471940096,-1.171781300770185,-1.3312421406913388,-1.2347929865104768,-1.2459388093240003,-1.2347929865104768,-2.336173516520171,-1.213786089754041,-1.540925607969469,-1.696961738081227,-1.540925607969469,0.045810526961460575,0.307857713339653,0.03432876430151329,0.17112682204519428,0.11536433975017321,0.8045525805211351,0.5181405291066923,0.9418440359210739,0.03686796929908891,0.22561167526909998,0.08981423747884482,0.4296027833164398,0.12754098802762234,0.7406327550375964,0.27738180748714825,1.0
gRNA_CDK2_targ_6981,CDK2,targeting,-2.2971069457769056,-2.5319340778767145,-2.118930668886917,-2.315990564180179,-2.2971069457769056,760.6518151282564,2828.0,-1.576963318270364,-2.0602007308861063,-4.110046708810394,-2.582403585988955,-2.0602007308861063,-0.9877082737280612,-1.581375087559646,-1.6126707357762395,-1.393918032354649,-1.581375087559646,-1.512618015264669,-3.0538492672875996,-0.933188550628643,-1.833218611060304,-1.512618015264669,-3.414076331984386,-4.082198592372885,-2.045452169649853,-3.1805756980023747,-3.414076331984386,-3.382132678276501,-1.9326667153896022,-1.3111163616571242,-2.2086385851077424,-1.9326667153896022,-1.1164624079462306,-1.8182950938207867,-0.8720202071121723,-1.26892590295973,-1.1164624079462306,-1.1834259939617282,-0.6797520865744047,-0.5023234251529763,-0.7885005018963698,-0.6797520865744047,0.027752675886303414,0.2176809411935173,0.03064265624320238,0.15861483654558037,0.1320921325647275,0.8413690143868423,0.17199707024949928,0.9993198776664113,0.010421512493635791,0.08890517101529502,0.024843600917209118,0.19278665324138222,0.1291865311941096,0.7470219752493118,0.5212066360638508,0.8115199980248268
gRNA_CDK2_targ_6982,CDK2,targeting,-1.0901707473247009,-1.5649478773107306,-1.6853392805823426,-1.4468193017392579,-1.5649478773107306,839.4605074311486,3121.0,-2.04464583655519,-1.476034859969679,-1.1907298109750362,-1.5704701691666354,-1.476034859969679,-0.8102290056166713,-1.0715506145506768,-1.3279451010578922,-1.0699082404084133,-1.0715506145506768,-1.2499416923547153,-0.8802808650862757,-2.070346896108929,-1.4001898178499734,-1.2499416923547153,-1.775041988523521,-3.532152351694742,-0.6893801185467286,-1.998858152921664,-1.775041988523521,-2.3355613780752247,-1.2624869263644989,-0.6989650966653776,-1.4323378003683669,-1.2624869263644989,-1.2134187879189267,-0.6688515980995702,-0.5188443584457838,-0.8003715814880935,-0.6688515980995702,-2.797789586607027,-1.3589706058680835,-2.063713818736684,-2.073491337070598,-2.063713818736684,0.2214471475628887,0.8201996107314053,0.23216170559808996,0.6319533269158534,0.28204209692514176,0.9999999141774457,0.3010440338177012,0.9845477841075495,0.0816861310541394,0.3614720505203227,0.12117898986708196,0.5263811764567471,0.4208576327658673,1.0,0.16031856820877802,1.0
