gRNA_id,Gene,classification,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,LFC_avg_CBE_DMSO,LFC_median_CBE_DMSO,base_RPM,base_RAW,CBE_SY-5609_100nM_REP1,CBE_SY-5609_100nM_REP2,CBE_SY-5609_100nM_REP3,LFC_avg_CBE_SY-5609_100nM,LFC_median_CBE_SY-5609_100nM,CBE_SY-5609_10nM_REP1,CBE_SY-5609_10nM_REP2,CBE_SY-5609_10nM_REP3,LFC_avg_CBE_SY-5609_10nM,LFC_median_CBE_SY-5609_10nM,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,LFC_avg_CBE_T0,LFC_median_CBE_T0,p_CBE_DMSO,FDR_CBE_DMSO,p_CBE_SY-5609_100nM,FDR_CBE_SY-5609_100nM,p_CBE_SY-5609_10nM,FDR_CBE_SY-5609_10nM,p_CBE_T0,FDR_CBE_T0
gRNA_CDK7_targ_1,CDK7,targeting,-0.026033632251678193,0.274668468774419,0.19216596174432632,0.1469335994223557,0.19216596174432632,645.0982215020773,22892.0,-3.761797053644803,-1.2046944975297316,-1.4546912276208244,-2.140394259598453,-1.4546912276208244,-0.13219025440387408,-1.8865942208928559,-1.635147469620846,-1.2179773149725255,-1.635147469620846,-0.34741752979859497,-0.1236118964036765,0.07168785978819882,-0.13311385547135754,-0.1236118964036765,0.049681843411641044,0.16444105503525971,0.04122742932429669,0.30093818731371647,0.1346524108055959,0.49675821824226596,0.2705431242841368,0.6096495554261728
gRNA_CDK7_targ_2,CDK7,targeting,-0.35981832205466985,-1.1958416030632022,-0.28528471195027894,-0.6136482123560504,-0.35981832205466985,566.3912787860497,20099.0,-3.8887630897726515,-3.003956494663986,-1.6268315599143666,-2.8398503814503346,-3.003956494663986,-2.7794160831651644,-2.667878616326514,-2.8247968730672777,-2.757363857519652,-2.7794160831651644,0.1618261806306535,-0.20793668172469965,-0.632106372334131,-0.22607229114272573,-0.20793668172469965,0.5696935281330202,0.85247963716383,0.18830809090876036,0.4678303789168344,0.5878762739806629,1.0,0.2957844728633582,0.645476907207808
gRNA_CDK7_targ_3,CDK7,targeting,0.6607142164742659,0.22699421102044182,0.9324119687734888,0.6067067987560655,0.6607142164742659,235.1627056803615,8345.0,-4.259597853211642,-0.3266133434827423,-1.2672980481611427,-1.9511697482851755,-1.2672980481611427,-1.3553605936732736,0.7403490686703417,-5.465405217703517,-2.0268055809021495,-1.3553605936732736,-0.03044720342182414,-0.4277879046323414,-1.5177627332184964,-0.6586659470908873,-0.4277879046323414,0.0008897086196366828,0.007989817538184684,0.02100598590022397,0.25190679961062645,0.13538194920943208,0.49709419989606884,0.5468513877832595,0.9392089493054416
gRNA_CDK7_targ_4,CDK7,targeting,0.27699294842183236,0.566176321017647,0.5681131967685965,0.47042748873602536,0.566176321017647,461.0541674818927,16361.0,-3.9147504058641043,-1.2617165134090822,-1.5742086091342484,-2.2502251761358116,-1.5742086091342484,0.45593313047387807,-0.3250360347502889,-1.4879981878392796,-0.45236703070523016,-0.3250360347502889,0.9474262831257488,0.42993161614169206,0.15328796039007586,0.5102152865525056,0.42993161614169206,0.006734383237970519,0.037828942879957854,0.05162483039368197,0.3172263668104169,0.03863677226296999,0.2761214352824819,0.007467196639682464,0.04281667216505955
gRNA_CDK7_targ_5,CDK7,targeting,-0.013127800484549484,1.2430704465931277,1.4811301783603608,0.9036909414896463,1.2430704465931277,137.51875419055293,4880.0,-2.7240440618369104,-3.6171519735481774,2.507020307171131,-1.278058576071319,-2.7240440618369104,0.0667584678143966,2.456959426738092,-1.2557463344988062,0.42265718668456076,0.0667584678143966,0.6232102435153907,-0.45154557939401613,2.1441208855554375,0.7719285165589373,0.6232102435153907,4.2485349128693236e-07,1.619303902496753e-05,0.015805280044410477,0.25190679961062645,0.004012858581823531,0.07938481107520465,0.0001395207019648475,0.0017882230815212848
gRNA_CDK7_targ_6,CDK7,targeting,0.6266640137151798,0.9715384378256416,0.5655195058324558,0.7212406524577591,0.6266640137151798,315.7577132592511,11205.0,-0.9127910466414613,-1.7650012501772936,-0.45839710036025544,-1.0453964657263366,-0.9127910466414613,1.4096857655385018,-2.8403531178575165,-0.35316364584026977,-0.5946103327197615,-0.35316364584026977,0.9467840558694949,0.877570980844849,1.6142485955000103,1.146201210738118,0.9467840558694949,0.0002407979508331577,0.0027855017193835615,0.004111288391807635,0.15037359503109765,0.03961512788464214,0.2787353070233841,2.9832710306347614e-06,8.06369298379495e-05
gRNA_CDK7_targ_7,CDK7,targeting,0.18563323035835094,0.27769676553901634,0.4028234033756614,0.28871779975767625,0.27769676553901634,464.91483742535695,16498.0,-2.79989356927849,-3.344403839671246,-2.490900000985906,-2.878399136645214,-2.79989356927849,-2.601080175173947,-0.7256380095476649,-3.739089023276383,-2.355269069332665,-2.601080175173947,-0.6270051944297916,0.4472737502460174,0.1552040227686602,-0.00817580713837135,0.1552040227686602,0.020670165988635362,0.08798293377686062,0.287426014288725,0.562086689833968,0.42076189240099054,0.8624174570149372,0.10668266713546184,0.3214610168651334
gRNA_CDK7_targ_8,CDK7,targeting,-0.8152882865082578,-1.1886194650699144,-0.6005099136854974,-0.8681392217545566,-0.8152882865082578,508.0303484728049,18028.0,-4.7518828677800355,-5.926739844213359,-2.676108331603577,-4.451577014532324,-4.7518828677800355,-0.19248790371572677,-1.1187049498875556,0.1460576009003445,-0.38837841756764596,-0.19248790371572677,-1.0371842371174746,0.04470417235139173,-0.5494638079515515,-0.5139812909058782,-0.5494638079515515,0.3645635164319016,1.0,0.31593675150977946,0.8755551064765867,0.03357356497023726,0.2581854432922471,0.480789167394975,0.8758289893977211
gRNA_CDK7_targ_9,CDK7,targeting,-0.32930602617757226,0.07474810667617168,-0.03152787565515073,-0.09536193171885045,-0.03152787565515073,301.9776577676158,10716.0,-6.469967622136624,-3.107562408437825,-2.6958302739280047,-4.091120101500818,-3.107562408437825,-4.204557677544739,-2.5605977068213246,0.14593735834870017,-2.2064060086724546,-2.5605977068213246,-0.40966077402031686,-0.03204093512670421,-0.6977488486236008,-0.37981685259020725,-0.40966077402031686,0.17087869585748078,0.38363391421950865,0.33006228844284863,0.7588002247560958,0.27890751935048624,0.7196763022937878,0.4491647691964735,0.8410627826459821
gRNA_CDK7_targ_10,CDK7,targeting,-1.015698565363384,-0.010419578096224699,-1.028421253982313,-0.6848464658139739,-1.015698565363384,264.5263413087542,9387.0,-4.837054335583915,-2.8389977802513817,-3.203655878421498,-3.6265693314189313,-3.203655878421498,-2.7668394303532757,-2.057555378788677,0.20727395231363718,-1.5390402856094385,-2.057555378788677,-0.6165834823969947,-0.24554148463674236,-2.0893487651441007,-0.9838245773926125,-0.6165834823969947,0.48124414270355764,0.8435438779734418,0.5278170407746825,0.7423701809968486,0.19177253598858854,0.5972963454480508,0.3852413690070232,0.9999999736572035
