gRNA_id,Gene,classification,CBE_BSJ-4-116_REP1,CBE_BSJ-4-116_REP2,CBE_BSJ-4-116_REP3,LFC_avg_CBE_BSJ-4-116,LFC_median_CBE_BSJ-4-116,base_RPM,base_RAW,CBE_CDK12-IN-2_REP1,CBE_CDK12-IN-2_REP2,CBE_CDK12-IN-2_REP3,LFC_avg_CBE_CDK12-IN-2,LFC_median_CBE_CDK12-IN-2,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,LFC_avg_CBE_DMSO,LFC_median_CBE_DMSO,CBE_HQ461_REP1,CBE_HQ461_REP2,CBE_HQ461_REP3,LFC_avg_CBE_HQ461,LFC_median_CBE_HQ461,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,LFC_avg_CBE_T0,LFC_median_CBE_T0,p_CBE_BSJ-4-116,FDR_CBE_BSJ-4-116,p_CBE_CDK12-IN-2,FDR_CBE_CDK12-IN-2,p_CBE_DMSO,FDR_CBE_DMSO,p_CBE_HQ461,FDR_CBE_HQ461,p_CBE_T0,FDR_CBE_T0
gRNA_CDK12_targ_2201,CDK12,targeting,-5.129080169520345,-2.418237403702455,-4.849074251106024,-4.132130608109608,-4.849074251106024,99.44637313323878,3941.0,-5.588621971119504,-4.7935335945786175,-4.732457440787546,-5.038204335495222,-4.7935335945786175,-5.600282078862489,-5.003583057144086,-4.72754869180725,-5.110471275937942,-5.003583057144086,-4.636942649984736,-4.227768331730964,-2.6916182760526373,-3.8521097525894454,-4.227768331730964,-3.28410642436518,-4.008507741263081,-3.2496901638051954,-3.5141014431444852,-3.28410642436518,0.004263041426591501,0.07890678959941988,0.00019909976722006978,0.013845966668961424,0.0005344595874369042,0.015894594564557264,0.005316231620222871,0.11203210184954518,0.0036217295247874485,0.058965148249716715
gRNA_CDK12_targ_2202,CDK12,targeting,-4.064635805237956,-2.043250872972285,-5.366084690451525,-3.8246571228872557,-4.064635805237956,156.92895065100535,6219.0,-3.0164292982315124,-4.5615144655203705,-2.142401600622669,-3.240115121458184,-3.0164292982315124,-5.371841155058373,-4.683113650966481,-5.4679784073258615,-5.174311071116905,-5.371841155058373,-2.3243169584029184,-4.3339330805028515,-2.9476682550580287,-3.2019727646545992,-2.9476682550580287,-2.910569733779762,-4.064231064087111,-1.8052525587269357,-2.9266844521979363,-2.910569733779762,0.008348363732134599,0.12167615164081205,0.022270364985672742,0.22853006075724072,0.0005050280964985734,0.015449898931200365,0.026427238242989155,0.27250623848688005,0.011343586213428465,0.1296138065446648
gRNA_CDK12_targ_2203,CDK12,targeting,-4.050884870045253,-3.7220128523911904,-5.50820057155707,-4.427032764664504,-4.050884870045253,128.03625914185577,5074.0,-3.5849609136820106,-5.51491438027713,-5.00562656400659,-4.701833952655243,-5.00562656400659,-5.98310408003441,-5.524510807262483,-4.8662406439144785,-5.457951843737123,-5.524510807262483,-4.14833108720446,-6.250620515326178,-4.695030355302508,-5.0313273192777155,-4.695030355302508,-4.070797520285163,-4.8674450746244435,-3.6385111074485756,-4.192251234119394,-4.070797520285163,0.0029592513427438225,0.06078327230580982,0.0004746583966660919,0.022649450409604952,5.2737836304349137e-05,0.0036158843257686137,0.00013444907970615324,0.020476783629405183,0.0004286287976197083,0.015342389608917206
gRNA_CDK12_targ_2204,CDK12,targeting,-3.85424296250915,-3.2822864267503413,-4.696471287372498,-3.94433355887733,-3.85424296250915,132.9820823172211,5270.0,-2.440003627125428,-4.353326881571512,-2.479606669434034,-3.0909790593769912,-2.479606669434034,-4.506686414113813,-3.100291418070351,-3.6851193062594896,-3.764032379481218,-3.6851193062594896,-3.1462801600196046,-1.0627748601693354,-3.232263650056606,-2.480439556748515,-3.1462801600196046,-2.2616884850294645,-3.1263170058549203,-4.563468438676411,-3.3171579765202654,-3.1263170058549203,0.011444196283133293,0.1489581484125478,0.03283075339296076,0.2877789641286928,0.018499763448358426,0.15995887827106361,0.10072610322473102,0.5774959695137045,0.004136265907819519,0.06371943809894132
gRNA_CDK12_targ_2205,CDK12,targeting,-3.204502450940778,-4.057253590491446,-2.7364106645719595,-3.332722235334728,-3.204502450940778,130.50917072953845,5172.0,-2.799350853690141,-3.6091909016825148,-0.2561294145783133,-2.221557056650323,-2.799350853690141,-3.4712033966233045,-2.4276823677490276,-4.320315583778992,-3.4064004493837747,-3.4712033966233045,-1.6061868280766582,-0.8742836363516687,-0.7907974092127955,-1.0904226245470408,-0.8742836363516687,-1.0019358953568354,-3.3727545721959094,-2.0041606486236394,-2.1262837053921277,-2.0041606486236394,0.03720066012220015,0.31826505004370886,0.13505495876673979,0.6745708638356998,0.037524351380052876,0.2547678417267746,0.6022640523409668,0.9999998231852807,0.0750903241780387,0.4066070056715154
gRNA_CDK12_targ_2206,CDK12,targeting,-1.688200520271477,-1.8700302366320307,-1.189384300224468,-1.582538352375992,-1.688200520271477,246.8117167257571,9781.0,-1.2650558615346439,-3.3326824698273674,-2.6535856968520113,-2.417108009404674,-2.6535856968520113,-2.6126158483981654,-3.5450915843156583,-3.077286849099853,-3.0783314272712254,-3.077286849099853,-0.9859503744159566,-2.803255942378692,-0.9913888699765592,-1.5935317289237358,-0.9913888699765592,-1.1670091497544073,-2.060146216545135,-1.313089810470764,-1.5134150589234354,-1.313089810470764,0.4107611006304185,0.9999999995423233,0.12652666109631747,0.6476674933931371,0.06480992278177797,0.3626375909214887,0.3560083154623187,0.9999998231852807,0.21458184355300736,0.7395356373581584
gRNA_CDK12_targ_2207,CDK12,targeting,-4.967452607028421,-2.8167823611686145,-2.222236033950492,-3.335490334049176,-2.8167823611686145,166.36638875093715,6593.0,-1.7642013504034257,-4.267849548297242,-2.4697095217555853,-2.8339201401520846,-2.4697095217555853,-3.732395825110215,-2.2670642974477286,-5.217402034980324,-3.738954052512756,-3.732395825110215,-2.2821642824392847,-2.8157935785014505,-2.3731495683408315,-2.4903691430938557,-2.3731495683408315,-1.5902589493326542,-2.659613097752262,-2.5106837021174284,-2.2535185830674482,-2.5106837021174284,0.028827430142331346,0.27143506756841196,0.05116005363033156,0.384204047406398,0.01779723510764172,0.15681593081472084,0.11135182448761745,0.6118066383811758,0.05850125962053743,0.3443580796043243
gRNA_CDK12_targ_2208,CDK12,targeting,-1.916478178369811,-1.573172161018618,-2.337515315808557,-1.9423885517323285,-1.916478178369811,263.188447546227,10430.0,-3.6530849613605887,-4.415904398445354,-3.4168502577399917,-3.828613205848645,-3.6530849613605887,-3.369551217164358,-3.414862932206685,-2.96215179213477,-3.2488553138352714,-3.369551217164358,-1.0528176788905932,-4.62764997057104,-2.2113104449145693,-2.6305926981254006,-2.2113104449145693,-1.4905558885253982,-2.8920030299850956,-2.2263694564726446,-2.2029761249943793,-2.2263694564726446,0.30709578473552945,0.9999999995423233,0.0067971975201367996,0.1125467943130134,0.04896626021947557,0.3015523750703666,0.06240857937410696,0.4435588830423145,0.06377528666078196,0.36462227689901755
gRNA_CDK12_targ_2209,CDK12,targeting,-0.7293921978859291,-0.9481054109001262,-0.7356246037932875,-0.804374070859781,-0.7356246037932875,282.1137913295127,11180.0,-2.261204289250648,-3.1225472859700707,-1.562277698142374,-2.315343091121031,-2.261204289250648,-2.5943429391041115,-1.0276486037885306,-3.9568151404906926,-2.526268894461112,-2.5943429391041115,-1.218814116248865,0.08997650968672573,-1.5693455999965777,-0.899394402186239,-1.218814116248865,-0.6835131541740436,-1.2665019217221958,-1.3776792728438525,-1.1092314495800306,-1.2665019217221958,0.6096061090568592,0.9999999995423233,0.15584747349581854,0.7365684475511114,0.1464432870831559,0.5848120767192805,0.5298985110148839,0.9999998231852807,0.41394554516021326,0.9999999997118271
gRNA_CDK12_targ_2210,CDK12,targeting,-3.0302299462065343,-3.775925084016308,-2.839533752684219,-3.215229594302354,-3.0302299462065343,163.51497028758877,6480.0,-5.0063033395805085,-5.276633417775169,-2.087493169874419,-4.123476642410032,-5.0063033395805085,-4.871872311124861,-3.151972737853912,-3.1074574996139566,-3.7104341828642426,-3.151972737853912,-3.0003573059678446,-3.8981577363744524,-2.2740996704591305,-3.0575382376004754,-3.0003573059678446,-3.4460181027813346,-4.114768225795042,-2.1797461424967124,-3.246844157024363,-3.4460181027813346,0.045715635564846716,0.36008811726242845,0.0019672649104190746,0.05261893177978052,0.015879812729772444,0.14640706130403836,0.03606374517906178,0.3237038236340707,0.004523121032442102,0.06712973532295168
gRNA_CDK12_targ_2211,CDK12,targeting,-5.306085495151323,-5.315655247291856,-4.2651200715474875,-4.962286937996889,-5.306085495151323,115.99974049568604,4597.0,-4.640669944659583,-5.182426503770699,-2.8069855548624867,-4.210027334430923,-4.640669944659583,-6.076193391636047,-6.2011821353595264,-5.921410370979479,-6.066261965991685,-6.076193391636047,-4.232541070314319,-5.501691031616165,-4.449883994257826,-4.728038698729437,-4.449883994257826,-4.429152793436217,-6.137424423679207,-5.403541284025895,-5.323372833713773,-5.403541284025895,0.0005155959954360498,0.023240012090580468,0.002175835700104677,0.05634268637405093,2.3850303950419e-06,0.0003870109321021323,0.0003539980108270196,0.02971141925355054,1.1639703034783186e-06,0.00026302659417979995
gRNA_CDK12_targ_2212,CDK12,targeting,-2.351009825320111,-1.788048274321055,-2.61750587891321,-2.2521879928514585,-2.351009825320111,509.8235277300067,20204.0,-0.7089504124085229,-2.615648029717051,-3.0058111194429253,-2.110136520522833,-2.615648029717051,-2.2455860779543575,-2.3375229726576445,-1.758001574198148,-2.113703541603383,-2.2455860779543575,-1.146363618242448,-0.4469449809152807,-1.3522565154633943,-0.981855038207041,-1.146363618242448,-1.0236828243771012,-2.115242085212233,-1.0515867502458793,-1.3968372199450714,-1.0515867502458793,0.2158347473152153,0.8612160245331705,0.186250986204225,0.7995324522417702,0.31637549482083444,0.9432936123276133,0.6159518134580184,0.9999998231852807,0.2573540413040835,0.8240792305707146
gRNA_CDK12_targ_2213,CDK12,targeting,-3.7285594303476493,-2.2610697595324694,-4.323562465789872,-3.437730551889997,-3.7285594303476493,255.5678424494906,10128.0,-2.9067224585773355,-4.410402138974326,-3.9501331245947,-3.755752574048787,-3.9501331245947,-3.22890464241343,-1.769330853946471,-3.2277197004340468,-2.7419850655979823,-3.2277197004340468,-1.977620296401489,-5.033997776373586,-3.3269495046193502,-3.4461891924648085,-3.3269495046193502,-1.878531515861395,-3.485807227870502,-1.952240160335945,-2.438859634689281,-1.952240160335945,0.033587405602084244,0.2988390253887277,0.007182547323042176,0.11733100794821918,0.11374757355949237,0.5089367537569934,0.01686110758134488,0.2057139641754057,0.03802981919642338,0.2702615472236336
gRNA_CDK12_targ_2214,CDK12,targeting,-2.8873625770510998,-2.8976782699103043,-2.692405991810658,-2.825815612924021,-2.8873625770510998,307.9531940416255,12204.0,-2.1157957781842733,-2.951893909027237,-0.5716287302659371,-1.8797728058258159,-2.1157957781842733,-2.817688378891571,-3.6029888022621597,-2.891246813193618,-3.10397466478245,-2.891246813193618,-1.4712381698583308,-2.988167143606705,-1.5195832380541234,-1.9929961838397194,-1.5195832380541234,-1.7041115950251606,-2.4539040496601987,-2.271331151090397,-2.1431155985919186,-2.271331151090397,0.08978926371839939,0.5409580888380795,0.24790304300331883,0.9228451980083805,0.061310455668161346,0.34866740443061844,0.2259665713399628,0.8595690909831376,0.07026828085384398,0.38985712431491387
gRNA_CDK12_targ_2215,CDK12,targeting,-2.4444627820208065,-1.9663508845410136,-2.042026916277046,-2.1509468609462887,-2.042026916277046,267.4781921371051,10600.0,-1.4660823674312928,-1.2356637645774025,-0.9690727926594078,-1.2236063082227011,-1.2356637645774025,-2.974601563825803,-3.1896202063983936,-1.647271674164266,-2.6038311481294873,-2.974601563825803,-0.11363062464274391,-1.2758695988957045,-1.3364613211013228,-0.9086538482132571,-1.2758695988957045,-1.6387804372026518,-2.8034021411651784,-2.2693737961265046,-2.237185458164778,-2.2693737961265046,0.2572437668837874,0.9252623232027536,0.5898742729937014,0.9999999988555456,0.1398874468224756,0.5693746581369659,0.5480803531655096,0.9999998231852807,0.05825686717513641,0.34333466030092497
gRNA_CDK12_targ_2216,CDK12,targeting,-3.139743405377999,-3.840962247534832,-3.9957824907397144,-3.658829381217515,-3.840962247534832,261.97722554409665,10382.0,-2.470193178557163,-3.265201111756733,-2.134194629104208,-2.6231963064727015,-2.470193178557163,-3.234185411998986,-2.507530213222866,-3.3501836562593272,-3.03063309382706,-3.234185411998986,-1.9560719505955784,0.884763206619302,-2.8213270489473445,-1.2975452643078735,-1.9560719505955784,-2.605079866250058,-2.613097953732721,-1.6553172320448502,-2.2911650173425433,-2.605079866250058,0.021652923381751423,0.223792847181244,0.10217035632199781,0.5744297222682252,0.07157890404932189,0.38502332034486075,0.35285792827730184,0.9674830221869678,0.05279358639673289,0.3286672460000561
gRNA_CDK12_targ_2217,CDK12,targeting,-1.3591080811636158,-3.0140299406277555,-1.2296488269222612,-1.8675956162378775,-1.3591080811636158,272.4744828958925,10798.0,-1.0762221635725806,-2.1784275933468966,-1.2542732429426668,-1.502974333287381,-1.2542732429426668,-1.8909883320870977,-1.7489926885044416,-0.6489884551036899,-1.4296564918984096,-1.7489926885044416,-0.0984635265288382,-0.35642415781180514,0.09955076437679364,-0.11844563998794992,-0.0984635265288382,-0.7669697526280037,-1.250745193263488,-0.5972548155742463,-0.8716565871552461,-0.7669697526280037,0.27251154446370407,0.9468852237325562,0.44549767439526977,0.9999999988555456,0.5832578409176277,1.0,0.23046555425838733,0.7015591626500285,0.5615097139836491,0.9999999997118271
gRNA_CDK12_targ_2218,CDK12,targeting,-0.5740130282883522,-0.9129306613316819,-1.0234209186416554,-0.8367882027538965,-0.9129306613316819,118.85115895903444,4710.0,1.065802667737995,-0.4652810062837116,1.129322632172751,0.5766147645423448,1.065802667737995,-0.02590555499582357,-1.0096758943872082,-2.7285056020066243,-1.254695683796552,-1.0096758943872082,0.054559750089150955,0.5823812039614656,-0.3752596926507499,0.0872270871332889,0.054559750089150955,0.47277323529782317,-0.038589327621639295,0.2793653608660403,0.23784975618074142,0.2793653608660403,0.6264678117576565,0.9999999995423233,0.020155796523046148,0.1434479787634337,0.4907498820001419,1.0,0.15270152368525491,0.5658147941445166,0.10497486959389407,0.39041627818985625
gRNA_CDK12_targ_2219,CDK12,targeting,-0.19606557472945108,0.34985312407986313,-1.4932503339414869,-0.44648759486369166,-0.19606557472945108,131.19048310573672,5199.0,-0.4419404742649405,-2.063777528401183,0.7836863125132367,-0.5740105633842955,-0.4419404742649405,-0.9743461065850989,-1.5843475864374352,-1.8667185031295142,-1.4751373987173497,-1.5843475864374352,0.7723631016860225,-0.8487465098788735,-1.7700021989623318,-0.6154618690517276,-0.8487465098788735,-0.3779554323686137,-0.9294308102220636,0.6628159310564415,-0.21485677051141192,-0.3779554323686137,0.3597679353170216,0.9423473838601897,0.23725360834033513,0.676993297421308,0.5832468176086891,1.0,0.32994303603487696,0.8361143560793426,0.25180849219360535,0.6949000793642125
