gRNA_id,ABE_T0_REP1,ABE_T0_REP2,ABE_T0_REP3,ABE_DMSO_REP1,ABE_DMSO_REP2,ABE_DMSO_REP3,ABE_BSJ-4-116_REP1,ABE_BSJ-4-116_REP2,ABE_BSJ-4-116_REP3,ABE_CDK12-IN-2_REP1,ABE_CDK12-IN-2_REP2,ABE_CDK12-IN-2_REP3,ABE_HQ461_REP1,ABE_HQ461_REP2,ABE_HQ461_REP3,PLASMID_LIBRARY
gRNA_CDK12_targ_2506,106.33193089366492,576.6225522530023,475.5753127612406,133.11866479796936,59.12149379136478,511.8383618905678,133.72608148561332,159.08187150037625,58.04650347045844,685.9013586307768,47.318555199923466,66.87798815466142,761.6157098616605,92.1040215595649,62.608413205973825,57.69008185083357
gRNA_CDK12_targ_2507,519.0996411547105,340.573389092839,115.02921044798649,177.93919884722257,264.1210505490799,311.27220268394353,245.0931621468321,257.53215653980607,619.3287881011145,382.80952001997747,102.24922580157376,482.5578806316974,309.5267893366951,236.27992458907985,127.43456311951621,310.32658525012465
gRNA_CDK12_targ_2508,211.37931497116477,383.1450627294439,514.2214901844771,516.0236766569454,512.4988918942878,527.6245984376078,303.50471453974797,227.21636330933282,307.1731278071899,673.4154567233151,449.0119422775346,440.45551520745533,122.01263480077192,248.47016273666935,284.72327422553224,316.56826427390183
gRNA_CDK12_targ_2509,826.8913310502655,580.432468570675,389.94750788230465,205.46941451792492,366.08028955613065,251.36545886440695,148.703402612002,169.220932781471,319.54641681591426,191.54196772325753,401.6933870776112,64.6109377087407,648.7361845664434,119.79542673433603,70.79697951084233,496.18318297754746
gRNA_CDK12_targ_2510,1429.7006063917336,1075.5559413325896,1362.3156425783275,1096.5083461038282,382.97214492509204,663.629097919799,638.3548225797238,446.11869636816795,837.5637110200913,968.4120402512548,762.5488036892013,1043.9767303464944,962.2587093118188,1635.5988665185478,800.6029514322485,500.36450193522353
gRNA_CDK12_targ_2511,1349.701885229453,190.82711295474252,581.8144122659027,396.5022525256035,650.4715665479642,353.3688334760503,361.8092860674754,531.1854205165528,417.7023068045865,359.3470010510111,1040.2881494278827,303.94669192808595,350.62578211169193,241.99880174473913,142.44693467844183,422.07081942337794
gRNA_CDK12_targ_2512,329.2008034983063,342.22987444834894,67.74447571837939,371.1543100483105,129.4591795477199,494.230636511177,313.2399732719007,524.0880776197864,305.6783680611696,344.2541525914421,588.0873479955706,188.65098353554615,210.9177476439075,421.0899547772264,88.70946830274221,257.9692000409648
gRNA_CDK12_targ_2513,102.90647271722472,299.6582008117441,766.2551884387611,386.262355233452,529.7961517921042,373.2028229838699,206.25910808340998,371.08964288806703,403.25296259305605,457.176100611672,469.17376144967596,357.87010610605745,184.51735297941295,242.29979527924752,549.6575132142989,427.88830666884013
gRNA_CDK12_targ_2514,890.7618532984735,897.1524685441714,239.6063000240667,247.60407386759744,779.5253415668291,590.567156977729,601.76736668526,740.8612078095916,469.6867290828511,1312.6661928426968,885.7827800576978,1194.4117206508054,1760.2641523596744,232.21651187321672,596.9123645986442,481.8212613403127
gRNA_CDK12_targ_2515,429.5381825832008,462.65635979391993,693.5094427009041,581.3240052905016,388.91807801496645,703.0946892873992,606.581505618742,1071.1918243476578,162.59664348377345,686.7246049103896,897.3038195846357,300.54611625920484,391.5820700506645,831.6451358466594,604.7597406408099,418.25309341854336
gRNA_CDK12_targ_2516,141.65696833820462,137.65393304287414,112.14969134586298,27.86595000814995,203.78334317114988,126.08750472828143,102.27370712019706,62.659398717165416,25.909168931020076,265.49692517514563,44.84976101557963,58.781379419230255,27.97014786076175,46.8044946160534,35.483787321096884,203.9150477185451
gRNA_CDK12_targ_2517,322.99216055350837,125.89288701875373,570.2963358574086,891.2067987546271,212.0941360126789,450.3125168867194,138.4332395539069,177.02800996791393,425.09306332657616,522.7613875541628,338.8420018011911,338.60017731573134,134.71336520693416,577.9075862560934,518.0974139142849,165.07120058999016
gRNA_CDK12_targ_2518,131.66604865692068,139.3104183983841,172.16493157959505,152.59125636992957,263.3778089128456,104.4320263881111,94.78504655700273,255.60573489639808,126.05807191438613,129.24966589921817,227.2319313839803,88.09110304149108,28.683672040883224,96.61892457719063,106.28076683193923,59.32625013861981
gRNA_CDK12_targ_2519,76.43053556182224,593.0217572725504,605.759886904614,494.5366790602997,478.91788342079263,682.6535368354627,523.0294499065308,319.177649128862,488.37122590810594,215.55331754529914,383.69176281677073,262.653987377387,179.37997888253835,309.57185024187083,263.7400730693067,420.3134534846445
gRNA_CDK12_targ_2520,119.24876276732489,196.12786609237423,254.91321735640744,178.27493318467015,261.28321884709436,233.55534583697715,227.12037679516567,320.69850832102617,84.53696785826423,294.31054496159555,458.6813861662146,160.96058166037156,92.61543857976723,103.09028556912084,133.5759878481676,217.30738814820293
gRNA_CDK12_targ_2521,278.1043856997398,217.82782424955417,473.60511548084025,251.63288591696855,132.4321460926571,139.84986479493173,41.1876330975689,307.619119268414,99.48456531846811,84.79436680012404,6.274851885207243,45.988737617249015,26.40039466449451,94.06047953386938,115.66349905626774,220.15553294546044
gRNA_CDK12_targ_2522,359.31628996617644,705.0001673050209,1066.6344968813291,986.8910849271903,400.6072419302877,945.7574792861302,755.8198125566864,2877.7697634131164,2041.094433190841,696.4663525524751,362.70701224984816,1107.1302784828574,387.72903947800853,763.620597047765,1566.4044960688059,452.85502276394874
gRNA_CDK12_targ_2523,868.8531937116582,91.43799162414744,138.67157781279005,623.4586646401742,249.4589200888214,751.4653371687142,647.0202726599915,707.50369619479,206.52597157515044,1026.8625261037676,239.37016945700415,704.2430278078027,1174.6035053159692,592.6562694470041,488.4138610591365,235.1840416629045
gRNA_CDK12_targ_2524,153.57470824373618,130.3653974786305,669.1093071513311,643.7705920557534,471.08006252959456,965.7938564419886,395.50825860184995,206.73545952152148,168.243513635406,205.81156990321367,269.2014325178255,341.3530242857779,73.63569538853604,983.496374006138,287.7939865898579,211.30810442632
gRNA_CDK12_targ_2525,68.8659820888501,535.2104183652543,296.74202115567533,270.4340088140336,585.9446790385318,299.736106745722,309.81658558586895,523.2769527172989,384.5684657678012,1171.0678327492858,183.3079681875296,156.10261641911285,135.14147971500702,1016.9066563365686,436.04115573424826,284.26909029649187
