gRNA_id,T0_REP1,T0_REP2,T0_REP3,DMSO_REP1,DMSO_REP2,DMSO_REP3,KB_2000_REP1,KB_2000_REP2,KB_2000_REP3,KB_4000_REP1,KB_4000_REP2,KB_4000_REP3,Plasmid
gRNA_CDK7_targ_1,636.3985551245598,394.5109771552219,506.7491687621472,876.5598216637861,465.8904351009931,824.9348658854788,684.8639188805787,958.6266055614985,401.5440560753524,273.99656690303584,630.2457143342148,637.3322002010128,447.617227161692
gRNA_CDK7_targ_2,414.3913618598096,229.83082354842784,427.24651118673995,297.4370404148157,387.21970774586384,416.56009535822386,302.0572879635166,596.7013946193357,281.08083925274667,223.01885719977716,876.92682207475,659.4431670435383,483.5920327872679
gRNA_CDK7_targ_3,451.13053212054353,118.91688025678832,176.66543698703165,253.72718407848137,135.8521194515576,139.87990750745027,1030.5805973562665,525.8061794170384,67.19903952128614,32.697475506555634,89.81288857558077,384.9716355701094,147.0718037858186
gRNA_CDK7_targ_4,419.6043522346435,471.72241125560106,737.4224692555741,1040.570228547419,581.5705731794407,721.0379705062486,1939.4897271096486,1140.3598111978222,384.9505688265764,620.4242504345177,2267.0991346616106,768.4108278937072,298.16598741323696
gRNA_CDK7_targ_5,322.5434362079748,332.23460147571905,351.72540835258906,143.79623908845127,474.6179045930325,407.96955642671185,440.69980391595993,73.84918250239303,403.10256040258554,32.35256542737256,306.43237811442503,256.4105932109699,80.61755654361319
gRNA_CDK7_targ_6,794.5259298278538,626.0889207453372,911.1017401866637,934.4458476227154,885.8381534420049,1022.9224754107979,698.9608380741638,1604.389544034598,674.0072831657513,363.1213313639428,540.5342710394046,2852.8620238452545,134.15486570293467
gRNA_CDK7_targ_7,510.12834382302844,310.25470417707095,325.45999078526955,489.865416958558,491.2083300896925,585.6964609248801,608.0836114281398,685.0635469004599,308.492180067023,188.3898852497963,268.9990695100697,647.3478114192854,394.36318418839875
gRNA_CDK7_targ_8,687.6182542042767,511.06079154907894,594.5681382567911,228.19695267482663,353.4213471186733,420.4501507234368,67.74733010509321,534.0259145129569,342.4125683656258,248.40423902765158,245.05798324820555,72.18902293388886,631.7969013171991
gRNA_CDK7_targ_9,182.2064254822885,215.57206965981769,290.36451229984135,288.3144127410162,480.2578259157184,759.5333100578354,492.4341287234857,189.56764064962107,506.8806132512839,846.7542443944524,191.86684103081527,404.61974719502683,330.1750664344186
gRNA_CDK7_targ_10,249.39607920236946,86.79241497414883,359.78484577239,101.66151271018305,289.1180105782694,24.55597449290697,75.82226440044776,192.5216079497168,109.73703998223671,80.98488659218633,106.78806555786298,48.16250203322381,265.59037601999904
