gRNA_id,CBE_ABEMA_REP1,CBE_ABEMA_REP2,CBE_ABEMA_REP3,CBE_ATIRMO_REP1,CBE_ATIRMO_REP2,CBE_ATIRMO_REP3,CBE_PALBO_REP1,CBE_PALBO_REP2,CBE_PALBO_REP3,CBE_TAGTO_REP1,CBE_TAGTO_REP2,CBE_TAGTO_REP3,CBE_INX_REP1,CBE_INX_REP2,CBE_INX_REP3,PLASMID_LIBRARY,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_RIBO_REP1,CBE_RIBO_REP2,CBE_RIBO_REP3
gRNA_CDK2_targ_6973,527.5497057837622,597.2371889324189,611.0055838347427,454.2930923468356,106.58866097397181,71.15278944902812,272.24837909051934,520.5455360641981,955.8303913284998,437.4002443553288,1183.0927748969941,931.5482036972331,677.1983746090242,327.70506544110305,687.6926053027088,1450.8330589822542,744.7828026635383,559.9764885039457,903.9706034752926,1214.7189607668956,252.91528419327534,486.9713659761814,221.37766873651304,231.7635662299659,943.9409074662976
gRNA_CDK2_targ_6974,81.27799294850307,91.73764290808327,113.84208272100092,77.8271034697766,45.40772552702835,34.27798615792595,13.58725736680965,9.770406307774312,91.50509469534026,48.36637317390655,58.67508277982231,80.73417765376021,15.508359723870782,22.379858127685086,55.97909924669138,364.9945237372857,195.7998050263545,54.118533117159856,104.25627816324162,193.26498163826056,154.9932145412471,173.87995242085506,77.27333720048098,70.20084832183025,308.77230580301597
gRNA_CDK2_targ_6975,203.95223075276547,166.19593526841115,78.41570033579434,92.30656458043273,155.34221890825486,112.70186357984744,328.610335575063,61.879239949237316,444.5954057480119,159.8193200529086,244.85563390810466,86.29078097405949,456.9222281607114,1228.4943550804276,317.0967963657518,616.7519844728048,516.349696799458,161.97977620483263,706.0709616923729,381.51822955494555,148.6853511587545,230.31703125915425,88.75991435190383,117.89711847350439,296.0830329617961
gRNA_CDK2_targ_6976,100.46161861336715,134.46476426253304,109.06549183760228,38.008585415472304,42.53986917795288,14.542175945786768,62.90396929078543,100.96086518033455,66.63957983247606,158.76787715782368,301.2739827348569,150.68200768576295,318.4957580328278,346.4881606554101,39.68138680778124,644.9940073117252,170.60193982254094,163.10724564477346,200.3967981461111,398.7460642228618,157.6965845623154,226.82330733106903,76.22910291398799,79.94163588801722,183.9944561976876
gRNA_CDK2_targ_6977,115.10175398918447,125.35383397371653,142.50162802139278,299.09136856699035,74.56426507596234,21.813263918680153,37.23914982014497,142.75649216359133,299.87810924614223,222.90589375800408,860.9440030962389,740.6625366940107,765.6534634044353,336.4971525626936,68.37953262412302,885.7236305577611,372.1848614530494,279.98824425197284,472.5868417339754,611.4315140322279,135.46887550019855,399.6282677740518,160.28996297667337,243.85557838109455,419.4509633625445
gRNA_CDK2_targ_6978,196.88457919202608,623.6274697689909,441.03855823380775,383.25323627267903,279.61599403485883,136.59258120506857,228.46721646413266,138.41408936013607,598.2642876005127,298.60978220411874,478.9917815391264,339.9333795947798,562.6088277604234,435.6079528424418,773.432744655236,931.7177820382886,539.0690834586342,310.4299191303753,449.4881453744548,503.9924723759502,444.85455568912204,518.9523773178843,345.11943168593194,390.97505955315984,751.4869360411301
gRNA_CDK2_targ_6979,249.38713364323303,268.30118850514765,318.8374414668592,299.9963348864064,416.79512273230233,171.38993078962977,121.78208454696059,54.28003504319062,459.5147146657304,621.4027509951907,458.11699247322804,649.142011418493,298.6795206078818,205.01548606254372,109.47811181789645,856.4057211345009,522.5458931610516,422.0493936845175,370.82771993392527,442.28550092905016,263.1280153839777,306.64146168809214,459.9852032001604,356.71435845829535,360.2343567701853
gRNA_CDK2_targ_6980,264.5321012733889,125.35383397371653,275.84812351627147,296.82895276845034,269.57849681309466,46.223344970536516,168.58263769930494,178.58131529209714,160.13391571684545,181.89962084969204,397.1851757403357,316.3995302382181,397.76070773261176,528.7241482665601,423.7405234116639,922.5727460714002,408.94895986517076,366.0517448341229,391.4292599302544,729.2072564892554,218.07184836617327,270.0917344404317,198.40451443366734,348.65301702420953,358.8244375656053
gRNA_CDK2_targ_6981,153.97383757325116,130.69472414302274,174.34556724405036,254.29553575589802,181.6309021081134,43.10716441072506,70.45244560567967,43.96682838498441,183.5074996879378,334.35884063700615,474.47831363298627,536.7025089371427,265.9396500797101,90.71835348186632,397.8767623673065,760.6518151282564,350.29163430875235,214.97083988205168,415.1522453805729,383.0843963429379,253.51603308684605,248.05439889404826,72.05216576801605,198.5105328143621,305.952467393856
gRNA_CDK2_targ_6982,393.76915838405216,283.0671789732296,260.3242031452259,202.71245554918562,301.12491665292487,367.18994263111585,244.57063260257374,71.64964625701163,520.186570931119,119.86449003968146,326.66223970689543,200.03771953077427,352.3843959479528,455.58996902787493,199.11553023190228,839.4605074311486,361.4447877596206,527.6556978923087,585.5831671683869,478.3073370528751,398.8972653309616,333.78500912936937,165.5111344091383,349.32479547705003,516.7353884785633
gRNA_CDK2_targ_6983,128.2273926019862,149.23075473061493,137.32698789771092,101.35622777459281,62.136887563301954,20.25517363877443,42.2714673634078,21.71201401727625,42.76868556412642,125.12170451510607,279.8350101806911,146.75969945966935,473.29216342479725,118.29353581776401,259.34620663657023,703.3608545121608,205.3006394474645,153.71166697859988,283.42724722222573,469.2235696825192,73.8921139091992,160.98004868638668,156.63514297394792,39.634928717588366,291.8532753480562
gRNA_CDK2_targ_6984,380.6435197712504,543.5141172293976,642.0534245768338,763.79157358711,1246.561559731473,287.7273383559239,220.9187401492384,529.2303416711086,547.5386372802697,390.0853140765072,741.9012870717918,135.31963380022964,1038.7729096526043,286.14247177540216,483.61690171983383,576.4062375600614,475.8678805703805,545.6952089313619,398.29643992903084,562.5671102468655,807.4065129590548,621.345363210227,526.8161975357115,532.3844238760811,422.27080177170444
gRNA_CDK2_targ_6985,1111.6406240534395,966.3869506344663,985.1718697009694,841.6186770568866,966.9455656966142,839.2912974425507,1531.3342284148805,848.3969477250695,572.404152143134,724.4441547135134,758.8267917198174,851.4677440811552,955.2000822517449,846.4382056149466,789.0218609011501,828.7016415877504,852.1835395978255,1596.120903809569,888.9876652961441,1335.0005700847107,1261.8730509453085,907.8307253132124,778.4766605805211,713.7646061430108,1043.3402113891864
gRNA_CDK2_targ_6986,350.85841676527724,382.9732421402518,683.848594806572,369.22625832173094,841.2378623954726,273.18516241013714,748.8088504375097,358.79103163549,251.6390104121857,741.2672410348722,519.612992694388,1025.3567421046387,224.87121599612635,465.58097712059146,577.8601953883143,298.5585271543015,601.4441268320087,723.8353804420132,559.987314445675,581.3611117027741,712.1878133280949,700.3572735838459,404.11866887278563,666.0683359913368,305.24750779156597
gRNA_CDK2_targ_6987,390.740164858021,699.3424421691553,665.9363789938271,1362.8792770405066,530.0754485207837,304.3469680082517,319.55216399719,763.1772927072602,434.1518895056089,562.5219488704349,385.90150597498524,444.52826562394284,504.8832665660155,1083.4249175741832,252.26024470660929,373.3326447659193,335.0076832834884,375.0715003536496,413.9036671989772,432.57526684349733,951.8866218628142,761.9005643170387,746.1053976992387,638.8613086512972,449.0592666587241
gRNA_CDK2_targ_6988,2065.773584753258,2256.997351546816,1592.19696113288,1752.0147943893899,2805.719461512173,2758.858522286404,1736.652784180004,5361.239061215938,2333.8772250284337,1645.5081308079077,1936.2777317341365,3170.532482759004,1032.167497177622,1843.9404535917672,916.923473736945,177.7902580621561,819.9633185175393,1234.9548598818562,1236.7166888705485,1527.6390850077744,2865.572222332359,1695.531097099188,2107.7869072860926,1819.5119395184424,1101.8518583792554
gRNA_CDK2_targ_6989,1561.4461626690684,1054.3545534230393,1099.4120016622535,2046.128848199592,1176.299079179124,1113.5151867059583,1447.7977571967172,1762.4727378523996,1120.4400997206608,708.6725112872394,750.3640393958046,939.3928201494203,492.82120900300487,335.29823159156757,2222.8662574287455,377.3672194571937,1202.0620941491384,984.6566442149918,711.0652744187556,982.6130427864238,1923.297582766677,1038.4422506247047,1372.1238524517837,1766.1055525176241,1054.6195650258262
gRNA_CDK2_targ_6990,722.9197882127727,421.61615336523204,610.2094853541762,512.663419949168,472.7183215392741,208.26473408073193,370.88180293847086,137.87128900970418,692.7532440793966,418.47427224380016,664.6081491791413,306.9206186918252,1271.3983055106658,770.5065441103008,568.648444879365,719.4991532772582,433.73374531154474,644.9125196461549,437.00236355849773,578.8552448419863,343.02761822888414,778.0254439851243,163.94478297939884,403.06707170428854,783.2101181441798
gRNA_CDK2_targ_6991,1129.3097529552879,1259.50756992639,733.2067006016913,667.4126605693052,433.5242847685759,226.44245401296538,553.0516980045854,588.3955798681864,964.7819766791309,757.038884461146,812.9884065934996,1406.1474990545603,636.4171323721788,748.9259666300329,687.6926053027088,1244.262834789008,931.0817732687827,1007.2060330138086,1342.8458343061839,1073.7639498475808,672.5383863524269,1213.9346910123684,763.3352634263729,1268.9894974156682,740.9125420067803
gRNA_CDK2_targ_6992,366.5082166497716,429.784573624171,447.80539531862246,109.95340780904488,257.6290953586135,43.10716441072506,336.1588118899573,63.507641000533035,380.93968769907957,360.64491301412926,711.4353787053456,765.1769631070957,890.5819167356167,389.6493156159456,188.4865873369609,1347.278975239546,457.6923712430396,293.51787753126285,568.1030726260472,582.9272784907665,358.04634056815223,406.34696763575397,346.1636659724249,242.17613224899333,319.3466998373658
gRNA_CDK2_targ_6993,471.008493297847,498.9019758151926,258.33395694380977,1134.827764547673,127.14163147567939,618.5618411225729,482.0960206445795,408.1858635247935,948.3707368696405,155.6135484725689,438.9347538721323,84.32962686101268,477.60004112587245,533.9194724747728,691.9441824606854,742.3617431944795,475.45480081294096,573.1302986365888,549.9986889929093,540.6407752149721,411.8133665427322,379.47216818894486,572.2403889981564,307.33864217452,587.9363083098523
