gRNA_id,Gene,classification,DMSO_REP1,DMSO_REP2,DMSO_REP3,LFC_avg_DMSO,LFC_median_DMSO,base_RPM,base_RAW,KB_2000_REP1,KB_2000_REP2,KB_2000_REP3,LFC_avg_KB_2000,LFC_median_KB_2000,KB_4000_REP1,KB_4000_REP2,KB_4000_REP3,LFC_avg_KB_4000,LFC_median_KB_4000,T0_REP1,T0_REP2,T0_REP3,LFC_avg_T0,LFC_median_T0,p_DMSO,FDR_DMSO,p_KB_2000,FDR_KB_2000,p_KB_4000,FDR_KB_4000,p_T0,FDR_T0
gRNA_CDK7_targ_1,CDK7,targeting,0.7530012701504022,0.5959344782340779,0.5627141282429451,0.637216625542475,0.5959344782340779,484.9511193531972,17151.0,1.0877344518368846,1.2032302339900234,0.6796406412258198,0.9902017756842426,1.0877344518368846,1.2398445525181032,1.292486445952162,0.2286143843235468,0.9203151275979374,1.2398445525181032,0.3166146325378125,0.12538506753629888,0.21037196371744138,0.21745722126385092,0.21037196371744138,0.006108209049670899,0.04966983241077978,0.011514030360857692,0.14827029662802593,0.013886092796869205,0.20560772395475307,0.03950112330275986,0.1533969653151272
gRNA_CDK7_targ_2,CDK7,targeting,-0.8379013580071629,-0.5051840831021384,-0.21654582249339255,-0.5198770878675646,-0.5051840831021384,440.700142629522,15586.0,-0.16016003241380825,-0.39027553013768956,-1.1691309792505362,-0.5731888472673446,-0.39027553013768956,-1.1523783488666635,0.4586338369142694,0.06966549275298764,-0.20802633973313547,0.06966549275298764,-0.2831247042350793,0.06339478774079156,-0.3876674034211207,-0.20246577330513615,-0.2831247042350793,0.5408664647426575,1.0,0.5861527063446854,1.0,0.27484137055418445,0.7580054775327727,0.32270900754464377,0.6075831659288811
gRNA_CDK7_targ_3,CDK7,targeting,1.1397716723170557,0.030291713307310893,1.4212512847665846,0.8637715567969838,1.1397716723170557,230.6140358838946,8156.0,1.4722912110144484,0.940621270835144,-2.49653052254238,-0.02787268023092911,0.940621270835144,1.3247095689662316,-0.6811428836268749,-0.173312725159867,0.1567513200598299,-0.173312725159867,0.7781575986495792,1.378533298473847,-0.124651012720829,0.6773466281341992,0.7781575986495792,0.00041403757488527477,0.007252509088065396,0.0357702577191611,0.2746654052286798,0.10805356268801128,0.5117372929533401,7.372100145505815e-05,0.0018464067336909063
gRNA_CDK7_targ_4,CDK7,targeting,1.2503983389094893,0.6519735973070073,0.48951362215577127,0.7972951861240892,0.6519735973070073,368.28688295582725,13025.0,1.9240784087529963,1.680609697060843,-0.18700923143243103,1.1392262914604694,1.680609697060843,0.024429631864755472,1.9330270419866873,0.23952623989062202,0.7323276379140217,0.23952623989062202,0.14315297415039124,0.49842352459008776,0.48445800646345266,0.3753448350679773,0.48445800646345266,0.0015512158123938734,0.01882141852371233,0.0010026469140302341,0.03146236868163838,0.027472887260941853,0.28111158562191396,0.01151656641733873,0.06522868530982309
gRNA_CDK7_targ_5,CDK7,targeting,0.19925663658899131,1.0759237725554671,1.260583005722787,0.8452544716224152,1.0759237725554671,155.48633929935465,5499.0,0.8516242079684694,0.17535073110577198,0.6480731218569151,0.5583493536437188,0.6480731218569151,-0.6250351165259841,0.42663814189771154,-0.24696835352248028,-0.14845510938358428,-0.24696835352248028,0.44958907940780307,1.672528465375059,0.9548392267938683,1.0256522571922435,0.9548392267938683,0.001005075036163609,0.014071050506290527,0.07683008946744241,0.43601849702893447,0.26543619361791604,0.7411544973247983,8.337630523925936e-06,0.00034487471712602735
gRNA_CDK7_targ_6,CDK7,targeting,1.2462208083964479,1.1239095033246278,1.1930651265041365,1.1877318127417373,1.1930651265041365,302.9990201731013,10716.0,1.030244192173124,1.721176722667846,0.48177043878688897,1.0777304512092865,1.030244192173124,-0.2542160889390055,0.26239588761194227,2.434213360402894,0.8141310530252769,0.26239588761194227,1.3648185109399247,1.0249065039120906,1.2289284895866204,1.2062178348128785,1.2289284895866204,4.75350088344721e-05,0.0013395254995878566,0.004790568275226104,0.08836481511787334,0.007750131048078285,0.15557248353863026,5.176895292309853e-07,3.9258122633349875e-05
gRNA_CDK7_targ_7,CDK7,targeting,-0.08518840872142212,0.29139996523709055,0.0930784269436561,0.09976332781977483,0.0930784269436561,425.6576380819212,15054.0,0.8528844167163631,0.17524855642522388,-0.3175890040694503,0.23684798969071222,0.17524855642522388,1.3190256188910061,-1.247689240515041,-0.08076765319912368,-0.0031437582743862047,-0.08076765319912368,0.5371027985712548,-0.8943920885213946,-0.3376077099927912,-0.23163233331431035,-0.3376077099927912,0.16584496160575105,0.46675953111721685,0.159689112057513,0.6460736483753888,0.13003399440243374,0.5397725907379078,0.1835441850067099,0.4189595527327074
gRNA_CDK7_targ_8,CDK7,targeting,-0.8051057391314351,-0.4925729446479508,-0.20235880341728374,-0.5000124957322232,-0.4925729446479508,527.8731530059378,18669.0,-1.0586453588078202,-0.5267820272057818,-0.9095822297317784,-0.8316698719151269,-0.9095822297317784,-1.3693539131617156,0.2986015955546145,-1.2557216262752366,-0.7754913146274459,-1.2557216262752366,-0.15385341644885872,-0.3878097754114552,-0.03297671433395339,-0.19154663539808914,-0.15385341644885872,0.5680413429225739,1.0,0.5302410773355901,1.0,0.5349459340032947,0.9510462541544082,0.32076636091629834,0.6043424191176635
gRNA_CDK7_targ_9,CDK7,targeting,-0.03350455239666084,0.11668669850671283,0.9638994434692515,0.3490271965264345,0.11668669850671283,306.61826938756167,10844.0,0.351064919441418,-0.4583825410821035,0.5598848102487383,0.15085572953601759,0.351064919441418,0.7118528111689278,0.5380479559040006,0.6643233912916876,0.638074719454872,0.6643233912916876,-0.46419164122685463,-0.6988171456785982,-0.3887301350349443,-0.5172463073134658,-0.46419164122685463,0.029674606584627946,0.14788938901938795,0.2014326414212737,0.7197789412042895,0.03394215358087687,0.30480947130195346,0.5383470104672154,0.9695721946558316
gRNA_CDK7_targ_10,CDK7,targeting,-1.138575161015327,-0.28509411395351797,-1.2135174981708445,-0.8790622577132298,-1.138575161015327,245.3737865866157,8678.0,-1.8257198893660171,-0.9463582718702238,-1.6803067018721825,-1.4841282877028077,-1.6803067018721825,-1.7473862285111155,-2.0678316219939035,-1.4275392225198558,-1.7475856910082914,-1.7473862285111155,-0.6646851410310579,-0.7494730061395071,0.1648141226002914,-0.4164480081900912,-0.6646851410310579,0.2263752817167098,0.8830220454739487,0.2120713119767402,0.8416446889810086,0.22496253695466065,0.9305077486555957,0.4682196920306537,0.7552323133536321
gRNA_CDK7_targ_11,CDK7,targeting,0.4081773146947754,0.37019857653180804,0.3751057161982872,0.38449386914162353,0.3751057161982872,379.0880798302324,13407.0,0.42483667055999363,1.515177485028823,0.6264700745351173,0.8554947433746447,0.6264700745351173,1.246344001915872,0.05686173109412285,0.16594662131226345,0.4897174514407528,0.16594662131226345,0.38968128775462785,-0.054906517297230145,0.46045694304605006,0.26507723783448256,0.38968128775462785,0.04318681388960486,0.19170732019288012,0.012201915373131748,0.15280380260848475,0.05898739438069702,0.3805213456626488,0.023217497034665194,0.10603717971192383
gRNA_CDK7_targ_12,CDK7,targeting,-0.8876331239798085,0.22672202148371737,-0.05941578141067178,-0.24010896130225434,-0.05941578141067178,438.4098364859963,15505.0,0.23080332626589453,0.20258463851750955,0.3798517462140135,0.27107990366580587,0.23080332626589453,-1.4621108516360335,1.151933828186181,1.6067149110288679,0.4321792958596718,1.151933828186181,-0.3093275672705816,-0.26022397353560334,0.25842914150129126,-0.10370746643496453,-0.26022397353560334,0.3585831331547222,0.7547663481205795,0.1811301391898435,0.688850841164487,0.028813136586677852,0.2843822486696791,0.21405520608402756,0.4615882406077371
gRNA_CDK7_targ_13,CDK7,targeting,0.06428673191913042,0.08798413922546451,-0.43011866167308443,-0.09261593017616317,0.06428673191913042,619.9378048987726,21925.0,-1.068651234421123,0.2923818123322181,0.465661676917319,-0.10353591505719527,0.2923818123322181,0.8947868832437204,-0.5607296664452301,0.2672432081782287,0.20043347499223962,0.2672432081782287,-0.29935648045673285,-0.7445717199327863,-0.4508850533642162,-0.4982710845845784,-0.4508850533642162,0.3028757135334574,0.6796363899759584,0.28703729400402916,0.8362986260736389,0.10928634586730203,0.5121109571192322,0.552834403213065,0.9444809706540023
