gRNA_id,Gene,classification,ABE_ABEMA_REP1,ABE_ABEMA_REP2,ABE_ABEMA_REP3,LFC_avg_ABE_ABEMA,LFC_median_ABE_ABEMA,base_RPM,base_RAW,ABE_ATIRMO_REP1,ABE_ATIRMO_REP2,ABE_ATIRMO_REP3,LFC_avg_ABE_ATIRMO,LFC_median_ABE_ATIRMO,ABE_DMSO_REP1,ABE_DMSO_REP2,ABE_DMSO_REP3,LFC_avg_ABE_DMSO,LFC_median_ABE_DMSO,ABE_INX_REP1,ABE_INX_REP2,ABE_INX_REP3,LFC_avg_ABE_INX,LFC_median_ABE_INX,ABE_PALBO_REP1,ABE_PALBO_REP2,ABE_PALBO_REP3,LFC_avg_ABE_PALBO,LFC_median_ABE_PALBO,ABE_RIBO_REP1,ABE_RIBO_REP2,ABE_RIBO_REP3,LFC_avg_ABE_RIBO,LFC_median_ABE_RIBO,ABE_T0_REP1,ABE_T0_REP2,ABE_T0_REP3,LFC_avg_ABE_T0,LFC_median_ABE_T0,ABE_TAGTO_REP1,ABE_TAGTO_REP2,ABE_TAGTO_REP3,LFC_avg_ABE_TAGTO,LFC_median_ABE_TAGTO,p_ABE_ABEMA,FDR_ABE_ABEMA,p_ABE_ATIRMO,FDR_ABE_ATIRMO,p_ABE_DMSO,FDR_ABE_DMSO,p_ABE_INX,FDR_ABE_INX,p_ABE_PALBO,FDR_ABE_PALBO,p_ABE_RIBO,FDR_ABE_RIBO,p_ABE_T0,FDR_ABE_T0,p_ABE_TAGTO,FDR_ABE_TAGTO
gRNA_CDK2_targ_6973,CDK2,targeting,-6.1742858178190305,-6.398706857070678,-3.683911741280515,-5.418968138723407,-6.1742858178190305,1126.6684817673895,7879.0,-3.7059226858438197,-3.926416273567551,-2.3933458512549013,-3.341894936888757,-3.7059226858438197,-0.6721539379838017,-1.6028008934077493,-0.7604983028387212,-1.0118177114100908,-0.7604983028387212,0.6144760892148644,-1.631110611597467,-4.998606538391445,-2.005080353591349,-1.631110611597467,-5.110348470305119,-4.936491028957478,-3.615444858317452,-4.554094785860016,-4.936491028957478,-1.6989757793601745,-2.882162350365437,-3.7531576357488947,-2.778098588491502,-2.882162350365437,-0.3319059108546388,-0.6266703560337686,-0.3184118285987657,-0.42566269849572436,-0.3319059108546388,-1.9315742011989516,-2.8156723940902237,0.8951455959516551,-1.28403366644584,-1.9315742011989516,4.1025318572854354e-10,2.4248893656454984e-08,6.112069153790842e-05,0.002467188890127767,0.24637696095858552,0.9999598328842769,0.0011103675939446625,0.01819463730671699,4.1025318572854354e-10,2.952039227742346e-08,0.0008923380259975187,0.016593476775571835,0.5732977324696102,0.9551008986324565,0.24490406916371188,0.6846167403996586
gRNA_CDK2_targ_6974,CDK2,targeting,-3.8675121367460457,-7.748089127310859,-6.5470781332969725,-6.054226465784626,-6.5470781332969725,372.2195783780321,2603.0,-3.5978578701077484,-2.924868586517041,-5.017047765823632,-3.846591407482807,-3.5978578701077484,-0.865535613191738,-0.8614472971721133,-0.8420393614487367,-0.8563407572708627,-0.8614472971721133,-1.1708367602565306,-3.977613576200357,-5.039670401265434,-3.396040245907441,-3.977613576200357,-4.243818155260987,-7.067149984026268,-3.0046028742775035,-4.7718570045215865,-4.243818155260987,-2.035793580520725,-4.063160798187959,-6.906371607372344,-4.335108662027009,-4.063160798187959,-0.2668904554872105,-1.0108833897668534,-0.6701884182871373,-0.6493207545137337,-0.6701884182871373,-1.4772551110603072,-2.4175609324484593,-0.44995018772728557,-1.4482554104120176,-1.4772551110603072,4.1025318572854354e-10,2.4248893656454984e-08,1.050089878783034e-06,0.00011585991662572807,0.3430411253662962,0.9999598328842769,4.9212201728815465e-05,0.0020883639451587076,2.5706545369213255e-08,1.418144419534931e-06,8.58813006898221e-06,0.0004741559031846899,0.35065367889946364,0.9999995222950223,0.30197205459727067,0.7803040333999574
gRNA_CDK2_targ_6975,CDK2,targeting,-3.488690656624951,-5.767993409868259,-2.74688630992559,-4.001190125472934,-3.488690656624951,542.8142602854437,3796.0,-3.0991839975012656,-1.8858753355194073,-2.130513771939356,-2.3718577016533433,-2.130513771939356,-0.3715353303580375,-0.2741649042145985,-1.4669494201839992,-0.704216551585545,-0.3715353303580375,-1.7301289927432801,-0.9532849762233321,-2.477013103086046,-1.7201423573508858,-1.7301289927432801,-1.3546337410447478,-2.3149886644638324,-1.983561457680348,-1.8843946210629758,-1.983561457680348,-2.394392332771264,-4.10248931308568,-2.386308376142226,-2.9610633406663904,-2.394392332771264,-0.06058998307877238,-0.3377076646745592,-0.1078221046051065,-0.16870658411947936,-0.1078221046051065,-3.1028110933746826,-4.077547324125841,-1.288689718067723,-2.8230160451894153,-3.1028110933746826,3.753688219808822e-08,1.2678273477109435e-06,0.0014846670674963146,0.021553719269354392,0.38035471247872776,0.9999598328842769,0.09773819370147122,0.40038789746518527,0.013741057139607958,0.07128981055188455,0.0006978804589046319,0.014259162462804516,0.5024607067648925,0.8209007598182597,0.018862230093859036,0.18471592192506925
gRNA_CDK2_targ_6976,CDK2,targeting,-3.7869619720444994,-4.933042566979886,-4.149966580614684,-4.289990373213024,-4.149966580614684,474.74798317904975,3320.0,-3.622313214420211,-2.6199845147071863,-2.8644640503011525,-3.035587259809516,-2.8644640503011525,-1.5887787343245687,-1.6639210678953815,-0.9309967211450307,-1.394565507788327,-1.5887787343245687,-1.3682657975694388,-3.1406184655712255,-4.965511318452383,-3.158131860531016,-3.1406184655712255,-7.0177589726077105,-2.3067393748948857,-2.7801915302920213,-4.034896625931538,-2.7801915302920213,-2.5495311778808376,-3.4907471796205654,-2.6068363130231944,-2.8823715568415325,-2.6068363130231944,-1.514904830866981,-1.2066325471530108,-0.42782784123026196,-1.0497884064167513,-1.2066325471530108,-2.8280302756044833,-2.8808205692627666,-1.4100499231857417,-2.3729669226843306,-2.8280302756044833,4.1025318572854354e-10,2.4248893656454984e-08,0.00011992110874911611,0.003816719903457445,0.12695901582112606,0.8129072170738024,0.00010493835391527896,0.0034248470298462353,9.055129858141242e-06,0.00016114236467982532,0.0004400330629995101,0.009961741081478208,0.07861939324668475,0.9999995222950223,0.07372503301834055,0.35992604615148555
gRNA_CDK2_targ_6977,CDK2,targeting,-2.0333986764567538,-3.5207079012841533,-1.3602682777391784,-2.3047916184933617,-2.0333986764567538,716.6978589437945,5012.0,-2.823245029709298,-0.9764633549242766,0.1605017294060375,-1.2130688850758458,-0.9764633549242766,0.15784071415990636,-0.032552565671528755,-2.3888821794283004,-0.754531343646641,-0.032552565671528755,-1.5925762626271491,-1.1712952042318403,-1.8351376071342471,-1.5330030246644124,-1.5925762626271491,-3.002382762039405,-2.9121309102718556,-2.5524382573723643,-2.8223173098945415,-2.9121309102718556,-0.9543466737811904,-0.35237598444036716,-2.303666695270407,-1.2034631178306547,-0.9543466737811904,0.22649977630252585,-1.0469051832591896,-0.34047070431200177,-0.3869587037562218,-0.34047070431200177,-4.57848440914218,-2.437702043421637,-0.8983033715849608,-2.638163274716259,-2.437702043421637,0.00011787716760379995,0.0015732799385829751,0.054783128448429155,0.2722705032497005,0.33147253443372315,0.9655413311442639,0.13613075724349266,0.47530886759067587,0.00022690757959516729,0.002332497169130446,0.0742174874045512,0.28787536649839063,0.4928226500527041,0.8493354466416958,0.03690765216911122,0.25664774932722295
gRNA_CDK2_targ_6978,CDK2,targeting,-1.6984859084375878,-1.0923468839993749,-2.0381678084550288,-1.609666866963997,-1.6984859084375878,658.0693429487912,4602.0,-0.9992842784150194,-1.4112691268677748,-1.2565552647684095,-1.2223695566837345,-1.2565552647684095,-2.8043335330769095,-0.6277025532584452,-1.588790881452718,-1.6736089892626909,-1.588790881452718,-2.091307362150463,-1.439252223386392,-0.863774652928048,-1.464778079488301,-1.439252223386392,-3.1924005035970926,-2.5051151357338464,-3.250424253862376,-2.9826466310644384,-3.1924005035970926,-1.6479539288023388,-2.751634589574532,-1.4253002229138365,-1.941629580430236,-1.6479539288023388,-1.029432198903368,-0.20459001207537528,0.527178905163984,-0.23561443527158635,-0.20459001207537528,-5.383958001688297,-3.7500213336734647,-1.3319078319783095,-3.4886290557800237,-3.7500213336734647,0.04570871030402462,0.1939690142388737,0.08782968970790352,0.3606901649294797,0.07426522258086547,0.7482881416490729,0.15348196786493862,0.5036236444896767,7.24605166259245e-08,2.8552894051405965e-06,0.009342687963849988,0.07888851316414149,0.28988954251801885,0.6141892554814335,0.00821690460235955,0.1259164547861579
gRNA_CDK2_targ_6979,CDK2,targeting,-1.9853609240437202,-1.4819735953190754,-1.154322724113743,-1.5405524144921794,-1.4819735953190754,641.1957700526684,4484.0,-2.329184673342245,-1.0117174589042148,-0.38086128722781776,-1.240587806491426,-1.0117174589042148,-1.096239527527302,-0.06114656168717152,-0.027505227435602027,-0.3949637722166919,-0.06114656168717152,-1.09363572684166,-3.57343408752658,-1.8574837940828959,-2.1748512028170452,-1.8574837940828959,-1.9287580631311065,-3.0444560612929585,-2.484398277546754,-2.4858708006569397,-2.484398277546754,-1.5715228287002863,-0.2633000421861504,-5.136707148351813,-2.3238433397460834,-1.5715228287002863,-1.0165302701832795,-0.8213104431221155,-1.219313082673408,-1.0190512653262678,-1.0165302701832795,-3.3669794323061786,-2.6621563002394724,-0.05042057031932452,-2.0265187676216585,-2.6621563002394724,0.05744842239941847,0.2269144130573689,0.07777507490389106,0.339316424242623,0.566660125580186,0.9655413311442639,0.03660685933442696,0.23580523942445886,0.001179665105506984,0.008955714447770912,0.0004080541870041808,0.00964756684988456,0.11639954875831057,0.9999995222950223,0.0928900234241686,0.41549456423513254
gRNA_CDK2_targ_6980,CDK2,targeting,-2.1003533838652095,-2.3826701711091007,-1.325273408992178,-1.9360989879888295,-2.1003533838652095,713.5519385733309,4990.0,-1.396332140849617,-3.0623604221903804,-1.2967252435285,-1.9184726021894993,-1.396332140849617,-1.5727440987658239,-2.109644547576274,-1.682900420613171,-1.7884296889850895,-1.682900420613171,-4.459724951556846,-3.2209320686032608,-3.870495119920314,-3.8503840466934736,-3.870495119920314,-4.150060573054857,-2.2727225858262448,-2.638423995222042,-3.020402384701048,-2.638423995222042,-2.1977066678606234,-2.8231050643348286,-2.5622813970902727,-2.527697709761908,-2.5622813970902727,-1.1100318710618928,-1.5443121554009855,-0.3869494218956292,-1.0137644827861692,-1.1100318710618928,-1.7661115351133843,-3.9554842234175354,-4.129076355305579,-3.283557371278833,-3.9554842234175354,0.0229992250085475,0.11464975117212686,0.0098536829070008,0.09110528050886214,0.060198955265472524,0.6967081885619373,0.0002488576107957341,0.005641908847492328,9.055129858141242e-06,0.00016114236467982532,0.0017298465056155138,0.02675603707283809,0.09299439257712289,0.9999995222950223,0.0073088304390373495,0.11520108930101727
gRNA_CDK2_targ_6981,CDK2,targeting,-2.153425114426485,-2.317844896175631,-2.949730836268318,-2.4736669489568115,-2.317844896175631,580.1363155895798,4057.0,-2.9063465206380386,-1.1948259238904175,-0.3918908630316474,-1.497687769186701,-1.1948259238904175,-1.0184048930891039,-1.6032069340452033,-0.7945046192752048,-1.1387054821365041,-1.0184048930891039,0.07015896372464425,-1.8622751069595778,-3.409952485152678,-1.734022876129204,-1.8622751069595778,-4.153953989274982,-2.0293628656935776,-2.918952154946017,-3.034089669971525,-2.918952154946017,-1.4816911406204452,-1.4304971193338574,-1.7922087589581526,-1.5681323396374849,-1.4816911406204452,-1.7686506569533593,-0.9981099304145561,-0.04530930696739698,-0.9373566314451041,-0.9981099304145561,-2.2468678491912693,-1.685673166208502,0.3386308905560104,-1.1979700416145869,-1.685673166208502,0.0026916226634414943,0.02091378172767922,0.028402091698017218,0.1779184877164021,0.20246404211429178,0.9256298057987649,0.07026012074709281,0.3460729161798768,1.1693657784936615e-05,0.00019747962891908264,0.031178533114980315,0.1680797143494867,0.09981142737158788,0.9999995222950223,0.3550540212986301,0.8540907053041175
gRNA_CDK2_targ_6982,CDK2,targeting,-1.469033646032803,-0.8675291422140242,-0.5939382577550697,-0.9768336820006324,-0.8675291422140242,681.9497384882194,4769.0,-1.3946974592370798,-0.5375182806477797,0.5047347568835154,-0.47582699433378134,-0.5375182806477797,0.1131798390587415,-1.8073082124651623,-1.3845207759151867,-1.0262163831072024,-1.3845207759151867,1.1846817959087979,-0.7924465742577127,-1.2130721625103746,-0.2736123136197632,-0.7924465742577127,-0.014714818423262357,-1.1313504279163293,-1.2024099955388037,-0.7828250806261318,-1.1313504279163293,-1.354591650339687,-1.6995255714963264,-0.4141916173856443,-1.1561029464072192,-1.354591650339687,-0.728468635710858,-0.7796934975630068,-0.657159840146941,-0.7217739911402686,-0.728468635710858,-1.2793876421246322,-3.346845935623514,1.3407344828409269,-1.0951663649690733,-1.2793876421246322,0.1776776644791163,0.4616272130501373,0.35480733152291855,0.8431459642856889,0.2170668026673554,0.950385075170564,0.3910055140951662,0.9883496967175015,0.2502793532957013,0.5917318995776938,0.09542117838083859,0.3425641002609281,0.36347549043241556,0.9999995222950223,0.24178256386481464,0.6815626400388741
