gRNA_id,Gene,classification,ABE_DMSO_REP1,ABE_DMSO_REP2,ABE_DMSO_REP3,LFC_avg_ABE_DMSO,LFC_median_ABE_DMSO,base_RPM,base_RAW,ABE_SY-5609_100nM_REP1,ABE_SY-5609_100nM_REP2,ABE_SY-5609_100nM_REP3,LFC_avg_ABE_SY-5609_100nM,LFC_median_ABE_SY-5609_100nM,ABE_SY-5609_10nM_REP1,ABE_SY-5609_10nM_REP2,ABE_SY-5609_10nM_REP3,LFC_avg_ABE_SY-5609_10nM,LFC_median_ABE_SY-5609_10nM,ABE_T0_REP1,ABE_T0_REP2,ABE_T0_REP3,LFC_avg_ABE_T0,LFC_median_ABE_T0,p_ABE_DMSO,FDR_ABE_DMSO,p_ABE_SY-5609_100nM,FDR_ABE_SY-5609_100nM,p_ABE_SY-5609_10nM,FDR_ABE_SY-5609_10nM,p_ABE_T0,FDR_ABE_T0
gRNA_CDK7_targ_1,CDK7,targeting,-0.05942654445776815,0.7771572006595563,0.5948629119289878,0.4375311893769253,0.5948629119289878,484.9511193531972,17151.0,1.1013780258008348,1.1682574705661821,1.3014790723270138,1.1903715228980103,1.1682574705661821,0.7923424673723475,0.6422954373992782,0.8277597027435291,0.7541325358383849,0.7923424673723475,0.7697349267884807,0.5657595686928463,0.2779558256226039,0.5378167737013103,0.5657595686928463,0.02328543681238474,0.12999845091576756,0.011795563962543729,0.20380942796040746,0.034524141759309346,0.25604905854606375,0.035036729370237725,0.19015958485238366
gRNA_CDK7_targ_2,CDK7,targeting,-0.2798494864795673,0.30654051883257366,-0.14247903722001998,-0.038596001622337874,-0.14247903722001998,440.700142629522,15586.0,-0.7020340757132382,-0.6763647767319613,-0.11800144477897455,-0.4988000990747247,-0.6763647767319613,-1.4580639662056165,-0.6052795030368806,-0.807073309488792,-0.9568055929104297,-0.807073309488792,-0.12848736632641197,-0.014934327585379374,-0.6332631559363531,-0.2588949499493815,-0.12848736632641197,0.2603007921042507,0.6852663090111905,0.6106927105436557,1.0,0.3936433759147157,0.8356504014363716,0.47718270671142726,1.0
gRNA_CDK7_targ_3,CDK7,targeting,-0.766540774514436,-1.5202988148023806,-0.34667784144503727,-0.8778391435872847,-0.766540774514436,230.6140358838946,8156.0,0.7935787216512586,0.42757635659499504,1.017744444270611,0.7462998408389548,0.7935787216512586,-1.1235358948251386,-0.09035452779956459,-0.7232443296861509,-0.645711584103618,-0.7232443296861509,0.41654460539007326,0.6384526461424019,0.4953493172835016,0.5167821896053256,0.4953493172835016,0.3576623229015962,0.9649163117621079,0.06128100765701621,0.48632892704550656,0.567065280548525,1.0,0.04519458712608089,0.22890764908014996
gRNA_CDK7_targ_4,CDK7,targeting,0.21167337180426343,0.1931675021622538,-0.34310577425461924,0.020578366570632667,0.1931675021622538,368.28688295582725,13025.0,-0.20989931122638636,0.012877727718854022,-0.6059060347853815,-0.2676425394309713,-0.20989931122638636,-1.2698422847450153,-0.29286731631231394,-0.0551116810819428,-0.5392737607130906,-0.29286731631231394,-0.2019800594878768,-0.3404348581701653,-0.596344212682609,-0.379586376780217,-0.3404348581701653,0.20524789043834132,0.5830663276760373,0.552244798609449,1.0,0.575054921308991,1.0,0.5761357434245065,1.0
gRNA_CDK7_targ_5,CDK7,targeting,1.1711444538278075,0.8021613394253744,0.8838280324427875,0.9523779418986565,0.8838280324427875,155.48633929935465,5499.0,0.5817875541582105,0.4238886711740328,-0.3714470369949984,0.2114097294457483,0.4238886711740328,-1.5249445158895907,0.15751682775524214,1.3948529230950792,0.009141744986910227,0.15751682775524214,0.45281907632479296,1.4225521476916898,-0.005494863566680942,0.623292120149934,0.45281907632479296,0.00103712162774426,0.01231018279887752,0.23858980993881596,0.8947117872705599,0.1274003931171799,0.5720445283057585,0.012363929760356487,0.0870540329701636
gRNA_CDK7_targ_6,CDK7,targeting,1.1539943395944332,1.488111868081266,1.2967519966486873,1.3129527347747956,1.2967519966486873,302.9990201731013,10716.0,2.282449423806538,2.091181544507734,1.1470525687033184,1.84022784567253,2.091181544507734,1.2010336091620002,0.8672371030176462,1.667107140834435,1.2451259510046937,1.2010336091620002,1.809980900804517,1.7468550194353334,0.8418005731532755,1.466212164464375,1.7468550194353334,1.5525455297447877e-05,0.0004369535356910588,0.00035684017893582105,0.030442927765462233,0.004644766717038198,0.07119358554988815,1.01276405893431e-07,9.874449574609524e-06
gRNA_CDK7_targ_7,CDK7,targeting,0.5347650524769145,1.1509416830788792,0.10519528095263933,0.5969673388361444,0.5347650524769145,425.6576380819212,15054.0,0.29153530686521034,0.5593070810624714,-0.19237171341617756,0.21949022483716807,0.29153530686521034,-0.5860218364261026,1.2729133149079948,1.2708938646059806,0.6525951143626242,1.2708938646059806,0.678882402291422,0.799600307475321,0.20988162707348512,0.5627881122800761,0.678882402291422,0.009971418811012489,0.06788522033432443,0.24648319858970968,0.9068721457545923,0.033584265831421906,0.2532736069607232,0.030557922979514193,0.17165253031702415
gRNA_CDK7_targ_8,CDK7,targeting,-0.20724046784900138,-0.150760774059369,-1.0460880256780465,-0.46802975586213896,-0.20724046784900138,527.8731530059378,18669.0,-0.8716770825652261,-1.2509311177767002,1.2028773391910201,-0.3065769537169687,-0.8716770825652261,-1.5664869468643856,-2.3767438306848145,-0.5968755858085841,-1.513368787785928,-1.5664869468643856,-0.710512065115699,-0.7391468544047307,-0.9563670161999432,-0.8020086452401243,-0.7391468544047307,0.5678595632502565,1.0,0.3340594507090818,0.9978576755610097,0.1496808083882488,0.4545368263625353,0.36586438679719774,0.9049509713535543
gRNA_CDK7_targ_9,CDK7,targeting,0.41270332881327104,-0.24622553937686192,0.3237208432740349,0.16339954423681466,0.3237208432740349,306.61826938756167,10844.0,-0.2506204867406668,0.6508545056796756,-0.40044664652792633,-7.087586297249704e-05,-0.2506204867406668,-0.6965109745687158,0.16700799237071842,0.4378845690337896,-0.03053947105473594,0.16700799237071842,0.11122146763560758,-0.3318281769746196,-1.2903005013770665,-0.5036357369053596,-0.3318281769746196,0.11856657417669539,0.4097300601295929,0.3650122172444381,1.0,0.29276761709979693,0.9606437436087086,0.5357744828736206,1.0
gRNA_CDK7_targ_10,CDK7,targeting,0.33720744338619496,-1.0252808820482144,-1.256765999294006,-0.6482798126520085,-1.0252808820482144,245.3737865866157,8678.0,-2.6104932707506063,-0.491174101441701,0.7661094829074875,-0.7785192964282732,-0.491174101441701,-1.368638161528728,-1.091873062502151,-3.1491620291188807,-1.8698910843832532,-1.368638161528728,-0.06028585044538459,-0.6796517988486773,-2.293258240219293,-1.0110652965044518,-0.6796517988486773,0.44421592423621203,1.0,0.21924876446807495,0.5755280067286968,0.08375828304385591,0.29914826340130224,0.16789000528674866,0.5787117606475048
