gRNA_id,Gene,classification,CBE_BSJ-4-116_REP1,CBE_BSJ-4-116_REP2,CBE_BSJ-4-116_REP3,LFC_avg_CBE_BSJ-4-116,LFC_median_CBE_BSJ-4-116,base_RPM,base_RAW,CBE_CDK12-IN-2_REP1,CBE_CDK12-IN-2_REP2,CBE_CDK12-IN-2_REP3,LFC_avg_CBE_CDK12-IN-2,LFC_median_CBE_CDK12-IN-2,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,LFC_avg_CBE_DMSO,LFC_median_CBE_DMSO,CBE_HQ461_REP1,CBE_HQ461_REP2,CBE_HQ461_REP3,LFC_avg_CBE_HQ461,LFC_median_CBE_HQ461,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,LFC_avg_CBE_T0,LFC_median_CBE_T0,p_CBE_BSJ-4-116,FDR_CBE_BSJ-4-116,p_CBE_CDK12-IN-2,FDR_CBE_CDK12-IN-2,p_CBE_DMSO,FDR_CBE_DMSO,p_CBE_HQ461,FDR_CBE_HQ461,p_CBE_T0,FDR_CBE_T0
gRNA_CDK12_targ_1740,CDK12,targeting,-1.7980378334040075,-1.4782872430380394,-0.9984146762173299,-1.424913250886459,-1.4782872430380394,327.74081853212346,12919.0,-1.4434472416772925,-2.669693123018697,-0.947952721481546,-1.6870310287258452,-1.4434472416772925,-1.1879679899908815,-1.2908966266295905,-1.9694665731249592,-1.4827770632484771,-1.2908966266295905,-0.384474942635999,-1.4511484716658667,-1.9669750219156452,-1.2675328120725036,-1.4511484716658667,-0.4661137899192907,-2.0876863134555945,-0.4279723255727597,-0.9939241429825484,-0.4661137899192907,0.18423243387946034,0.6773742357441185,0.17445931335899,0.8350717182217928,0.19519329049875306,0.7626010739549999,0.26483832226248283,0.8328378247892548,0.14446166924376058,0.6635701410553828
gRNA_CDK12_targ_1741,CDK12,targeting,-0.6770696903500393,-0.7857797816472192,0.29818124043302585,-0.38822274385474415,-0.6770696903500393,315.5130087533106,12437.0,-2.125915294315174,-1.6761192870487411,-1.8210219625015405,-1.8743521812884854,-1.8210219625015405,-1.584244711005443,0.5320278315862408,-3.7725528897015397,-1.608256589706914,-1.584244711005443,-0.5186598148628402,-0.7264702370519474,-1.0391679677831724,-0.7614326732326534,-0.7264702370519474,-0.6153064233577654,-1.9380913634856838,-1.139451474537775,-1.2309497537937415,-1.139451474537775,0.5948663512737453,1.0,0.1445227671359545,0.7705579797875243,0.03454246050567114,0.28646115458536137,0.5405703445422845,1.0,0.08319320002900099,0.5074993706029785
gRNA_CDK12_targ_1742,CDK12,targeting,-0.7369302663553573,-1.6419788141837137,-0.3059992705719111,-0.8949694503703274,-0.7369302663553573,195.1629473618412,7693.0,-0.31722046438174195,-1.7171038379239505,-0.08307722913707419,-0.7058005104809221,-0.31722046438174195,-1.3748789949482256,-1.2527350015992142,-1.368606546493694,-1.3320735143470446,-1.368606546493694,-1.064526620843682,-0.4395782000129146,-1.56264592582215,-1.0222502488929155,-1.064526620843682,-0.3640438659344799,-0.8194918988353723,-0.29964599479717563,-0.494393919855676,-0.3640438659344799,0.35966708117869484,0.9153045905078446,0.5036378334590621,0.9595729836707296,0.2701875939475663,0.8841984591224038,0.4009641643730152,0.9672416016688988,0.48119871648408086,0.9999999963410183
gRNA_CDK12_targ_1743,CDK12,targeting,-0.8208848349921868,1.0649649460902915,2.0738066992059085,0.7726289367680045,1.0649649460902915,139.22452295876568,5488.0,0.758260380836238,-0.5197405065275987,0.22987942801430392,0.15613310077431442,0.22987942801430392,-1.9968076688177772,-0.40033042458704243,1.579807844543673,-0.2724434162870488,-0.40033042458704243,0.9294935930751583,-0.11146709678332986,-0.5046047401281799,0.10447391872121618,-0.11146709678332986,0.959743054110633,0.4286378464302398,0.22598830549369436,0.538123068678189,0.4286378464302398,0.02457792396017467,0.29469294048800565,0.12734562157623697,0.48376329943444785,0.11874410274280132,0.5230915049611775,0.2603640618368267,0.9997476622127692,0.057053056218989324,0.31066474012756157
gRNA_CDK12_targ_1744,CDK12,targeting,-0.40207385694061,-0.05269310655569468,0.021428731227388732,-0.14444607742297197,-0.05269310655569468,313.4581278568711,12356.0,-1.7055826999758865,-1.6270441055516278,-0.2395140206926075,-1.1907136087400405,-1.6270441055516278,-3.370506367860433,-0.895259495637256,-1.1368793343599992,-1.8008817326192297,-1.1368793343599992,-0.6210506205085012,-1.0518981561774547,-1.0548956863321117,-0.9092814876726892,-1.0518981561774547,-0.36267199678399126,-1.0303091945478702,-0.9556310212633609,-0.7828707375317409,-0.9556310212633609,0.5232107606659304,1.0,0.38438967342562047,1.0,0.055718289306628095,0.379883238577963,0.465159835039478,0.9987452653344576,0.28084323430750363,0.9150902708225754
gRNA_CDK12_targ_1745,CDK12,targeting,0.5473088462000126,-0.4939685693469644,0.44202847002359097,0.1651229156255464,0.44202847002359097,230.1720293011809,9073.0,0.8042670924313069,-1.2437809517329599,0.4055851426400827,-0.011309572220523423,0.4055851426400827,-1.5796320568467488,-0.1912735696841243,-1.4527308280420996,-1.0745454848576577,-1.4527308280420996,-0.5329995878713614,0.8347133723167084,-0.12990680601134957,0.057268992811332485,-0.12990680601134957,-0.07506459720511163,0.05693592820466675,0.21453661823375833,0.06546931641110448,0.05693592820466675,0.2818894400923069,0.9155368336624792,0.14615393055157783,0.5197058684624404,0.34084003145417774,0.9861417101865065,0.28960890083936774,1.0,0.3370750120761052,0.8639444157787968
gRNA_CDK12_targ_1746,CDK12,targeting,-1.3184195699837014,-0.6466873365120491,-0.6621370855442801,-0.8757479973466769,-0.6621370855442801,244.35324437660915,9632.0,-0.8075564670823727,0.08465880789001709,-1.8469894710244503,-0.856629043405602,-0.8075564670823727,-1.4337407671761837,0.4668840278096378,-0.6402677722598639,-0.5357081705421366,-0.6402677722598639,-0.29002429468974306,-2.0485911648621444,0.24137209976666996,-0.6990811199284058,-0.29002429468974306,-0.19621757773224946,-0.86534913294752,-0.6753476042000783,-0.5789714382932826,-0.6753476042000783,0.3882925558544243,0.9460501310807494,0.5272845951215008,1.0,0.5067178171485789,0.9999999990282916,0.48752364850910224,1.0,0.4176021034849462,0.9999999963410183
gRNA_CDK12_targ_1747,CDK12,targeting,-0.34348058386348673,-0.48808252788798256,-1.0235840138164891,-0.6183823751893195,-0.48808252788798256,255.10965795797148,10056.0,-1.1763584408302057,-1.8743305992799817,-0.6361577529422451,-1.2289489310174775,-1.1763584408302057,-1.350404758495677,-0.22700494175020908,-0.2473065299724442,-0.6082387434061102,-0.2473065299724442,-1.1600855070965574,-1.2320758666460243,0.07067606968406019,-0.7738284346861738,-1.1600855070965574,-0.3248173309850035,-1.2115591321715475,-1.3269590673753988,-0.9544451768439833,-1.2115591321715475,0.5173556627715243,1.0,0.36799304971640695,1.0,0.5893949659796682,0.9999999990282916,0.513791438949929,1.0,0.17420523067438753,0.734144407442768
gRNA_CDK12_targ_1748,CDK12,targeting,1.9138067226847553,1.013083216404902,-0.8287052705510067,0.6993948895128835,1.013083216404902,209.0904734377089,8242.0,0.32184362611355805,-1.556486071136743,-1.4882168574865773,-0.9076197675032541,-1.4882168574865773,0.25447580538043346,0.5899147494149175,-0.4808521419714048,0.12117947094131538,0.25447580538043346,-0.03769250594534967,-2.455964516781271,0.69138813284679,-0.6007562966266101,-0.03769250594534967,0.20827243442506363,0.2618414655958096,1.3737682056294966,0.6146273685501233,0.2618414655958096,0.03081992964731752,0.3262874656756076,0.4782170726414201,1.0,0.2431552643810004,0.7746595726483704,0.4133440945039055,0.9754282902134647,0.022716410774504453,0.1810495903007043
gRNA_CDK12_targ_1749,CDK12,targeting,-1.18691833006401,-0.10992241048144046,-0.18352072756679913,-0.4934538227040832,-0.18352072756679913,283.9540972079928,11193.0,-0.8417353647839876,-1.4280108001541938,-0.1792343647603606,-0.8163268432328473,-0.8417353647839876,-0.016760842346883378,-0.42377270211876106,-2.4794496198633897,-0.9733277214430114,-0.42377270211876106,-0.449186301925462,0.35274956446076894,-1.6605945873031993,-0.5856771082559641,-0.449186301925462,-0.23752302914406556,-0.4817275806552878,-0.2859180459180004,-0.33505621857245127,-0.2859180459180004,0.5741354087502475,1.0,0.5706595587347452,1.0,0.2720655527162327,0.885932234612767,0.5519303671094171,1.0,0.6206887603624434,0.9999999963410183
