gRNA_id,Gene,classification,ABE_BSJ-4-116_REP1,ABE_BSJ-4-116_REP2,ABE_BSJ-4-116_REP3,LFC_avg_ABE_BSJ-4-116,LFC_median_ABE_BSJ-4-116,base_RPM,base_RAW,ABE_CDK12-IN-2_REP1,ABE_CDK12-IN-2_REP2,ABE_CDK12-IN-2_REP3,LFC_avg_ABE_CDK12-IN-2,LFC_median_ABE_CDK12-IN-2,ABE_DMSO_REP1,ABE_DMSO_REP2,ABE_DMSO_REP3,LFC_avg_ABE_DMSO,LFC_median_ABE_DMSO,ABE_HQ461_REP1,ABE_HQ461_REP2,ABE_HQ461_REP3,LFC_avg_ABE_HQ461,LFC_median_ABE_HQ461,ABE_T0_REP1,ABE_T0_REP2,ABE_T0_REP3,LFC_avg_ABE_T0,LFC_median_ABE_T0,p_ABE_BSJ-4-116,FDR_ABE_BSJ-4-116,p_ABE_CDK12-IN-2,FDR_ABE_CDK12-IN-2,p_ABE_DMSO,FDR_ABE_DMSO,p_ABE_HQ461,FDR_ABE_HQ461,p_ABE_T0,FDR_ABE_T0
gRNA_CDK12_targ_1740,CDK12,targeting,-1.8889555628170387,-2.0733751261252378,-3.0236773694991155,-2.3286693528137974,-2.0733751261252378,327.74081853212346,12919.0,-2.2748730143028046,-2.5991677290129145,-1.4155385106287721,-2.096526417981497,-2.2748730143028046,-1.5751806453733135,-1.0722215228174827,-1.7414153260124576,-1.4629391647344179,-1.5751806453733135,-2.7883382878726852,-2.5548872518078767,-2.1045870161633715,-2.482604185281311,-2.5548872518078767,-0.9648970040534124,-1.2027713946732441,-0.5388994929826684,-0.9021892972364416,-0.9648970040534124,0.002005197895454484,0.05305056171235015,0.09100456860433334,0.666180811978789,0.05986198065788597,0.4966341400800177,0.052883836667473275,0.4492818794018497,0.26368681547432987,0.9606284559196434
gRNA_CDK12_targ_1741,CDK12,targeting,-1.3116763258274493,-1.0712546539206305,-0.9551560921488126,-1.1126956906322976,-1.0712546539206305,315.5130087533106,12437.0,-0.8820694232416768,-0.5416762309913491,-1.5243620816436776,-0.9827025786255678,-0.8820694232416768,-0.7750040898897765,0.5189721085542106,-1.1099795488966553,-0.4553371767440737,-0.7750040898897765,-1.076659570864416,-0.3735805044477101,-0.2639872470675358,-0.5714091074598873,-0.3735805044477101,-0.6092284878466414,-1.1326404502632519,-1.303765080449891,-1.0152113395199283,-1.1326404502632519,0.17651934498531027,0.7066486762121321,0.4469136693679676,0.9999999984545291,0.4546902551294417,0.999991447522608,0.57091509157851,1.0,0.21884728443725646,0.9064882169772767
gRNA_CDK12_targ_1742,CDK12,targeting,-1.7222547414743143,-0.2846777738302478,0.07307644302937658,-0.6446186907583952,-0.2846777738302478,195.1629473618412,7693.0,-0.7833297430334372,0.1421636847273074,-1.727717206329146,-0.7896277548784253,-0.7833297430334372,-1.417405170376681,-0.58130131836973,-0.7577049231225031,-0.9188038039563047,-0.7577049231225031,-0.849963542238431,-1.1496801372844447,1.0421654017107869,-0.3191594259373629,-0.849963542238431,0.5284753085129589,-1.2141128920168662,0.14967003540210508,-0.17865584936726742,0.14967003540210508,0.35266387367031116,0.9633937918221519,0.5055445942183712,0.9999999984545291,0.2335353009897617,0.9001186422946634,0.283593030150464,0.8970311051153078,0.42087603710769583,0.9998241756095488
gRNA_CDK12_targ_1743,CDK12,targeting,1.7407700692814976,0.20637924997852833,-0.4256550218938627,0.5071647657887212,0.20637924997852833,139.22452295876568,5488.0,-0.43407381121069866,-0.675555914701283,0.03855962933141357,-0.357023365526856,-0.43407381121069866,0.13197534671817132,-0.0025858613340088,-0.395065292582793,-0.0885586023995435,-0.0025858613340088,0.013484179435480238,-1.5477122044177298,-0.9726254235043145,-0.835617816162188,-0.9726254235043145,0.546515769584389,-0.6340568417225884,-0.48589196618506597,-0.1911443461077551,-0.48589196618506597,0.055315297887852444,0.6681758563723714,0.5053169238184128,0.9679512593141095,0.5090804657177426,0.999991447522608,0.5383145084711711,1.0,0.4968762554238957,0.9998241756095488
gRNA_CDK12_targ_1744,CDK12,targeting,-0.4348781939157863,-1.451842652995366,-0.2657319140853115,-0.717484253665488,-0.4348781939157863,313.4581278568711,12356.0,-2.1023026320729095,-1.2820608071641342,-0.7017191795364802,-1.3620275395911747,-1.2820608071641342,-1.2460075787471334,-0.6937251591113851,-1.7491739297851996,-1.2296355558812395,-1.2460075787471334,-2.2488443788897885,-0.40901959090322015,-2.0909258577914187,-1.5829299425281425,-2.0909258577914187,0.6722581750216005,-1.4858608566559903,-1.0758025797718833,-0.629801753802091,-1.0758025797718833,0.35921999249020414,0.9725711476319877,0.2798931755966792,0.9999999984545291,0.11571560354303384,0.6687981009868256,0.22876771204149343,0.8362214476432214,0.3178046861686279,0.9998241756095488
gRNA_CDK12_targ_1745,CDK12,targeting,-1.4197050002004903,-2.154478643653059,-1.8340048649040848,-1.8027295029192114,-1.8340048649040848,230.1720293011809,9073.0,-2.6520924526402454,-3.4779553940923424,-2.210496003693123,-2.780181283475237,-2.6520924526402454,-0.5212338655566862,-0.8721059197045216,-0.601902119749312,-0.6650806350035066,-0.601902119749312,-2.875912621611106,-3.9035719993762568,-1.199541875870161,-2.659675498952508,-2.875912621611106,0.8653924795526702,-2.2977273540631526,0.5802015480880165,-0.284044442140822,0.5802015480880165,0.016508850676755657,0.19307632804358954,0.022360558477675072,0.3183034651518081,0.3942707055093071,0.999991447522608,0.03253764833372983,0.36727871261321804,0.24858113555729705,0.9581248249560558
gRNA_CDK12_targ_1746,CDK12,targeting,-1.1244347173655234,-0.5503368618325605,-1.4752914780546231,-1.0500210190842356,-1.1244347173655234,244.35324437660915,9632.0,-0.12249718594672479,-0.13794585980412155,-1.105728845404234,-0.4553906303850268,-0.13794585980412155,0.11268259734341411,0.21966034750514318,-0.997693368731246,-0.2217834746275629,0.11268259734341411,0.5919533360853394,-1.1838393075301825,-1.4163753762046918,-0.6694204492165117,-1.1838393075301825,0.8211052579109811,-0.709818812900056,-0.2283844451119104,-0.03903266670032843,-0.2283844451119104,0.2007524087359806,0.7546430314492306,0.5443758854863561,0.9917818728870545,0.5207345527511114,0.999991447522608,0.48293401443732453,1.0,0.3695409034243177,0.9982433280423462
gRNA_CDK12_targ_1747,CDK12,targeting,-0.9420460391372351,0.0633129752996409,0.13239247743684024,-0.24878019546691799,0.0633129752996409,255.10965795797148,10056.0,-0.8347201160391531,-1.4347028073699315,-2.560187290019314,-1.6098700711427998,-1.4347028073699315,-0.5957739555108799,-0.557794539481015,0.5775018679317898,-0.19202220902003506,-0.557794539481015,-1.505339762221693,-0.745477120104212,-1.3458016287485968,-1.198872837024834,-1.3458016287485968,1.2402066868660482,0.8910147875405042,0.24680578504599884,0.7926757531508505,0.8910147875405042,0.5163942380016417,1.0,0.19135293924833055,0.9427413787474384,0.4571733829209038,0.999991447522608,0.39878892404709054,1.0,0.05441129823721793,0.8226485374015224
gRNA_CDK12_targ_1748,CDK12,targeting,0.5419446888132714,1.0323496301811834,0.41869124076912634,0.6643285199211938,0.5419446888132714,209.0904734377089,8242.0,-2.273912898535614,-0.7342035184763039,1.7056215011960392,-0.4341649719386263,-0.7342035184763039,0.31579600765441906,0.9322011383802641,-0.18510315508376904,0.3542979969836381,0.31579600765441906,-0.1559690073452794,-0.42506189707483427,1.7236611248783378,0.38087674015274137,-0.1559690073452794,-1.17873186249196,1.0075591198809246,0.45031173933284263,0.0930463322406024,0.45031173933284263,0.07810830960025184,0.7274371867655207,0.11656633645701911,0.545095990271632,0.1516691787017207,0.6651581638918705,0.09167353181375722,0.6348390652006672,0.20263039618529277,0.9056093410504512
gRNA_CDK12_targ_1749,CDK12,targeting,-0.3843137730207058,-0.051698335172043995,-1.0298849570590975,-0.4886323550839491,-0.3843137730207058,283.9540972079928,11193.0,0.4779763651654797,-1.1055863565047104,-2.7194503934314107,-1.1156867949235472,-1.1055863565047104,-1.1699354059033689,0.0990450899231118,-1.3231802477197636,-0.7980235212333402,-1.1699354059033689,-0.9572607969177334,0.25489853995409667,-0.9644039725802964,-0.555588743181311,-0.9572607969177334,0.12976993584191845,-1.2893258168124346,-0.5937590502790281,-0.5844383104165147,-0.5937590502790281,0.5323263780926357,1.0,0.30251957087179987,0.9999999984545291,0.2615093535681189,0.9393348563360723,0.5205044220502844,1.0,0.41281297475100004,0.9998241756095488
