gRNA_id,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,CBE_DMSO_REP1,CBE_DMSO_REP2,CBE_DMSO_REP3,CBE_BSJ-4-116_REP1,CBE_BSJ-4-116_REP2,CBE_BSJ-4-116_REP3,CBE_CDK12-IN-2_REP1,CBE_CDK12-IN-2_REP2,CBE_CDK12-IN-2_REP3,CBE_HQ461_REP1,CBE_HQ461_REP2,CBE_HQ461_REP3,PLASMID_LIBRARY
gRNA_CDK12_targ_1740,236.97941905652178,76.33880019042856,243.35494084066434,143.29112958096096,133.35536906625657,82.94312215671292,93.53449552652847,116.98989911873387,163.5511290544031,119.8739502116467,50.66493923350042,169.40856862407662,250.83445126271286,119.23043378902175,83.08821816566169,327.74081853212346
gRNA_CDK12_targ_1741,205.61691574297294,81.59769531465807,142.67542546414728,104.55684129728853,456.665209911101,22.160076218089095,196.9581007122494,182.5896864255868,388.1822834105121,71.51490669281397,98.04427620467797,88.57964372500739,219.9323960078801,190.29438918179258,153.01777158353394,315.5130087533106
gRNA_CDK12_targ_1742,151.41540162186595,110.15406131181838,158.37292583670808,74.63749901837211,81.3201524614559,74.96706635481206,116.70065056148854,61.85388156634831,157.67262958568256,156.44327071201948,58.66466648089523,184.18603803396968,92.79129539329954,143.6407798013832,65.40697261509145,195.16294736184116
gRNA_CDK12_targ_1743,271.731573829982,187.7369012090539,163.00354282972694,34.13378726659173,105.245979631238,418.17321132823093,78.38035063211784,292.3663951514482,589.3397035867303,236.18274466022618,96.80622317829544,163.44647721950884,266.0726548181263,128.79830810542472,97.83774048226847,139.22452295876568
gRNA_CDK12_targ_1744,243.5612665514953,152.9603366778587,161.13964668159355,29.40460090637591,168.06856339929303,141.99736782300354,236.97236849990767,302.18004903359656,318.1637178207517,95.41203987693788,100.80608680199285,265.35565387044284,203.4598128348494,150.67357630745718,150.3587667899392,313.4581278568711
gRNA_CDK12_targ_1745,218.4515183581713,239.47764356034438,267.23611023862327,76.34257981491251,201.46791173167668,83.45390405535682,336.824906308698,163.1481260533812,313.0502285568646,402.6861083670393,96.6157534819289,305.21649354669614,158.7667577142235,411.29593054998963,210.265917524262,230.1720293011809
gRNA_CDK12_targ_1746,213.15313112471762,133.67772122235044,152.635620505735,89.82236950831678,338.1078957995652,156.4171337308736,97.3802603939922,155.71823036973578,154.04889703647126,139.18226904726825,259.1816393307733,67.20128740291426,199.67154435319637,58.30678963756687,289.03609371741936,244.35324437660913
gRNA_CDK12_targ_1747,203.47781530710654,109.58858871781521,101.08724265892126,99.44159890766733,217.8218369503283,214.7641429221188,200.84964849480198,181.5990336677674,124.97850925279845,112.32005582257356,68.85479523650527,163.7871681569127,113.60548963519103,108.02702540143876,267.96859419893786,255.10965795797148
gRNA_CDK12_targ_1748,241.71834925290273,250.9001899592085,543.4422206901385,249.61739434635743,315.2193154724037,149.5412235568211,790.6251606694176,423.00872758888056,117.28814350947223,261.59771643654705,70.42617023152926,73.8873470494653,203.67263690685238,37.290176822903916,338.2617722039684,209.09047343770894
gRNA_CDK12_targ_1749,240.69816289118182,203.06120850653994,232.72490812084115,280.6627333777062,211.42548142083453,50.09591698238226,124.16326572097172,263.0492650997306,249.9167548106056,157.996407876128,104.90118527387352,250.6633571949007,207.71629427490905,362.8841220430617,89.13347692716769,283.95409720799273
gRNA_CDK12_targ_1750,125.51583172914512,59.71390592673522,92.35022946454603,48.643059705077,132.5947213816681,182.70275605339415,167.61125214029403,42.65998438359759,84.03033144671079,41.33462770843295,264.84811279767797,37.390830380075236,103.98584158065631,85.82465038517032,138.3591554137167,126.28638398118358
gRNA_CDK12_targ_1751,150.9546722972178,157.4841174298841,144.74318525348275,207.9555145063609,302.4611793081702,113.90436339758918,166.10041594236188,164.6341051901103,317.5597623958831,176.45756098587216,95.949109544646,423.2233169899632,255.1760623315737,60.84186744789587,302.785648419341,156.22168592931467
gRNA_CDK12_targ_1752,284.3029025453814,199.329089386119,241.86964859762057,278.31422586549013,244.51365570043208,262.97409597104667,221.5893090300528,120.1476047842832,25.97008326934761,147.7951205936881,167.2323934098247,104.71987688451595,68.01857341215258,37.862613747816916,327.94392454335286,159.1644783242157
gRNA_CDK12_targ_1753,272.29103086705476,127.06169187251331,273.8762402663484,139.10885592906942,196.45455199234374,222.38658048649697,351.06339290133155,185.00440252277156,111.2083255657955,75.36245103117365,59.33131041817813,186.52828822862134,102.41094344783426,127.20366238602422,166.54006091848163,194.60483156280822
gRNA_CDK12_targ_1754,223.19044855455223,452.71735875894143,319.0757218585829,240.35204964062848,256.71859354860123,277.040243641394,187.1147739681458,186.30463426740948,354.803680262777,321.81708011766284,468.36498336532907,201.94455314614666,296.5916267433537,351.27183013768376,319.62601211210773,202.24087044957724
gRNA_CDK12_targ_1755,241.15889221582998,128.41882609812092,261.935655567369,184.5669533915521,177.33463519337047,41.53049745127691,406.96433222482216,133.27375382539014,83.42637602184226,45.07627633105796,184.66037062736336,8.133996130517506,87.89634173723097,113.66961794700977,44.612191536978635,133.7955783681724
gRNA_CDK12_targ_1756,288.4823757046896,263.284039767878,373.68205432342796,213.6176696043064,167.41164039896663,660.7160313535218,113.22114901473564,182.89926541240533,308.33937624288995,157.57282501318932,511.125430199618,41.90498530067658,162.29963730947296,175.86080100362912,303.10381993310443,238.0110193875983
gRNA_CDK12_targ_1757,265.24845404743303,296.08145022006215,295.7770200069157,243.98741058419574,353.45914907035024,213.70328820955072,238.75790218837298,337.5339693282761,94.09625519451996,147.83041916559966,199.13606755122063,163.31871811798237,284.80117315438855,169.64577153314514,45.4530733947821,189.6832649713358
gRNA_CDK12_targ_1758,340.5118801524554,396.96176099022847,272.0123441182151,138.56194322074512,306.9213407314388,135.94656686983737,141.88125386035816,152.28190361604973,582.3740843532463,294.0018054513561,268.84797642137534,226.47430063922562,302.25274705863296,382.1425357312062,393.14635832816776,306.22799136939875
gRNA_CDK12_targ_1759,194.62523042636715,117.95758310906218,254.56744110677923,115.01252542701738,217.8218369503283,95.00543314776496,155.20408215121466,212.5569323496234,193.86969138280426,553.3404132855636,84.0923709458287,119.75286449746191,388.10597770463534,454.6784717880391,267.4231573182005,300.8497845787176
gRNA_CDK12_targ_1760,266.3015496466288,107.10050930420124,100.56302186725873,157.63954534052732,182.1059706694253,111.27187207380908,150.85470521777356,130.73520613347796,28.94959669869912,156.90215214686972,143.137976819457,136.23378859437435,132.80222092985986,176.22879616964462,207.08420238662725,163.42645351683097
gRNA_CDK12_targ_1761,94.9431501149931,132.77296507194538,185.04993945686707,45.94066749923939,63.92898040018366,101.80276149125682,188.305129760456,71.72945124586039,106.77931911675948,155.63140355805368,88.33032168998427,213.31511318200097,109.56183226713439,350.78116991632976,227.44717926748964,214.3418357286099
gRNA_CDK12_targ_1762,213.58095121189092,231.1651964284977,130.7057173878532,54.88429884713053,161.36103381701304,114.92592719487696,128.10059641861315,60.956102504574496,91.27779654513338,302.1910741348373,100.52038225744303,131.08083816614075,116.32963775682917,46.12206080727591,147.65430892294967,235.7278183915544
gRNA_CDK12_targ_1763,218.55024607059593,160.08529136229868,205.93140099142383,197.40331636928073,128.75690806397185,392.5162436501952,258.2156411011359,338.83420107291414,321.1834949450944,139.7823447697647,209.8499879718387,335.28246877258806,279.18261765350985,158.15614468310568,239.94677445105472,259.77753554988345
gRNA_CDK12_targ_1764,358.5790515261577,442.1995685104824,430.93861412390027,310.54990432083883,328.49607505794756,310.7911398671715,338.8851374876964,692.5591514118009,154.81390724130475,207.34381140848433,94.04441258098056,321.9529358466615,443.3976716110097,535.064971386536,181.3123097717858,286.46561830364107
gRNA_CDK12_targ_1765,367.2999994569976,198.42433323571393,97.21383347608156,109.06082830701789,189.0900994097374,64.31922831385081,136.295738219518,131.66394309393363,355.00499873773316,322.62894727162865,158.75649192151354,82.06392954715828,165.49199838951768,49.474905653194895,228.0153426849244,195.23905406170928
gRNA_CDK12_targ_1766,158.72125234128654,136.3919896735657,375.45858033961764,349.95979065597066,207.89884215592448,1087.3760803822975,160.92694653732138,40.957299956095504,235.42182461376044,406.92193699642615,83.9495186735538,64.51834627085876,145.74192450764107,84.39355807288781,391.4873211492582,235.3726537921698
gRNA_CDK12_targ_1767,316.81722917055066,296.47728103586434,206.54299191503011,511.0094975895788,175.0526921396051,250.71533040359316,297.6805139077279,194.22985632996463,136.65498080025702,56.12472933937522,48.95071196620153,159.5285314393643,168.726924283963,127.32632744136274,148.69972961102965,225.529520609225
gRNA_CDK12_targ_1768,273.8706742658484,241.1740613423539,325.2498778492747,162.7869590659323,525.8841492086498,94.49465124912106,246.49521483838927,684.7268030452914,300.24637354965137,414.4758313854993,751.4029521660119,286.52107835665856,205.54548874047862,211.18833694111706,282.2635857815968,106.39716641564563
gRNA_CDK12_targ_1769,231.51648563569375,153.58235653126218,239.5689017897684,176.29892009512034,262.4926009725226,189.1464661593633,308.9888939346748,84.05069492123909,299.5618907348004,268.37504224356593,118.51976856408133,26.87199768773061,99.89961939819908,504.3578192001314,118.17799082643346,102.23666682285453
gRNA_CDK12_targ_1770,338.17532429173974,324.69436347662275,466.99335523935525,296.1049745539211,417.24982989151783,303.4830296250358,294.61305859677475,370.03976294422495,446.2425315878753,282.70626243965796,169.42279491803993,476.24334412344115,700.6594098482126,418.3287270560636,311.4899119744417,309.72889956333273
gRNA_CDK12_targ_1771,395.536125210434,596.7997757109503,605.7371247660337,1025.6865274585086,612.5979852517329,624.3719347192443,381.1427681147086,449.69443625264046,534.8226605685958,334.52456600582326,414.7953812622389,274.46913644599647,165.78995209032183,638.8804965546861,393.8054278923922,189.25199367208307
gRNA_CDK12_targ_1772,453.0943815539775,374.5124990083024,371.73078804335086,617.3357623549753,433.5346053206614,264.1135325141754,232.16516241557804,309.2694078317416,203.3719234007361,405.7923826952563,202.61213950991004,138.44827968749954,359.6301168706365,155.45751346565868,178.6078519047963,163.93383151595185
gRNA_CDK12_targ_1773,343.7369854249923,241.7960811957574,258.46997366693347,171.76276174960722,404.73371799056247,99.99537938836303,245.21329321590136,22.78501342984603,68.48854518009347,102.89533712218791,93.90156030870567,240.86849274453934,47.0341199126587,22.611258534063452,258.0598241988754,163.57866691656724
gRNA_CDK12_targ_1774,145.42592040144004,169.24594738515012,318.17289716183075,315.69731804624377,72.81472835196689,127.93122015265621,236.60610517919685,60.80131301116521,86.96958118107106,162.90290937183437,66.18821948737367,207.778885449188,785.4485201342001,28.458292838531943,276.40013931366997,139.75726985784257
gRNA_CDK12_targ_1775,723.213402747691,802.4621581499048,628.5116058260385,977.6868944691073,1975.1945875076758,366.4270759040761,674.6112538342619,719.5853969610613,1391.5938262871198,583.9442751328833,897.397974430967,449.2010009670086,1445.5436618586446,686.6789797849215,1214.1424965214196,347.90909399717793
gRNA_CDK12_targ_1776,595.5584705826794,612.6895556024396,508.72715493115425,941.0115716755967,480.55646218612907,628.1438625861532,582.2213311849547,472.4175338851228,475.51423784650433,308.5448170789175,1046.1071898691455,258.8825260597692,414.7941163338091,489.2291290417164,1005.8083346164357,303.99552817326696
gRNA_CDK12_targ_1777,419.0991392424392,571.5231507590084,266.04205176872534,628.7565865582176,569.5522412829775,377.3892412672798,340.12127619509545,339.01994846500526,828.5463155296669,324.429174439118,473.6505174395006,615.0323147483447,595.3966238355384,211.18833694111706,493.57492399393885,239.78684238452135
gRNA_CDK12_targ_1778,477.61176347275386,525.2109453101484,413.522834489779,408.0290517456955,430.90691331935585,190.4430663636132,228.5483121235586,472.16987069566795,309.78886926257445,267.0336965109268,413.89065020449783,172.64513252941344,619.8713921158811,113.42428783633277,429.59972319078304,243.18627497863113
gRNA_CDK12_targ_1779,205.48527879307346,715.1531896358147,372.0802685711258,365.3055178248342,384.88772840175477,481.8244940823167,423.6750962322538,311.2197554486985,409.92467870577985,333.14792170127254,74.33079900704338,182.0567196751955,768.4225943739616,101.03511724714429,519.5968085124515,216.2698721252692
