gRNA_id,ABE_T0_REP1,ABE_T0_REP2,ABE_T0_REP3,ABE_DMSO_REP1,ABE_DMSO_REP2,ABE_DMSO_REP3,ABE_SY-5609_10nM_REP1,ABE_SY-5609_10nM_REP2,ABE_SY-5609_10nM_REP3,ABE_SY-5609_100nM_REP1,ABE_SY-5609_100nM_REP2,ABE_SY-5609_100nM_REP3,Plasmid
gRNA_CDK7_targ_1,827.52551719462,718.2886167508334,588.203920338749,465.34080108770814,831.7990394223481,732.9460992126851,840.6110643298042,757.4776352828593,861.5277700248852,1041.6544693075414,1091.1269599865855,1196.7793633900526,484.9511193531972
gRNA_CDK7_targ_2,403.06291086709024,436.15138525472577,283.77137644260125,362.8182242514107,545.2675848676312,399.16313384352804,159.7705694622522,289.34894565803216,251.44935454438001,270.51524838436,275.38944492708936,406.01045487338945,440.700142629522
gRNA_CDK7_targ_3,308.14148941880404,359.54399908586294,325.49751266800445,135.1485775248913,79.74382679027407,181.13962795243077,105.30332987284805,216.55318767252967,139.29643541026007,400.47256561114716,310.5144401265417,467.96073296902125,230.6140358838946
gRNA_CDK7_targ_4,320.0419801286524,290.6639666522941,243.25664417212906,426.64550944132344,421.19500820896565,290.1244976050212,152.14515591973563,300.44080080399357,354.44598479767876,318.2845421226705,371.59795258813136,241.64312509798378,368.28688295582725
gRNA_CDK7_targ_5,213.18475494170525,418.4761738372142,154.89145568187993,351.3920004294664,271.86702486852454,287.75876782469857,53.37789479761607,173.53949744114394,410.49920505285854,233.2135064772856,208.93247988155647,119.96500040790878,155.48633929935463
gRNA_CDK7_targ_6,1064.9350099017734,1019.3001317957912,543.8530755443284,675.4864387107469,851.7829190927472,745.8500798326268,697.9068966055653,553.5447079929394,964.4314430306628,1477.9650937307172,1294.33039115732,672.239228453272,302.9990201731013
gRNA_CDK7_targ_7,682.0358384866813,741.6483182724693,492.46935778933585,617.1015693562241,946.430790433367,457.93001225017895,283.2296458649016,1030.014123337761,1028.571943820172,521.2042439358279,627.7061853022481,372.3961784179121,425.6576380819212
gRNA_CDK7_targ_8,322.1960748862214,315.8444814104073,271.55638656371303,457.10594152525954,475.39589048048003,255.1224501734295,177.56320106145756,100.83107689773563,348.68263545137506,288.0350914917255,221.22030159925012,1216.4571423068264,527.8731530059378
gRNA_CDK7_targ_9,331.27152329106127,243.4116426617607,124.77460735789937,408.494625215442,258.3527465302689,384.0009566150966,188.81976390993444,344.3715341773682,415.7048109140361,257.5638706948645,481.9907946435528,232.05888924910798,306.61826938756167
gRNA_CDK7_targ_10,235.2907109783969,152.81508162727945,49.26376083386318,310.24619694096907,120.04704694088734,102.10274665528823,94.40988195496722,114.58672402756963,26.77168728605599,39.34202743350177,174.2816128512756,418.00232484855286,245.37378658661567
gRNA_CDK7_targ_11,741.9620483816745,345.8656947728138,901.6546936771612,574.1321291480149,416.2110190345735,603.3686271541045,691.0077129242408,385.2891257984935,619.0487898662842,524.4864423913849,684.4830335605303,776.786110321685,379.08807983023235
gRNA_CDK7_targ_12,846.4179876093644,746.4446067978241,625.3199915134422,940.7116041338311,1245.422217924064,583.4749903650278,466.2395708852996,969.4892759664914,686.2104012002268,822.7673155484306,1183.5424422942556,347.0234187793424,438.4098364859963
gRNA_CDK7_targ_13,518.4658890266882,535.2302713664551,836.6763315390534,540.7652760420381,449.8050229888897,427.71319096514895,309.3739208678156,359.08789317023826,463.3918788923233,538.4136088109109,390.0889511858183,631.9113568379541,619.9378048987726
gRNA_CDK7_targ_14,74.86362108272571,48.31816588505668,182.4508956565616,131.33033814299472,571.4814510060206,73.0150236745031,140.52547814066273,199.7843987904463,136.64715385591077,115.80838064134512,358.36187453209476,425.54933182133914,273.73399722805095
gRNA_CDK7_targ_15,290.94404438706465,567.5608088336621,416.35280928783413,468.4751766997128,60.57463765799665,295.55492278258,88.60004306543077,285.0257422743701,222.53965056534042,335.8487392632192,92.13890754232028,370.9608580733945,381.5480382806859
gRNA_CDK7_targ_16,264.84771609454856,251.05017623917777,291.275350941202,531.7325754147157,54.20088227151441,127.37304203600726,271.9730830164248,535.5095262004903,433.97091005191805,228.9111652585148,204.0331554667847,295.3981870329826,286.3730940941742
gRNA_CDK7_targ_17,133.44793588283983,259.26604084279495,241.64143889888766,302.95165006212187,83.86520245371372,204.25925989649286,88.60004306543077,89.91389663596262,78.96718176911307,52.38211318936369,203.55902729761326,140.8928970441013,287.89996485652466
gRNA_CDK7_targ_18,810.7871415374445,1015.2588146123903,6768.584997737872,1575.7930917734636,1376.3477796975187,5403.057985327314,12471.908521181766,1200.9334975160796,2037.2045580470833,1196.6274612496554,1515.4716713950415,3018.154579926647,404.39454894696667
gRNA_CDK7_targ_19,624.6521666661957,935.9424136282807,6218.102850551281,1828.6232263672566,1123.2665601786262,107001.31276496174,28545.554038945527,2694.6657696529114,3260.8937644138928,1839.6722343397441,1367.3856398904888,21060.40911445087,386.89208594891244
gRNA_CDK7_targ_20,363.15918830884493,348.13060879867584,3209.210977271538,766.2693541638998,466.5780634796324,3235.673140450366,9288.47992464639,429.08885300872686,313.2659241458635,648.2341949725236,502.18075251410414,1077.740376107639,386.7789844109605
gRNA_CDK7_targ_21,326.68082954542245,366.3831512423875,154.21845348469603,442.11792723512826,307.28210179040707,593.2605090018169,534.8682927679489,221.18207210352142,712.3778663773961,414.0892537983907,452.555337474158,575.9338634017665,358.89945530582077
