Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,1.77876598,98.22123402,2970,2970,1799,32,1767,0,15,0,1767,0,0,1752,0,15,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,2970,2970,754,0,754,0,0,403,363,0,391,351,0,0,12,0,gRNA_CDK7_targ_2_1
Reference,100.0,0.0,2970,2970,32,32,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,62.34676007,37.65323993,2970,2970,1713,1068,645,0,14,403,243,11,391,228,0,3,12,0,gRNA_CDK7_targ_2_2
Reference,4.58452722,95.41547278,2970,2970,698,32,666,0,1,0,666,0,0,665,0,1,0,0,gRNA_CDK7_targ_2_3
HDR,27.11640212,72.88359788,2970,2970,756,205,551,0,0,403,158,0,393,148,0,0,10,0,gRNA_CDK7_targ_2_3
Reference,96.2962963,3.7037037,1318,1317,135,130,5,0,0,0,5,0,0,5,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,2.23390276,97.76609724,1318,1317,761,17,744,0,3,11,742,1,1,730,0,2,10,0,gRNA_CDK7_targ_3_4
Reference,10.69924179,89.30075821,7752,7500,4748,508,4240,0,1,2,4239,1,0,4237,0,0,2,0,gRNA_CDK7_targ_4_5
HDR,23.64110201,76.35889799,7752,7500,2686,635,2051,0,0,0,2051,0,0,2051,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,87.96296296,12.03703704,3847,3847,108,95,13,0,3,0,12,1,0,10,0,2,0,0,gRNA_CDK7_targ_5_6
HDR,13.61834655,86.38165345,3847,3847,3532,481,3051,0,1,0,3051,0,0,3050,0,1,0,0,gRNA_CDK7_targ_5_6
Reference,95.83333333,4.16666667,4858,4549,600,575,25,0,2,1,22,2,1,22,0,0,0,0,gRNA_CDK7_targ_7_7
HDR,3.18974918,96.81025082,4858,4549,3668,117,3551,0,208,0,3551,0,0,3343,0,208,0,0,gRNA_CDK7_targ_7_7
Reference,79.86111111,20.13888889,4858,4549,720,575,145,0,2,0,143,2,0,143,0,0,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,4858,4549,3116,0,3116,0,208,2,3114,0,2,2906,0,208,0,0,gRNA_CDK7_targ_7_8
Reference,95.1986755,4.8013245,4858,4549,604,575,29,0,2,1,26,2,1,26,0,0,0,0,gRNA_CDK7_targ_7_9
HDR,51.19617225,48.80382775,4858,4549,3553,1819,1734,0,208,2,1539,193,2,1524,0,15,0,0,gRNA_CDK7_targ_7_9
Reference,90.09009009,9.90990991,2988,2988,666,600,66,0,46,0,34,32,0,20,0,14,0,0,gRNA_CDK7_targ_8_10
HDR,56.44444444,43.55555556,2988,2988,1800,1016,784,0,0,1,783,0,1,783,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,95.34246575,4.65753425,3636,3532,365,348,17,0,3,2,12,3,2,12,0,0,0,0,gRNA_CDK7_targ_9_11
HDR,59.81426762,40.18573238,3636,3532,2369,1417,952,0,4,1,948,3,1,947,0,1,0,0,gRNA_CDK7_targ_9_11
Reference,41.66666667,58.33333333,2908,2908,12,5,7,0,6,1,6,1,0,0,0,5,1,0,gRNA_CDK7_targ_10_12
HDR,97.04739705,2.95260295,2908,2908,2574,2498,76,0,0,0,76,0,0,76,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,81.76100629,18.23899371,7501,7501,954,780,174,0,1,11,163,0,11,162,0,1,0,0,gRNA_CDK7_targ_13_13
HDR,60.66016193,39.33983807,7501,7501,4817,2922,1895,0,1,3,1891,1,3,1891,0,0,0,0,gRNA_CDK7_targ_13_13
Reference,0.0,100.0,1445,1445,62,0,62,0,1,61,1,0,61,0,0,1,0,0,gRNA_CDK7_targ_14_14
HDR,60.16483516,39.83516484,1445,1445,728,438,290,0,0,0,290,0,0,290,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,88.88888889,11.11111111,1890,1890,81,72,9,0,0,0,9,0,0,9,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,0.28409091,99.71590909,1890,1890,1056,3,1053,0,18,0,1053,0,0,1035,0,18,0,0,gRNA_CDK7_targ_15_15
Reference,0.65934066,99.34065934,2479,2477,455,3,452,0,124,3,341,108,3,325,0,16,0,0,gRNA_CDK7_targ_16_16
HDR,4.73053892,95.26946108,2479,2477,1670,79,1591,0,0,5,1590,0,1,1586,0,0,4,0,gRNA_CDK7_targ_16_16
Reference,20.99288377,79.00711623,6335,6334,5902,1239,4663,0,52,3,4662,0,1,4608,0,52,2,0,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,6335,6334,409,0,409,0,0,0,409,0,0,409,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.11273957,99.88726043,3174,3174,887,1,886,0,1,80,809,0,77,805,0,1,3,0,gRNA_CDK7_targ_18_18
HDR,0.0655308,99.9344692,3174,3174,1526,1,1525,0,4,6,1525,0,0,1515,0,4,6,0,gRNA_CDK7_targ_18_18
Reference,50.0,50.0,3174,3174,2,1,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_18_19
HDR,0.53475936,99.46524064,3174,3174,2618,14,2604,0,134,27,2478,125,1,2443,0,9,26,0,gRNA_CDK7_targ_18_19
Reference,0.19379845,99.80620155,3174,3174,516,1,515,0,1,0,515,0,0,514,0,1,0,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,3174,3174,2097,0,2097,0,7,28,2096,0,1,2062,0,7,27,0,gRNA_CDK7_targ_18_20
Reference,0.33222591,99.66777409,3174,3174,301,1,300,0,0,79,223,0,77,221,0,0,2,0,gRNA_CDK7_targ_18_21
HDR,11.84857424,88.15142576,3174,3174,2034,241,1793,0,133,26,1663,124,6,1634,0,9,20,0,gRNA_CDK7_targ_18_21
Reference,0.12987013,99.87012987,3174,3174,770,1,769,0,127,78,692,0,77,564,0,127,1,0,gRNA_CDK7_targ_18_22
HDR,0.0,100.0,3174,3174,1606,0,1606,0,7,26,1600,0,6,1573,0,7,20,0,gRNA_CDK7_targ_18_22
Reference,0.39525692,99.60474308,3174,3174,253,1,252,0,0,0,252,0,0,252,0,0,0,0,gRNA_CDK7_targ_18_23
HDR,10.15503876,89.84496124,3174,3174,2580,262,2318,0,133,28,2185,126,7,2157,0,7,21,0,gRNA_CDK7_targ_18_23
Reference,0.28901734,99.71098266,3174,3174,346,1,345,0,1,78,268,0,77,266,0,1,1,0,gRNA_CDK7_targ_18_24
HDR,57.07070707,42.92929293,3174,3174,2178,1243,935,0,7,26,923,6,6,902,0,1,20,0,gRNA_CDK7_targ_18_24
Reference,92.36641221,7.63358779,3438,3438,131,121,10,0,1,0,9,1,0,9,0,0,0,0,gRNA_CDK7_targ_19_25
HDR,3.0615338,96.9384662,3438,3438,3299,101,3198,0,7,8,3196,0,2,3183,0,7,6,0,gRNA_CDK7_targ_19_25
Reference,51.70940171,48.29059829,3438,3438,234,121,113,0,0,0,113,0,0,113,0,0,0,0,gRNA_CDK7_targ_19_26
HDR,0.0,100.0,3438,3438,3126,0,3126,0,7,8,3124,0,2,3111,0,7,6,0,gRNA_CDK7_targ_19_26
Reference,92.36641221,7.63358779,3438,3438,131,121,10,0,1,0,9,1,0,9,0,0,0,0,gRNA_CDK7_targ_19_27
HDR,93.6582318,6.3417682,3438,3438,3201,2998,203,0,7,8,189,7,7,188,0,0,1,0,gRNA_CDK7_targ_19_27
Reference,49.94764398,50.05235602,2335,2090,955,477,478,0,117,131,476,0,2,344,0,3,15,114,gRNA_CDK7_targ_20_28
HDR,0.0,100.0,2335,2090,1132,0,1132,0,1,5,1131,0,1,1126,0,1,4,0,gRNA_CDK7_targ_20_28
Reference,75.59429477,24.40570523,2335,2090,631,477,154,0,116,131,152,0,2,21,0,2,15,114,gRNA_CDK7_targ_20_29
HDR,24.98060512,75.01939488,2335,2090,1289,322,967,0,1,5,966,0,1,961,0,1,4,0,gRNA_CDK7_targ_20_29
Reference,75.47468354,24.52531646,2335,2090,632,477,155,0,117,131,153,0,2,21,0,3,15,114,gRNA_CDK7_targ_20_30
HDR,78.79858657,21.20141343,2335,2090,1132,892,240,0,1,5,238,1,1,234,0,0,4,0,gRNA_CDK7_targ_20_30
Reference,62.66233766,37.33766234,3588,3115,308,193,115,0,1,89,109,1,5,25,0,0,84,0,gRNA_CDK7_targ_23_31
HDR,40.53518335,59.46481665,3588,3115,2018,818,1200,0,344,4,884,314,2,852,0,30,2,0,gRNA_CDK7_targ_23_31
Reference,96.66666667,3.33333333,1714,1713,120,116,4,0,0,2,2,0,2,2,0,0,0,0,gRNA_CDK7_targ_24_32
