Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,97.11515725,2.88484275,4236,4236,4229,4107,122,0,1,4,117,1,4,117,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,4236,4236,7,0,7,0,0,0,7,0,0,7,0,0,0,0,gRNA_CDK7_targ_2_1
Reference,97.29921819,2.70078181,4236,4236,4221,4107,114,0,1,4,109,1,4,109,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,0.0,100.0,4236,4236,6,0,6,0,0,0,6,0,0,6,0,0,0,0,gRNA_CDK7_targ_2_2
Reference,97.11515725,2.88484275,4236,4236,4229,4107,122,0,1,4,117,1,4,117,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,85.71428571,14.28571429,4236,4236,7,6,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,95.08716323,4.91283677,1268,1268,1262,1200,62,0,0,2,60,0,2,60,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,33.33333333,66.66666667,1268,1268,3,1,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_CDK7_targ_3_4
Reference,93.23597233,6.76402767,2622,2620,2602,2426,176,0,23,23,133,21,22,130,0,2,1,0,gRNA_CDK7_targ_4_5
HDR,27.27272727,72.72727273,2622,2620,11,3,8,0,0,0,8,0,0,8,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,87.29689808,12.70310192,684,684,677,591,86,0,0,0,86,0,0,86,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,14.28571429,85.71428571,684,684,7,1,6,0,0,0,6,0,0,6,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,93.82504288,6.17495712,3511,3510,3498,3282,216,0,6,6,205,5,6,204,0,1,0,0,gRNA_CDK7_targ_7_7
HDR,11.11111111,88.88888889,3511,3510,9,1,8,0,0,0,8,0,0,8,0,0,0,0,gRNA_CDK7_targ_7_7
Reference,93.95934727,6.04065273,3511,3510,3493,3282,211,0,6,6,200,5,6,199,0,1,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,3511,3510,8,0,8,0,0,0,8,0,0,8,0,0,0,0,gRNA_CDK7_targ_7_8
Reference,93.74464439,6.25535561,3511,3510,3501,3282,219,0,6,6,208,5,6,207,0,1,0,0,gRNA_CDK7_targ_7_9
HDR,62.5,37.5,3511,3510,8,5,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_CDK7_targ_7_9
Reference,95.31861873,4.68138127,5628,5628,5618,5355,263,0,3,32,229,3,31,228,0,0,1,0,gRNA_CDK7_targ_8_10
HDR,33.33333333,66.66666667,5628,5628,6,2,4,0,0,0,4,0,0,4,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,97.30559345,2.69440655,2955,2955,2932,2853,79,0,0,0,79,0,0,79,0,0,0,0,gRNA_CDK7_targ_9_11
HDR,81.81818182,18.18181818,2955,2955,11,9,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,96.97228145,3.02771855,2350,2350,2345,2274,71,0,8,0,64,7,0,63,0,1,0,0,gRNA_CDK7_targ_10_12
HDR,100.0,0.0,2350,2350,2,2,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,95.78492702,4.21507298,6746,6746,6714,6431,283,0,0,0,283,0,0,283,0,0,0,0,gRNA_CDK7_targ_13_13
HDR,40.0,60.0,6746,6746,20,8,12,0,0,0,12,0,0,12,0,0,0,0,gRNA_CDK7_targ_13_13
Reference,92.06952743,7.93047257,1847,1847,1841,1695,146,0,9,6,131,9,6,131,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,40.0,60.0,1847,1847,5,2,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,92.8293316,7.1706684,3095,3095,3082,2861,221,0,1,18,202,1,18,202,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,16.66666667,83.33333333,3095,3095,6,1,5,0,0,0,5,0,0,5,0,0,0,0,gRNA_CDK7_targ_15_15
Reference,81.25775755,18.74224245,2428,2428,2417,1964,453,0,9,10,434,9,10,434,0,0,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,2428,2428,5,0,5,0,0,0,5,0,0,5,0,0,0,0,gRNA_CDK7_targ_16_16
Reference,67.94871795,32.05128205,1888,1883,1872,1272,600,0,0,0,600,0,0,600,0,0,0,0,gRNA_CDK7_targ_17_17
HDR,,,1888,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,92.31027535,7.68972465,2998,2998,2978,2749,229,0,0,13,216,0,13,216,0,0,0,0,gRNA_CDK7_targ_18_18
HDR,11.11111111,88.88888889,2998,2998,9,1,8,0,0,0,8,0,0,8,0,0,0,0,gRNA_CDK7_targ_18_18
Reference,92.68374916,7.31625084,2998,2998,2966,2749,217,0,0,19,199,0,18,198,0,0,1,0,gRNA_CDK7_targ_18_19
HDR,0.0,100.0,2998,2998,12,0,12,0,0,0,12,0,0,12,0,0,0,0,gRNA_CDK7_targ_18_19
Reference,92.46552304,7.53447696,2998,2998,2973,2749,224,0,0,19,206,0,18,205,0,0,1,0,gRNA_CDK7_targ_18_20
HDR,20.0,80.0,2998,2998,15,3,12,0,0,0,12,0,0,12,0,0,0,0,gRNA_CDK7_targ_18_20
Reference,92.09380235,7.90619765,2998,2998,2985,2749,236,0,0,19,218,0,18,217,0,0,1,0,gRNA_CDK7_targ_18_21
HDR,0.0,100.0,2998,2998,8,0,8,0,0,0,8,0,0,8,0,0,0,0,gRNA_CDK7_targ_18_21
Reference,92.18645205,7.81354795,2998,2998,2982,2749,233,0,0,19,215,0,18,214,0,0,1,0,gRNA_CDK7_targ_18_22
HDR,0.0,100.0,2998,2998,8,0,8,0,0,0,8,0,0,8,0,0,0,0,gRNA_CDK7_targ_18_22
Reference,92.18645205,7.81354795,2998,2998,2982,2749,233,0,0,19,215,0,18,214,0,0,1,0,gRNA_CDK7_targ_18_23
HDR,33.33333333,66.66666667,2998,2998,12,4,8,0,0,0,8,0,0,8,0,0,0,0,gRNA_CDK7_targ_18_23
Reference,92.06296048,7.93703952,2998,2998,2986,2749,237,0,0,19,219,0,18,218,0,0,1,0,gRNA_CDK7_targ_18_24
HDR,66.66666667,33.33333333,2998,2998,12,8,4,0,0,0,4,0,0,4,0,0,0,0,gRNA_CDK7_targ_18_24
Reference,97.64319809,2.35680191,3401,3401,3352,3273,79,0,0,2,77,0,2,77,0,0,0,0,gRNA_CDK7_targ_19_25
HDR,0.0,100.0,3401,3401,19,0,19,0,0,0,19,0,0,19,0,0,0,0,gRNA_CDK7_targ_19_25
Reference,97.17933492,2.82066508,3401,3401,3368,3273,95,0,13,2,81,12,2,80,0,1,0,0,gRNA_CDK7_targ_19_26
HDR,5.26315789,94.73684211,3401,3401,19,1,18,0,0,0,18,0,0,18,0,0,0,0,gRNA_CDK7_targ_19_26
Reference,96.80567879,3.19432121,3401,3401,3381,3273,108,0,13,11,85,12,11,84,0,1,0,0,gRNA_CDK7_targ_19_27
HDR,47.36842105,52.63157895,3401,3401,19,9,10,0,0,0,10,0,0,10,0,0,0,0,gRNA_CDK7_targ_19_27
Reference,97.53549424,2.46450576,3754,3736,3733,3641,92,0,0,6,87,0,5,86,0,0,1,0,gRNA_CDK7_targ_20_28
HDR,0.0,100.0,3754,3736,2,0,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_CDK7_targ_20_28
Reference,97.61394102,2.38605898,3754,3736,3730,3641,89,0,0,6,84,0,5,83,0,0,1,0,gRNA_CDK7_targ_20_29
HDR,50.0,50.0,3754,3736,2,1,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_20_29
Reference,97.53549424,2.46450576,3754,3736,3733,3641,92,0,0,6,87,0,5,86,0,0,1,0,gRNA_CDK7_targ_20_30
HDR,50.0,50.0,3754,3736,2,1,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_20_30
Reference,96.6066838,3.3933162,3922,3922,3890,3758,132,0,0,9,123,0,9,123,0,0,0,0,gRNA_CDK7_targ_23_31
HDR,73.33333333,26.66666667,3922,3922,15,11,4,0,0,2,2,0,2,2,0,0,0,0,gRNA_CDK7_targ_23_31
Reference,96.10788665,3.89211335,2937,2937,2929,2815,114,0,20,1,93,20,1,93,0,0,0,0,gRNA_CDK7_targ_24_32
HDR,66.66666667,33.33333333,2937,2937,3,2,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_24_32
Reference,97.36428009,2.63571991,2550,2550,2542,2475,67,0,0,1,66,0,1,66,0,0,0,0,gRNA_CDK7_targ_28_33
