Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.0,100.0,1135,1135,879,0,879,0,0,0,879,0,0,879,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,1135,1135,243,0,243,0,0,68,175,0,68,175,0,0,0,0,gRNA_CDK7_targ_2_1
Reference,0.0,100.0,1135,1135,7,0,7,0,0,7,0,0,7,0,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,77.59856631,22.40143369,1135,1135,1116,866,250,0,0,68,182,0,68,182,0,0,0,0,gRNA_CDK7_targ_2_2
Reference,0.0,100.0,1135,1135,15,0,15,0,0,7,8,0,7,8,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,70.20408163,29.79591837,1135,1135,245,172,73,0,0,68,5,0,68,5,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,86.11111111,13.88888889,3071,3071,36,31,5,0,0,0,5,0,0,5,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,17.6433121,82.3566879,3071,3071,1570,277,1293,0,0,0,1293,0,0,1293,0,0,0,0,gRNA_CDK7_targ_3_4
Reference,18.69594145,81.30405855,4011,4011,1503,281,1222,0,4,8,1213,1,8,1210,0,3,0,0,gRNA_CDK7_targ_4_5
HDR,31.87682064,68.12317936,4011,4011,2403,766,1637,0,0,0,1637,0,0,1637,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,1490,1489,503,0,503,0,481,0,33,470,0,22,0,11,0,0,gRNA_CDK7_targ_5_6
HDR,0.81300813,99.18699187,1490,1489,984,8,976,0,0,0,976,0,0,976,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,46.91358025,53.08641975,3386,3386,1053,494,559,0,0,518,46,0,513,41,0,0,5,0,gRNA_CDK7_targ_7_7
HDR,0.0,100.0,3386,3386,2332,0,2332,0,0,2,2332,0,0,2330,0,0,2,0,gRNA_CDK7_targ_7_7
Reference,46.9581749,53.0418251,3386,3386,1052,494,558,0,0,518,45,0,513,40,0,0,5,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,3386,3386,2137,0,2137,0,0,2,2137,0,0,2135,0,0,2,0,gRNA_CDK7_targ_7_8
Reference,46.91358025,53.08641975,3386,3386,1053,494,559,0,0,518,46,0,513,41,0,0,5,0,gRNA_CDK7_targ_7_9
HDR,57.00814402,42.99185598,3386,3386,2333,1330,1003,0,0,2,1002,0,1,1001,0,0,1,0,gRNA_CDK7_targ_7_9
Reference,69.19127086,30.80872914,3433,3433,779,539,240,0,0,0,240,0,0,240,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,43.93194707,56.06805293,3433,3433,2645,1162,1483,0,0,1,1483,0,0,1482,0,0,1,0,gRNA_CDK7_targ_8_10
Reference,78.47826087,21.52173913,676,674,460,361,99,0,91,0,8,91,0,8,0,0,0,0,gRNA_CDK7_targ_9_11
HDR,79.50819672,20.49180328,676,674,122,97,25,0,0,0,25,0,0,25,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,50.0,50.0,1539,1539,2,1,1,0,1,0,0,1,0,0,0,0,0,0,gRNA_CDK7_targ_10_12
HDR,97.265625,2.734375,1539,1539,1536,1494,42,0,0,0,42,0,0,42,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,2.15827338,97.84172662,2929,2750,139,3,136,0,1,0,135,1,0,135,0,0,0,0,gRNA_CDK7_targ_13_13
HDR,78.95962733,21.04037267,2929,2750,1288,1017,271,0,0,0,271,0,0,271,0,0,0,0,gRNA_CDK7_targ_13_13
Reference,93.44262295,6.55737705,2119,2119,122,114,8,0,1,0,8,0,0,7,0,1,0,0,gRNA_CDK7_targ_14_14
HDR,37.33668342,62.66331658,2119,2119,1990,743,1247,0,0,1,1247,0,0,1246,0,0,1,0,gRNA_CDK7_targ_14_14
Reference,91.95906433,8.04093567,1388,1388,684,629,55,0,0,1,54,0,1,54,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,0.2,99.8,1388,1388,500,1,499,0,0,1,499,0,0,498,0,0,1,0,gRNA_CDK7_targ_15_15
Reference,0.0,100.0,1053,1053,909,0,909,0,247,0,909,0,0,662,0,247,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,1053,1053,120,0,120,0,2,0,119,1,0,118,0,1,0,0,gRNA_CDK7_targ_16_16
Reference,17.03703704,82.96296296,1989,1220,1215,207,1008,0,0,1,1008,0,0,1007,0,0,1,0,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,1989,1220,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.28490028,99.71509972,3307,3307,1404,4,1400,0,212,0,1400,0,0,1188,0,212,0,0,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,3307,3307,1864,0,1864,0,2,2,1864,0,0,1860,0,2,2,0,gRNA_CDK7_targ_18_18
Reference,66.66666667,33.33333333,3307,3307,6,4,2,0,0,1,1,0,1,1,0,0,0,0,gRNA_CDK7_targ_18_19
HDR,0.03760812,99.96239188,3307,3307,2659,1,2658,0,215,2,2452,206,0,2441,0,9,2,0,gRNA_CDK7_targ_18_19
Reference,8.16326531,91.83673469,3307,3307,49,4,45,0,16,1,44,0,1,28,0,16,0,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,3307,3307,2942,0,2942,0,198,2,2750,192,0,2742,0,6,2,0,gRNA_CDK7_targ_18_20
Reference,57.14285714,42.85714286,3307,3307,7,4,3,0,0,1,2,0,1,2,0,0,0,0,gRNA_CDK7_targ_18_21
HDR,0.05260389,99.94739611,3307,3307,1901,1,1900,0,3,2,1899,0,1,1895,0,3,1,0,gRNA_CDK7_targ_18_21
Reference,1.14942529,98.85057471,3307,3307,348,4,344,0,2,1,343,0,1,341,0,2,0,0,gRNA_CDK7_targ_18_22
HDR,0.0,100.0,3307,3307,2096,0,2096,0,199,2,1904,191,1,1895,0,8,1,0,gRNA_CDK7_targ_18_22
Reference,57.14285714,42.85714286,3307,3307,7,4,3,0,0,1,2,0,1,2,0,0,0,0,gRNA_CDK7_targ_18_23
HDR,27.19555991,72.80444009,3307,3307,3063,833,2230,0,4,2,2228,1,1,2224,0,3,1,0,gRNA_CDK7_targ_18_23
Reference,1.64609053,98.35390947,3307,3307,243,4,239,0,211,1,238,0,1,27,0,211,0,0,gRNA_CDK7_targ_18_24
HDR,43.70451237,56.29548763,3307,3307,2748,1201,1547,0,3,2,1543,3,1,1542,0,0,1,0,gRNA_CDK7_targ_18_24
Reference,98.48484848,1.51515152,2269,2269,66,65,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_19_25
HDR,0.0,100.0,2269,2269,2059,0,2059,0,1,0,2059,0,0,2058,0,1,0,0,gRNA_CDK7_targ_19_25
Reference,98.48484848,1.51515152,2269,2269,66,65,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_19_26
HDR,0.0,100.0,2269,2269,1830,0,1830,0,1,0,1830,0,0,1829,0,1,0,0,gRNA_CDK7_targ_19_26
Reference,98.48484848,1.51515152,2269,2269,66,65,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_19_27
HDR,86.48255814,13.51744186,2269,2269,2064,1785,279,0,1,0,278,1,0,278,0,0,0,0,gRNA_CDK7_targ_19_27
Reference,63.47222222,36.52777778,2882,2872,2160,1371,789,0,0,0,789,0,0,789,0,0,0,0,gRNA_CDK7_targ_20_28
HDR,0.0,100.0,2882,2872,711,0,711,0,0,1,711,0,0,710,0,0,1,0,gRNA_CDK7_targ_20_28
Reference,97.51066856,2.48933144,2882,2872,1406,1371,35,0,0,0,35,0,0,35,0,0,0,0,gRNA_CDK7_targ_20_29
