Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,6.15384615,93.84615385,3005,3005,195,12,183,0,1,0,182,1,0,182,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,3005,3005,2731,0,2731,0,0,5,2726,0,5,2726,0,0,0,0,gRNA_CDK7_targ_2_1
Reference,100.0,0.0,3005,3005,12,12,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,0.21921812,99.78078188,3005,3005,2737,6,2731,0,0,5,2726,0,5,2726,0,0,0,0,gRNA_CDK7_targ_2_2
Reference,6.34920635,93.65079365,3005,3005,189,12,177,0,1,0,176,1,0,176,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,97.95171909,2.04828091,3005,3005,2734,2678,56,0,0,5,51,0,5,51,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,0.0,100.0,2398,2398,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,14.2920748,85.7079252,2398,2398,2246,321,1925,0,0,3,1922,0,3,1922,0,0,0,0,gRNA_CDK7_targ_3_4
Reference,6.60036166,93.39963834,5823,5823,1106,73,1033,0,0,0,1033,0,0,1033,0,0,0,0,gRNA_CDK7_targ_4_5
HDR,44.55298365,55.44701635,5823,5823,4709,2098,2611,0,0,3,2610,0,1,2608,0,0,2,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,3975,3975,918,0,918,0,0,0,918,0,0,918,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,0.83788707,99.16211293,3975,3975,2745,23,2722,0,0,1,2721,0,1,2721,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,1.44927536,98.55072464,4178,4175,138,2,136,0,132,0,5,131,0,4,0,1,0,0,gRNA_CDK7_targ_7_7
HDR,0.07446016,99.92553984,4178,4175,4029,3,4026,0,891,22,4004,1,21,3113,0,890,1,0,gRNA_CDK7_targ_7_7
Reference,1.41843972,98.58156028,4178,4175,141,2,139,0,133,0,8,131,0,6,0,2,0,0,gRNA_CDK7_targ_7_8
HDR,0.05664118,99.94335882,4178,4175,3531,2,3529,0,889,1,3529,0,0,2639,0,889,1,0,gRNA_CDK7_targ_7_8
Reference,1.45985401,98.54014599,4178,4175,137,2,135,0,132,0,4,131,0,3,0,1,0,0,gRNA_CDK7_targ_7_9
HDR,51.01073122,48.98926878,4178,4175,4007,2044,1963,0,890,2,1086,875,2,1071,0,15,0,0,gRNA_CDK7_targ_7_9
Reference,100.0,0.0,3835,3835,4,4,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,83.49598163,16.50401837,3835,3835,3484,2909,575,0,124,2,451,122,2,449,0,2,0,0,gRNA_CDK7_targ_8_10
Reference,4.69083156,95.30916844,2619,2618,469,22,447,0,447,0,3,444,0,0,0,3,0,0,gRNA_CDK7_targ_9_11
HDR,81.47975803,18.52024197,2619,2618,2149,1751,398,0,0,1,397,0,1,397,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,7.95180723,92.04819277,1195,1195,415,33,382,0,382,0,381,1,0,0,0,381,0,0,gRNA_CDK7_targ_10_12
HDR,97.29032258,2.70967742,1195,1195,775,754,21,0,1,0,21,0,0,20,0,1,0,0,gRNA_CDK7_targ_10_12
