Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,27.27272727,72.72727273,101,101,11,3,8,0,0,0,8,0,0,8,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,1.12359551,98.87640449,101,101,89,1,88,0,0,0,88,0,0,88,0,0,0,0,gRNA_CDK7_targ_2_1
Reference,75.0,25.0,101,101,4,3,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,1.12359551,98.87640449,101,101,89,1,88,0,0,0,88,0,0,88,0,0,0,0,gRNA_CDK7_targ_2_2
Reference,30.0,70.0,101,101,10,3,7,0,0,0,7,0,0,7,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,96.62921348,3.37078652,101,101,89,86,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,,,310,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,96.38157895,3.61842105,310,309,304,293,11,0,2,0,9,2,0,9,0,0,0,0,gRNA_CDK7_targ_3_4
Reference,24.20681551,75.79318449,3545,3545,1702,412,1290,0,1,0,1289,1,0,1289,0,0,0,0,gRNA_CDK7_targ_4_5
HDR,18.51464435,81.48535565,3545,3545,956,177,779,0,0,1,779,0,0,778,0,0,1,0,gRNA_CDK7_targ_4_5
Reference,,,823,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,16.88942892,83.11057108,823,823,823,139,684,0,0,0,684,0,0,684,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,100.0,0.0,1225,1225,3,3,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_7_7
HDR,0.0,100.0,1225,1225,232,0,232,0,2,0,230,2,0,230,0,0,0,0,gRNA_CDK7_targ_7_7
Reference,75.0,25.0,1225,1225,4,3,1,0,1,0,1,0,0,0,0,1,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,1225,1225,821,0,821,0,0,2,821,0,0,819,0,0,2,0,gRNA_CDK7_targ_7_8
Reference,100.0,0.0,1225,1225,3,3,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_7_9
HDR,12.40875912,87.59124088,1225,1225,822,102,720,0,1,2,719,1,0,717,0,0,2,0,gRNA_CDK7_targ_7_9
Reference,66.66666667,33.33333333,1579,1577,3,2,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,87.57170172,12.42829828,1579,1577,1569,1374,195,0,0,0,195,0,0,195,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,82.82828283,17.17171717,2244,2244,99,82,17,0,10,0,7,10,0,7,0,0,0,0,gRNA_CDK7_targ_9_11
HDR,79.33768657,20.66231343,2244,2244,2144,1701,443,0,0,0,443,0,0,443,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,96.21451104,3.78548896,1194,1194,317,305,12,0,2,1,10,1,1,9,0,1,0,0,gRNA_CDK7_targ_10_12
HDR,97.02857143,2.97142857,1194,1194,875,849,26,0,0,0,26,0,0,26,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,44.05820534,55.94179466,2571,2571,1237,545,692,0,0,0,692,0,0,692,0,0,0,0,gRNA_CDK7_targ_13_13
HDR,82.7560241,17.2439759,2571,2571,1328,1099,229,0,0,0,229,0,0,229,0,0,0,0,gRNA_CDK7_targ_13_13
Reference,100.0,0.0,335,335,3,3,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,50.0,50.0,335,335,6,3,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,100.0,0.0,2428,2428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,0.04125413,99.95874587,2428,2428,2424,1,2423,0,1,1,2423,0,0,2421,0,1,1,0,gRNA_CDK7_targ_15_15
Reference,0.0,100.0,2891,2891,1869,0,1869,0,337,2,1539,328,2,1530,0,9,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,2891,2891,902,0,902,0,0,1,902,0,0,901,0,0,1,0,gRNA_CDK7_targ_16_16
Reference,68.51642129,31.48357871,891,891,883,605,278,0,0,31,249,0,29,247,0,0,2,0,gRNA_CDK7_targ_17_17
HDR,,,891,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.0,100.0,476,476,373,0,373,0,1,4,370,0,3,368,0,1,1,0,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,476,476,78,0,78,0,0,0,78,0,0,78,0,0,0,0,gRNA_CDK7_targ_18_18
Reference,0.0,100.0,476,476,3,0,3,0,0,3,0,0,3,0,0,0,0,0,gRNA_CDK7_targ_18_19
HDR,0.0,100.0,476,476,469,0,469,0,1,0,468,1,0,468,0,0,0,0,gRNA_CDK7_targ_18_19
Reference,0.0,100.0,476,476,5,0,5,0,0,4,2,0,3,1,0,0,1,0,gRNA_CDK7_targ_18_20
