Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,5.88235294,94.11764706,878,877,68,4,64,0,0,0,64,0,0,64,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,878,877,808,0,808,0,0,508,314,0,494,300,0,0,14,0,gRNA_CDK7_targ_2_1
Reference,100.0,0.0,878,877,4,4,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,5.38641686,94.61358314,878,877,854,46,808,0,0,508,314,0,494,300,0,0,14,0,gRNA_CDK7_targ_2_2
Reference,21.05263158,78.94736842,878,877,19,4,15,0,0,0,15,0,0,15,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,36.13861386,63.86138614,878,877,808,292,516,0,0,508,19,0,497,8,0,0,11,0,gRNA_CDK7_targ_2_3
Reference,,,476,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,76.849642,23.150358,476,476,419,322,97,0,0,1,96,0,1,96,0,0,0,0,gRNA_CDK7_targ_3_4
Reference,44.80600751,55.19399249,1013,1013,799,358,441,0,0,0,441,0,0,441,0,0,0,0,gRNA_CDK7_targ_4_5
HDR,10.52631579,89.47368421,1013,1013,114,12,102,0,0,0,102,0,0,102,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,270,269,2,0,2,0,0,1,2,0,0,1,0,0,1,0,gRNA_CDK7_targ_5_6
HDR,0.76045627,99.23954373,270,269,263,2,261,0,0,1,261,0,0,260,0,0,1,0,gRNA_CDK7_targ_5_6
Reference,100.0,0.0,1859,1577,5,5,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_7_7
HDR,0.06849315,99.93150685,1859,1577,1460,1,1459,0,1,0,1458,1,0,1458,0,0,0,0,gRNA_CDK7_targ_7_7
Reference,83.33333333,16.66666667,1859,1577,6,5,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,1859,1577,1274,0,1274,0,0,0,1274,0,0,1274,0,0,0,0,gRNA_CDK7_targ_7_8
Reference,100.0,0.0,1859,1577,5,5,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_7_9
HDR,28.08701216,71.91298784,1859,1577,1563,439,1124,0,1,0,1123,1,0,1123,0,0,0,0,gRNA_CDK7_targ_7_9
Reference,95.80838323,4.19161677,569,569,334,320,14,0,0,0,14,0,0,14,0,0,0,0,gRNA_CDK7_targ_8_10
