Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,11.67315175,88.32684825,1735,1729,1028,120,908,0,129,0,779,129,0,779,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,1735,1729,667,0,667,0,0,1,666,0,1,666,0,0,0,0,gRNA_CDK7_targ_2_1
Reference,85.10638298,14.89361702,1735,1729,141,120,21,0,11,0,10,11,0,10,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,53.34608031,46.65391969,1735,1729,1046,558,488,0,0,1,487,0,1,487,0,0,0,0,gRNA_CDK7_targ_2_2
Reference,25.80645161,74.19354839,1735,1729,465,120,345,0,129,1,215,129,1,215,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,69.62962963,30.37037037,1735,1729,675,470,205,0,0,1,204,0,1,204,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,100.0,0.0,1748,1726,1,1,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,40.31531532,59.68468468,1748,1726,888,358,530,0,4,0,529,1,0,526,0,3,0,0,gRNA_CDK7_targ_3_4
Reference,12.77777778,87.22222222,4223,4223,2160,276,1884,0,0,0,1884,0,0,1884,0,0,0,0,gRNA_CDK7_targ_4_5
HDR,57.0627231,42.9372769,4223,4223,1961,1119,842,0,1,0,841,1,0,841,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,2342,2342,174,0,174,0,0,0,174,0,0,174,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,21.58653846,78.41346154,2342,2342,2080,449,1631,0,1,2,1631,0,0,1628,0,1,2,0,gRNA_CDK7_targ_5_6
Reference,83.33333333,16.66666667,3424,3424,6,5,1,0,0,1,0,0,1,0,0,0,0,0,gRNA_CDK7_targ_7_7
HDR,0.0655308,99.9344692,3424,3424,3052,2,3050,0,0,1,3050,0,0,3049,0,0,1,0,gRNA_CDK7_targ_7_7
Reference,1.34408602,98.65591398,3424,3424,372,5,367,0,0,1,366,0,1,366,0,0,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,3424,3424,3049,0,3049,0,0,1,3049,0,0,3048,0,0,1,0,gRNA_CDK7_targ_7_8
Reference,1.35501355,98.64498645,3424,3424,369,5,364,0,0,1,363,0,1,363,0,0,0,0,gRNA_CDK7_targ_7_9
HDR,76.33562766,23.66437234,3424,3424,3051,2329,722,0,0,1,721,0,1,721,0,0,0,0,gRNA_CDK7_targ_7_9
Reference,96.67487685,3.32512315,2418,2418,812,785,27,0,0,1,26,0,1,26,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,60.63902107,39.36097893,2418,2418,1471,892,579,0,0,1,578,0,1,578,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,95.90958019,4.09041981,3018,2719,929,891,38,0,0,1,37,0,1,37,0,0,0,0,gRNA_CDK7_targ_9_11
HDR,97.19730942,2.80269058,3018,2719,1784,1734,50,0,0,1,49,0,1,49,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,53.43915344,46.56084656,1041,1041,189,101,88,0,0,82,6,0,82,6,0,0,0,0,gRNA_CDK7_targ_10_12
HDR,96.70975323,3.29024677,1041,1041,851,823,28,0,0,1,27,0,1,27,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,79.38517179,20.61482821,4933,4933,553,439,114,0,0,1,114,0,0,113,0,0,1,0,gRNA_CDK7_targ_13_13
