Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,25.58635394,74.41364606,1259,1245,469,120,349,0,6,1,342,6,1,342,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.13262599,99.86737401,1259,1245,754,1,753,0,0,57,697,0,56,696,0,0,1,0,gRNA_CDK7_targ_2_1
Reference,97.56097561,2.43902439,1259,1245,123,120,3,0,0,1,2,0,1,2,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,10.27227723,89.72772277,1259,1245,808,83,725,0,0,57,669,0,56,668,0,0,1,0,gRNA_CDK7_targ_2_2
Reference,31.74603175,68.25396825,1259,1245,378,120,258,0,0,1,257,0,1,257,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,81.22555411,18.77444589,1259,1245,767,623,144,0,0,57,87,0,57,87,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,10.63829787,89.36170213,1162,1103,94,10,84,0,0,0,84,0,0,84,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,23.71134021,76.28865979,1162,1103,582,138,444,0,45,0,444,0,0,399,0,45,0,0,gRNA_CDK7_targ_3_4
Reference,18.57142857,81.42857143,2626,2625,980,182,798,0,79,5,714,79,5,714,0,0,0,0,gRNA_CDK7_targ_4_5
HDR,26.13496933,73.86503067,2626,2625,1630,426,1204,0,0,0,1204,0,0,1204,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,1.47368421,98.52631579,1429,1426,475,7,468,0,0,398,468,0,0,70,0,0,398,0,gRNA_CDK7_targ_5_6
HDR,15.05376344,84.94623656,1429,1426,837,126,711,0,0,45,667,0,44,666,0,0,1,0,gRNA_CDK7_targ_5_6
Reference,85.26315789,14.73684211,2892,2848,95,81,14,0,0,2,14,0,0,12,0,0,2,0,gRNA_CDK7_targ_7_7
HDR,6.40768923,93.59231077,2892,2848,2497,160,2337,0,88,2,2261,75,1,2247,0,13,1,0,gRNA_CDK7_targ_7_7
Reference,16.91022965,83.08977035,2892,2776,479,81,398,0,14,5,398,0,0,379,0,14,5,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,2892,2776,2203,0,2203,0,10,0,2203,0,0,2193,0,10,0,0,gRNA_CDK7_targ_7_8
Reference,34.7639485,65.2360515,2892,2848,233,81,152,0,8,3,152,0,0,141,0,8,3,0,gRNA_CDK7_targ_7_9
HDR,50.08665511,49.91334489,2892,2848,2308,1156,1152,0,82,0,1074,78,0,1070,0,4,0,0,gRNA_CDK7_targ_7_9
Reference,65.4155496,34.5844504,2144,2144,373,244,129,0,1,9,121,0,8,119,0,1,1,0,gRNA_CDK7_targ_8_10
HDR,63.27720207,36.72279793,2144,2144,1544,977,567,0,2,1,566,1,0,564,0,1,1,0,gRNA_CDK7_targ_8_10
Reference,36.02484472,63.97515528,2254,2241,322,116,206,0,166,7,48,151,7,33,0,15,0,0,gRNA_CDK7_targ_9_11
HDR,87.44158879,12.55841121,2254,2241,1712,1497,215,0,64,0,154,61,0,151,0,3,0,0,gRNA_CDK7_targ_9_11
Reference,6.66666667,93.33333333,751,751,60,4,56,0,1,55,1,1,54,0,0,0,1,0,gRNA_CDK7_targ_10_12
HDR,97.42574257,2.57425743,751,751,505,492,13,0,0,0,13,0,0,13,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,57.78611632,42.21388368,2276,2276,533,308,225,0,0,1,224,0,1,224,0,0,0,0,gRNA_CDK7_targ_13_13
HDR,36.68478261,63.31521739,2276,2276,1472,540,932,0,0,3,931,0,1,929,0,0,2,0,gRNA_CDK7_targ_13_13
Reference,25.46583851,74.53416149,761,761,161,41,120,0,0,0,120,0,0,120,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,44.9704142,55.0295858,761,761,507,228,279,0,0,2,277,0,2,277,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,87.64705882,12.35294118,2075,2075,170,149,21,0,4,0,17,4,0,17,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,7.01314966,92.98685034,2075,2075,1597,112,1485,0,37,1,1485,0,0,1447,0,37,1,0,gRNA_CDK7_targ_15_15
Reference,11.898017,88.101983,1114,1112,353,42,311,0,103,0,273,38,0,208,0,65,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,1114,1112,726,0,726,0,0,0,726,0,0,726,0,0,0,0,gRNA_CDK7_targ_16_16
Reference,42.97520661,57.02479339,912,912,847,364,483,0,0,0,483,0,0,483,0,0,0,0,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,912,912,60,0,60,0,0,1,59,0,1,59,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,7.80780781,92.19219219,2012,2007,666,52,614,0,5,79,611,3,0,530,0,2,79,0,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,2012,2007,1190,0,1190,0,1,0,1190,0,0,1189,0,1,0,0,gRNA_CDK7_targ_18_18
Reference,85.24590164,14.75409836,2012,2007,61,52,9,0,3,0,6,3,0,6,0,0,0,0,gRNA_CDK7_targ_18_19
HDR,0.3539823,99.6460177,2012,2007,1695,6,1689,0,3,84,1610,1,78,1602,0,2,6,0,gRNA_CDK7_targ_18_19
Reference,31.70731707,68.29268293,2012,2010,164,52,112,0,0,0,112,0,0,112,0,0,0,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,2012,2010,1794,0,1794,0,5,84,1712,4,78,1705,0,1,6,0,gRNA_CDK7_targ_18_20
Reference,22.12765957,77.87234043,2012,2007,235,52,183,0,3,0,180,3,0,180,0,0,0,0,gRNA_CDK7_targ_18_21
HDR,0.07490637,99.92509363,2012,2007,1335,1,1334,0,1,5,1334,0,0,1328,0,1,5,0,gRNA_CDK7_targ_18_21
Reference,37.41007194,62.58992806,2012,2007,139,52,87,0,4,0,84,3,0,83,0,1,0,0,gRNA_CDK7_targ_18_22
HDR,0.0,100.0,2012,2007,1257,0,1257,0,2,5,1256,1,0,1250,0,1,5,0,gRNA_CDK7_targ_18_22
Reference,34.43708609,65.56291391,2012,2007,151,52,99,0,0,0,99,0,0,99,0,0,0,0,gRNA_CDK7_targ_18_23
HDR,18.13216821,81.86783179,2012,2007,1831,332,1499,0,1,84,1420,0,79,1414,0,1,5,0,gRNA_CDK7_targ_18_23
Reference,39.09774436,60.90225564,2012,2007,133,52,81,0,5,0,78,3,0,76,0,2,0,0,gRNA_CDK7_targ_18_24
HDR,66.2195122,33.7804878,2012,2007,1640,1086,554,0,1,6,554,0,0,547,0,1,6,0,gRNA_CDK7_targ_18_24
Reference,81.03448276,18.96551724,2457,2457,348,282,66,0,8,53,56,8,2,5,0,0,51,0,gRNA_CDK7_targ_19_25
HDR,0.05509642,99.94490358,2457,2457,1815,1,1814,0,7,6,1814,0,0,1801,0,7,6,0,gRNA_CDK7_targ_19_25
Reference,67.14285714,32.85714286,2457,2457,420,282,138,0,0,53,136,0,2,85,0,0,51,0,gRNA_CDK7_targ_19_26
HDR,0.0,100.0,2457,2457,1996,0,1996,0,7,7,1996,0,0,1982,0,7,7,0,gRNA_CDK7_targ_19_26
Reference,67.30310263,32.69689737,2457,2457,419,282,137,0,0,53,135,0,2,84,0,0,51,0,gRNA_CDK7_targ_19_27
HDR,85.76423576,14.23576424,2457,2457,2002,1717,285,0,7,7,275,6,4,271,0,1,3,0,gRNA_CDK7_targ_19_27
Reference,7.47922438,92.52077562,1187,1120,361,27,334,0,39,39,334,0,0,294,0,1,1,38,gRNA_CDK7_targ_20_28
HDR,4.74934037,95.25065963,1187,1120,758,36,722,0,0,39,720,0,2,683,0,0,37,0,gRNA_CDK7_targ_20_28
Reference,26.47058824,73.52941176,1187,1120,102,27,75,0,39,38,75,0,0,36,0,1,0,38,gRNA_CDK7_targ_20_29
HDR,17.3006135,82.6993865,1187,1120,815,141,674,0,0,39,672,0,2,635,0,0,37,0,gRNA_CDK7_targ_20_29
Reference,12.32876712,87.67123288,1187,1120,219,27,192,0,39,39,192,0,0,152,0,1,1,38,gRNA_CDK7_targ_20_30
HDR,71.88365651,28.11634349,1187,1120,722,519,203,0,0,39,165,0,38,164,0,0,1,0,gRNA_CDK7_targ_20_30
Reference,62.70491803,37.29508197,1227,1183,244,153,91,0,55,23,38,47,6,13,0,8,17,0,gRNA_CDK7_targ_23_31
HDR,89.22155689,10.77844311,1227,1183,835,745,90,0,4,25,77,3,10,61,0,1,15,0,gRNA_CDK7_targ_23_31
Reference,57.24137931,42.75862069,1219,1219,145,83,62,0,0,0,62,0,0,62,0,0,0,0,gRNA_CDK7_targ_24_32
HDR,63.41212744,36.58787256,1219,1219,973,617,356,0,2,2,355,0,1,352,0,2,1,0,gRNA_CDK7_targ_24_32
Reference,71.47286822,28.52713178,1257,1254,645,461,184,0,1,0,184,0,0,183,0,1,0,0,gRNA_CDK7_targ_28_33
HDR,89.6797153,10.3202847,1257,1254,562,504,58,0,0,2,56,0,2,56,0,0,0,0,gRNA_CDK7_targ_28_33
Reference,4.01647786,95.98352214,2266,2266,1942,78,1864,0,111,14,1743,108,13,1739,0,3,1,0,gRNA_CDK7_targ_29_34
HDR,0.0,100.0,2266,2266,322,0,322,0,0,0,322,0,0,322,0,0,0,0,gRNA_CDK7_targ_29_34
Reference,21.36986301,78.63013699,2266,2266,365,78,287,0,112,13,166,108,13,162,0,4,0,0,gRNA_CDK7_targ_29_35
