Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,3.90243902,96.09756098,3913,3913,615,24,591,0,0,0,591,0,0,591,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,3913,3913,3237,0,3237,0,0,292,2950,0,287,2945,0,0,5,0,gRNA_CDK7_targ_2_1
Reference,92.30769231,7.69230769,3913,3913,26,24,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,6.32803632,93.67196368,3913,3913,3524,223,3301,0,0,292,3014,0,287,3009,0,0,5,0,gRNA_CDK7_targ_2_2
Reference,6.18556701,93.81443299,3913,3913,388,24,364,0,0,0,364,0,0,364,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,87.81079442,12.18920558,3913,3913,3298,2896,402,0,0,292,114,0,288,110,0,0,4,0,gRNA_CDK7_targ_2_3
Reference,38.58267717,61.41732283,2506,2490,127,49,78,0,0,1,77,0,1,77,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,12.9406308,87.0593692,2506,2490,2156,279,1877,0,33,107,1744,33,100,1737,0,0,7,0,gRNA_CDK7_targ_3_4
Reference,34.40890919,65.59109081,5307,5307,3502,1205,2297,0,0,1,2296,0,1,2296,0,0,0,0,gRNA_CDK7_targ_4_5
HDR,42.07011686,57.92988314,5307,5307,1797,756,1041,0,0,0,1041,0,0,1041,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,1670,1670,139,0,139,0,0,0,139,0,0,139,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,37.93859649,62.06140351,1670,1670,1368,519,849,0,0,0,849,0,0,849,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,45.79831933,54.20168067,3122,2951,238,109,129,0,1,0,128,1,0,128,0,0,0,0,gRNA_CDK7_targ_7_7
HDR,6.0,94.0,3122,2951,2550,153,2397,0,175,4,2230,167,0,2218,0,8,4,0,gRNA_CDK7_targ_7_7
Reference,19.08931699,80.91068301,3122,2951,571,109,462,0,173,4,457,1,4,285,0,172,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,3122,2951,1913,0,1913,0,0,4,1913,0,0,1909,0,0,4,0,gRNA_CDK7_targ_7_8
Reference,44.67213115,55.32786885,3122,2951,244,109,135,0,1,4,130,1,4,130,0,0,0,0,gRNA_CDK7_targ_7_9
HDR,68.31046312,31.68953688,3122,2951,2332,1593,739,0,3,4,735,1,3,732,0,2,1,0,gRNA_CDK7_targ_7_9
Reference,11.11111111,88.88888889,3860,3860,36,4,32,0,29,28,32,0,0,3,0,1,0,28,gRNA_CDK7_targ_8_10
