gRNA_id,Gene,classification,CBE_BSJ-4-116_REP1,CBE_BSJ-4-116_REP2,CBE_BSJ-4-116_REP3,LFC_avg_CBE_BSJ-4-116,LFC_median_CBE_BSJ-4-116,base_RPM,base_RAW,CBE_CDK12-IN-2_REP1,CBE_CDK12-IN-2_REP2,CBE_CDK12-IN-2_REP3,LFC_avg_CBE_CDK12-IN-2,LFC_median_CBE_CDK12-IN-2,CBE_HQ461_REP1,CBE_HQ461_REP2,CBE_HQ461_REP3,LFC_avg_CBE_HQ461,LFC_median_CBE_HQ461,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,LFC_avg_CBE_T0,LFC_median_CBE_T0,PLASMID_LIBRARY,LFC_avg_Plasmid,LFC_median_Plasmid,p_CBE_BSJ-4-116,FDR_CBE_BSJ-4-116,p_CBE_CDK12-IN-2,FDR_CBE_CDK12-IN-2,p_CBE_HQ461,FDR_CBE_HQ461,p_CBE_T0,FDR_CBE_T0,p_Plasmid,FDR_Plasmid
gRNA_CDK12_targ_1740,CDK12,targeting,-0.02369852581371092,0.3935722807429511,-0.6457265896479543,-0.09195094490623802,-0.02369852581371092,167.07319611254132,1348.0,0.27513124424083424,-1.2045088468490481,1.0000681333606367,0.023563510250807607,0.27513124424083424,0.6279428900659636,0.8269680563556318,-0.17515088425891065,0.4265866873875615,0.6279428900659636,0.8580946628192635,-0.3494856363978089,0.813722391727062,0.44077713938283886,0.813722391727062,1.4401011390090086,1.4401011390090086,1.4401011390090086,0.5488192712248017,0.9999990063175885,0.3946458819569141,0.7563528162859282,0.3734167489452434,0.7802733144355902,0.5649759728033399,0.9999999803254236,0.3663633636636337,0.7958308140627259
gRNA_CDK12_targ_1741,CDK12,targeting,2.6150089844270075,-0.6539692625951307,1.1940485429656018,1.0516960882658262,1.1940485429656018,37.25513801821293,324.0,0.7109077173974553,-0.9812874254249181,-0.9893685519950889,-0.41991608667418384,-0.9812874254249181,0.821183577637835,2.551428768403985,2.6171360626144997,1.99658280288544,2.551428768403985,1.8359359614039195,0.831022390190464,2.794117446162038,1.8203585992521407,1.8359359614039195,3.5446489658852776,3.5446489658852776,3.5446489658852776,0.12903182741811087,0.7540539446234859,0.5713605708502334,0.8729230645466312,0.020364404288713188,0.2792504790914248,0.030319829646527286,0.25803659216659935,0.017398260173982615,0.08740426266970833
gRNA_CDK12_targ_1742,CDK12,targeting,1.3292335220868317,1.2014993478468805,1.0288274334162433,1.1865201011166517,1.2014993478468805,51.29424265213393,421.0,0.6035410495704071,0.3049405291016395,2.098904884061419,1.0024621542444885,0.6035410495704071,1.785018549106662,2.609619681733107,0.3003213217177098,1.5649865175191595,1.785018549106662,2.0395525592766144,0.8520793709872458,1.6102739731420397,1.5006353011353,1.6102739731420397,2.138871838423757,2.138871838423757,2.138871838423757,0.17344741698185895,0.8311587463697623,0.08917204577975256,0.371973314842478,0.049087685841641616,0.36990534779738604,0.08610318704890335,0.4255333142680828,0.21267873212678734,0.5783910994375423
gRNA_CDK12_targ_1743,CDK12,targeting,-0.5946984966678222,2.1372151507428456,2.8593405413107935,1.4672857317952726,2.1372151507428456,155.34472673643728,1351.0,1.3766435448294163,-0.8011035050830996,0.9884446279123819,0.5213282225528996,0.9884446279123819,-0.6995563084750345,1.2713783068012456,0.3203452571066303,0.2973890851442805,0.3203452571066303,1.5318750729546065,-0.9166513631515867,1.4611500037343763,0.6921245711791321,1.4611500037343763,0.1407231612054571,0.1407231612054571,0.1407231612054571,0.04277726527167638,0.5076890414535056,0.20960818542459253,0.5791723938669349,0.40004118464102534,0.8001805822929291,0.29009874321422774,0.7772155651991528,0.2812718728127187,0.822004900101706
gRNA_CDK12_targ_1744,CDK12,targeting,2.241472394268487,1.7894916818431092,2.5327960262145197,2.1879200341087053,2.241472394268487,51.43102729920629,376.0,0.4972908876122159,-0.7445440429715563,0.8468142018384898,0.19985368215971647,0.4972908876122159,2.603118773307161,-1.022694498776545,1.9892000279833173,1.1898747675046444,1.9892000279833173,2.6219394905061093,1.8619544476318663,1.3317194375540489,1.9385377918973414,1.8619544476318663,3.2460612160049283,3.2460612160049283,3.2460612160049283,0.01673654099753892,0.32471357146022634,0.3649726034752731,0.739111760354771,0.06308565467577129,0.405681594401129,0.024758169470441235,0.2321177171392855,0.03259674032596742,0.14347281365895967
gRNA_CDK12_targ_1745,CDK12,targeting,2.552933283354356,2.4560429928730816,3.1018469520217935,2.703607742749744,2.552933283354356,69.6233853598298,547.0,1.3789177749716837,1.3998132045707465,1.683061562024315,1.4872641805222484,1.3998132045707465,1.107310453971724,0.4436021268526512,1.2077364263340327,0.9195496690528026,1.107310453971724,2.08750449125676,2.3174996523318785,2.0028964043819935,2.135966849323544,2.08750449125676,2.0145297101679365,2.0145297101679365,2.0145297101679365,0.0027165570027313886,0.10109362150126668,0.04169195816475274,0.24437253433431966,0.19712352571873168,0.6063545503769991,0.012705293145474597,0.16626173933379124,0.22587741225877414,0.5940417303488452
gRNA_CDK12_targ_1746,CDK12,targeting,-0.5629163890757264,1.9408664592152143,-0.7271528362936676,0.21693241128194007,-0.5629163890757264,65.54144651352276,570.0,0.3749969494986345,-0.6915983557229122,0.8232553875330003,0.16888466043624087,0.3749969494986345,0.9399681688500422,1.1885721812722512,1.988364711520152,1.3723016872141482,1.1885721812722512,2.1466135903780827,0.24814497536674507,-0.010263137705470814,0.7948318093464524,0.24814497536674507,2.1583903560773754,2.1583903560773754,2.1583903560773754,0.40964654232854364,0.9999990063175885,0.3838062204678304,0.7497466618127602,0.07882745546224455,0.4395556164836271,0.2862208070118931,0.7727385161378694,0.20797920207979204,0.5716785746608851
gRNA_CDK12_targ_1747,CDK12,targeting,0.14344651062484665,-2.3273209531547123,1.1947405067653944,-0.32971131192149034,0.14344651062484665,51.28585596428806,459.0,0.40342258360064315,-1.9854825344411728,0.88726530621925,-0.2315982148737599,0.40342258360064315,0.7595248508465526,2.0203548716160595,0.8540348960094528,1.2113048728240217,0.8540348960094528,1.4772125287129585,0.42195316503878855,-0.0067849459056183855,0.6307935826153762,0.42195316503878855,2.2578627192289193,2.2578627192289193,2.2578627192289193,0.325102244622076,0.9999990063175885,0.42913041862895973,0.7805135884867901,0.10675913757203306,0.4893629771192627,0.45129677957285064,0.941265091242775,0.18608139186081393,0.525431679569862
gRNA_CDK12_targ_1748,CDK12,targeting,1.3114850835985015,-1.05920193975668,-1.2720991148282956,-0.3399386569954914,-1.05920193975668,310.6202169514615,2780.0,-0.7933232895993164,-1.1238422360691953,-2.2185812249937653,-1.3785822502207588,-1.1238422360691953,0.04403426372041031,-3.0081995083365634,0.7182118206890161,-0.7486511413090456,0.04403426372041031,-0.32520437838376554,0.2921599746685447,-0.48051647633296823,-0.171186960016063,-0.32520437838376554,-0.5315444585468354,-0.5315444585468354,-0.5315444585468354,0.38987224732955056,0.9999990063175885,0.23444492328082497,0.9868949517396719,0.23624952569982577,0.9447398186023703,0.27068265715780626,0.932904402812184,0.16848315168483152,0.6635728012959222
gRNA_CDK12_targ_1749,CDK12,targeting,-0.41144780221907534,0.6463331390737705,0.6467162184391635,0.2938671850979529,0.6463331390737705,198.9240394182357,1730.0,-0.42317699042879753,-1.5980761098416987,0.8209002835816509,-0.40011760556294834,-0.42317699042879753,1.2988541094827883,0.8919919251758127,-0.6227239722178416,0.5227073541469198,0.8919919251758127,0.7670865733908413,-0.06900479004865552,-0.41390756401577555,0.09472473977547007,-0.06900479004865552,0.863898233272583,0.863898233272583,0.863898233272583,0.5264143015914291,0.9999990063175885,0.5531927078815606,0.8521960189197756,0.30414574680041767,0.7152567610746053,0.4102959611723819,0.9999999803254236,0.4909509049095091,0.9342284464507183
