gRNA_id,Gene,classification,CBE_SY-5609_100nM_REP1,CBE_SY-5609_100nM_REP2,CBE_SY-5609_100nM_REP3,LFC_avg_CBE_SY-5609_100nM,LFC_median_CBE_SY-5609_100nM,base_RPM,base_RAW,CBE_SY-5609_10nM_REP1,CBE_SY-5609_10nM_REP2,CBE_SY-5609_10nM_REP3,LFC_avg_CBE_SY-5609_10nM,LFC_median_CBE_SY-5609_10nM,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,LFC_avg_CBE_T0,LFC_median_CBE_T0,Plasmid,LFC_avg_Plasmid,LFC_median_Plasmid,p_CBE_SY-5609_100nM,FDR_CBE_SY-5609_100nM,p_CBE_SY-5609_10nM,FDR_CBE_SY-5609_10nM,p_CBE_T0,FDR_CBE_T0,p_Plasmid,FDR_Plasmid
gRNA_CDK7_targ_1,CDK7,targeting,-3.024102703602781,-3.8193411600682725,-4.494501946392555,-3.7793152700212027,-3.8193411600682725,710.3020188131972,12211.0,-1.6359461457992335,-3.159513064892336,-1.363715935231891,-2.0530583819744868,-1.6359461457992335,-0.4911227698039401,0.05953548257878627,-0.8138082720882889,-0.4151318531044809,-0.4911227698039401,-0.6649772363812942,-0.6649772363812942,-0.6649772363812942,0.6086453742930982,0.9999902951499665,0.46840969292259527,0.9653393185719722,0.3514301241572079,0.7446269838352678,0.013298670132986705,0.05492491598041408
gRNA_CDK7_targ_2,CDK7,targeting,-4.011269577691674,-3.061212767474411,-4.974810634142093,-4.015764326436059,-4.011269577691674,492.4817294143818,6883.0,-2.559684268350733,-4.5331293698982,-7.102073689742677,-4.7316291093305365,-4.5331293698982,0.08789774348964186,0.054753091518782195,-1.096369376775305,-0.31790618058896036,0.054753091518782195,-0.026225986038262834,-0.026225986038262834,-0.026225986038262834,0.5454702547413472,0.9999902951499665,0.033691730410656234,0.49273810694030384,0.4132287515381635,0.7679472373718084,0.1127887211278872,0.3079132086791321
gRNA_CDK7_targ_3,CDK7,targeting,-5.502771918721439,-1.0120123685884175,-1.106333909104192,-2.540372732138016,-1.106333909104192,321.7377417810348,4386.0,-0.8880333788520909,-5.4546817807657195,-7.354564524625382,-4.565759894747731,-5.4546817807657195,0.14560159170319442,-0.019566154007493775,-3.1975185500601175,-1.0238277041214723,-0.019566154007493775,-1.1240653550813706,-1.1240653550813706,-1.1240653550813706,0.10685632287725902,0.9451150447519304,0.0148839444337774,0.41043604347689194,0.21170873803004275,0.6511138894882921,9.999000099990012e-05,0.0007499250074992509
gRNA_CDK7_targ_4,CDK7,targeting,-6.57403848873092,-2.3907765182892757,-3.207535930776435,-4.057450312598877,-3.207535930776435,507.9366260515322,8857.0,1.5355459017930633,-0.6001504537380256,-1.9130852123444897,-0.325896588096484,-0.6001504537380256,-0.2525784671653813,-0.6207052260359817,-0.5628174555385956,-0.47870038291331957,-0.5628174555385956,-0.7665398572175675,-0.7665398572175675,-0.7665398572175675,0.3692934164439865,0.9999902951499665,0.05287331743033298,0.6528738328538032,0.3402972727140944,0.7394811471271195,0.013298670132986705,0.05492491598041408
gRNA_CDK7_targ_5,CDK7,targeting,-3.662026028594832,-5.315786796268182,-2.8409870612822457,-3.9395999620484194,-3.662026028594832,331.42167233000384,4632.0,-0.6973757989205444,2.0754428209457476,-1.8628227204917573,-0.16158523282218473,-0.6973757989205444,-0.38534741987898563,-2.0081680649376894,0.8527025288539956,-0.5136043186542265,-0.38534741987898563,-2.026063016979438,-2.026063016979438,-2.026063016979438,0.5701284481986413,0.9999902951499665,0.046885661316698475,0.6287120467561915,0.30580282260781877,0.7097135834348883,9.999000099990012e-05,0.0007499250074992509
gRNA_CDK7_targ_6,CDK7,targeting,-3.8005918022446177,-5.253683360947557,-1.655272795360257,-3.5698493195174774,-3.8005918022446177,686.6819427296549,9361.0,1.6360561567167602,-3.5574818109973503,-2.4255187329368386,-1.4489814624058095,-2.4255187329368386,0.18957921860625543,0.08419131543783873,0.8510925938552056,0.3749543759664333,0.18957921860625543,-2.347128012363796,-2.347128012363796,-2.347128012363796,0.45170650234403154,0.9999902951499665,0.14962113353972,0.9411651948466259,0.3912283694671749,0.9705978100531854,9.999000099990012e-05,0.0007499250074992509
gRNA_CDK7_targ_7,CDK7,targeting,-2.9814096907660526,-6.965963301890739,-5.326357586215024,-5.091243526290605,-5.326357586215024,502.5300588261427,8891.0,-3.1580412994544544,-2.90466446230243,-6.203635793854919,-4.088780518537267,-3.1580412994544544,-0.8018527545213519,0.8831817465961425,-0.3180510892893633,-0.0789073657381909,-0.3180510892893633,-0.34889936915164255,-0.34889936915164255,-0.34889936915164255,0.1150002073842051,0.926381762381485,0.18381869600820328,0.6883745406068518,0.4912719168625739,0.8164654587729492,0.0357964203579642,0.12691458126914582
gRNA_CDK7_targ_8,CDK7,targeting,-3.3239629062597142,-6.859428903414257,-2.5408713871448505,-4.241421065606274,-3.3239629062597142,437.8697970673858,6842.0,-2.965073735952141,-1.5685201082786244,-5.270752959595975,-3.26811560127558,-2.965073735952141,-0.013319084599614962,1.1789490043457407,0.6716417034406089,0.6124238743955782,0.6716417034406089,0.5279495476057258,0.5279495476057258,0.5279495476057258,0.25967791130586876,0.9999902951499665,0.4274814799788844,0.8530880411859316,0.24100250328051928,0.9986451819457282,0.3927607239276073,0.6705670896325002
gRNA_CDK7_targ_9,CDK7,targeting,-6.675845793899384,-2.8866068362783257,-4.679015497542395,-4.747156042573368,-4.679015497542395,363.5504442012787,5706.0,-5.26072132836992,-2.075428614011764,-3.5496592618083143,-3.6286030680633328,-3.5496592618083143,-0.22092397524409263,0.6045804025083317,-0.5668752473289794,-0.061072940021580126,-0.22092397524409263,-0.13852440039318364,-0.13852440039318364,-0.13852440039318364,0.2203188503952938,0.9999902951499665,0.3617247320168078,0.8176336331161557,0.5465600399612052,0.8449087820464836,0.08319168083191684,0.2504005387774344
gRNA_CDK7_targ_10,CDK7,targeting,-5.2131568626974945,-3.1847339990399353,-4.3573383866272275,-4.251743082788219,-4.3573383866272275,233.7553116369004,3267.0,-6.160073439054111,-5.6945942272014,-3.007721482533605,-4.954129716263039,-5.6945942272014,-0.652581907423098,-0.4743412763592553,-3.2384651135868583,-1.4551294324564037,-0.652581907423098,0.18346689865621937,0.18346689865621937,0.18346689865621937,0.49327492480042434,0.9999902951499665,0.08933389147820553,0.55176815324774,0.1002359598326889,0.5721278606771617,0.22607739226077392,0.47659558368487476
