gRNA_id,Gene,classification,CBE_ABEMA_REP1,CBE_ABEMA_REP2,CBE_ABEMA_REP3,LFC_avg_CBE_ABEMA,LFC_median_CBE_ABEMA,base_RPM,base_RAW,CBE_ATIRMO_REP1,CBE_ATIRMO_REP2,CBE_ATIRMO_REP3,LFC_avg_CBE_ATIRMO,LFC_median_CBE_ATIRMO,CBE_INX_REP1,CBE_INX_REP2,CBE_INX_REP3,LFC_avg_CBE_INX,LFC_median_CBE_INX,CBE_PALBO_REP1,CBE_PALBO_REP2,CBE_PALBO_REP3,LFC_avg_CBE_PALBO,LFC_median_CBE_PALBO,CBE_RIBO_REP1,CBE_RIBO_REP2,CBE_RIBO_REP3,LFC_avg_CBE_RIBO,LFC_median_CBE_RIBO,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,LFC_avg_CBE_T0,LFC_median_CBE_T0,CBE_TAGTO_REP1,CBE_TAGTO_REP2,CBE_TAGTO_REP3,LFC_avg_CBE_TAGTO,LFC_median_CBE_TAGTO,PLASMID_LIBRARY,LFC_avg_Plasmid,LFC_median_Plasmid,p_CBE_ABEMA,FDR_CBE_ABEMA,p_CBE_ATIRMO,FDR_CBE_ATIRMO,p_CBE_INX,FDR_CBE_INX,p_CBE_PALBO,FDR_CBE_PALBO,p_CBE_RIBO,FDR_CBE_RIBO,p_CBE_T0,FDR_CBE_T0,p_CBE_TAGTO,FDR_CBE_TAGTO,p_Plasmid,FDR_Plasmid
gRNA_CDK2_targ_6973,CDK2,targeting,0.11524265834681134,0.2939211038899561,0.32674832255309794,0.24530402826328848,0.2939211038899561,486.9713659761814,1812.0,-0.10000092220484672,-2.181270456499616,-2.757669417387578,-1.6796469320306802,-2.181270456499616,0.4749108334316217,-0.5700028043871368,0.49706369313844784,0.13399057406097759,0.4749108334316217,-0.8365835554737133,0.09599672640766563,0.9714667205410361,0.07695996382499615,0.09599672640766563,-1.1337845740653354,-1.0679312380588932,0.9534276188928247,-0.4160960644104679,-1.0679312380588932,0.6119590364214285,0.20114381292493694,0.891074435983938,0.5680590951101011,0.6119590364214285,-0.15454789090141793,1.2789137236066819,0.9343818073072537,0.6862492133375059,0.9343818073072537,1.5730071741588794,1.5730071741588794,1.5730071741588794,0.2781399248702912,1.0,0.007878248884649794,0.043031359419456794,0.24656354848531348,0.6054342325566674,0.4614296916272279,0.7764588335811491,0.06652675944270614,0.2490990653341146,0.05299715208670956,0.37292480347380313,0.034765707105310455,0.33538998035852685,0.11168883111688828,0.8886779591271639
gRNA_CDK2_targ_6974,CDK2,targeting,-1.0877864066463392,-0.9151379499780659,-0.6067135136909589,-0.8698792901051213,-0.9151379499780659,173.87995242085506,617.0,-1.1496012453361963,-1.9139280166859913,-2.3095248014276963,-1.7910180211499613,-1.9139280166859913,-3.4050962277878405,-2.9030268330827096,-1.617860193482217,-2.641994418117589,-2.9030268330827096,-3.583584349044102,-4.021220332697752,-0.9187601846078797,-2.8411882887832447,-3.583584349044102,-1.1597720526999098,-1.2963985782290735,0.8248432567690998,-0.5437757913866278,-1.1597720526999098,0.17036387775785478,-1.6657555147381133,-0.7324586261176447,-0.7426167543659677,-0.7324586261176447,-1.8247643507856919,-1.551164345919607,-1.0973535320753753,-1.4910940762602245,-1.551164345919607,1.0654571484595732,1.0654571484595732,1.0654571484595732,0.04447037587460962,0.2160824730208165,0.0062760561775379795,0.036195053813170106,0.0011284562962108988,0.5016300795613674,1.0852864259417334e-05,0.0006908265518975263,0.05050579718123585,0.2140658721064324,0.005981365201497278,0.05499533004709997,0.05389976591562004,0.8427094251683724,0.2546745325467453,0.949899170666875
gRNA_CDK2_targ_6975,CDK2,targeting,-0.17458379897018117,-0.46833171747530367,-1.542375332895871,-0.7284302831137852,-0.46833171747530367,230.31703125915425,857.0,-1.309821001167161,-0.565164073016334,-1.024615591416379,-0.9665335551999581,-1.024615591416379,0.9852311053764192,2.4101217143666953,0.4595943505075794,1.2849823900835646,0.9852311053764192,0.5108899900557574,-1.879215807406737,0.9458628663478437,-0.14082098366771204,0.5108899900557574,-1.365728287238543,-0.960157740564384,0.36099472047940667,-0.65496376910784,-0.960157740564384,1.1612682923151034,-0.5051785369237715,1.6119835195863204,0.7560244249925508,1.1612682923151034,-0.5244307563804416,0.08793992394303374,-1.4059702917775836,-0.6141537080716638,-0.5244307563804416,1.4171562483978155,1.4171562483978155,1.4171562483978155,0.04600055447979556,0.22066932656249755,0.12183144302530902,0.27137421023807057,6.810011839170116e-05,0.0020491944716048258,0.28258896060000044,0.5444525375937144,0.05439673584354802,0.22283811341849497,9.31913700597001e-05,0.0022352422818667198,0.38180898421036635,0.9941332108629133,0.17588241175882413,0.9653786921378634
gRNA_CDK2_targ_6976,CDK2,targeting,-1.1669812676493794,-0.7499977076809685,-1.0495531282577657,-0.9888440345293712,-1.0495531282577657,226.82330733106903,844.0,-2.5460517612996436,-2.3875063708218107,-3.87365494454973,-2.9357376922237286,-2.5460517612996436,0.48788142786394584,0.6090484756233201,-2.485474582787742,-0.46284822643349205,0.48788142786394584,-1.8339378989575499,-1.159899828282155,-1.751975745603733,-1.5819378242811462,-1.751975745603733,-1.5606988302961178,-1.492961436366839,-0.30043331109978405,-1.1180311925875803,-1.492961436366839,-0.4088494872320986,-0.4732764107060128,-0.17787460145377856,-0.3533334997972966,-0.4088494872320986,-0.5119379787291937,0.40794146027924993,-0.5868653834713715,-0.23028730064043842,-0.5119379787291937,1.5036054328677524,1.5036054328677524,1.5036054328677524,0.025436852898592422,0.15453746877719765,0.0002821042885611577,0.004322987014525148,0.2536299864262383,0.6141647440535127,0.011338641687738852,0.06899063232796984,0.012748908400845051,0.0959065609245389,0.1161070815679546,0.41235454934541815,0.5137546375863835,0.9220979554532306,0.1370862913708629,0.9750135729132656
gRNA_CDK2_targ_6977,CDK2,targeting,-1.7868744516410522,-1.664794778436823,-1.4811971149770038,-1.6442887816849598,-1.664794778436823,399.6282677740518,1487.0,-0.41686239554770804,-2.406488180085731,-4.134319444809233,-2.3192233401475573,-2.406488180085731,0.9363103902380389,-0.24738888899141112,-2.5296821922591386,-0.6135868970041702,-0.24738888899141112,-3.389141866284417,-1.4786371084553918,-0.41308507384807913,-1.7602880161959626,-1.4786371084553918,-1.312607556468744,-0.7103331549214554,0.06967333138499654,-0.6510891266684009,-0.7103331549214554,-0.10237375601923336,-0.511754445843704,0.24136477799103206,-0.12425447462396844,-0.10237375601923336,-0.83937171530097,1.1053299271843122,0.8884986772719595,0.38481896305176727,0.8884986772719595,1.1462203035438734,1.1462203035438734,1.1462203035438734,0.00024681194513887265,0.009962774858654494,0.0016822452059673159,0.014968364601483375,0.17968340997603313,0.6054342325566674,0.0051809023210949,0.03915248101101397,0.059728275617315606,0.23368864337271233,0.3074367984645836,0.7027733445564722,0.07484042353926702,0.4453506090552514,0.2276772322767723,0.949899170666875
gRNA_CDK2_targ_6978,CDK2,targeting,-1.351602692622926,0.30673413474690986,-0.19208966380631476,-0.41231940722744365,-0.19208966380631476,503.9924723759502,1609.0,-0.3942044719332095,-0.8476646432406336,-1.8758591985366555,-1.039242771236833,-0.8476646432406336,0.15843232601947282,-0.20992347327053654,0.6168780714782076,0.18846230807571462,0.15843232601947282,-1.1379738293023958,-1.8568855135054834,0.24693051825527745,-0.9159762748508671,-1.1379738293023958,-0.544991943691399,-0.3655000206389731,0.5754046527743614,-0.11169577051867026,-0.3655000206389731,0.0968820801870801,-0.6973543315666806,-0.16477274070093786,-0.2550816640268461,-0.16477274070093786,-0.7531771543305982,-0.07325217852741839,-0.5667720270046491,-0.46440045328755525,-0.5667720270046491,0.8851787396701691,0.8851787396701691,0.8851787396701691,0.1697302041234538,0.48683446763313004,0.08423632832531704,0.21469140185761537,0.2609782448098333,0.624160397630454,0.07003279994856478,0.2342587095881145,0.3353413350909331,0.5669700744714425,0.1719867942518433,0.5197815356836446,0.5448557598685222,0.9941332108629133,0.3037696230376963,0.9477193727995621
gRNA_CDK2_targ_6979,CDK2,targeting,-0.29708952233402425,-0.19202935550196606,0.05608888403950487,-0.14434333126549515,-0.19202935550196606,306.64146168809214,1141.0,-0.03150403242832815,0.4415456983399447,-0.8355744426060471,-0.1418442588981435,-0.03150403242832815,-0.037829455550777255,-0.5784971643723471,-1.4774893845827546,-0.6979386681686263,-0.5784971643723471,-1.3251498837102675,-2.476419516997861,0.5819973025914816,-1.0731906993722158,-1.3251498837102675,0.5834704910774231,0.21755807609157948,0.23168516076111095,0.34423790931003784,0.23168516076111095,0.7670660545517206,0.4595761645312245,0.27338437547826,0.5000088648537351,0.4595761645312245,1.0165984846003537,0.5776118765286051,1.0795049300437516,0.8912384303909034,1.0165984846003537,1.478728091337173,1.478728091337173,1.478728091337173,0.501542941659957,0.8334673056028834,0.4805927018781896,0.6856732082831066,0.2546964963051113,0.9727811813099094,0.043577517204110225,0.17720096062113616,0.350054194064426,0.9485807989995327,0.08301778716111217,0.48040013199874354,0.021133348686660693,0.28206203287438264,0.15148485151484858,0.9750135729132656
gRNA_CDK2_targ_6980,CDK2,targeting,-0.029894841279887587,-1.101311685357089,0.030313617056916365,-0.36696430319335344,-0.029894841279887587,270.0917344404317,1005.0,0.13570288285454438,-0.0027339349981540173,-2.5212089855239737,-0.7960800125558611,-0.0027339349981540173,0.5567421331846746,0.9664601513225237,0.6478006328913383,0.7236676391328455,0.6478006328913383,-0.6767926555369478,-0.5941438749036672,-0.7505209395209155,-0.6738191566538435,-0.6767926555369478,-0.44308305411037674,0.36714282749355226,0.4085120446867017,0.11085727268995908,0.36714282749355226,0.5966631739173771,0.4372023339962229,0.5336514881770852,0.5225056653635618,0.5336514881770852,-0.5677290418326093,0.5546583849335209,0.22751886671809257,0.07148273660633474,0.22751886671809257,1.768444474687562,1.768444474687562,1.768444474687562,0.24564370111582523,0.5926243809718524,0.0891271445249819,0.22371616011627704,0.019503771285797708,0.12860056365735142,0.19912014765915675,0.4408650730813238,0.5288124672058812,0.7820510227251991,0.08189004076396314,0.47658089991818403,0.2805186933201295,0.7462326561258799,0.11168883111688828,0.8886779591271639
gRNA_CDK2_targ_6981,CDK2,targeting,-0.7157318582172598,-0.9505589903170681,-0.5375555813272711,-0.7346154766205331,-0.7157318582172598,253.51603308684605,923.0,0.004411769289282317,-0.47882564332646055,-2.5286716212507483,-1.001028498429309,-0.47882564332646055,0.06875707229497689,-1.4724741797279537,0.648186536931003,-0.2518435235006579,0.06875707229497689,-1.83270124442474,-2.500823504813239,-0.46407708209020654,-1.5992006104427283,-1.83270124442474,-1.8007575907168554,-0.35129162782995615,0.2702587259025216,-0.6272634975480967,-0.35129162782995615,0.4649126796134153,-0.2369200062611407,0.7093548804474735,0.31244918459991605,0.4649126796134153,0.39794909359791775,0.9016230009852413,1.0790516624066697,0.7928745856632763,0.9016230009852413,1.5813750875596462,1.5813750875596462,1.5813750875596462,0.07359467705976457,0.2956291032376465,0.06163797536612382,0.16945323792514108,0.36780309140642636,0.7298730411002826,0.012078277273227016,0.0715034451209027,0.0675502619479651,0.25105208794634937,0.17385549506835996,0.7358845123737487,0.031329566136292765,0.326589591611647,0.11168883111688828,0.8886779591271639
gRNA_CDK2_targ_6982,CDK2,targeting,-0.018620132774024085,-0.4933972627600536,-0.6137886660316658,-0.37526868718858114,-0.4933972627600536,398.8972653309616,1328.0,-0.9730952220045133,-0.4044842454190022,-0.11917919642435931,-0.4989195546159582,-0.4044842454190022,-0.17839107780403854,0.19126974946440098,-0.998796281558252,-0.32863920329929647,-0.17839107780403854,-0.7034913739728441,-2.4606017371440654,0.38217049600394837,-0.9273075383709871,-0.7034913739728441,-1.2640107635245479,-0.19093631181382215,0.3725855178852991,-0.3607871858176903,-0.19093631181382215,-0.1418681733682499,0.40269901645110673,0.5527062561048931,0.27117903306258334,0.40269901645110673,-1.72623897205635,-0.2874199913174066,-0.9921632041860072,-1.0019407225199213,-0.9921632041860072,1.0715506145506768,1.0715506145506768,1.0715506145506768,0.2770639122550385,0.6281380476466969,0.29754505598725317,0.5126734694180756,0.4949384877344951,0.9345859651047905,0.07152727136456563,0.23628270281109007,0.1494743885016741,0.37144161106647244,0.2717819398276022,0.9050641876947546,0.1835614892200784,0.9999996040632299,0.2546745325467453,0.949899170666875
