Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.0,100.0,1269,1269,348,0,348,0,0,0,348,0,0,348,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,1269,1269,920,0,920,0,0,14,909,0,11,906,0,0,3,0,gRNA_CDK7_targ_2_1
Reference,,,1269,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,20.7686018,79.2313982,1269,1269,1223,254,969,0,0,14,958,0,11,955,0,0,3,0,gRNA_CDK7_targ_2_2
Reference,0.0,100.0,1269,1269,46,0,46,0,0,0,46,0,0,46,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,82.62757872,17.37242128,1269,1269,921,761,160,0,0,14,149,0,11,146,0,0,3,0,gRNA_CDK7_targ_2_3
Reference,,,925,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,21.56424581,78.43575419,925,925,895,193,702,0,1,1,701,0,0,701,1,0,0,0,gRNA_CDK7_targ_3_4
Reference,9.50413223,90.49586777,963,963,726,69,657,0,12,11,645,1,0,645,11,0,0,0,gRNA_CDK7_targ_4_5
HDR,78.48101266,21.51898734,963,963,237,186,51,0,0,0,51,0,0,51,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.23255814,99.76744186,1029,1029,430,1,429,0,0,0,429,0,0,429,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,13.62007168,86.37992832,1029,1029,279,38,241,0,0,0,241,0,0,241,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,24.07862408,75.92137592,1942,1941,407,98,309,0,39,39,270,0,0,270,39,0,0,0,gRNA_CDK7_targ_7_7
HDR,3.55153203,96.44846797,1942,1941,1436,51,1385,0,120,0,1385,0,0,1265,0,120,0,0,gRNA_CDK7_targ_7_7
Reference,16.03927987,83.96072013,1942,1941,611,98,513,0,39,39,474,0,0,474,39,0,0,0,gRNA_CDK7_targ_7_8
HDR,0.07564297,99.92435703,1942,1941,1322,1,1321,0,120,0,1321,0,0,1201,0,120,0,0,gRNA_CDK7_targ_7_8
Reference,19.56087824,80.43912176,1942,1941,501,98,403,0,39,39,364,0,0,364,39,0,0,0,gRNA_CDK7_targ_7_9
HDR,66.89291101,33.10708899,1942,1941,1326,887,439,0,120,0,328,111,0,319,0,9,0,0,gRNA_CDK7_targ_7_9
Reference,34.61538462,65.38461538,3157,3157,78,27,51,0,0,0,51,0,0,51,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,55.38537549,44.61462451,3157,3157,2024,1121,903,0,0,0,903,0,0,903,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,43.31797235,56.68202765,1534,1534,434,188,246,0,5,4,242,0,0,241,4,1,0,0,gRNA_CDK7_targ_9_11
HDR,86.67496887,13.32503113,1534,1534,803,696,107,0,0,0,107,0,0,107,0,0,0,0,gRNA_CDK7_targ_9_11
