Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,9.8265896,90.1734104,659,658,173,17,156,0,2,2,154,0,0,154,2,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,659,658,407,0,407,0,0,82,350,0,57,325,0,0,25,0,gRNA_CDK7_targ_2_1
Reference,65.38461538,34.61538462,659,658,26,17,9,0,0,0,9,0,0,9,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,8.38206628,91.61793372,659,658,513,43,470,0,0,82,413,0,57,388,0,0,25,0,gRNA_CDK7_targ_2_2
Reference,13.6,86.4,659,658,125,17,108,0,0,0,108,0,0,108,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,50.31055901,49.68944099,659,658,483,243,240,0,0,82,172,0,68,158,0,0,14,0,gRNA_CDK7_targ_2_3
Reference,0.0,100.0,679,664,15,0,15,0,0,0,15,0,0,15,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,5.51558753,94.48441247,679,664,417,23,394,0,7,19,375,0,17,370,2,5,0,0,gRNA_CDK7_targ_3_4
Reference,8.9375,91.0625,2769,2769,1600,143,1457,0,134,121,1325,14,1,1321,117,1,1,2,gRNA_CDK7_targ_4_5
HDR,35.62315996,64.37684004,2769,2769,1019,363,656,0,0,0,656,0,0,656,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.4950495,99.5049505,1823,1823,202,1,201,0,0,106,201,0,0,95,0,0,106,0,gRNA_CDK7_targ_5_6
HDR,3.40909091,96.59090909,1823,1823,1584,54,1530,0,54,15,1469,51,10,1461,0,3,5,0,gRNA_CDK7_targ_5_6
Reference,7.35294118,92.64705882,2475,2471,68,5,63,0,35,6,30,31,0,24,2,2,4,0,gRNA_CDK7_targ_7_7
HDR,2.67048164,97.32951836,2475,2471,2097,56,2041,0,54,35,2014,0,0,1982,27,24,5,3,gRNA_CDK7_targ_7_7
Reference,2.14592275,97.85407725,2475,2449,233,5,228,0,45,10,195,31,0,179,2,8,4,4,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,2475,2449,1979,0,1979,0,26,7,1979,0,0,1948,0,24,5,2,gRNA_CDK7_targ_7_8
Reference,3.93700787,96.06299213,2475,2471,127,5,122,0,41,6,89,31,0,77,2,8,4,0,gRNA_CDK7_targ_7_9
HDR,31.80458624,68.19541376,2475,2471,2006,638,1368,0,50,31,1313,24,5,1313,26,0,0,0,gRNA_CDK7_targ_7_9
Reference,27.63157895,72.36842105,992,992,228,63,165,0,0,4,161,0,4,161,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,38.13169985,61.86830015,992,992,653,249,404,0,0,1,403,0,1,403,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,10.98484848,89.01515152,2293,2287,264,29,235,0,56,162,85,20,104,44,26,9,31,1,gRNA_CDK7_targ_9_11
HDR,84.56340956,15.43659044,2293,2287,1924,1627,297,0,17,17,281,0,0,280,16,0,0,1,gRNA_CDK7_targ_9_11
Reference,30.88235294,69.11764706,419,419,68,21,47,0,6,35,16,0,26,11,5,1,4,0,gRNA_CDK7_targ_10_12
HDR,80.52805281,19.47194719,419,419,303,244,59,0,0,0,59,0,0,59,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,7.39476678,92.60523322,2751,2751,879,65,814,0,12,1,811,3,0,801,0,9,1,0,gRNA_CDK7_targ_13_13
HDR,43.63036304,56.36963696,2751,2751,1515,661,854,0,0,3,853,0,1,851,0,0,2,0,gRNA_CDK7_targ_13_13
Reference,8.88888889,91.11111111,291,291,45,4,41,0,0,0,41,0,0,41,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,36.44859813,63.55140187,291,291,214,78,136,0,0,7,129,0,7,129,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,11.65048544,88.34951456,1055,1016,103,12,91,0,0,0,91,0,0,91,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,2.90620872,97.09379128,1055,1016,757,22,735,0,27,2,735,0,0,706,0,27,2,0,gRNA_CDK7_targ_15_15
Reference,17.75362319,82.24637681,804,801,276,49,227,0,53,5,213,10,4,169,0,43,1,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,804,801,509,0,509,0,0,1,509,0,0,508,0,0,1,0,gRNA_CDK7_targ_16_16
Reference,10.40164779,89.59835221,1003,1001,971,101,870,0,0,2,870,0,0,868,0,0,2,0,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,1003,1001,27,0,27,0,0,0,27,0,0,27,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.44052863,99.55947137,1955,1937,681,3,678,0,36,110,678,0,0,568,0,0,74,36,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,1955,1937,824,0,824,0,0,2,824,0,0,822,0,0,2,0,gRNA_CDK7_targ_18_18
Reference,18.75,81.25,1955,1937,16,3,13,0,0,0,13,0,0,13,0,0,0,0,gRNA_CDK7_targ_18_19
HDR,2.92887029,97.07112971,1955,1937,1434,42,1392,0,38,111,1335,0,57,1279,0,2,18,36,gRNA_CDK7_targ_18_19
Reference,0.91463415,99.08536585,1955,1945,328,3,325,0,0,1,325,0,0,324,0,0,1,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,1955,1945,1594,0,1594,0,46,119,1529,0,57,1473,8,2,18,36,gRNA_CDK7_targ_18_20
Reference,4.16666667,95.83333333,1955,1937,72,3,69,0,0,1,69,0,0,68,0,0,1,0,gRNA_CDK7_targ_18_21
HDR,0.1039501,99.8960499,1955,1937,962,1,961,0,2,3,960,0,1,956,0,2,2,0,gRNA_CDK7_targ_18_21
Reference,1.47058824,98.52941176,1955,1937,204,3,201,0,0,1,201,0,0,200,0,0,1,0,gRNA_CDK7_targ_18_22
HDR,0.0,100.0,1955,1937,996,0,996,0,2,2,995,0,1,992,0,2,1,0,gRNA_CDK7_targ_18_22
Reference,1.07142857,98.92857143,1955,1937,280,3,277,0,0,1,277,0,0,276,0,0,1,0,gRNA_CDK7_targ_18_23
HDR,25.51466001,74.48533999,1955,1937,1603,409,1194,0,38,111,1098,0,61,1081,35,2,14,1,gRNA_CDK7_targ_18_23
Reference,1.48514851,98.51485149,1955,1937,202,3,199,0,0,1,199,0,0,198,0,0,1,0,gRNA_CDK7_targ_18_24
HDR,42.15425532,57.84574468,1955,1937,1504,634,870,0,38,41,869,0,1,827,0,2,4,36,gRNA_CDK7_targ_18_24
Reference,69.23076923,30.76923077,1949,1949,130,90,40,0,1,8,39,1,0,31,0,0,8,0,gRNA_CDK7_targ_19_25
HDR,0.06548788,99.93451212,1949,1949,1527,1,1526,0,8,2,1525,0,1,1516,0,8,1,0,gRNA_CDK7_targ_19_25
Reference,61.64383562,38.35616438,1949,1949,146,90,56,0,0,8,56,0,0,48,0,0,8,0,gRNA_CDK7_targ_19_26
HDR,0.0,100.0,1949,1949,1444,0,1444,0,8,1,1443,0,1,1435,0,8,0,0,gRNA_CDK7_targ_19_26
Reference,62.5,37.5,1949,1949,144,90,54,0,0,8,54,0,0,46,0,0,8,0,gRNA_CDK7_targ_19_27
HDR,71.46464646,28.53535354,1949,1949,1584,1132,452,0,8,2,443,8,1,442,0,0,1,0,gRNA_CDK7_targ_19_27
Reference,2.73348519,97.26651481,1011,980,439,12,427,0,17,76,365,1,61,349,0,1,0,15,gRNA_CDK7_targ_20_28
HDR,7.11610487,92.88389513,1011,980,534,38,496,0,0,16,496,0,0,480,0,0,16,0,gRNA_CDK7_targ_20_28
Reference,8.39160839,91.60839161,1011,980,143,12,131,0,17,76,69,1,61,53,0,1,0,15,gRNA_CDK7_targ_20_29
HDR,34.3550447,65.6449553,1011,980,783,269,514,0,0,16,514,0,0,498,0,0,16,0,gRNA_CDK7_targ_20_29
Reference,9.02255639,90.97744361,1011,980,133,12,121,0,17,76,59,1,61,43,0,1,0,15,gRNA_CDK7_targ_20_30
HDR,72.67206478,27.32793522,1011,980,494,359,135,0,0,16,120,0,15,119,0,0,1,0,gRNA_CDK7_targ_20_30
Reference,14.58333333,85.41666667,3754,3637,240,35,205,0,143,118,186,19,0,55,0,13,7,111,gRNA_CDK7_targ_23_31
HDR,49.41253264,50.58746736,3754,3637,1532,757,775,0,10,345,474,2,297,427,2,1,41,5,gRNA_CDK7_targ_23_31
Reference,23.80952381,76.19047619,1615,1536,84,20,64,0,0,2,63,0,1,62,0,0,1,0,gRNA_CDK7_targ_24_32
HDR,39.07863384,60.92136616,1615,1536,1259,492,767,0,0,9,767,0,0,758,0,0,9,0,gRNA_CDK7_targ_24_32
Reference,15.56195965,84.43804035,980,977,694,108,586,0,0,0,586,0,0,586,0,0,0,0,gRNA_CDK7_targ_28_33
HDR,62.54826255,37.45173745,980,977,259,162,97,0,0,1,97,0,0,96,0,0,1,0,gRNA_CDK7_targ_28_33
Reference,2.93624161,97.06375839,1561,1561,1192,35,1157,0,35,5,1118,34,4,1118,1,0,0,0,gRNA_CDK7_targ_29_34
HDR,1.89393939,98.10606061,1561,1561,264,5,259,0,7,7,259,0,0,252,0,0,0,7,gRNA_CDK7_targ_29_34
Reference,11.36363636,88.63636364,1561,1561,308,35,273,0,35,5,234,34,4,234,1,0,0,0,gRNA_CDK7_targ_29_35
HDR,0.78125,99.21875,1561,1561,1152,9,1143,0,7,7,1143,0,0,1136,0,0,0,7,gRNA_CDK7_targ_29_35
Reference,2.71950272,97.28049728,1561,1561,1287,35,1252,0,42,110,1117,34,100,1108,1,0,2,7,gRNA_CDK7_targ_29_36
HDR,22.3880597,77.6119403,1561,1561,268,60,208,0,0,0,208,0,0,208,0,0,0,0,gRNA_CDK7_targ_29_36
Reference,10.70336391,89.29663609,1561,1561,327,35,292,0,14,102,178,14,100,176,0,0,2,0,gRNA_CDK7_targ_29_37
HDR,5.65068493,94.34931507,1561,1561,1168,66,1102,0,6,6,1102,0,0,1096,0,0,0,6,gRNA_CDK7_targ_29_37
Reference,11.78451178,88.21548822,1561,1561,297,35,262,0,35,5,223,34,4,223,1,0,0,0,gRNA_CDK7_targ_29_38
HDR,12.45136187,87.54863813,1561,1561,257,32,225,0,7,7,218,0,0,218,7,0,0,0,gRNA_CDK7_targ_29_38
Reference,3.39805825,96.60194175,1561,1561,1030,35,995,0,35,106,857,34,103,855,1,0,2,0,gRNA_CDK7_targ_29_39
HDR,0.0,100.0,1561,1561,2,0,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_CDK7_targ_29_39
Reference,10.35502959,89.64497041,1561,1561,338,35,303,0,35,106,165,34,103,163,1,0,2,0,gRNA_CDK7_targ_29_40
HDR,0.0,100.0,1561,1561,212,0,212,0,7,7,206,0,0,205,6,0,0,1,gRNA_CDK7_targ_29_40
Reference,10.73619632,89.26380368,1561,1561,326,35,291,0,35,106,153,34,103,151,1,0,2,0,gRNA_CDK7_targ_29_41
HDR,0.0,100.0,1561,1561,187,0,187,0,0,0,187,0,0,187,0,0,0,0,gRNA_CDK7_targ_29_41
Reference,11.36363636,88.63636364,1561,1561,308,35,273,0,14,105,156,14,103,154,0,0,2,0,gRNA_CDK7_targ_29_42
HDR,51.91956124,48.08043876,1561,1561,1094,568,526,0,7,7,526,0,0,519,0,0,0,7,gRNA_CDK7_targ_29_42
Reference,11.29032258,88.70967742,1561,1561,310,35,275,0,36,107,137,34,103,134,1,0,2,1,gRNA_CDK7_targ_29_43
HDR,0.0,100.0,1561,1561,187,0,187,0,0,0,187,0,0,187,0,0,0,0,gRNA_CDK7_targ_29_43
Reference,3.12779267,96.87220733,1561,1561,1119,35,1084,0,35,106,946,34,103,944,1,0,2,0,gRNA_CDK7_targ_29_44
HDR,0.0,100.0,1561,1561,437,0,437,0,7,7,437,0,0,430,0,0,0,7,gRNA_CDK7_targ_29_44
Reference,8.72817955,91.27182045,1561,1561,401,35,366,0,14,105,249,14,103,247,0,0,2,0,gRNA_CDK7_targ_29_45
HDR,13.33922261,86.66077739,1561,1561,1132,151,981,0,7,7,974,0,0,974,7,0,0,0,gRNA_CDK7_targ_29_45
Reference,3.00687285,96.99312715,1561,1561,1164,35,1129,0,35,106,991,34,103,989,1,0,2,0,gRNA_CDK7_targ_29_46
HDR,0.0,100.0,1561,1561,393,0,393,0,6,6,393,0,0,387,0,0,0,6,gRNA_CDK7_targ_29_46
Reference,7.49464668,92.50535332,1561,1561,467,35,432,0,35,106,294,34,103,292,1,0,2,0,gRNA_CDK7_targ_29_47
HDR,13.67837338,86.32162662,1561,1561,1082,148,934,0,0,0,934,0,0,934,0,0,0,0,gRNA_CDK7_targ_29_47
Reference,8.15850816,91.84149184,1561,1561,429,35,394,0,35,106,256,34,103,254,1,0,2,0,gRNA_CDK7_targ_29_48
