Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,2.1978022,97.8021978,3083,3083,182,4,178,0,0,0,178,0,0,178,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.03568879,99.96431121,3083,3083,2802,1,2801,0,0,11,2790,0,11,2790,0,0,0,0,gRNA_CDK7_targ_2_1
Reference,57.14285714,42.85714286,3083,3083,7,4,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,0.10729614,99.89270386,3083,3083,2796,3,2793,0,0,11,2782,0,11,2782,0,0,0,0,gRNA_CDK7_targ_2_2
Reference,2.23463687,97.76536313,3083,3083,179,4,175,0,0,0,175,0,0,175,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,81.23439172,18.76560828,3083,3083,2803,2277,526,0,0,11,515,0,11,515,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,0.0,100.0,2373,2372,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,11.30630631,88.69369369,2373,2372,2220,251,1969,0,4,10,1959,2,6,1957,2,0,2,0,gRNA_CDK7_targ_3_4
Reference,6.58682635,93.41317365,5779,5779,1002,66,936,0,0,0,936,0,0,936,0,0,0,0,gRNA_CDK7_targ_4_5
HDR,35.89259492,64.10740508,5779,5779,4767,1711,3056,0,0,1,3055,0,1,3055,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,4074,4074,1007,0,1007,0,0,1,1007,0,0,1006,0,0,1,0,gRNA_CDK7_targ_5_6
HDR,0.39811799,99.60188201,4074,4074,2763,11,2752,0,0,0,2752,0,0,2752,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,0.0,100.0,4107,4103,113,0,113,0,108,0,7,106,0,5,0,2,0,0,gRNA_CDK7_targ_7_7
HDR,0.05025126,99.94974874,4107,4103,3980,2,3978,0,877,30,3947,4,27,3071,0,873,3,0,gRNA_CDK7_targ_7_7
Reference,0.0,100.0,4107,4103,121,0,121,0,112,0,15,106,0,9,0,6,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,4107,4103,3496,0,3496,0,870,3,3496,0,0,2623,0,870,3,0,gRNA_CDK7_targ_7_8
Reference,0.0,100.0,4107,4103,113,0,113,0,108,0,7,106,0,5,0,2,0,0,gRNA_CDK7_targ_7_9
HDR,40.63845959,59.36154041,4107,4103,3947,1604,2343,0,873,3,1538,803,2,1467,0,70,1,0,gRNA_CDK7_targ_7_9
Reference,40.0,60.0,3585,3585,5,2,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,59.62067911,40.37932089,3585,3585,3269,1949,1320,0,110,0,1212,108,0,1210,0,2,0,0,gRNA_CDK7_targ_8_10
Reference,0.73891626,99.26108374,2614,2614,406,3,403,0,398,7,16,380,0,5,7,11,0,0,gRNA_CDK7_targ_9_11
HDR,71.74603175,28.25396825,2614,2614,2205,1582,623,0,0,0,623,0,0,623,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,2.75689223,97.24310777,1273,1273,399,11,388,0,384,1,387,0,0,4,1,383,0,0,gRNA_CDK7_targ_10_12
HDR,78.27586207,21.72413793,1273,1273,870,681,189,0,1,2,189,0,0,187,0,0,1,1,gRNA_CDK7_targ_10_12
Reference,35.40502793,64.59497207,5685,5685,1432,507,925,0,5,3,920,2,0,920,3,0,0,0,gRNA_CDK7_targ_13_13
HDR,51.70362358,48.29637642,5685,5685,3698,1912,1786,0,2,5,1781,1,4,1780,0,0,0,1,gRNA_CDK7_targ_13_13
Reference,0.35971223,99.64028777,2667,2667,278,1,277,0,0,0,277,0,0,277,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,1.89873418,98.10126582,2667,2667,474,9,465,0,0,0,465,0,0,465,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,29.05405405,70.94594595,2970,2970,148,43,105,0,0,0,105,0,0,105,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,0.0,100.0,2970,2970,1588,0,1588,0,0,9,1582,0,6,1579,0,0,3,0,gRNA_CDK7_targ_15_15
Reference,13.48600509,86.51399491,3385,3385,786,106,680,0,10,7,671,2,1,669,6,2,0,0,gRNA_CDK7_targ_16_16
HDR,0.03850597,99.96149403,3385,3385,2597,1,2596,0,0,3,2596,0,0,2593,0,0,3,0,gRNA_CDK7_targ_16_16
Reference,7.42771685,92.57228315,2014,2014,2006,149,1857,0,0,0,1857,0,0,1857,0,0,0,0,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,2014,2014,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.20473823,99.79526177,5180,5180,3419,7,3412,0,5,3,3410,2,0,3404,0,3,3,0,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,5180,5180,830,0,830,0,1,1,830,0,0,828,0,1,1,0,gRNA_CDK7_targ_18_18
Reference,12.96296296,87.03703704,5180,5180,54,7,47,0,4,0,45,2,0,43,0,2,0,0,gRNA_CDK7_targ_18_19
HDR,0.0,100.0,5180,5180,5116,0,5116,0,918,5,4229,885,1,4194,1,32,3,0,gRNA_CDK7_targ_18_19
Reference,11.66666667,88.33333333,5180,5180,60,7,53,0,5,1,51,2,0,48,0,2,0,1,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,5180,5180,3166,0,3166,0,9,2,3164,1,1,3155,0,8,1,0,gRNA_CDK7_targ_18_20
Reference,12.28070175,87.71929825,5180,5180,57,7,50,0,4,0,48,2,0,46,0,2,0,0,gRNA_CDK7_targ_18_21
HDR,0.11376564,99.88623436,5180,5180,1758,2,1756,0,917,2,870,884,1,838,1,32,0,0,gRNA_CDK7_targ_18_21
Reference,0.34947579,99.65052421,5180,5180,2003,7,1996,0,913,3,1994,2,0,1081,0,910,2,1,gRNA_CDK7_targ_18_22
HDR,0.0,100.0,5180,5180,839,0,839,0,6,1,837,1,1,832,0,5,0,0,gRNA_CDK7_targ_18_22
Reference,12.06896552,87.93103448,5180,5180,58,7,51,0,5,1,49,2,0,46,0,2,0,1,gRNA_CDK7_targ_18_23
HDR,40.53156146,59.46843854,5180,5180,5117,2074,3043,0,916,4,2152,889,2,2123,0,27,2,0,gRNA_CDK7_targ_18_23
Reference,12.06896552,87.93103448,5180,5180,58,7,51,0,6,1,49,2,0,45,0,3,0,1,gRNA_CDK7_targ_18_24
HDR,23.58877326,76.41122674,5180,5180,3171,748,2423,0,8,1,2418,4,1,2414,0,4,0,0,gRNA_CDK7_targ_18_24
Reference,77.6119403,22.3880597,3697,3697,67,52,15,0,0,0,15,0,0,15,0,0,0,0,gRNA_CDK7_targ_19_25
HDR,0.02771619,99.97228381,3697,3697,3608,1,3607,0,7,5,3602,0,5,3595,0,7,0,0,gRNA_CDK7_targ_19_25
Reference,66.66666667,33.33333333,3697,3697,78,52,26,0,0,0,26,0,0,26,0,0,0,0,gRNA_CDK7_targ_19_26
HDR,0.0,100.0,3697,3697,3615,0,3615,0,7,5,3610,0,5,3603,0,7,0,0,gRNA_CDK7_targ_19_26
Reference,67.53246753,32.46753247,3697,3697,77,52,25,0,0,0,25,0,0,25,0,0,0,0,gRNA_CDK7_targ_19_27
HDR,87.67274737,12.32725263,3697,3697,3618,3172,446,0,7,5,435,6,5,434,0,1,0,0,gRNA_CDK7_targ_19_27
