Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,45.27027027,54.72972973,2288,2120,444,201,243,0,1,1,242,0,0,242,1,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,2288,2120,1460,0,1460,0,0,2,1459,0,1,1458,0,0,1,0,gRNA_CDK7_targ_2_1
Reference,55.21978022,44.78021978,2288,2120,364,201,163,0,0,0,163,0,0,163,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,4.15854451,95.84145549,2288,2120,1539,64,1475,0,0,2,1474,0,1,1473,0,0,1,0,gRNA_CDK7_targ_2_2
Reference,54.61956522,45.38043478,2288,2120,368,201,167,0,1,1,166,0,0,166,1,0,0,0,gRNA_CDK7_targ_2_3
HDR,85.71428571,14.28571429,2288,2120,1463,1254,209,0,0,2,208,0,1,207,0,0,1,0,gRNA_CDK7_targ_2_3
Reference,50.0,50.0,1206,1206,4,2,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,3.46083789,96.53916211,1206,1206,1098,38,1060,0,0,2,1060,0,0,1058,0,0,2,0,gRNA_CDK7_targ_3_4
Reference,14.66182478,85.33817522,4306,4306,2203,323,1880,0,72,12,1820,50,0,1806,10,12,2,0,gRNA_CDK7_targ_4_5
HDR,48.7804878,51.2195122,4306,4306,1763,860,903,0,0,0,903,0,0,903,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,4.34782609,95.65217391,2522,2339,598,26,572,0,0,0,572,0,0,572,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,0.77120823,99.22879177,2522,2339,1556,12,1544,0,0,0,1544,0,0,1544,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,31.74603175,68.25396825,1885,1884,63,20,43,0,0,0,43,0,0,43,0,0,0,0,gRNA_CDK7_targ_7_7
HDR,0.13333333,99.86666667,1885,1884,1500,2,1498,0,0,1,1497,0,1,1497,0,0,0,0,gRNA_CDK7_targ_7_7
Reference,28.98550725,71.01449275,1885,1884,69,20,49,0,0,0,49,0,0,49,0,0,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,1885,1884,1724,0,1724,0,0,2,1723,0,1,1722,0,0,1,0,gRNA_CDK7_targ_7_8
