Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,15.63126253,84.36873747,1306,1285,499,78,421,0,4,5,416,0,1,416,4,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,1306,1285,761,0,761,0,0,120,682,0,79,641,0,0,41,0,gRNA_CDK7_targ_2_1
Reference,52.0,48.0,1306,1285,150,78,72,0,0,1,71,0,1,71,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,7.88834951,92.11165049,1306,1285,824,65,759,0,0,120,680,0,79,639,0,0,41,0,gRNA_CDK7_targ_2_2
Reference,18.75,81.25,1306,1285,416,78,338,0,0,1,337,0,1,337,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,58.84615385,41.15384615,1306,1285,780,459,321,0,0,120,216,0,105,201,0,0,15,0,gRNA_CDK7_targ_2_3
Reference,15.78947368,84.21052632,1143,1055,76,12,64,0,0,0,64,0,0,64,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,17.23549488,82.76450512,1143,1055,586,101,485,0,18,1,484,0,0,467,1,17,0,0,gRNA_CDK7_targ_3_4
Reference,13.04347826,86.95652174,2788,2785,1058,138,920,0,88,62,834,38,0,818,48,2,14,0,gRNA_CDK7_targ_4_5
HDR,24.01162791,75.98837209,2788,2785,1720,413,1307,0,0,1,1307,0,0,1306,0,0,1,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,1480,1476,552,0,552,0,2,448,551,0,0,103,1,1,447,0,gRNA_CDK7_targ_5_6
HDR,7.4168798,92.5831202,1480,1476,782,58,724,0,0,28,698,0,26,696,0,0,2,0,gRNA_CDK7_targ_5_6
Reference,27.38095238,72.61904762,2914,2874,84,23,61,0,0,6,61,0,0,55,0,0,6,0,gRNA_CDK7_targ_7_7
HDR,4.28075588,95.71924412,2914,2874,2593,111,2482,0,62,70,2426,0,1,2412,55,0,7,7,gRNA_CDK7_targ_7_7
Reference,5.20361991,94.79638009,2914,2821,442,23,419,0,20,10,419,0,0,392,0,17,7,3,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,2914,2821,2279,0,2279,0,5,12,2279,0,0,2267,0,0,7,5,gRNA_CDK7_targ_7_8
Reference,12.23404255,87.76595745,2914,2875,188,23,165,0,18,7,165,0,0,141,0,17,6,1,gRNA_CDK7_targ_7_9
HDR,35.34844668,64.65155332,2914,2875,2382,842,1540,0,60,67,1476,0,5,1473,59,0,2,1,gRNA_CDK7_targ_7_9
Reference,21.23893805,78.76106195,2374,2374,452,96,356,0,0,15,341,0,15,341,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,37.18411552,62.81588448,2374,2374,1662,618,1044,0,2,2,1044,0,0,1042,0,0,0,2,gRNA_CDK7_targ_8_10
Reference,17.74744027,82.25255973,2279,2264,293,52,241,0,137,78,123,50,1,99,67,14,4,6,gRNA_CDK7_targ_9_11
HDR,76.34593356,23.65406644,2279,2264,1746,1333,413,0,84,84,333,0,0,329,80,0,0,4,gRNA_CDK7_targ_9_11
Reference,10.20408163,89.79591837,942,942,98,10,88,0,5,82,9,0,78,2,1,4,3,0,gRNA_CDK7_targ_10_12
HDR,74.95987159,25.04012841,942,942,623,467,156,0,0,1,155,0,1,155,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,46.32206759,53.67793241,2315,2314,503,233,270,0,29,1,268,1,1,240,0,28,0,0,gRNA_CDK7_targ_13_13
HDR,32.32729712,67.67270288,2315,2314,1491,482,1009,0,0,8,1003,0,6,1001,0,0,2,0,gRNA_CDK7_targ_13_13
Reference,19.60784314,80.39215686,825,825,153,30,123,0,0,0,123,0,0,123,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,41.17647059,58.82352941,825,825,578,238,340,0,0,4,337,0,3,336,0,0,1,0,gRNA_CDK7_targ_14_14
Reference,20.80536913,79.19463087,2083,2082,149,31,118,0,5,0,113,5,0,113,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,3.27160494,96.72839506,2083,2082,1620,53,1567,0,38,1,1566,0,1,1528,0,38,0,0,gRNA_CDK7_targ_15_15
Reference,4.90463215,95.09536785,1132,1132,367,18,349,0,128,2,296,51,1,220,1,76,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,1132,1132,737,0,737,0,0,0,737,0,0,737,0,0,0,0,gRNA_CDK7_targ_16_16
Reference,34.12698413,65.87301587,943,943,882,301,581,0,0,3,580,0,1,578,0,0,2,0,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,943,943,58,0,58,0,0,0,58,0,0,58,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.72150072,99.27849928,2030,2019,693,5,688,0,90,204,682,0,1,484,5,0,113,85,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,2030,2019,1173,0,1173,0,0,5,1172,0,1,1168,0,0,4,0,gRNA_CDK7_targ_18_18
Reference,11.9047619,88.0952381,2030,2019,42,5,37,0,6,7,31,0,1,30,5,0,0,1,gRNA_CDK7_targ_18_19
HDR,0.95408468,99.04591532,2030,2019,1677,16,1661,0,84,200,1574,0,87,1461,0,0,29,84,gRNA_CDK7_targ_18_19
Reference,2.84090909,97.15909091,2030,2030,176,5,171,0,0,1,170,0,1,170,0,0,0,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,2030,2030,1796,0,1796,0,95,211,1698,0,87,1585,11,0,29,84,gRNA_CDK7_targ_18_20
Reference,1.88679245,98.11320755,2030,2019,265,5,260,0,6,9,254,0,1,251,5,0,2,1,gRNA_CDK7_targ_18_21
HDR,0.0,100.0,2030,2019,1319,0,1319,0,0,6,1317,0,2,1313,0,0,4,0,gRNA_CDK7_targ_18_21
Reference,3.24675325,96.75324675,2030,2019,154,5,149,0,6,9,143,0,1,140,5,0,2,1,gRNA_CDK7_targ_18_22
HDR,0.0,100.0,2030,2019,1240,0,1240,0,0,6,1238,0,2,1234,0,0,4,0,gRNA_CDK7_targ_18_22
Reference,3.20512821,96.79487179,2030,2019,156,5,151,0,0,1,150,0,1,150,0,0,0,0,gRNA_CDK7_targ_18_23
HDR,10.72796935,89.27203065,2030,2019,1827,196,1631,0,84,201,1459,0,90,1430,82,0,27,2,gRNA_CDK7_targ_18_23
Reference,3.33333333,96.66666667,2030,2019,150,5,145,0,6,9,139,0,1,136,5,0,2,1,gRNA_CDK7_targ_18_24
HDR,61.97094125,38.02905875,2030,2019,1583,981,602,0,84,91,598,0,4,511,0,0,3,84,gRNA_CDK7_targ_18_24
Reference,56.80473373,43.19526627,2502,2502,338,192,146,0,4,47,142,3,1,95,0,1,46,0,gRNA_CDK7_targ_19_25
HDR,0.05263158,99.94736842,2502,2502,1900,1,1899,0,6,4,1897,0,2,1889,0,6,2,0,gRNA_CDK7_targ_19_25
Reference,48.12030075,51.87969925,2502,2502,399,192,207,0,0,47,206,0,1,160,0,0,46,0,gRNA_CDK7_targ_19_26
HDR,0.0,100.0,2502,2502,2068,0,2068,0,6,6,2066,0,2,2056,0,6,4,0,gRNA_CDK7_targ_19_26
Reference,48.12030075,51.87969925,2502,2502,399,192,207,0,0,47,206,0,1,160,0,0,46,0,gRNA_CDK7_targ_19_27
HDR,78.28185328,21.71814672,2502,2502,2072,1622,450,0,6,6,440,6,4,438,0,0,2,0,gRNA_CDK7_targ_19_27
Reference,4.23728814,95.76271186,1123,1065,354,15,339,0,44,45,339,0,0,294,0,0,1,44,gRNA_CDK7_targ_20_28
HDR,6.07344633,93.92655367,1123,1065,708,43,665,0,0,41,665,0,0,624,0,0,41,0,gRNA_CDK7_targ_20_28
Reference,12.0,88.0,1123,1065,125,15,110,0,44,44,110,0,0,66,0,0,0,44,gRNA_CDK7_targ_20_29
HDR,14.11451398,85.88548602,1123,1065,751,106,645,0,0,42,644,0,1,603,0,0,41,0,gRNA_CDK7_targ_20_29
Reference,7.14285714,92.85714286,1123,1065,210,15,195,0,44,44,195,0,0,151,0,0,0,44,gRNA_CDK7_targ_20_30
HDR,58.0060423,41.9939577,1123,1065,662,384,278,0,0,41,238,0,40,237,0,0,1,0,gRNA_CDK7_targ_20_30
Reference,22.3628692,77.6371308,1216,1193,237,53,184,0,87,45,136,46,2,52,0,41,43,0,gRNA_CDK7_targ_23_31
HDR,78.26617827,21.73382173,1216,1193,819,641,178,0,8,29,169,8,1,141,0,0,28,0,gRNA_CDK7_targ_23_31
Reference,32.60869565,67.39130435,1247,1247,138,45,93,0,0,0,93,0,0,93,0,0,0,0,gRNA_CDK7_targ_24_32
HDR,55.0,45.0,1247,1247,1020,561,459,0,0,0,459,0,0,459,0,0,0,0,gRNA_CDK7_targ_24_32
Reference,29.57746479,70.42253521,1331,1330,710,210,500,0,0,0,500,0,0,500,0,0,0,0,gRNA_CDK7_targ_28_33
HDR,65.96491228,34.03508772,1331,1330,570,376,194,0,0,0,194,0,0,194,0,0,0,0,gRNA_CDK7_targ_28_33
Reference,2.43523316,97.56476684,2251,2251,1930,47,1883,0,104,25,1761,100,22,1754,0,4,3,0,gRNA_CDK7_targ_29_34
