Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.92592593,99.07407407,695,695,108,1,107,0,0,0,107,0,0,107,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,695,695,545,0,545,0,0,1,545,0,0,544,0,0,1,0,gRNA_CDK7_targ_2_1
Reference,50.0,50.0,695,695,2,1,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,12.30101302,87.69898698,695,695,691,85,606,0,0,1,606,0,0,605,0,0,1,0,gRNA_CDK7_targ_2_2
Reference,25.0,75.0,695,695,4,1,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,81.09028961,18.90971039,695,695,587,476,111,0,0,1,110,0,1,110,0,0,0,0,gRNA_CDK7_targ_2_3
Reference,,,86,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,72.61904762,27.38095238,86,85,84,61,23,0,1,0,22,1,0,22,0,0,0,0,gRNA_CDK7_targ_3_4
Reference,2.85551114,97.14448886,3743,3743,1751,50,1701,0,0,128,1578,0,123,1573,0,0,5,0,gRNA_CDK7_targ_4_5
HDR,47.77415852,52.22584148,3743,3743,1842,880,962,0,0,1,961,0,1,961,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,33.33333333,66.66666667,404,404,3,1,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,0.0,100.0,404,404,401,0,401,0,0,0,401,0,0,401,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,0.0,100.0,1802,1801,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_7_7
HDR,8.4538376,91.5461624,1802,1801,1798,152,1646,0,121,126,1645,0,1,1520,0,0,4,121,gRNA_CDK7_targ_7_7
Reference,0.0,100.0,1802,1801,250,0,250,0,0,0,250,0,0,250,0,0,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,1802,1801,1434,0,1434,0,5,10,1433,0,1,1424,0,0,4,5,gRNA_CDK7_targ_7_8
Reference,,,1802,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_7_9
HDR,43.41935484,56.58064516,1802,1801,1550,673,877,0,121,126,873,0,4,751,0,0,1,121,gRNA_CDK7_targ_7_9
Reference,46.8373494,53.1626506,1584,1584,664,311,353,0,0,0,353,0,0,353,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,18.88646288,81.11353712,1584,1584,916,173,743,0,0,2,743,0,0,741,0,0,2,0,gRNA_CDK7_targ_8_10
Reference,16.66666667,83.33333333,408,408,42,7,35,0,22,20,35,0,0,13,0,2,0,20,gRNA_CDK7_targ_9_11
HDR,33.60655738,66.39344262,408,408,366,123,243,0,0,0,243,0,0,243,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,61.53846154,38.46153846,332,332,13,8,5,0,0,0,5,0,0,5,0,0,0,0,gRNA_CDK7_targ_10_12
HDR,64.57680251,35.42319749,332,332,319,206,113,0,59,0,62,51,0,54,0,8,0,0,gRNA_CDK7_targ_10_12
Reference,65.97222222,34.02777778,3168,3168,144,95,49,0,0,0,49,0,0,49,0,0,0,0,gRNA_CDK7_targ_13_13
HDR,24.85109199,75.14890801,3168,3168,3022,751,2271,0,2,2,2268,2,1,2267,0,0,1,0,gRNA_CDK7_targ_13_13
Reference,0.0,100.0,121,121,3,0,3,0,0,0,3,0,0,3,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,0.86206897,99.13793103,121,121,116,1,115,0,0,0,115,0,0,115,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,26.88172043,73.11827957,629,629,93,25,68,0,0,0,68,0,0,68,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,0.0,100.0,629,629,533,0,533,0,16,66,467,16,50,451,0,0,16,0,gRNA_CDK7_targ_15_15
Reference,16.33237822,83.66762178,1586,1586,698,114,584,0,3,2,582,0,1,580,1,2,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,1586,1586,798,0,798,0,0,0,798,0,0,798,0,0,0,0,gRNA_CDK7_targ_16_16
Reference,27.31755424,72.68244576,3195,3195,3042,831,2211,0,0,2,2211,0,0,2209,0,0,2,0,gRNA_CDK7_targ_17_17
HDR,19.58762887,80.41237113,3195,3195,97,19,78,0,0,0,78,0,0,78,0,0,0,0,gRNA_CDK7_targ_17_17
