Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,0.20263425,99.79736575,1616,1616,987,2,985,0,17,1,968,16,0,968,1,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,1616,1616,625,0,625,0,0,179,458,0,167,446,0,0,12,0,gRNA_CDK7_targ_2_1
Reference,10.0,90.0,1616,1616,20,2,18,0,17,1,1,16,0,1,1,0,0,0,gRNA_CDK7_targ_2_2
HDR,51.0230179,48.9769821,1616,1616,1564,798,766,0,0,179,599,0,167,587,0,0,12,0,gRNA_CDK7_targ_2_2
Reference,4.0,96.0,1616,1616,50,2,48,0,17,1,31,16,0,31,1,0,0,0,gRNA_CDK7_targ_2_3
HDR,60.12759171,39.87240829,1616,1616,627,377,250,0,0,179,83,0,167,71,0,0,12,0,gRNA_CDK7_targ_2_3
Reference,0.0,100.0,411,411,70,0,70,0,0,0,70,0,0,70,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,66.92607004,33.07392996,411,411,257,172,85,0,1,0,85,0,0,84,0,1,0,0,gRNA_CDK7_targ_3_4
Reference,7.9218107,92.0781893,1693,1693,972,77,895,0,1,1,895,0,0,893,0,1,1,0,gRNA_CDK7_targ_4_5
HDR,77.65363128,22.34636872,1693,1693,716,556,160,0,0,0,160,0,0,160,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,1.19047619,98.80952381,1010,1010,84,1,83,0,0,0,83,0,0,83,0,0,0,0,gRNA_CDK7_targ_5_6
HDR,0.37267081,99.62732919,1010,1010,805,3,802,0,0,0,802,0,0,802,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,4.44444444,95.55555556,783,783,45,2,43,0,25,10,16,23,4,8,0,2,6,0,gRNA_CDK7_targ_7_7
HDR,28.41781874,71.58218126,783,783,651,185,466,0,0,1,465,0,1,465,0,0,0,0,gRNA_CDK7_targ_7_7
Reference,0.63694268,99.36305732,783,783,314,2,312,0,0,10,308,0,4,302,0,0,6,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,783,783,357,0,357,0,0,0,357,0,0,357,0,0,0,0,gRNA_CDK7_targ_7_8
Reference,9.52380952,90.47619048,783,783,21,2,19,0,0,10,15,0,4,9,0,0,6,0,gRNA_CDK7_targ_7_9
HDR,67.40947075,32.59052925,783,783,359,242,117,0,0,0,117,0,0,117,0,0,0,0,gRNA_CDK7_targ_7_9
Reference,0.0,100.0,1062,1062,658,0,658,0,0,1,658,0,0,657,0,0,1,0,gRNA_CDK7_targ_8_10
HDR,48.8372093,51.1627907,1062,1062,387,189,198,0,0,0,198,0,0,198,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,56.74157303,43.25842697,659,366,178,101,77,0,5,4,73,0,0,72,4,1,0,0,gRNA_CDK7_targ_9_11
HDR,89.50276243,10.49723757,659,366,181,162,19,0,0,0,19,0,0,19,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,60.0,40.0,426,426,10,6,4,0,1,1,3,0,0,3,1,0,0,0,gRNA_CDK7_targ_10_12
HDR,84.61538462,15.38461538,426,426,416,352,64,0,0,0,64,0,0,64,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,29.30914166,70.69085834,5696,5515,1433,420,1013,0,0,0,1013,0,0,1013,0,0,0,0,gRNA_CDK7_targ_13_13
HDR,88.67998433,11.32001567,5696,5515,2553,2264,289,0,0,0,289,0,0,289,0,0,0,0,gRNA_CDK7_targ_13_13
Reference,33.33333333,66.66666667,507,507,3,1,2,0,1,0,2,0,0,1,0,1,0,0,gRNA_CDK7_targ_14_14
HDR,64.7597254,35.2402746,507,507,437,283,154,0,0,0,154,0,0,154,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,33.33333333,66.66666667,960,950,6,2,4,0,0,0,4,0,0,4,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,27.71084337,72.28915663,960,950,830,230,600,0,0,0,600,0,0,600,0,0,0,0,gRNA_CDK7_targ_15_15
Reference,1.90677966,98.09322034,1473,1473,944,18,926,0,2,0,924,2,0,924,0,0,0,0,gRNA_CDK7_targ_16_16
HDR,44.46564885,55.53435115,1473,1473,524,233,291,0,0,0,291,0,0,291,0,0,0,0,gRNA_CDK7_targ_16_16
Reference,24.375,75.625,162,161,160,39,121,0,0,0,121,0,0,121,0,0,0,0,gRNA_CDK7_targ_17_17
HDR,,,162,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.35128806,99.64871194,2990,2988,854,3,851,0,1,436,659,1,191,414,0,0,245,0,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,2990,2988,1993,0,1993,0,3,2,1993,0,0,1988,0,3,2,0,gRNA_CDK7_targ_18_18
Reference,1.35135135,98.64864865,2990,2988,222,3,219,0,1,215,27,1,191,3,0,0,24,0,gRNA_CDK7_targ_18_19
HDR,1.16629044,98.83370956,2990,2988,2658,31,2627,0,3,223,2440,0,187,2401,0,3,36,0,gRNA_CDK7_targ_18_19
Reference,1.01010101,98.98989899,2990,2988,297,3,294,0,1,215,102,1,191,78,0,0,24,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,2990,2988,2612,0,2612,0,3,223,2425,0,187,2386,0,3,36,0,gRNA_CDK7_targ_18_20
Reference,0.94637224,99.05362776,2990,2988,317,3,314,0,1,216,122,1,191,97,0,0,25,0,gRNA_CDK7_targ_18_21
