Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,2.94117647,97.05882353,878,877,68,2,66,0,0,0,66,0,0,66,0,0,0,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,878,877,808,0,808,0,0,508,369,0,439,300,0,0,69,0,gRNA_CDK7_targ_2_1
Reference,50.0,50.0,878,877,4,2,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_CDK7_targ_2_2
HDR,5.15222482,94.84777518,878,877,854,44,810,0,0,508,371,0,439,302,0,0,69,0,gRNA_CDK7_targ_2_2
Reference,10.52631579,89.47368421,878,877,19,2,17,0,0,0,17,0,0,17,0,0,0,0,gRNA_CDK7_targ_2_3
HDR,32.3019802,67.6980198,878,877,808,261,547,0,0,508,105,0,442,39,0,0,66,0,gRNA_CDK7_targ_2_3
Reference,,,476,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,56.08591885,43.91408115,476,476,419,235,184,0,0,1,183,0,1,183,0,0,0,0,gRNA_CDK7_targ_3_4
Reference,33.91739675,66.08260325,1013,1013,799,271,528,0,0,0,528,0,0,528,0,0,0,0,gRNA_CDK7_targ_4_5
HDR,9.64912281,90.35087719,1013,1013,114,11,103,0,0,0,103,0,0,103,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,0.0,100.0,270,269,2,0,2,0,0,1,2,0,0,1,0,0,1,0,gRNA_CDK7_targ_5_6
HDR,0.38022814,99.61977186,270,269,263,1,262,0,0,1,262,0,0,261,0,0,1,0,gRNA_CDK7_targ_5_6
Reference,0.0,100.0,1859,1577,5,0,5,0,0,0,5,0,0,5,0,0,0,0,gRNA_CDK7_targ_7_7
HDR,0.0,100.0,1859,1577,1460,0,1460,0,1,0,1459,1,0,1459,0,0,0,0,gRNA_CDK7_targ_7_7
Reference,0.0,100.0,1859,1577,6,0,6,0,0,0,6,0,0,6,0,0,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,1859,1577,1274,0,1274,0,0,0,1274,0,0,1274,0,0,0,0,gRNA_CDK7_targ_7_8
Reference,0.0,100.0,1859,1577,5,0,5,0,0,0,5,0,0,5,0,0,0,0,gRNA_CDK7_targ_7_9
HDR,23.35252719,76.64747281,1859,1577,1563,365,1198,0,1,0,1197,1,0,1197,0,0,0,0,gRNA_CDK7_targ_7_9
Reference,26.04790419,73.95209581,569,569,334,87,247,0,0,0,247,0,0,247,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,52.72727273,47.27272727,569,569,110,58,52,0,0,0,52,0,0,52,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,33.33333333,66.66666667,637,636,3,1,2,0,0,0,2,0,0,2,0,0,0,0,gRNA_CDK7_targ_9_11
HDR,87.5,12.5,637,636,632,553,79,0,0,0,79,0,0,79,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,0.0,100.0,973,973,3,0,3,0,2,1,2,0,0,1,1,1,0,0,gRNA_CDK7_targ_10_12
HDR,85.74380165,14.25619835,973,973,968,830,138,0,0,1,137,0,1,137,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,1.40449438,98.59550562,1746,1746,356,5,351,0,0,0,351,0,0,351,0,0,0,0,gRNA_CDK7_targ_13_13
HDR,47.35557364,52.64442636,1746,1746,1229,582,647,0,0,0,647,0,0,647,0,0,0,0,gRNA_CDK7_targ_13_13
Reference,0.0,100.0,1352,1352,891,0,891,0,888,1,890,1,0,3,0,886,0,1,gRNA_CDK7_targ_14_14
HDR,76.69902913,23.30097087,1352,1352,103,79,24,0,0,0,24,0,0,24,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,18.75,81.25,372,372,32,6,26,0,0,0,26,0,0,26,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,0.0,100.0,372,372,333,0,333,0,0,0,333,0,0,333,0,0,0,0,gRNA_CDK7_targ_15_15
Reference,30.92783505,69.07216495,111,111,97,30,67,0,2,1,65,1,1,64,0,1,0,0,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,111,111,12,0,12,0,0,0,12,0,0,12,0,0,0,0,gRNA_CDK7_targ_16_16
Reference,24.97665733,75.02334267,2157,2157,2142,535,1607,0,33,5,1606,0,1,1573,0,29,0,4,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,2157,2157,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.0,100.0,2221,2221,1694,0,1694,0,3,1,1693,1,0,1690,0,2,1,0,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,2221,2221,459,0,459,0,0,0,459,0,0,459,0,0,0,0,gRNA_CDK7_targ_18_18
Reference,0.0,100.0,2221,2221,2,0,2,0,1,0,1,1,0,1,0,0,0,0,gRNA_CDK7_targ_18_19
HDR,11.15124153,88.84875847,2221,2221,2215,247,1968,0,3,1,1968,0,0,1964,0,3,1,0,gRNA_CDK7_targ_18_19
Reference,0.0,100.0,2221,2221,290,0,290,0,1,0,289,1,0,289,0,0,0,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,2221,2221,1637,0,1637,0,3,1,1637,0,0,1633,0,3,1,0,gRNA_CDK7_targ_18_20
Reference,0.0,100.0,2221,2221,5,0,5,0,1,0,4,1,0,4,0,0,0,0,gRNA_CDK7_targ_18_21
HDR,0.0,100.0,2221,2221,526,0,526,0,1,0,526,0,0,525,0,1,0,0,gRNA_CDK7_targ_18_21
Reference,0.0,100.0,2221,2221,518,0,518,0,1,0,517,1,0,517,0,0,0,0,gRNA_CDK7_targ_18_22
