Amplicon,Unmodified%,Modified%,Reads_in_input,Reads_aligned_all_amplicons,Reads_aligned,Unmodified,Modified,Discarded,Insertions,Deletions,Substitutions,Only Insertions,Only Deletions,Only Substitutions,Insertions and Deletions,Insertions and Substitutions,Deletions and Substitutions,Insertions Deletions and Substitutions,Guide_ID
Reference,21.89189189,78.10810811,2480,2480,1110,243,867,0,8,266,692,0,175,593,0,8,91,0,gRNA_CDK7_targ_2_1
HDR,0.0,100.0,2480,2480,1107,0,1107,0,0,137,979,0,128,970,0,0,9,0,gRNA_CDK7_targ_2_1
Reference,33.79694019,66.20305981,2480,2480,719,243,476,0,8,265,301,0,175,203,0,8,90,0,gRNA_CDK7_targ_2_2
HDR,8.46102598,91.53897402,2480,2480,1501,127,1374,0,0,137,1246,0,128,1237,0,0,9,0,gRNA_CDK7_targ_2_2
Reference,24.9486653,75.0513347,2480,2480,974,243,731,0,8,266,556,0,175,457,0,8,91,0,gRNA_CDK7_targ_2_3
HDR,57.52923977,42.47076023,2480,2480,1368,787,581,0,0,137,453,0,128,444,0,0,9,0,gRNA_CDK7_targ_2_3
Reference,0.0,100.0,824,824,161,0,161,0,0,0,161,0,0,161,0,0,0,0,gRNA_CDK7_targ_3_4
HDR,43.73177843,56.26822157,824,824,343,150,193,0,0,0,193,0,0,193,0,0,0,0,gRNA_CDK7_targ_3_4
Reference,16.38321995,83.61678005,5018,5018,1764,289,1475,0,221,1,1281,193,1,1253,0,28,0,0,gRNA_CDK7_targ_4_5
HDR,18.77758913,81.22241087,5018,5018,2945,553,2392,0,0,0,2392,0,0,2392,0,0,0,0,gRNA_CDK7_targ_4_5
Reference,1.67364017,98.32635983,1042,1041,239,4,235,0,1,0,235,0,0,234,0,1,0,0,gRNA_CDK7_targ_5_6
HDR,0.12626263,99.87373737,1042,1041,792,1,791,0,0,1,790,0,1,790,0,0,0,0,gRNA_CDK7_targ_5_6
Reference,0.0,100.0,1905,1905,199,0,199,0,12,186,4,12,183,1,0,0,3,0,gRNA_CDK7_targ_7_7
HDR,0.05875441,99.94124559,1905,1905,1702,1,1701,0,17,0,1684,17,0,1684,0,0,0,0,gRNA_CDK7_targ_7_7
Reference,0.0,100.0,1905,1905,33,0,33,0,29,0,21,12,0,4,0,17,0,0,gRNA_CDK7_targ_7_8
HDR,0.0,100.0,1905,1905,1681,0,1681,0,0,0,1681,0,0,1681,0,0,0,0,gRNA_CDK7_targ_7_8
Reference,0.0,100.0,1905,1905,200,0,200,0,12,186,5,12,183,2,0,0,3,0,gRNA_CDK7_targ_7_9
HDR,47.71513353,52.28486647,1905,1905,1685,804,881,0,0,0,881,0,0,881,0,0,0,0,gRNA_CDK7_targ_7_9
Reference,18.87323944,81.12676056,1950,1948,355,67,288,0,0,0,288,0,0,288,0,0,0,0,gRNA_CDK7_targ_8_10
HDR,19.25872093,80.74127907,1950,1948,1376,265,1111,0,0,0,1111,0,0,1111,0,0,0,0,gRNA_CDK7_targ_8_10
Reference,44.03341289,55.96658711,2213,2213,838,369,469,0,181,148,300,23,0,288,146,10,0,2,gRNA_CDK7_targ_9_11
HDR,69.12972085,30.87027915,2213,2213,1218,842,376,0,0,0,376,0,0,376,0,0,0,0,gRNA_CDK7_targ_9_11
Reference,73.01587302,26.98412698,1088,1088,189,138,51,0,0,0,51,0,0,51,0,0,0,0,gRNA_CDK7_targ_10_12
HDR,78.7541713,21.2458287,1088,1088,899,708,191,0,0,0,191,0,0,191,0,0,0,0,gRNA_CDK7_targ_10_12
Reference,15.64945227,84.35054773,2513,2513,639,100,539,0,2,0,539,0,0,537,0,2,0,0,gRNA_CDK7_targ_13_13
HDR,45.7375834,54.2624166,2513,2513,1349,617,732,0,0,1,731,0,1,731,0,0,0,0,gRNA_CDK7_targ_13_13
Reference,71.42857143,28.57142857,342,342,35,25,10,0,0,0,10,0,0,10,0,0,0,0,gRNA_CDK7_targ_14_14
HDR,70.38461538,29.61538462,342,342,260,183,77,0,0,0,77,0,0,77,0,0,0,0,gRNA_CDK7_targ_14_14
Reference,21.91780822,78.08219178,2139,2139,219,48,171,0,0,0,171,0,0,171,0,0,0,0,gRNA_CDK7_targ_15_15
HDR,17.88743254,82.11256746,2139,2139,1297,232,1065,0,2,3,1065,0,0,1060,0,2,3,0,gRNA_CDK7_targ_15_15
Reference,0.0,100.0,1561,1561,995,0,995,0,213,320,732,0,263,464,0,211,55,2,gRNA_CDK7_targ_16_16
HDR,0.0,100.0,1561,1561,308,0,308,0,145,1,223,84,0,163,1,60,0,0,gRNA_CDK7_targ_16_16
Reference,18.02796174,81.97203826,1363,1363,1359,245,1114,0,136,0,994,120,0,978,0,16,0,0,gRNA_CDK7_targ_17_17
HDR,0.0,100.0,1363,1363,1,0,1,0,0,0,1,0,0,1,0,0,0,0,gRNA_CDK7_targ_17_17
Reference,0.85638999,99.14361001,2742,2742,1518,13,1505,0,225,2,1493,12,0,1278,0,213,2,0,gRNA_CDK7_targ_18_18
HDR,0.0,100.0,2742,2742,1172,0,1172,0,0,3,1172,0,0,1169,0,0,3,0,gRNA_CDK7_targ_18_18
Reference,14.60674157,85.39325843,2742,2742,89,13,76,0,12,0,64,12,0,64,0,0,0,0,gRNA_CDK7_targ_18_19
HDR,0.0,100.0,2742,2742,2279,0,2279,0,214,3,2082,197,0,2062,0,17,3,0,gRNA_CDK7_targ_18_19
Reference,3.43007916,96.56992084,2742,2742,379,13,366,0,180,2,366,0,0,184,0,180,2,0,gRNA_CDK7_targ_18_20
HDR,0.0,100.0,2742,2742,2129,0,2129,0,2,3,2128,1,0,2124,0,1,3,0,gRNA_CDK7_targ_18_20
Reference,6.16113744,93.83886256,2742,2742,211,13,198,0,13,2,186,12,0,183,0,1,2,0,gRNA_CDK7_targ_18_21
HDR,0.08176615,99.91823385,2742,2742,1223,1,1222,0,2,3,1222,0,0,1217,0,2,3,0,gRNA_CDK7_targ_18_21
Reference,3.05882353,96.94117647,2742,2742,425,13,412,0,225,2,400,12,0,185,0,213,2,0,gRNA_CDK7_targ_18_22
HDR,0.0,100.0,2742,2742,1176,0,1176,0,1,3,1176,0,0,1172,0,1,3,0,gRNA_CDK7_targ_18_22
Reference,6.59898477,93.40101523,2742,2742,197,13,184,0,0,2,184,0,0,182,0,0,2,0,gRNA_CDK7_targ_18_23
HDR,40.91875798,59.08124202,2742,2742,2351,962,1389,0,35,3,1356,33,0,1351,0,2,3,0,gRNA_CDK7_targ_18_23
Reference,3.35051546,96.64948454,2742,2742,388,13,375,0,191,2,363,12,0,182,0,179,2,0,gRNA_CDK7_targ_18_24
HDR,29.33045356,70.66954644,2742,2742,2315,679,1636,0,1,3,1633,1,2,1632,0,0,1,0,gRNA_CDK7_targ_18_24
Reference,60.60606061,39.39393939,3083,3083,132,80,52,0,20,19,32,1,0,32,19,0,0,0,gRNA_CDK7_targ_19_25
HDR,0.03513703,99.96486297,3083,3083,2846,1,2845,0,1,1,2844,0,1,2843,0,1,0,0,gRNA_CDK7_targ_19_25
Reference,59.70149254,40.29850746,3083,3083,134,80,54,0,19,19,35,0,0,35,19,0,0,0,gRNA_CDK7_targ_19_26
