gRNA_id,Gene,T0_REP1,T0_REP2,T0_REP3,LFC_avg_T0,LFC_median_T0,Plasmid_RPM,p_high_unadjusted_T0,p_low_unadjusted_T0,FDR_high_T0,FDR_low_T0,p_unadjusted_T0,FDR_T0,DMSO_REP1,DMSO_REP2,DMSO_REP3,LFC_avg_DMSO,LFC_median_DMSO,p_high_unadjusted_DMSO,p_low_unadjusted_DMSO,FDR_high_DMSO,FDR_low_DMSO,p_unadjusted_DMSO,FDR_DMSO,WT_perc,Top_HGVSp,Top_HGVSp_%,Codon_1
gRNA_CDK7_targ_17,CDK7,-0.3722339262076803,0.22098382884575277,0.020617648566611368,-0.043544149598438726,0.020617648566611368,337.9537328321011,0.18844226057735466,0.9490938480488103,0.6471036117939348,0.9999999459538456,0.18844226057735466,0.6471036117939348,0.2598353717116611,0.24284802624175536,-0.3394441550018362,0.05441308098386007,0.24284802624175536,0.1677323791897952,0.9298775103114375,0.471790118651242,0.9999999460777573,0.1677323791897952,0.471790118651242,77.1381175338889,L18F,6.208467073039057,18.0
gRNA_CDK7_targ_18,CDK7,0.8319507827248319,-0.19173793127351313,0.5577244469531006,0.39931243280147316,0.5577244469531006,416.33296136546966,0.07703994825232656,0.9817177498207941,0.3986704811517693,0.9999999459538456,0.07703994825232656,0.3986704811517693,0.2795479809499837,0.27840211809683474,0.6691267883281039,0.4090256291249741,0.2795479809499837,0.021117771719517543,0.9957394548149847,0.13148032141799162,0.9999999460777573,0.021117771719517543,0.13148032141799162,4.652859594878266,L18F,62.92843088589729,18.0
gRNA_CDK7_targ_19,CDK7,0.6117512583925899,0.7198814419694735,0.13869568941846738,0.49010946326017696,0.6117512583925899,483.56089053636447,0.0668627769173708,0.9878658230422206,0.3720717141069135,0.9999999459538456,0.0668627769173708,0.3720717141069135,-0.0031332520189389598,-0.01299392423200245,0.5429502980218832,0.1756077072569806,-0.0031332520189389598,0.08620945438392157,0.9701125764586178,0.3176137793091847,0.9999999460777573,0.08620945438392157,0.3176137793091847,3.358015013505338,L18F,64.54997827216877,18.0
gRNA_CDK7_targ_20,CDK7,-0.08253158875674274,-0.004054104958797355,-0.2640380352561574,-0.11687457632389915,-0.08253158875674274,370.207132184328,0.2137150641004414,0.9433696087659312,0.6978972787012021,0.9999999459538456,0.2137150641004414,0.6978972787012021,-0.8111487040850841,-0.7969452330896144,0.45459096892823436,-0.38450098941548805,-0.7969452330896144,0.3577927523255938,0.5474996211025738,0.7108982633543458,0.9999999460777573,0.3577927523255938,0.7108982633543458,20.8253616321276,L18F,57.18883544620666,18.0
gRNA_CDK7_targ_21,CDK7,0.2560791848193573,0.2816744677626716,0.44466479542441034,0.32747281600214645,0.2816744677626716,390.6689661819773,0.09761220140711993,0.9816491483131953,0.4574592770663122,0.9999999459538456,0.09761220140711993,0.4574592770663122,-0.2491138724553976,-0.25625651582964865,0.610860981877772,0.03516353119757528,-0.2491138724553976,0.12799650672835805,0.9002857863532164,0.40964884333929363,0.9999999460777573,0.12799650672835805,0.40964884333929363,56.2285838212969,L18F,26.54304923010193,18.0
gRNA_CDK7_targ_22,CDK7,-2.747961836934127,-2.981784390628148,-2.0225948453673657,-2.584113690976547,-2.747961836934127,205.81883871168773,0.9564098613449665,0.16398739159990067,0.99999800387003,0.8214414294820712,0.16398739159990067,0.8214414294820712,-0.7666875573435253,-0.769965155244109,-2.57484647659626,-1.3704997297279649,-0.769965155244109,0.9531101036483403,0.09472741822983599,0.9999989776869311,0.9999999460777573,0.09472741822983599,0.9999989776869311,65.09302822925578,L18F,22.61281009409752,18.0
gRNA_CDK7_targ_23,CDK7,1.5577438160770087,1.3632743442047657,1.751912487861284,1.5576435493810195,1.5577438160770087,759.4621776337428,0.0007987430653008132,0.9999543360652058,0.02725710710339025,0.9999999459538456,0.0007987430653008132,0.02725710710339025,0.17640741010405558,0.13604254558495144,1.137734508923747,0.4833948215375847,0.17640741010405558,0.01245229609968301,0.9903021232364829,0.0996163433756649,0.9999999460777573,0.01245229609968301,0.0996163433756649,12.940765299857368,Q22*,72.82817119593452,22.0
gRNA_CDK7_targ_24,CDK7,-0.3553043101968262,-1.1004287310637628,-0.45886174320531153,-0.6381982614886336,-0.45886174320531153,556.6579246348771,0.434542049323549,0.817105962985677,0.9816180049634987,0.9999999459538456,0.434542049323549,0.9816180049634987,-0.18854873898813074,-0.10154732085818363,-0.06304604457087916,-0.11771403480573117,-0.10154732085818363,0.34807341336196856,0.881548356383521,0.7007672702641402,0.9999999460777573,0.34807341336196856,0.7007672702641402,11.852916314454776,Q22*,77.77430262045647,22.0
gRNA_CDK7_targ_25,CDK7,-0.7314671835465367,-1.9987277812930353,-1.8340924756322323,-1.5214291468239347,-1.8340924756322323,388.05454671422024,0.7511201853433634,0.4944895137218417,0.99999800387003,0.9999999459538456,0.4944895137218417,0.99999800387003,0.18832923738718318,0.23254603653532596,-0.8721022064585001,-0.150408977511997,0.18832923738718318,0.2529959085918263,0.7637885458757557,0.5985085185924487,0.9999999460777573,0.2529959085918263,0.5985085185924487,83.46414555833036,Q22*,13.674124662351565,22.0
gRNA_CDK7_targ_26,CDK7,0.009753542130404972,-0.7326645297513543,-0.7384362440071329,-0.4871157438760274,-0.7326645297513543,582.908830311131,0.3569591882527736,0.8601977022586899,0.8968408678396682,0.9999999459538456,0.3569591882527736,0.8968408678396682,-0.3649728396924023,-0.4200128266000798,-1.3050657478336996,-0.6966838047087273,-0.4200128266000798,0.7858026608985702,0.3856981415565804,0.9922485033548089,0.9999999460777573,0.3856981415565804,0.9922485033548089,97.84080867103104,Q22*,1.705170517051705,22.0
gRNA_CDK7_targ_27,CDK7,-1.5127893996345918,-3.1811287267438955,-2.147992185013097,-2.2806367704638615,-2.147992185013097,275.3410543542876,0.9132754223176555,0.22899414271749666,0.99999800387003,0.9443414042579545,0.22899414271749666,0.9443414042579545,0.34421632330360424,0.2867926248425523,-0.6132175720331944,0.005930458704320703,0.2867926248425523,0.14892793648141886,0.8757421794927014,0.4482615949220215,0.9999999460777573,0.14892793648141886,0.4482615949220215,79.15908028136784,A24V,14.331054930404242,24.0
gRNA_CDK7_targ_28,CDK7,-2.636513627192996,-4.501498803757308,-1.6478003340626708,-2.9286042550043248,-2.636513627192996,216.56997182909666,0.953930402896737,0.09816174342931908,0.99999800387003,0.6767211100051542,0.09816174342931908,0.6767211100051542,-0.41563797596787533,-0.485094527932756,-1.574249014746688,-0.8249938395491064,-0.485094527932756,0.8346172321050779,0.27822887655983153,0.9999989776869311,0.9999999460777573,0.27822887655983153,0.9999989776869311,64.06463618411058,A24V,31.47121373234088,24.0
gRNA_CDK7_targ_29,CDK7,-0.23337914003131088,-1.380990569927075,-2.083648395070109,-1.232672701676165,-1.380990569927075,300.55152779337317,0.6215322146937368,0.5839002139023122,0.99999800387003,0.9999999459538456,0.5839002139023122,0.99999800387003,-0.09237962224743233,-0.035943971205673754,0.15201065233465763,0.007895686293850512,-0.035943971205673754,0.23078810631399194,0.93330506259602,0.5712162558814124,0.9999999460777573,0.23078810631399194,0.5712162558814124,63.11497015272501,T25I,15.0686099697651,25.0
gRNA_CDK7_targ_30,CDK7,-0.7161520146498811,-3.030762954584702,1.228384770965628,-0.8395100660896517,-0.7161520146498811,135.65635707698405,0.21163581523781108,0.5687221546666485,0.6952656746079715,0.9999999459538456,0.21163581523781108,0.6952656746079715,0.24995834045928444,0.3528369324157777,-0.9284333937731427,-0.10854604029936021,0.24995834045928444,0.18251524284588974,0.7663151513417608,0.5007704652957579,0.9999999460777573,0.18251524284588974,0.5007704652957579,55.77118586629916,T25I,36.08996227097124,25.0
gRNA_CDK7_targ_31,CDK7,-0.7435012274880326,-2.9591724512382456,-2.2168440513022474,-1.9731725766761752,-2.2168440513022474,249.09014867803347,0.8301818529803876,0.3098550049661525,0.99999800387003,0.9999999459538456,0.3098550049661525,0.99999800387003,-0.8846663848298445,-0.7256073273587562,-0.19793756469829948,-0.6027370922956334,-0.7256073273587562,0.7623319046751871,0.4431651321559392,0.9802949127476499,0.9999999460777573,0.4431651321559392,0.9802949127476499,55.03721874471324,Y27*,19.037599390966,27.0
gRNA_CDK7_targ_32,CDK7,-2.917254358361797,-2.514062364664698,-2.637693917341758,-2.6896702134560844,-2.637693917341758,479.5592280857159,0.9672047335978322,0.14631181050860986,0.99999800387003,0.7898342318215726,0.14631181050860986,0.7898342318215726,-0.799802445226937,-0.8146964477616556,-3.4183641150794974,-1.6776210026893634,-0.8146964477616556,0.9630534971352959,0.0495688322530638,0.9999989776869311,0.9999999460777573,0.0495688322530638,0.9999989776869311,74.9275777276249,Q36*,8.073399130932732,36.0
gRNA_CDK7_targ_33,CDK7,-2.5860731067723908,-3.018116487621507,-1.9041287257115476,-2.502772773368482,-2.5860731067723908,291.3210264072106,0.9489391469666754,0.18005856094035969,0.99999800387003,0.8437983551594539,0.18005856094035969,0.8437983551594539,-0.36255278420697434,-0.36006791233827573,-3.339996981046583,-1.3542058925306109,-0.36255278420697434,0.8092475807172811,0.11464790374049987,0.9999989776869311,0.9999999460777573,0.11464790374049987,0.9999989776869311,94.15866599292572,T34I,2.391359272359778,34.0
gRNA_CDK7_targ_34,CDK7,-0.8210403030437678,-2.50696596647803,0.36285216857988417,-0.9883847003139713,-0.8210403030437678,220.41156778171924,0.4414074652841261,0.623951382038104,0.9853167458917942,0.9999999459538456,0.4414074652841261,0.9853167458917942,0.04714346082261253,-0.012850650480368878,-1.1135165141871644,-0.35974123461497354,-0.012850650480368878,0.4225780309662383,0.6282213776663119,0.7670465588682384,0.9999999460777573,0.4225780309662383,0.7670465588682384,64.46932176333347,Q36*,30.447996398018912,36.0
gRNA_CDK7_targ_35,CDK7,0.046987204017203736,-1.1147484571151933,-0.2793146964931835,-0.449025316530391,-0.2793146964931835,669.1313172477707,0.32926016514838985,0.8625413618042092,0.8684833341595211,0.9999999459538456,0.32926016514838985,0.8684833341595211,-0.35294348489134436,-0.35288823187577495,-0.3354147025266999,-0.34708213976460645,-0.35288823187577495,0.5979293369846308,0.7107637827771021,0.898374843130458,0.9999999460777573,0.5979293369846308,0.898374843130458,91.86251814650606,Q36*,4.981624619086855,36.0
gRNA_CDK7_targ_36,CDK7,-1.2964061657684778,-2.7499755401593378,-1.4402244668779633,-1.8288687242685933,-1.4402244668779633,244.7683532313331,0.835751458334896,0.36928600319810173,0.99999800387003,0.9999999459538456,0.36928600319810173,0.99999800387003,0.17792525207206747,0.17969614788564886,-1.09775784631781,-0.24671214878669787,0.17792525207206747,0.29910308987880324,0.677075300887334,0.6548126987723599,0.9999999460777573,0.29910308987880324,0.6548126987723599,75.87614581112769,A39V,18.858452355574503,39.0
gRNA_CDK7_targ_37,CDK7,-0.8729219976398569,-3.773045103931749,-2.143960138402355,-2.2633090799913202,-2.143960138402355,173.19195086406697,0.8657719562303832,0.21681804616788855,0.99999800387003,0.9253778566876162,0.21681804616788855,0.9253778566876162,-0.1497752670643154,-0.10116792816717385,-0.06257949586014362,-0.10450756369721094,-0.10116792816717385,0.3387702946338638,0.8872519123639536,0.6943265047676038,0.9999999460777573,0.3387702946338638,0.6943265047676038,47.21914565552588,A39V,45.557799639498775,39.0
gRNA_CDK7_targ_38,CDK7,-1.974836160331027,-3.485087096924735,-2.9479768955074257,-2.8026333842543956,-2.9479768955074257,193.6004293623743,0.9668408494121902,0.1189956155630928,0.99999800387003,0.7384565436864591,0.1189956155630928,0.7384565436864591,-0.7845694413273867,-0.6352109542759038,-2.6046947255090354,-1.3414917070374421,-0.7845694413273867,0.941765502760508,0.09948499432509703,0.9999989776869311,0.9999999460777573,0.09948499432509703,0.9999989776869311,99.77689419041307,K41N,0.1634636624696266,41.0
gRNA_CDK7_targ_39,CDK7,-2.8520851656919244,-0.24406444541120528,-1.731681665999579,-1.6092770923675694,-1.731681665999579,359.0825105715252,0.6953799171067265,0.42131094268804664,0.99999800387003,0.9999999459538456,0.42131094268804664,0.99999800387003,-0.3119453211942147,-0.32019530672342694,-1.249574032935561,-0.6272382202844008,-0.32019530672342694,0.7377625609738274,0.43653686249808044,0.976292676421982,0.9999999460777573,0.43653686249808044,0.976292676421982,77.89958852523372,I43M,17.055120170987394,43.0
gRNA_CDK7_targ_40,CDK7,-1.2864263299872933,-3.4277945486003354,-2.7376691912335547,-2.483963356607061,-2.7376691912335547,293.24182438352193,0.9271894466747781,0.17119261134330152,0.99999800387003,0.8301169253414088,0.17119261134330152,0.8301169253414088,-0.4788345832315291,-0.4147184882758883,-1.1644981784883974,-0.6860170833319383,-0.4788345832315291,0.80488451291335,0.40067629764786666,0.9986324666243003,0.9999999460777573,0.40067629764786666,0.9986324666243003,11.65563773193201,L45F,55.41326067211626,45.0
gRNA_CDK7_targ_41,CDK7,-0.800556550521302,-1.742374494145787,-1.2216424824255512,-1.2548578423642134,-1.2216424824255512,495.93936638370377,0.6867725776286391,0.60117453962511,0.99999800387003,0.9999999459538456,0.60117453962511,0.99999800387003,-0.4907648870097424,-0.38031709702279065,-0.34158838966853006,-0.40422345790035435,-0.38031709702279065,0.6544077199897729,0.653693956372025,0.9363380899224738,0.9999999460777573,0.653693956372025,0.9363380899224738,77.47882665940561,L45F,10.476336345535303,45.0
gRNA_CDK7_targ_42,CDK7,-0.9860280296794657,-1.3502933791158487,-1.802957004152203,-1.3797594709825056,-1.3502933791158487,312.2363821492667,0.7331741338639721,0.5548130327666956,0.99999800387003,0.9999999459538456,0.5548130327666956,0.99999800387003,-0.9179944283319718,-0.8845428141025183,-0.4574870210347113,-0.7533414211564006,-0.8845428141025183,0.8747271791920552,0.32532158488071905,0.9999989776869311,0.9999999460777573,0.32532158488071905,0.9999989776869311,31.06141698903079,S49L,38.8161729638069,49.0
gRNA_CDK7_targ_43,CDK7,-1.7821951915871626,-3.3497264103320377,-2.4959623143703755,-2.542627972096525,-2.4959623143703755,308.6615636933541,0.9437946841527072,0.1740672516140734,0.99999800387003,0.8366892185970846,0.1740672516140734,0.8366892185970846,0.10186070676651272,0.09401823824517688,-1.8615554301750126,-0.555225495054441,0.09401823824517688,0.3748865620499416,0.43523151644073377,0.7310287959973861,0.9999999460777573,0.3748865620499416,0.7310287959973861,10.516633450866166,S49L,75.51356737697378,49.0
gRNA_CDK7_targ_44,CDK7,-2.015455638938775,-2.3958753071244745,-0.804539976989018,-1.7386236410174225,-2.015455638938775,239.85964729187094,0.8046282789869521,0.404420881345429,0.99999800387003,0.9999999459538456,0.404420881345429,0.99999800387003,-0.47369012590003423,-0.4243303303460236,-1.1949999227096073,-0.6976734596518884,-0.47369012590003423,0.8111239542633852,0.3875100799439315,0.9999989776869311,0.9999999460777573,0.3875100799439315,0.9999989776869311,4.872057651326599,S49L,47.0499243570348,49.0
gRNA_CDK7_targ_45,CDK7,-2.7861646897676606,-3.462703437394646,-1.3915544965281135,-2.5468075412301405,-2.7861646897676606,242.44738900995696,0.9346395290568832,0.16104191160429163,0.99999800387003,0.8175307376113673,0.16104191160429163,0.8175307376113673,-0.6500745289382686,-0.6351207639246546,-1.2416817474618764,-0.8422923467749331,-0.6500745289382686,0.8985356050776591,0.28092561463604326,0.9999989776869311,0.9999999460777573,0.28092561463604326,0.9999989776869311,15.177767427418102,A51V,40.13351963980748,51.0
gRNA_CDK7_targ_46,CDK7,-1.7032319846099955,-2.8794409178099274,-2.8352473714533275,-2.4726400912910833,-2.8352473714533275,296.2830878460147,0.9395937892755944,0.19090559026855716,0.99999800387003,0.8715255207912392,0.19090559026855716,0.8715255207912392,-0.7573371701988832,-0.651528172549165,-1.5519169664185253,-0.9869274363888577,-0.7573371701988832,0.9272880935676466,0.19397046396077322,0.9999989776869311,0.9999999460777573,0.19397046396077322,0.9999989776869311,99.27792952375802,D53Y,0.2623252291965275,53.0
gRNA_CDK7_targ_47,CDK7,-7.656814814610436,-7.220320732313687,-4.652392938906591,-6.509842828610238,-7.220320732313687,174.25906085090656,0.9999621184425104,0.00020234105776583617,0.99999800387003,0.054340232069811804,0.00020234105776583617,0.054340232069811804,-0.5212351860875478,-0.45391869724403544,-4.962135752561471,-1.9790965452976848,-0.5212351860875478,0.8762587068711984,0.03598554639198562,0.9999989776869311,0.9999999460777573,0.03598554639198562,0.9999989776869311,89.68779101112581,A59V,4.239572611870804,59.0
gRNA_CDK7_targ_48,CDK7,-6.690260745539112,-6.901727251349825,-4.432788552574094,-6.0082588498210105,-6.690260745539112,82.56763523171401,0.9999132460675512,0.0005914755274485091,0.99999800387003,0.09781428492625581,0.0005914755274485091,0.09781428492625581,0.10992355836727184,0.21884775730442724,-3.8913716369574174,-1.1875334404285727,0.10992355836727184,0.3326633776310363,0.1535348795280087,0.6865928973361968,0.9999999460777573,0.1535348795280087,0.6865928973361968,72.54270512461495,A59V,11.34836180341641,59.0
gRNA_CDK7_targ_49,CDK7,-4.850991671868485,-4.209807169968747,-3.5929697760807033,-4.2179228726393125,-4.209807169968747,75.68477581659857,0.9981200064674013,0.015358205150808983,0.99999800387003,0.36455891797860324,0.015358205150808983,0.36455891797860324,0.1722105724605648,0.40013856868613207,-4.267729046375172,-1.231793301742825,0.1722105724605648,0.2237270524111398,0.15510885545219913,0.5618903892202499,0.9999999460777573,0.15510885545219913,0.5618903892202499,59.42079553384508,A59V,28.00069783670621,59.0
gRNA_CDK7_targ_50,CDK7,-2.7322838753080156,-4.219060013623774,-2.671733416163328,-3.207692435031706,-2.7322838753080156,194.8809613465818,0.983914242761157,0.0705150738774942,0.99999800387003,0.5879219384079921,0.0705150738774942,0.5879219384079921,-0.6268852356304261,-0.5194894870323312,-2.7285876944461687,-1.2916541390363088,-0.6268852356304261,0.9054679023906209,0.11727571114867875,0.9999989776869311,0.9999999460777573,0.11727571114867875,0.9999989776869311,97.7108682202516,R61N_E62Y_I63Y_K64R_L65S_L66*_Q67E,0.430132869811154,61.0
gRNA_CDK7_targ_51,CDK7,-5.914981972935533,-4.761451661966997,-3.75792398498523,-4.811452539962587,-4.761451661966997,318.39894232326543,0.999221108690205,0.006111650194751389,0.99999800387003,0.3020872770274151,0.006111650194751389,0.3020872770274151,-0.8862444661299336,-0.7842514935861484,-1.664461504968774,-1.1116524882282854,-0.8862444661299336,0.9566452778010655,0.1384394738698538,0.9999989776869311,0.9999999460777573,0.1384394738698538,0.9999989776869311,97.12060892861614,E62*_I63N_K64Y_L65Y_L66R_Q67R,0.4356643881919927,62.0
gRNA_CDK7_targ_52,CDK7,-2.269935884595651,-3.153081424295686,-2.946389848910808,-2.7898023859340486,-2.946389848910808,216.40990533107075,0.9702119924171076,0.1249431567822417,0.99999800387003,0.7495426382861675,0.1249431567822417,0.7495426382861675,-0.6589987291205558,-0.6168792914953932,-3.141502162570922,-1.4724600610622904,-0.6589987291205558,0.9281017353099404,0.08390017433413519,0.9999989776869311,0.9999999460777573,0.08390017433413519,0.9999989776869311,98.04347307389467,E62D,0.2600749206652191,62.0
