gRNA_id,Gene,classification,CBE_BSJ-4-116_REP1,CBE_BSJ-4-116_REP2,CBE_BSJ-4-116_REP3,LFC_avg_CBE_BSJ-4-116,LFC_median_CBE_BSJ-4-116,base_RPM,base_RAW,CBE_CDK12-IN-2_REP1,CBE_CDK12-IN-2_REP2,CBE_CDK12-IN-2_REP3,LFC_avg_CBE_CDK12-IN-2,LFC_median_CBE_CDK12-IN-2,CBE_HQ461_REP1,CBE_HQ461_REP2,CBE_HQ461_REP3,LFC_avg_CBE_HQ461,LFC_median_CBE_HQ461,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,LFC_avg_CBE_T0,LFC_median_CBE_T0,PLASMID_LIBRARY,LFC_avg_Plasmid,LFC_median_Plasmid,p_CBE_BSJ-4-116,FDR_CBE_BSJ-4-116,p_CBE_CDK12-IN-2,FDR_CBE_CDK12-IN-2,p_CBE_HQ461,FDR_CBE_HQ461,p_CBE_T0,FDR_CBE_T0,p_Plasmid,FDR_Plasmid
gRNA_CDK12_targ_1740,CDK12,targeting,0.12589998595625887,0.25629862216856036,-0.11243686936027325,0.08992057958818199,0.12589998595625887,152.26339836757506,4644.0,0.11955250188161935,-0.4859882955912206,0.4130557587364825,0.015539988342293753,0.11955250188161935,0.3526444843406636,-0.4264765189103203,0.19572956072493639,0.04063250871842656,0.19572956072493639,0.36022642983642567,-1.0250680247667723,0.5235869214171506,-0.047084891171065325,0.36022642983642567,1.0955929973854255,1.0955929973854255,1.0955929973854255,0.5355637695352793,0.999995026342628,0.5751659763786279,0.9937147788181413,0.5013899780476079,0.9999993154538225,0.19202393559124187,0.881913116809486,0.44125587441255876,0.8915526503470028
gRNA_CDK12_targ_1741,CDK12,targeting,1.1740691195976103,-0.2189795366571494,0.18634359120647434,0.38047772471564506,0.18634359120647434,33.31077877251083,895.0,-0.33358399523957144,-0.3698169751900223,-1.3927616138070213,-0.698720861412205,-0.3698169751900223,0.5778847549837257,2.214051184971992,2.798809203673859,1.8635817145431923,2.214051184971992,1.1116494152810683,0.6006998830315029,2.119278077405954,1.2772091252395084,1.1116494152810683,3.193218765770369,3.193218765770369,3.193218765770369,0.5156875520959214,0.999995026342628,0.15661837707216383,0.999999818266398,0.023976467127390298,0.5492415908924514,0.09039332857787695,0.590219760895345,0.0700929907009299,0.37659964890361114
gRNA_CDK12_targ_1742,CDK12,targeting,0.7900800109819042,0.12364889650541291,0.8147700238004169,0.5761663104292446,0.7900800109819042,59.79670527188858,1936.0,0.7166967418590097,-0.13427942061622217,1.4467436411271606,0.6763869874566494,0.7166967418590097,0.9645150069486531,1.5565872491694523,0.8512868591583438,1.1241297050921497,0.9645150069486531,1.0750390848393812,0.2908013577388284,0.366743664555983,0.5775280357113975,0.366743664555983,1.557481008646939,1.557481008646939,1.557481008646939,0.44403330242229544,0.999995026342628,0.2686723563164123,0.8718924738161423,0.2160024231494702,0.9552619199419828,0.5259166434311302,0.9999933624682497,0.43015698430157,0.9783735222060956
gRNA_CDK12_targ_1743,CDK12,targeting,-0.9692020505394223,1.403590228757393,2.313723520363024,0.9160372328603316,1.403590228757393,97.18103203305178,2964.0,0.8243496325091686,-0.45521002152635975,1.5330449774592712,0.6340615294806934,0.8243496325091686,1.5355704323096442,0.4200990675560285,-0.19566402614902054,0.5866684912388841,0.4200990675560285,1.4968932367472565,-0.6500241693210889,1.2225373785083686,0.6898021486448455,1.2225373785083686,0.5474864609662485,0.5474864609662485,0.5474864609662485,0.07645397996004906,0.8401308678228416,0.27121309418359374,0.8755075215422641,0.4234391250578057,0.9999993154538225,0.28072309412566376,0.9136278289463713,0.31676832316768316,0.8426383591149079
gRNA_CDK12_targ_1744,CDK12,targeting,0.8791230209576488,1.2612268735308099,2.2517757341654363,1.464041876217965,1.2612268735308099,50.50583999362815,1493.0,-0.0016886537330337587,-0.6154911439886241,1.4738341522098932,0.28555145149607847,-0.0016886537330337587,1.6482149954289982,2.0733909647123845,1.6829962686580586,1.8015340762664804,1.6829962686580586,1.595054248120802,0.7527373102385925,0.5651066103880149,0.9709660562491366,0.7527373102385925,2.7055613528084796,2.7055613528084796,2.7055613528084796,0.050010814884975476,0.7580820071530602,0.435972201699515,0.954766509372962,0.03861414931460406,0.6346068019430982,0.2348886424904249,0.8512746219488084,0.13578642135786417,0.5693439269337492
gRNA_CDK12_targ_1745,CDK12,targeting,1.711216116112272,1.6954299452030916,2.157378521955668,1.8546748610903439,1.711216116112272,59.14796956397618,1885.0,0.5335591084175326,1.1154440900072324,1.561037675577104,1.0700136246672898,1.1154440900072324,0.20635170559067764,-0.4224250682126888,1.1284208039295867,0.30411581376919183,0.20635170559067764,1.60771139001486,1.193857294591488,1.3714078336014321,1.3909921727359267,1.3714078336014321,1.7972781319562627,1.7972781319562627,1.7972781319562627,0.017409085798640637,0.5844650321916043,0.14249151641400365,0.7180009330032161,0.5709150822802174,0.9999993154538225,0.08283319570566154,0.5703422866975395,0.3432656734326568,0.9171335336279766
gRNA_CDK12_targ_1746,CDK12,targeting,1.051799155971915,1.9118922458753682,0.9625006532568013,1.308730685034695,1.051799155971915,38.065849591893766,1056.0,0.10636930467332535,-0.5937435862229358,1.5416182592689875,0.35141465923979237,0.10636930467332535,0.7350472212049864,1.5014359202310497,2.0806788059589887,1.4390539824650084,1.5014359202310497,1.7618392006450248,0.06377428924036803,0.17789309443050602,0.6678355281052997,0.17789309443050602,2.647081138097812,2.647081138097812,2.647081138097812,0.09060274663180541,0.9105663321394047,0.40462699579290173,0.9420010595503805,0.09939392449368314,0.8057679784554487,0.3633960622368473,0.9999933624682497,0.15328467153284675,0.6003135808703925
gRNA_CDK12_targ_1747,CDK12,targeting,0.34423914164555375,1.3155940302802223,1.5226453238497726,1.060826165258516,1.3155940302802223,42.82117001567469,1400.0,1.0844997906050806,0.4310864140468547,1.881299345088395,1.1322951832467767,1.0844997906050806,0.9835346781198843,1.19240716841152,1.3385379329831184,1.1714932598381742,1.19240716841152,1.473577690855475,0.7241174296004103,0.5780780098974347,0.9252577101177734,0.7241174296004103,2.1827719477923546,2.1827719477923546,2.1827719477923546,0.15113080279832236,0.999995026342628,0.1073056443623415,0.6620581454447128,0.19484736354568166,0.9363444874041247,0.2657801549290599,0.8903794359095715,0.24907509249075094,0.7822564840290165
gRNA_CDK12_targ_1748,CDK12,targeting,2.202285953661381,0.8800318120129655,0.9676295726556788,1.3499824461100083,0.9676295726556788,134.15260834910657,4386.0,0.43475458711677806,0.380265070911606,0.632967094467287,0.48266225083189035,0.43475458711677806,2.9249094049453097,-0.8337033246146267,0.9975358005270556,1.0295806269525796,0.9975358005270556,1.562438677710621,1.3706947181161333,0.7450670474016164,1.2260668144094569,1.3706947181161333,0.6921448937179422,0.6921448937179422,0.6921448937179422,0.07257577294775722,0.8232090880715962,0.39244899576720166,0.93879199577137,0.09687886767588431,0.8057029786471523,0.12488926684943318,0.6518045335680847,0.35776422357764226,0.8781864281987736
gRNA_CDK12_targ_1749,CDK12,targeting,0.020292464532919736,-0.28054201141516094,1.4774614057279072,0.40573728628188865,0.020292464532919736,205.8047699296444,6277.0,-1.2585336880541,-0.34948453041897387,0.4828711603138077,-0.375049019386422,-0.34948453041897387,0.564742899232505,0.14543287681438147,-0.3463256515790314,0.12128337482261835,0.14543287681438147,0.4407425212776155,-0.20986351642467513,0.01677243609298223,0.08255048031530753,0.01677243609298223,0.4911818491868868,0.4911818491868868,0.4911818491868868,0.4368038763979215,0.999995026342628,0.27662730488649667,0.999999818266398,0.542773180189198,0.9999993154538225,0.3257134176049971,0.9999933624682497,0.29667033296670325,0.814087475130728
