gRNA_id,Gene,classification,CBE_SY-5609_100nM_REP1,CBE_SY-5609_100nM_REP2,CBE_SY-5609_100nM_REP3,LFC_avg_CBE_SY-5609_100nM,LFC_median_CBE_SY-5609_100nM,base_RPM,base_RAW,CBE_SY-5609_10nM_REP1,CBE_SY-5609_10nM_REP2,CBE_SY-5609_10nM_REP3,LFC_avg_CBE_SY-5609_10nM,LFC_median_CBE_SY-5609_10nM,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,LFC_avg_CBE_T0,LFC_median_CBE_T0,Plasmid,LFC_avg_Plasmid,LFC_median_Plasmid,p_CBE_SY-5609_100nM,FDR_CBE_SY-5609_100nM,p_CBE_SY-5609_10nM,FDR_CBE_SY-5609_10nM,p_CBE_T0,FDR_CBE_T0,p_Plasmid,FDR_Plasmid
gRNA_CDK7_targ_11,CDK7,targeting,-3.034607717173081,-2.5158281762110346,-3.722273817525401,-3.090903236969839,-3.034607717173081,614.0265130144372,20439.0,-2.6915078173022717,-0.3759220204528384,2.7229697795799788,-0.11482001939171053,-0.3759220204528384,-0.5062636952784103,-0.9737866870700432,-0.6286820086963638,-0.7029107970149392,-0.6286820086963638,-0.4604453330685886,-0.4604453330685886,-0.4604453330685886,0.6247000534465126,0.9134240723835447,0.02042796659216837,0.42248749088348214,0.21115270671233272,0.7815986710196601,0.015498450154984505,0.08513233183723884
gRNA_CDK7_targ_12,CDK7,targeting,-4.761239289616844,-3.5701529169312307,-1.9547193749169873,-3.4287038604883535,-3.5701529169312307,455.1388716470447,16557.0,-1.688613961701837,-0.38844801907195015,-0.23640352199265335,-0.7711551675888134,-0.38844801907195015,-1.4480268729843626,-0.17350878532910272,-0.42465618096236535,-0.6820639464252768,-0.42465618096236535,0.13338580705711822,0.13338580705711822,0.13338580705711822,0.4624935427554978,0.9091055004814451,0.16986350010956439,0.9100198432394845,0.21963455290436157,0.7827706650507925,0.2422757724227577,0.5228560147937774
gRNA_CDK7_targ_13,CDK7,targeting,-3.205895867129298,-1.9279226862636611,-1.1674498285273895,-2.1004227939734497,-1.9279226862636611,437.8592590033962,15422.0,-2.5460964446839216,-2.704014810224734,-1.6768039853727446,-2.308971746760467,-2.5460964446839216,0.288623504459707,1.1114453119239647,-0.34573528070000514,0.3514445118945555,0.288623504459707,0.5878253460799382,0.5878253460799382,0.5878253460799382,0.164355507733466,0.7179048577797795,0.571714963009065,0.9999995379539554,0.16262226015109932,0.999992293766085,0.440955904409559,0.8090736521401957
gRNA_CDK7_targ_14,CDK7,targeting,-5.159287393867885,-0.9862622324088518,-0.32154827416085474,-2.155699300145864,-0.9862622324088518,118.67092522197814,4317.0,-1.5053230370862982,-1.907892920188068,-1.9375006825172076,-1.7835722132638583,-1.907892920188068,-0.975218101059398,1.3034194194002466,0.19457699384397772,0.17425943739494212,0.19457699384397772,0.9247203615049768,0.9247203615049768,0.9247203615049768,0.043131115648531025,0.5051586860470312,0.5125427019330484,0.9999995379539554,0.15179571265688738,0.999992293766085,0.28507149285071487,0.8789842619301546
gRNA_CDK7_targ_15,CDK7,targeting,-2.9089139083085067,-2.0013030823878952,-1.4396627354815992,-2.116626575392667,-2.0013030823878952,324.56152329969365,9269.0,0.8522056678388611,-1.3765901813496095,-1.9501269166017194,-0.8248371433708227,-1.3765901813496095,1.0342477725391725,0.5031279192388188,0.5049381796927964,0.6807712904902625,0.5049381796927964,0.21187564889289398,0.21187564889289398,0.21187564889289398,0.20467284590980486,0.7689242102235058,0.16187567485183643,0.8952823669397558,0.0676870369538079,0.9102739452408649,0.2810718928107189,0.5683898276838982
gRNA_CDK7_targ_16,CDK7,targeting,-4.628475007914157,-0.06385010901446206,-1.5159427511303136,-2.069422622686311,-1.5159427511303136,384.2788308336218,10758.0,-2.6331668753347395,0.0075814385308154665,-2.304427747868404,-1.6433377282241093,-2.304427747868404,0.4123780952090234,-0.47053180968294706,0.3415272911403251,0.09445785888880048,0.3415272911403251,-0.248404177280928,-0.248404177280928,-0.248404177280928,0.06868199412223171,0.5630686004615393,0.39853220246040805,0.9999995379539554,0.45510581510706893,0.999992293766085,0.06419358064193582,0.2532492415498335
gRNA_CDK7_targ_17,CDK7,targeting,-3.6571240858357505,-2.019388334063521,-2.998159696435435,-2.891557372111569,-2.998159696435435,359.3460715919535,10060.0,-1.2254128044103862,-0.9528576930740339,-2.639377259374915,-1.6058825856197785,-1.2254128044103862,-0.12280507893105978,0.46915895225673304,0.12753877787603102,0.15796421706723476,0.12753877787603102,-0.16283110706173548,-0.16283110706173548,-0.16283110706173548,0.4980498212803889,0.8956910766880423,0.4055634047999065,0.9999995379539554,0.42935497019797975,0.999992293766085,0.09499050094990502,0.3274293782742938
gRNA_CDK7_targ_18,CDK7,targeting,4.276096549256047,5.572581094639667,7.520233388007268,5.789637010634327,5.572581094639667,737.0523699034162,22892.0,6.557536113419458,7.514995926994005,7.184857345979055,7.08579646213084,7.184857345979055,-0.15874681240880234,0.3039697969274125,0.3295667833915758,0.158263255970062,0.3039697969274125,-0.83043871728815,-0.83043871728815,-0.83043871728815,9.56051870090773e-09,2.6100216053478104e-05,4.1025318572854354e-10,3.733303990129746e-07,0.4460996100005167,0.999992293766085,9.999000099990012e-05,0.0017386796352211933
gRNA_CDK7_targ_19,CDK7,targeting,3.439825693852675,5.5152449198489055,4.261548830441026,4.405539814714202,4.261548830441026,884.8494652911057,25270.0,5.401897380834728,6.217920415238649,6.148508695445312,5.922775497172896,6.148508695445312,-0.1367370832619399,-0.27004266408027516,0.11472079514724925,-0.0973529840649886,-0.1367370832619399,-0.8670879529548094,-0.8670879529548094,-0.8670879529548094,2.1481146139069186e-07,0.00029321764479829437,4.1025318572854354e-10,3.733303990129746e-07,0.6380395656071436,0.999992293766085,9.999000099990012e-05,0.0017386796352211933
gRNA_CDK7_targ_20,CDK7,targeting,3.4234864370242546,4.021745364289335,4.081542229053155,3.8422580101222485,4.021745364289335,377.0990534588721,11606.0,6.215182143318027,6.4405898677938875,6.126004839485024,6.260592283532312,6.215182143318027,-0.3410252036148345,0.5329761855325122,0.7103016690187656,0.3007508836454811,0.5329761855325122,-0.000512237713392709,-0.000512237713392709,-0.000512237713392709,4.596467047382165e-06,0.0030885689529639715,4.1025318572854354e-10,3.733303990129746e-07,0.24723842637434199,0.999992293766085,0.16228377162283772,0.414826494878602
gRNA_CDK7_targ_21,CDK7,targeting,-2.6450436490080276,-1.3288643938839402,-1.777999544815559,-1.9173025292358423,-1.777999544815559,333.66563335017594,9529.0,-0.5304174567465691,-1.0008019611913321,0.6883086610942464,-0.2809702522812183,-0.5304174567465691,-0.26147676429124783,-1.188645244067807,0.5860502973416463,-0.28802390367246955,-0.26147676429124783,0.21876327490922184,0.21876327490922184,0.21876327490922184,0.13687152717081896,0.6882561718182723,0.08042377983449056,0.7155331104861494,0.41172881460109445,0.9314380469788255,0.29567043295670425,0.5935149132145607
gRNA_CDK7_targ_22,CDK7,targeting,-3.10334050218807,2.087134624269246,1.1361444368698947,0.03997951965035688,1.1361444368698947,66.96371874930246,2436.0,-2.0447394926052613,0.6672219463615275,1.5894554542299741,0.07064596932874674,0.6672219463615275,0.6033492189034879,0.20734544921996018,-2.4458578449555315,-0.5450543922773611,0.20734544921996018,1.6313057550079986,1.6313057550079986,1.6313057550079986,0.0013217747816281036,0.09021112884611807,0.04004715102157326,0.5724016873764136,0.22963282758352727,0.7934376440302046,0.0850914908509149,0.9741627463269933
gRNA_CDK7_targ_23,CDK7,targeting,-3.9852699987621603,-1.8503470856475042,-1.7027099523780762,-2.512775678929247,-1.8503470856475042,1290.5426154637512,36856.0,-1.2722687625377536,-0.6328276422510162,-0.8387804765236496,-0.9146256271041397,-0.8387804765236496,0.2764018309007365,-0.1489838263137348,0.8591372739332809,0.3288517595067609,0.2764018309007365,-0.7551574557585856,-0.7551574557585856,-0.7551574557585856,0.27506253549501886,0.8271017985454532,0.21377639537214607,0.9205090910770387,0.22997226720934302,0.999992293766085,0.007299270072992699,0.0740780940493311
gRNA_CDK7_targ_24,CDK7,targeting,-2.343490221160528,-2.524888577463361,-2.8774406973964557,-2.5819398320067815,-2.524888577463361,749.1258263843388,21089.0,-1.362594198143519,-1.3115143549168609,-3.070504329951383,-1.9148709610039212,-1.362594198143519,-0.25160883585569693,0.15906316712164895,-0.5473376911738442,-0.21329445330263075,-0.25160883585569693,-0.4365713725204027,-0.4365713725204027,-0.4365713725204027,0.4274475185297304,0.8749329922748871,0.5257511201161378,0.9999995379539554,0.5271953812880812,0.9677430620561762,0.015498450154984505,0.08513233183723884
