gRNA_id,Gene,classification,CBE_ABEMA_REP1,CBE_ABEMA_REP2,CBE_ABEMA_REP3,LFC_avg_CBE_ABEMA,LFC_median_CBE_ABEMA,base_RPM,base_RAW,CBE_ATIRMO_REP1,CBE_ATIRMO_REP2,CBE_ATIRMO_REP3,LFC_avg_CBE_ATIRMO,LFC_median_CBE_ATIRMO,CBE_INX_REP1,CBE_INX_REP2,CBE_INX_REP3,LFC_avg_CBE_INX,LFC_median_CBE_INX,CBE_PALBO_REP1,CBE_PALBO_REP2,CBE_PALBO_REP3,LFC_avg_CBE_PALBO,LFC_median_CBE_PALBO,CBE_RIBO_REP1,CBE_RIBO_REP2,CBE_RIBO_REP3,LFC_avg_CBE_RIBO,LFC_median_CBE_RIBO,CBE_T0_REP1,CBE_T0_REP2,CBE_T0_REP3,LFC_avg_CBE_T0,LFC_median_CBE_T0,CBE_TAGTO_REP1,CBE_TAGTO_REP2,CBE_TAGTO_REP3,LFC_avg_CBE_TAGTO,LFC_median_CBE_TAGTO,PLASMID_LIBRARY,LFC_avg_Plasmid,LFC_median_Plasmid,p_CBE_ABEMA,FDR_CBE_ABEMA,p_CBE_ATIRMO,FDR_CBE_ATIRMO,p_CBE_INX,FDR_CBE_INX,p_CBE_PALBO,FDR_CBE_PALBO,p_CBE_RIBO,FDR_CBE_RIBO,p_CBE_T0,FDR_CBE_T0,p_CBE_TAGTO,FDR_CBE_TAGTO,p_Plasmid,FDR_Plasmid
gRNA_CDK2_targ_6973,CDK2,targeting,0.19459154408829205,-0.04667625381284566,-0.2187224248438986,-0.023602378189484064,-0.04667625381284566,534.8453321777216,4042.0,-0.5366262759933305,-0.9267939106627217,-2.170207003234515,-1.2112090632968557,-0.9267939106627217,0.5128753317621562,0.6525676991814334,0.2297135739092242,0.46505220161760463,0.5128753317621562,-1.1163513507710636,-0.7867265617738475,0.4365013963767322,-0.48885883872272634,-0.7867265617738475,-0.417516808528276,-0.5985393434731375,0.6688264685142464,-0.1157432278290557,-0.417516808528276,0.5561697140038492,-0.3189064862202433,0.5577881182009138,0.26501711532817324,0.5561697140038492,0.0842000148591122,0.9244780969960592,0.27091191503545065,0.42653000896354065,0.27091191503545065,1.0617836830854641,1.0617836830854641,1.0617836830854641,0.5725018186156772,0.8931004219240546,0.05877196794392815,0.26147206168602444,0.06887024900499808,0.4268923674279843,0.20927133347637789,0.5433771385880116,0.23116916584115962,0.5211375173797334,0.09689704457626325,0.5381362710527371,0.11080417882414369,0.7008584423553782,0.2683731626837316,0.8769065164446627
gRNA_CDK2_targ_6974,CDK2,targeting,-0.08700974329177631,0.06824250714270551,-0.632979000502573,-0.21724874555054796,-0.08700974329177631,173.64958385858094,1195.0,0.25546739908431343,-1.7276872183336303,-1.8262086299182825,-1.0994761497225332,-1.7276872183336303,-0.5488373989682046,-0.033510486703022896,-0.436199426090455,-0.33951577058722754,-0.436199426090455,-0.42300134523148347,-1.973799746994992,-0.3973788813991187,-0.9313933245418647,-0.42300134523148347,0.26414960777693064,-0.6483296152524011,1.2414205385015942,0.28574684367537456,0.26414960777693064,0.5602089822625658,-0.11861013074221216,0.26292647867665087,0.23484177673233483,0.26292647867665087,-1.4363104331803798,-0.08483864126365868,0.38415730409739224,-0.37899725678221535,-0.08483864126365868,0.8908527485494221,0.8908527485494221,0.8908527485494221,0.3296906272454964,0.7067849586674826,0.0828021890954187,0.3086432949390044,0.3543519439028006,0.9729455249830525,0.07674020711212304,0.34049609321866925,0.061892194289221485,0.7087784210483616,0.19622334976025652,0.7527065836862946,0.336135155189823,0.9624540736646116,0.3307669233076692,0.8519518698659637
gRNA_CDK2_targ_6975,CDK2,targeting,0.16262059613422644,-1.0001570834203337,-2.057542172397421,-0.9650262198945093,-1.0001570834203337,319.02822758052616,2411.0,-1.1636017104117236,0.4489007376255338,-1.8263154336496927,-0.8470054688119607,-1.1636017104117236,-0.004466261037919063,1.3782490262830729,-0.3300749412956007,0.34790260798318434,-0.004466261037919063,-0.769427215590719,-3.161374667986175,0.41743657118621835,-1.171121770796892,-0.769427215590719,-1.5871436090264155,-1.0694545837933362,0.12812292836853958,-0.8428250881504041,-1.0694545837933362,0.5650362998434278,-0.8960878845599364,0.7628009070171751,0.14391644076688884,0.5650362998434278,-0.5639027789205948,-0.23760597840409353,-1.6381148300038115,-0.8132078624428333,-0.5639027789205948,0.7438938424149985,0.7438938424149985,0.7438938424149985,0.011153718154367831,0.14886615762482872,0.14603944898776086,0.40282148415386104,0.08761586042091203,0.47776009968846106,0.02055315213293039,0.18925224772010155,0.007596241879965261,0.12325274815041674,0.027934394967106993,0.27355871994415426,0.11490049166427438,0.9994245815136958,0.39196080391960797,0.8151933019565397
gRNA_CDK2_targ_6976,CDK2,targeting,-0.9678518950559073,-0.4922707802344242,-0.6477442189621601,-0.7026222980841639,-0.6477442189621601,223.62409979721664,1690.0,-1.7581055526955882,-1.1076459797006672,-3.160259448030404,-2.0086703268088866,-1.7581055526955882,0.390725001653143,0.7797990389195079,-1.1425592833955924,0.009321585725686162,0.390725001653143,-1.9964129047369459,-1.9092396173418018,-0.7132156238380232,-1.5396227153055904,-1.9092396173418018,0.023430928587002884,-0.9013071855526099,0.5882230164319674,-0.09655108017787987,0.023430928587002884,-0.35733792350705246,-0.48326605859389393,-0.12161684114636345,-0.3207402744157699,-0.35733792350705246,-0.7125924880696524,0.34929701510783007,0.015034407088656668,-0.11608702195772187,0.015034407088656668,1.2629857824671618,1.2629857824671618,1.2629857824671618,0.03509969149086128,0.24103730048703492,0.005761180063677298,0.07754803334715057,0.1684993449495081,0.5971443595105694,0.012162942262285224,0.1369365268304901,0.2690744789588811,0.5594450536142566,0.10252935041484697,0.5849232638656078,0.48008012198638117,0.9389113997703351,0.1668833116688331,0.9531189265179442
gRNA_CDK2_targ_6977,CDK2,targeting,-0.40660349471493346,-0.8131548256611388,-0.7965775455340831,-0.6721119553033851,-0.7965775455340831,443.6528705626676,2829.0,-0.29740183238912316,-1.6513805003653421,-2.6508285921173638,-1.533203641623943,-1.6513805003653421,0.7081409184899976,-0.8395118888167569,-0.9285974968715429,-0.3533228223994341,-0.8395118888167569,-1.3502317750076702,0.294383502780822,-0.015461855696080789,-0.3571033759743097,-0.015461855696080789,-0.6212683483564673,-0.7437479093740934,0.29872472253357735,-0.35543051173232776,-0.6212683483564673,-0.08919600323027309,-0.27090115197363646,0.44572895440588484,0.028543933067325094,-0.08919600323027309,-1.1144485578046368,0.862775353216921,1.072149928250778,0.2734922412210207,0.862775353216921,0.7140315763080218,0.7140315763080218,0.7140315763080218,0.04190680120598176,0.26281853245083975,0.02360582301668218,0.15518936969233157,0.23305405735755566,0.7922168750279213,0.23644040770427172,0.5737666785198969,0.11095313192140961,0.39152970859260744,0.44904504981812654,0.9068226218198285,0.08247637858853415,0.6472007956367616,0.41905809419058093,0.7967061620267138
gRNA_CDK2_targ_6978,CDK2,targeting,-1.2521267238482652,0.31619686408016756,-0.21887844030630763,-0.3849361000248017,-0.21887844030630763,398.4877851183239,2541.0,-0.07374400036362304,-0.8497631479957615,-1.0350843760592008,-0.6528638414728617,-0.8497631479957615,0.15243964688821823,-0.44607891897828195,0.35200920179413614,0.019456643234690818,0.15243964688821823,-0.5219942400375379,-1.0745935997635618,0.6857296780980832,-0.30361938723433884,-0.5219942400375379,-0.3650855709066676,-0.8221519612581528,0.5996835345219392,-0.19585133254762702,-0.3650855709066676,0.3301361349928949,-0.32648511557734283,0.03989844654592399,0.014516488653825354,0.03989844654592399,-0.3070172442752664,-0.12402583983053816,-0.403680697795829,-0.27824126063387783,-0.3070172442752664,0.8210477154269363,0.8210477154269363,0.8210477154269363,0.10531172264818865,0.4119544792290901,0.22272909541531918,0.5177200181353276,0.4112513950569371,0.7953991665988374,0.2929597509870294,0.6447451966536352,0.17999406274042232,0.47450127990134966,0.49335549131838685,0.9150598288885562,0.5421401541860968,0.9994245815136958,0.3799620037996201,0.8151933019565397
gRNA_CDK2_targ_6979,CDK2,targeting,0.013722561032895635,-0.22824953009501708,-0.40669973552943206,-0.2070755681971845,-0.22824953009501708,299.44457860420187,2259.0,-0.5033858480558903,0.8906160297221164,-1.56915199326864,-0.3939739372008046,-0.5033858480558903,-0.5610284504332524,-1.1805756492641863,-1.0797283184081834,-0.9404441393685407,-1.0797283184081834,-1.089565566520222,-1.8239897980037416,0.09352155040543261,-0.9400112713728436,-1.089565566520222,0.10505298876301107,0.05974532929121219,0.46133437552945145,0.2087108978612249,0.10505298876301107,0.27505729762006953,0.14567787885237862,0.018839767785323164,0.1465249814192571,0.14567787885237862,0.2001149357358638,0.3777288333750261,1.030715392164226,0.5361863870917053,0.3777288333750261,1.121150959338112,1.121150959338112,1.121150959338112,0.3344058366344342,0.7113646010668233,0.27506771908061944,0.5843864891892493,0.029266038294750045,0.9977688648327561,0.05678283627311193,0.3064657319737359,0.3891940336408537,0.9357810422153494,0.4316452505431779,0.9999944797345902,0.07582946892171577,0.6420691592307676,0.25407459254074594,0.8888927521934631
gRNA_CDK2_targ_6980,CDK2,targeting,-0.6472332990730763,-1.0884667689961218,-0.6623348998288663,-0.7993449892993548,-0.6623348998288663,508.1162977640898,3840.0,-0.8605731921634351,-0.9054673420085272,-1.581474070287047,-1.1158382014863364,-0.9054673420085272,0.8931409285769966,0.22249240922173766,-0.04229236897622913,0.357780322940835,0.22249240922173766,-1.3297974566133917,-0.33299976702094713,-1.0346539447306227,-0.8991503894549872,-1.0346539447306227,-0.5050818783725269,-0.6191123737487821,0.08596545900179184,-0.34607626437317246,-0.5050818783725269,-0.5111443632815024,-0.3811712683293743,-0.09491646705415384,-0.3290773662216768,-0.3811712683293743,-1.313488463656363,0.2823444176658283,-1.2937235176291106,-0.7749558545398818,-1.2937235176291106,0.5136389128046103,0.5136389128046103,0.5136389128046103,0.024615746742493748,0.20906337092140362,0.07265787544302138,0.28767651640717795,0.1195461969045681,0.5289239579384835,0.07080637583876881,0.33488343770940715,0.13083210820944596,0.41881458237259783,0.09921935560382568,0.5849232638656078,0.1547750718945282,0.9994245815136958,0.4936506349365065,0.7275082821192504
gRNA_CDK2_targ_6981,CDK2,targeting,-0.5289909822993116,-0.9471056218341908,-0.6487151319850695,-0.7082705787061906,-0.6487151319850695,256.33294219793873,1833.0,-0.12491828172008068,-0.32832248655920476,-2.9288556245581554,-1.127365464279147,-0.32832248655920476,0.7781748348174601,0.5640767120306722,0.7690542337116909,0.703768593519941,0.7690542337116909,-1.2403160425239057,-2.428970643531388,-0.40492779931349676,-1.35807149512293,-1.2403160425239057,0.06114606522970926,-0.016448611239697503,0.6473806682140134,0.23069270740134173,0.06114606522970926,0.5726458646556771,0.21511451129677883,0.9364994219677331,0.5747532659733964,0.5726458646556771,-0.030423778657357996,0.9031964601422539,0.9314308028266332,0.6014011614371763,0.9031964601422539,1.2575048234374768,1.2575048234374768,1.2575048234374768,0.03474031618128314,0.24102043148113944,0.0578905261948669,0.25894275906082354,0.018411330521992713,0.262678896671534,0.017693345580993877,0.17506767925148267,0.3000699504631173,0.922202745735699,0.005007569914445364,0.07399578757506318,0.05558967839714815,0.6031635554594363,0.1668833116688331,0.9531189265179442
gRNA_CDK2_targ_6982,CDK2,targeting,0.05496749829397357,-0.2613694091336238,-0.5001389008042276,-0.2355136038812926,-0.2613694091336238,548.8714591472511,3854.0,-0.6334810158642465,-0.2954188993684593,-0.12864652779407112,-0.35251548100892566,-0.2954188993684593,0.0871123037678252,-0.09884988590913918,-0.8496932206475465,-0.28714360092962016,-0.09884988590913918,0.32753346946839657,-0.02289455313671001,0.13512407544024818,0.14658766392397823,0.13512407544024818,-0.40095418475690564,-0.10825282820978824,0.05452334014329123,-0.15156122427446755,-0.10825282820978824,-0.29372669618427727,-0.162381224724757,-0.0675086309225137,-0.174538850610516,-0.162381224724757,-1.075244325255887,1.0492695553162104,2.045036392253993,0.6730205407714388,1.0492695553162104,0.5238728265088233,0.5238728265088233,0.5238728265088233,0.31056516717439797,0.6834827708070158,0.4091656781837972,0.7182061567803967,0.41329527805091676,0.9254259784375437,0.5569960837145986,0.9132483227431569,0.33083555521509156,0.6207855372800187,0.23775433792872042,0.7526065510269107,0.016713763540861615,0.5122459011134439,0.4936506349365065,0.7275082821192504
