gRNA_id,ABE_T0_REP1,ABE_T0_REP2,ABE_T0_REP3,ABE_DMSO_REP1,ABE_DMSO_REP2,ABE_DMSO_REP3,ABE_RIBO_REP1,ABE_RIBO_REP2,ABE_RIBO_REP3,ABE_ABEMA_REP1,ABE_ABEMA_REP2,ABE_ABEMA_REP3,ABE_ATIRMO_REP1,ABE_ATIRMO_REP2,ABE_ATIRMO_REP3,ABE_PALBO_REP1,ABE_PALBO_REP2,ABE_PALBO_REP3,ABE_TAGTO_REP1,ABE_TAGTO_REP2,ABE_TAGTO_REP3,ABE_INX_REP1,ABE_INX_REP2,ABE_INX_REP3,PLASMID_LIBRARY
gRNA_CDK2_targ_6983,309.0,215.0,418.0,663.0,244.0,814.0,151.0,112.0,42.0,244.0,319.0,137.0,52.0,391.0,919.0,340.0,80.0,4.0,61.0,280.0,887.0,72.0,6.0,237.0,2615.0
gRNA_CDK2_targ_6984,915.0,464.0,606.0,1201.0,422.0,2264.0,293.0,287.0,3838.0,1607.0,1396.0,2025.0,1595.0,633.0,689.0,2081.0,1618.0,51.0,1198.0,1049.0,2662.0,195.0,12.0,720.0,2143.0
gRNA_CDK2_targ_6985,1113.0,1373.0,548.0,1677.0,441.0,1255.0,1127.0,1472.0,14207.0,5657.0,4800.0,3963.0,2579.0,1658.0,917.0,5898.0,7595.0,133.0,2941.0,3447.0,2087.0,195.0,56.0,2107.0,3081.0
gRNA_CDK2_targ_6986,862.0,641.0,681.0,390.0,290.0,1623.0,990.0,550.0,4444.0,4831.0,1598.0,1805.0,1264.0,1523.0,1628.0,1124.0,5695.0,88.0,608.0,1773.0,1030.0,200.0,44.0,2254.0,1110.0
gRNA_CDK2_targ_6987,939.0,651.0,856.0,411.0,442.0,1265.0,216.0,101.0,822.0,1143.0,1501.0,682.0,355.0,1424.0,1571.0,285.0,683.0,12.0,1024.0,259.0,991.0,86.0,5.0,186.0,1388.0
gRNA_CDK2_targ_6988,1956.0,1728.0,644.0,2701.0,810.0,2369.0,1613.0,1413.0,9026.0,3118.0,4361.0,4544.0,6476.0,6245.0,4149.0,1674.0,10213.0,150.0,1583.0,2374.0,3764.0,346.0,88.0,1078.0,661.0
gRNA_CDK2_targ_6989,695.0,1060.0,1154.0,1495.0,260.0,406.0,1212.0,1131.0,3895.0,4757.0,5613.0,3970.0,2370.0,3798.0,626.0,1478.0,4809.0,68.0,862.0,606.0,1189.0,132.0,12.0,1328.0,1403.0
gRNA_CDK2_targ_6990,351.0,281.0,608.0,768.0,160.0,387.0,314.0,130.0,2635.0,202.0,829.0,925.0,288.0,397.0,942.0,108.0,203.0,9.0,165.0,1.0,160.0,19.0,25.0,348.0,2675.0
gRNA_CDK2_targ_6991,906.0,824.0,1517.0,1530.0,1237.0,403.0,671.0,630.0,2672.0,1707.0,3193.0,1864.0,2361.0,5021.0,1182.0,1147.0,4980.0,60.0,675.0,1452.0,968.0,88.0,18.0,1621.0,4626.0
gRNA_CDK2_targ_6992,634.0,602.0,838.0,504.0,313.0,551.0,401.0,68.0,3617.0,650.0,239.0,614.0,98.0,1536.0,1070.0,54.0,15.0,5.0,223.0,1076.0,475.0,69.0,14.0,388.0,5009.0
gRNA_CDK2_targ_6993,701.0,757.0,911.0,1024.0,223.0,3646.0,887.0,218.0,4526.0,1184.0,651.0,476.0,1844.0,753.0,2512.0,1236.0,1205.0,28.0,546.0,43.0,723.0,58.0,20.0,1120.0,2760.0
gRNA_CDK2_targ_6994,1980.0,1083.0,2569.0,3101.0,259.0,1109.0,1406.0,714.0,11830.0,2166.0,2660.0,1416.0,3219.0,4434.0,4995.0,2029.0,3441.0,70.0,685.0,1965.0,1444.0,143.0,22.0,1223.0,5738.0
gRNA_CDK2_targ_6995,2869.0,1061.0,1655.0,2203.0,366.0,539.0,1835.0,734.0,2818.0,1716.0,3161.0,1178.0,3619.0,1359.0,4772.0,1649.0,3024.0,80.0,1013.0,9215.0,3906.0,337.0,34.0,2057.0,3719.0
gRNA_CDK2_targ_6996,953.0,674.0,813.0,1397.0,225.0,1452.0,583.0,899.0,813.0,1990.0,4523.0,4385.0,1477.0,2678.0,2560.0,3509.0,2986.0,66.0,1355.0,6591.0,2572.0,279.0,8.0,575.0,3182.0
gRNA_CDK2_targ_6997,592.0,917.0,1079.0,483.0,37.0,411.0,396.0,592.0,1283.0,754.0,3243.0,466.0,1401.0,3281.0,2563.0,323.0,1364.0,41.0,598.0,5557.0,6899.0,653.0,57.0,1255.0,1902.0
gRNA_CDK2_targ_6998,996.0,789.0,475.0,1145.0,79.0,3082.0,569.0,561.0,5216.0,1629.0,1352.0,2121.0,1915.0,1794.0,3076.0,3480.0,798.0,18.0,443.0,975.0,1516.0,225.0,26.0,1023.0,4857.0
gRNA_CDK2_targ_6999,215.0,543.0,325.0,227.0,106.0,0.0,63.0,182.0,814.0,257.0,376.0,679.0,281.0,1646.0,1040.0,412.0,293.0,8.0,236.0,1903.0,1509.0,94.0,2.0,15.0,1730.0
gRNA_CDK2_targ_7000,1339.0,1401.0,285.0,930.0,146.0,1495.0,289.0,333.0,1444.0,278.0,993.0,1077.0,1203.0,213.0,879.0,1430.0,1786.0,28.0,349.0,243.0,366.0,43.0,12.0,623.0,7097.0
gRNA_CDK2_targ_7001,652.0,707.0,548.0,451.0,403.0,71.0,281.0,192.0,422.0,713.0,887.0,218.0,481.0,351.0,1113.0,428.0,567.0,19.0,123.0,877.0,499.0,75.0,3.0,325.0,7395.0
gRNA_CDK2_targ_7002,637.0,264.0,342.0,601.0,101.0,182.0,65.0,42.0,946.0,49.0,95.0,131.0,459.0,641.0,933.0,200.0,194.0,9.0,37.0,351.0,954.0,43.0,14.0,362.0,2682.0
gRNA_CDK2_targ_7003,308.0,253.0,374.0,1773.0,159.0,257.0,128.0,36.0,530.0,406.0,190.0,132.0,278.0,829.0,273.0,280.0,333.0,6.0,67.0,303.0,2301.0,226.0,8.0,237.0,2222.0
gRNA_CDK2_targ_7004,201.0,121.0,179.0,1444.0,30.0,1509.0,423.0,158.0,758.0,103.0,202.0,193.0,448.0,532.0,550.0,380.0,320.0,3.0,33.0,87.0,321.0,12.0,1.0,17.0,1170.0
gRNA_CDK2_targ_7005,142.0,14.0,17.0,22.0,4.0,4.0,17.0,0.0,104.0,4.0,45.0,46.0,15.0,175.0,122.0,3.0,114.0,1.0,2.0,31.0,156.0,14.0,1.0,9.0,169.0
gRNA_CDK2_targ_7006,516.0,575.0,385.0,1109.0,201.0,1796.0,519.0,498.0,6905.0,1172.0,472.0,942.0,1971.0,1330.0,2519.0,295.0,767.0,12.0,338.0,1310.0,28.0,18.0,1.0,104.0,2414.0
gRNA_CDK2_targ_7007,192.0,921.0,285.0,438.0,15.0,168.0,183.0,62.0,248.0,92.0,143.0,11.0,105.0,642.0,626.0,14.0,275.0,11.0,1029.0,2548.0,2863.0,183.0,8.0,108.0,881.0
gRNA_CDK2_targ_7008,222.0,112.0,445.0,249.0,14.0,6.0,224.0,93.0,73.0,201.0,317.0,151.0,56.0,363.0,558.0,575.0,38.0,1.0,262.0,1988.0,806.0,62.0,3.0,49.0,953.0
gRNA_CDK2_targ_7009,386.0,447.0,641.0,1159.0,107.0,266.0,170.0,134.0,5481.0,283.0,1066.0,359.0,246.0,1331.0,1377.0,952.0,1283.0,16.0,273.0,173.0,1446.0,132.0,21.0,1198.0,3130.0
gRNA_CDK2_targ_7010,1982.0,1733.0,1628.0,1361.0,681.0,936.0,1201.0,1440.0,16823.0,5664.0,7052.0,5594.0,2943.0,3769.0,3947.0,1573.0,3988.0,49.0,599.0,2169.0,3989.0,385.0,213.0,2199.0,2891.0
gRNA_CDK2_targ_7011,663.0,524.0,446.0,711.0,278.0,62.0,845.0,1150.0,2786.0,4080.0,5766.0,994.0,3894.0,3779.0,1168.0,1040.0,841.0,27.0,1719.0,2778.0,854.0,97.0,256.0,5962.0,1358.0
gRNA_CDK2_targ_7012,894.0,775.0,685.0,1254.0,646.0,2074.0,2388.0,1285.0,5124.0,1914.0,3807.0,1002.0,2779.0,3038.0,2850.0,883.0,1454.0,44.0,719.0,2013.0,512.0,116.0,27.0,927.0,2943.0
gRNA_CDK2_targ_7013,237.0,196.0,203.0,393.0,47.0,1263.0,221.0,1366.0,3828.0,794.0,1439.0,516.0,1280.0,987.0,1049.0,198.0,654.0,15.0,249.0,57.0,511.0,69.0,6.0,217.0,901.0
gRNA_CDK2_targ_7014,236.0,108.0,62.0,451.0,56.0,92.0,94.0,195.0,259.0,102.0,107.0,33.0,50.0,184.0,0.0,297.0,396.0,5.0,0.0,1.0,283.0,28.0,1.0,152.0,229.0
gRNA_CDK2_targ_7015,829.0,836.0,780.0,977.0,647.0,7728.0,520.0,797.0,3950.0,1471.0,2602.0,2242.0,1667.0,4437.0,4024.0,2274.0,1563.0,50.0,2645.0,5919.0,3666.0,424.0,20.0,515.0,3876.0
gRNA_CDK2_targ_7016,464.0,892.0,422.0,381.0,215.0,5512.0,88.0,95.0,4009.0,1535.0,2129.0,1449.0,732.0,1054.0,1588.0,328.0,775.0,15.0,460.0,1898.0,1499.0,46.0,70.0,1402.0,535.0
gRNA_CDK2_targ_7017,690.0,305.0,275.0,366.0,164.0,138.0,393.0,150.0,3875.0,314.0,560.0,433.0,381.0,465.0,656.0,95.0,74.0,6.0,32.0,367.0,418.0,40.0,100.0,40.0,1741.0
gRNA_CDK2_targ_7018,543.0,1066.0,415.0,222.0,192.0,358.0,444.0,526.0,2779.0,2004.0,525.0,1612.0,1334.0,1584.0,1020.0,2341.0,1388.0,47.0,1166.0,3451.0,550.0,61.0,209.0,1969.0,1159.0
gRNA_CDK2_targ_7019,408.0,410.0,422.0,383.0,26.0,7.0,340.0,549.0,3415.0,679.0,2232.0,819.0,653.0,214.0,228.0,124.0,349.0,15.0,311.0,2945.0,66.0,24.0,22.0,134.0,545.0
gRNA_CDK2_targ_7020,1404.0,908.0,574.0,1612.0,191.0,2197.0,982.0,305.0,3271.0,805.0,1529.0,1308.0,727.0,1003.0,2575.0,686.0,366.0,12.0,432.0,32.0,766.0,103.0,9.0,3036.0,1118.0
gRNA_CDK2_targ_7021,565.0,828.0,850.0,723.0,235.0,1869.0,988.0,1212.0,2585.0,3969.0,3358.0,2575.0,3880.0,5357.0,5580.0,908.0,4500.0,80.0,1739.0,5064.0,2975.0,473.0,1153.0,4590.0,2710.0
gRNA_CDK2_targ_7022,506.0,1255.0,753.0,1463.0,681.0,1556.0,1334.0,611.0,4022.0,1946.0,2309.0,1766.0,3054.0,2064.0,3189.0,2695.0,2932.0,69.0,1634.0,5818.0,2906.0,286.0,31.0,2115.0,5081.0
gRNA_CDK2_targ_7023,380.0,238.0,867.0,201.0,275.0,496.0,17.0,27.0,87.0,21.0,268.0,31.0,92.0,433.0,279.0,11.0,14.0,3.0,162.0,712.0,743.0,84.0,5.0,221.0,2530.0
gRNA_CDK2_targ_7024,777.0,665.0,1030.0,1317.0,438.0,1724.0,222.0,62.0,3798.0,772.0,835.0,743.0,361.0,575.0,1802.0,1897.0,852.0,25.0,309.0,180.0,3917.0,221.0,38.0,426.0,3310.0
gRNA_CDK2_targ_7025,274.0,146.0,766.0,138.0,12.0,538.0,144.0,39.0,74.0,490.0,398.0,384.0,93.0,16.0,522.0,205.0,27.0,6.0,2.0,295.0,419.0,40.0,6.0,221.0,1718.0
gRNA_CDK2_targ_7026,214.0,710.0,440.0,596.0,203.0,327.0,115.0,58.0,1743.0,145.0,787.0,259.0,114.0,547.0,486.0,863.0,664.0,17.0,242.0,1023.0,394.0,34.0,6.0,350.0,2111.0
gRNA_CDK2_targ_7027,461.0,481.0,145.0,314.0,12.0,274.0,589.0,147.0,4323.0,621.0,661.0,356.0,1085.0,789.0,680.0,163.0,956.0,16.0,25.0,693.0,4819.0,433.0,19.0,135.0,3339.0
gRNA_CDK2_targ_7028,305.0,1217.0,117.0,380.0,32.0,296.0,276.0,157.0,2046.0,86.0,338.0,112.0,86.0,586.0,193.0,1189.0,424.0,12.0,5.0,110.0,455.0,15.0,7.0,281.0,1730.0
gRNA_CDK2_targ_7029,206.0,321.0,275.0,485.0,229.0,522.0,197.0,214.0,2229.0,326.0,740.0,709.0,252.0,854.0,1911.0,1192.0,1877.0,25.0,226.0,242.0,1763.0,139.0,4.0,1065.0,3015.0
gRNA_CDK2_targ_7030,521.0,398.0,409.0,867.0,63.0,1191.0,327.0,1040.0,6904.0,340.0,2233.0,1184.0,2216.0,2187.0,2093.0,1681.0,2488.0,44.0,141.0,100.0,1583.0,151.0,39.0,964.0,2446.0
gRNA_CDK2_targ_7031,405.0,491.0,209.0,145.0,14.0,117.0,153.0,110.0,159.0,614.0,990.0,240.0,459.0,1207.0,1129.0,674.0,754.0,11.0,134.0,7.0,966.0,69.0,11.0,353.0,2123.0
gRNA_CDK2_targ_7032,633.0,499.0,410.0,201.0,54.0,929.0,196.0,139.0,2492.0,402.0,464.0,245.0,176.0,317.0,106.0,2019.0,395.0,20.0,69.0,1.0,628.0,54.0,13.0,426.0,2131.0
gRNA_CDK2_targ_7033,4.0,260.0,95.0,7.0,7.0,37.0,2.0,1.0,14.0,4.0,10.0,1.0,2.0,4.0,45.0,0.0,13.0,1.0,0.0,0.0,31.0,2.0,0.0,5.0,1120.0
gRNA_CDK2_targ_7034,324.0,207.0,19.0,369.0,4.0,117.0,11.0,1.0,17.0,2.0,0.0,25.0,11.0,56.0,55.0,8.0,1.0,3.0,1.0,1.0,35.0,3.0,2.0,13.0,1419.0
gRNA_CDK2_targ_7035,295.0,80.0,166.0,39.0,148.0,113.0,0.0,2.0,91.0,2.0,5.0,4.0,4.0,38.0,87.0,27.0,28.0,1.0,0.0,0.0,59.0,2.0,0.0,14.0,1992.0
gRNA_CDK2_targ_7036,46.0,159.0,75.0,162.0,1.0,140.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,48.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,6.0,1661.0
gRNA_CDK2_targ_7037,170.0,368.0,576.0,443.0,94.0,8.0,80.0,25.0,246.0,17.0,9.0,19.0,26.0,177.0,282.0,17.0,53.0,2.0,1.0,29.0,551.0,73.0,4.0,27.0,3931.0
gRNA_CDK2_targ_7038,266.0,224.0,259.0,152.0,207.0,308.0,58.0,25.0,115.0,38.0,83.0,52.0,10.0,156.0,437.0,18.0,168.0,3.0,13.0,11.0,174.0,2.0,2.0,44.0,3289.0
gRNA_CDK2_targ_7039,299.0,435.0,338.0,411.0,76.0,29.0,104.0,91.0,191.0,282.0,260.0,43.0,91.0,129.0,329.0,16.0,111.0,6.0,28.0,83.0,1462.0,139.0,7.0,111.0,3788.0
gRNA_CDK2_targ_7040,157.0,576.0,219.0,570.0,41.0,1393.0,66.0,44.0,534.0,33.0,328.0,278.0,98.0,1135.0,1666.0,60.0,420.0,5.0,10.0,1.0,242.0,16.0,1.0,18.0,1657.0
gRNA_CDK2_targ_7041,199.0,1071.0,321.0,282.0,126.0,106.0,85.0,163.0,1393.0,320.0,1042.0,376.0,252.0,1093.0,3007.0,206.0,1114.0,10.0,71.0,85.0,882.0,297.0,11.0,122.0,2091.0
gRNA_CDK2_targ_7042,1216.0,840.0,634.0,692.0,260.0,1690.0,175.0,697.0,3699.0,2052.0,1386.0,1801.0,1245.0,1853.0,1834.0,282.0,1068.0,11.0,437.0,525.0,752.0,93.0,11.0,2809.0,3115.0
gRNA_CDK2_targ_7043,214.0,1491.0,481.0,643.0,219.0,162.0,180.0,208.0,4620.0,906.0,96.0,147.0,2224.0,206.0,217.0,24.0,351.0,10.0,231.0,215.0,115.0,14.0,9.0,554.0,1920.0
gRNA_CDK2_targ_7044,134.0,87.0,181.0,45.0,72.0,281.0,126.0,313.0,191.0,36.0,10.0,231.0,65.0,25.0,79.0,139.0,423.0,9.0,5.0,64.0,49.0,4.0,3.0,74.0,934.0
gRNA_CDK2_targ_7045,864.0,534.0,980.0,789.0,555.0,460.0,447.0,264.0,2949.0,1072.0,1258.0,587.0,562.0,2362.0,3200.0,833.0,794.0,25.0,242.0,2113.0,688.0,104.0,13.0,828.0,4610.0
gRNA_CDK2_targ_7046,752.0,281.0,585.0,1602.0,206.0,177.0,439.0,790.0,1652.0,2552.0,1573.0,1386.0,2064.0,3028.0,974.0,1945.0,2513.0,42.0,46.0,2379.0,2734.0,308.0,14.0,1485.0,2103.0
gRNA_CDK2_targ_7047,662.0,629.0,1105.0,1236.0,462.0,266.0,126.0,386.0,894.0,935.0,1413.0,529.0,1028.0,1799.0,996.0,2251.0,1956.0,35.0,337.0,2350.0,836.0,96.0,13.0,355.0,2554.0
gRNA_CDK2_targ_7048,132.0,198.0,160.0,366.0,68.0,36.0,66.0,221.0,3398.0,613.0,920.0,1611.0,520.0,2011.0,1866.0,726.0,2424.0,36.0,421.0,1410.0,1598.0,154.0,14.0,142.0,2064.0
gRNA_CDK2_targ_7049,1696.0,1514.0,893.0,1341.0,325.0,776.0,560.0,1199.0,6087.0,582.0,1456.0,1522.0,865.0,2989.0,4067.0,586.0,1169.0,46.0,550.0,2140.0,2099.0,195.0,17.0,848.0,4155.0
gRNA_CDK2_targ_7050,280.0,488.0,473.0,258.0,312.0,94.0,95.0,117.0,806.0,518.0,280.0,214.0,462.0,351.0,1481.0,114.0,520.0,12.0,27.0,107.0,681.0,53.0,7.0,101.0,2461.0
gRNA_CDK2_targ_7051,341.0,500.0,340.0,1174.0,88.0,1275.0,421.0,184.0,2426.0,217.0,234.0,370.0,254.0,483.0,1707.0,1113.0,331.0,7.0,83.0,99.0,355.0,29.0,3.0,84.0,1823.0
gRNA_CDK2_targ_7052,938.0,496.0,411.0,432.0,327.0,381.0,857.0,216.0,5157.0,406.0,582.0,1068.0,855.0,2338.0,1360.0,1134.0,956.0,35.0,2628.0,2331.0,1272.0,165.0,21.0,743.0,1210.0
gRNA_CDK2_targ_7053,29.0,133.0,92.0,275.0,187.0,958.0,30.0,91.0,457.0,86.0,278.0,36.0,62.0,44.0,129.0,113.0,59.0,5.0,94.0,21.0,11.0,6.0,0.0,5.0,946.0
gRNA_CDK2_targ_7054,201.0,1332.0,135.0,1219.0,116.0,2183.0,263.0,897.0,4764.0,715.0,9476.0,1070.0,1391.0,1193.0,1799.0,153.0,1044.0,51.0,1195.0,738.0,898.0,86.0,17.0,842.0,898.0
gRNA_CDK2_targ_7055,943.0,1084.0,513.0,1693.0,151.0,812.0,1209.0,1405.0,20860.0,3012.0,1893.0,2461.0,2284.0,3280.0,3612.0,1263.0,4768.0,72.0,125.0,2374.0,3830.0,424.0,99.0,4949.0,3046.0
gRNA_CDK2_targ_7056,7.0,22.0,50.0,95.0,11.0,686.0,13.0,6.0,2258.0,729.0,239.0,188.0,5.0,650.0,270.0,14.0,2.0,0.0,1.0,0.0,3794.0,243.0,11.0,36.0,247.0
gRNA_CDK2_targ_7057,501.0,1849.0,847.0,908.0,213.0,77.0,2237.0,1025.0,8274.0,2392.0,847.0,1886.0,165.0,806.0,2361.0,1015.0,1286.0,27.0,483.0,1566.0,1577.0,226.0,8.0,1096.0,1957.0
gRNA_CDK2_targ_7058,489.0,488.0,274.0,452.0,17.0,710.0,439.0,75.0,341.0,166.0,60.0,332.0,78.0,1207.0,554.0,7.0,14.0,2.0,43.0,251.0,948.0,107.0,5.0,68.0,1909.0
gRNA_CDK2_targ_7059,1062.0,289.0,361.0,471.0,419.0,266.0,70.0,39.0,1437.0,137.0,197.0,19.0,510.0,85.0,507.0,83.0,63.0,7.0,251.0,800.0,1270.0,90.0,14.0,65.0,1623.0
gRNA_CDK2_targ_7060,533.0,746.0,557.0,2086.0,316.0,731.0,379.0,141.0,2236.0,640.0,1236.0,432.0,604.0,1079.0,1638.0,261.0,100.0,13.0,169.0,2486.0,1609.0,175.0,10.0,383.0,3542.0
gRNA_CDK2_targ_7061,574.0,582.0,522.0,1344.0,272.0,762.0,100.0,34.0,1697.0,351.0,584.0,480.0,360.0,666.0,651.0,318.0,72.0,2.0,7.0,3.0,478.0,61.0,21.0,174.0,2288.0
gRNA_CDK2_targ_7062,798.0,170.0,67.0,87.0,177.0,997.0,258.0,91.0,1811.0,68.0,9.0,257.0,116.0,64.0,613.0,1009.0,414.0,5.0,41.0,1.0,644.0,44.0,2.0,20.0,1775.0
gRNA_CDK2_targ_7063,564.0,182.0,385.0,540.0,116.0,140.0,43.0,81.0,1157.0,251.0,3569.0,280.0,208.0,417.0,186.0,495.0,279.0,8.0,16.0,306.0,2834.0,246.0,8.0,119.0,3637.0
gRNA_CDK2_targ_7064,348.0,439.0,48.0,967.0,52.0,7.0,60.0,42.0,378.0,36.0,161.0,38.0,54.0,627.0,360.0,135.0,287.0,6.0,16.0,62.0,553.0,45.0,5.0,44.0,3102.0
gRNA_CDK2_targ_7065,179.0,69.0,372.0,985.0,150.0,21.0,61.0,43.0,1386.0,180.0,110.0,56.0,268.0,502.0,1741.0,267.0,652.0,12.0,45.0,0.0,743.0,23.0,2.0,38.0,2157.0
gRNA_CDK2_targ_7066,537.0,744.0,603.0,643.0,109.0,44.0,318.0,371.0,1399.0,689.0,1827.0,2577.0,760.0,2074.0,2364.0,1166.0,1095.0,24.0,70.0,847.0,3016.0,206.0,10.0,1167.0,2376.0
gRNA_CDK2_targ_7067,1609.0,1879.0,1305.0,1523.0,535.0,1536.0,923.0,908.0,5243.0,1260.0,2056.0,902.0,1139.0,3188.0,1980.0,586.0,900.0,23.0,506.0,398.0,1796.0,215.0,336.0,422.0,4706.0
gRNA_CDK2_targ_7068,973.0,420.0,301.0,290.0,184.0,1470.0,690.0,266.0,2980.0,565.0,645.0,707.0,2569.0,606.0,1467.0,2713.0,615.0,19.0,456.0,706.0,861.0,141.0,6.0,609.0,1292.0
gRNA_CDK2_targ_7069,154.0,407.0,53.0,791.0,24.0,266.0,112.0,60.0,972.0,62.0,112.0,25.0,62.0,276.0,613.0,14.0,71.0,1.0,45.0,103.0,124.0,16.0,1.0,21.0,1127.0
gRNA_CDK2_targ_7070,7.0,3.0,5.0,8.0,0.0,0.0,9.0,0.0,77.0,1.0,0.0,0.0,1.0,17.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,295.0
gRNA_CDK2_targ_7071,585.0,1603.0,1221.0,1265.0,202.0,3611.0,610.0,841.0,3930.0,1048.0,5215.0,1010.0,1081.0,2643.0,2876.0,3059.0,1953.0,70.0,5656.0,6286.0,1597.0,235.0,24.0,799.0,2492.0
gRNA_CDK2_targ_7072,613.0,1129.0,986.0,553.0,325.0,27.0,660.0,225.0,962.0,212.0,1049.0,524.0,670.0,878.0,471.0,1426.0,1024.0,18.0,51.0,153.0,640.0,54.0,8.0,158.0,2316.0
gRNA_CDK2_targ_7073,1542.0,1482.0,665.0,1152.0,79.0,208.0,328.0,223.0,2936.0,740.0,532.0,417.0,897.0,2459.0,1391.0,555.0,855.0,17.0,56.0,187.0,3356.0,271.0,20.0,406.0,2698.0
gRNA_CDK2_targ_7074,1615.0,1092.0,849.0,676.0,158.0,577.0,146.0,86.0,1416.0,387.0,310.0,130.0,356.0,485.0,1497.0,179.0,206.0,3.0,94.0,140.0,483.0,54.0,7.0,151.0,4330.0
gRNA_CDK2_targ_7075,528.0,190.0,211.0,541.0,44.0,1637.0,110.0,129.0,1985.0,232.0,353.0,209.0,108.0,527.0,561.0,325.0,252.0,5.0,3.0,100.0,379.0,28.0,1.0,64.0,1768.0
gRNA_CDK2_targ_7076,411.0,1275.0,316.0,946.0,586.0,146.0,606.0,155.0,2753.0,367.0,1246.0,755.0,1234.0,515.0,723.0,410.0,501.0,30.0,11.0,2260.0,192.0,17.0,3.0,760.0,2848.0
gRNA_CDK2_targ_7077,375.0,407.0,493.0,1102.0,38.0,433.0,122.0,143.0,1667.0,383.0,624.0,252.0,330.0,622.0,2483.0,666.0,763.0,9.0,119.0,18.0,1675.0,157.0,21.0,77.0,2781.0
gRNA_CDK2_targ_7078,214.0,1006.0,516.0,1431.0,468.0,667.0,199.0,213.0,1263.0,582.0,552.0,398.0,606.0,730.0,1589.0,597.0,480.0,12.0,134.0,347.0,709.0,47.0,7.0,115.0,1628.0
gRNA_CDK2_targ_7079,244.0,224.0,141.0,172.0,6.0,20.0,82.0,21.0,670.0,24.0,62.0,58.0,13.0,332.0,480.0,17.0,135.0,5.0,7.0,17.0,1178.0,115.0,1.0,8.0,695.0
gRNA_CDK2_targ_7080,595.0,954.0,428.0,2033.0,270.0,1445.0,748.0,659.0,1418.0,373.0,2618.0,593.0,327.0,1648.0,1425.0,2001.0,470.0,21.0,262.0,1022.0,4062.0,324.0,27.0,1333.0,2474.0
