gRNA_id,Plasmid,T0_REP1,T0_REP2,DMSO_REP1,DMSO_REP2,DMSO_REP3,KI-CDK9d-32_100nM_REP1,KI-CDK9d-32_100nM_REP2,KI-CDK9d-32_100nM_REP3,KI-CDK9d-32_1000nM_REP1,KI-CDK9d-32_1000nM_REP2,KI-CDK9d-32_1000nM_REP3,KI-CDK9d-32N_1250nM_REP1,KI-CDK9d-32N_1250nM_REP2,KI-CDK9d-32N_1250nM_REP3,KI-CDK9d-32N_5000nM_REP1,KI-CDK9d-32N_5000nM_REP2,KI-CDK9d-32N_5000nM_REP3,KB-0742_1500nM_REP1,KB-0742_1500nM_REP2,KB-0742_1500nM_REP3, Senexin B_2000nM_REP1, Senexin B_2000nM_REP2, Senexin B_2000nM_REP3, Senexin B_15000nM_REP1, Senexin B_15000nM_REP2, Senexin B_15000nM_REP3, SEL120_4000nM_REP1, SEL120_4000nM_REP2, SEL120_4000nM_REP3,T0_REP3
gRNA_CDK7_targ_11,8494.0,3182.0,6815.0,8823.0,7752.0,8050.0,14145.0,6699.0,5185.0,7026.0,7654.0,3913.0,6211.0,3901.0,5748.0,6563.0,1095.0,3343.0,5771.0,5015.0,8567.0,3863.0,4594.0,3757.0,2072.0,6627.0,6099.0,4249.0,3886.0,3469.0,17697.0
gRNA_CDK7_targ_12,8859.0,13131.0,16761.0,5367.0,4643.0,15903.0,11457.0,6301.0,2929.0,3533.0,4475.0,2772.0,3217.0,4026.0,4101.0,2105.0,2114.0,284.0,3312.0,3396.0,8437.0,4140.0,7796.0,2664.0,6038.0,8197.0,3034.0,3315.0,1948.0,4861.0,4888.0
gRNA_CDK7_targ_13,13610.0,7409.0,11460.0,14280.0,13090.0,10909.0,8953.0,13130.0,6984.0,3467.0,5268.0,5388.0,14973.0,4591.0,10120.0,5601.0,6508.0,4372.0,6816.0,4537.0,5975.0,9577.0,11271.0,5850.0,3984.0,9774.0,6581.0,5273.0,7158.0,8351.0,1273.0
gRNA_CDK7_targ_14,3716.0,1962.0,957.0,5197.0,4584.0,1816.0,1193.0,2947.0,27.0,2727.0,638.0,532.0,3007.0,1586.0,2117.0,4416.0,225.0,837.0,2501.0,2637.0,4267.0,2845.0,5434.0,825.0,4218.0,1064.0,1527.0,730.0,1314.0,2218.0,5249.0
gRNA_CDK7_targ_15,6087.0,1626.0,1943.0,6993.0,6225.0,4591.0,4911.0,2739.0,1487.0,694.0,5019.0,2069.0,3755.0,4158.0,4611.0,2180.0,1243.0,612.0,1975.0,2967.0,2823.0,5976.0,5882.0,2283.0,1366.0,3700.0,7192.0,4275.0,2738.0,3562.0,1377.0
gRNA_CDK7_targ_16,4995.0,4181.0,2860.0,13576.0,11477.0,4969.0,1572.0,11561.0,1452.0,199.0,5925.0,1561.0,5075.0,2246.0,5305.0,1071.0,3037.0,2305.0,2063.0,2366.0,2115.0,3464.0,6777.0,2718.0,2324.0,4548.0,3590.0,3080.0,2810.0,3153.0,853.0
gRNA_CDK7_targ_17,3955.0,1446.0,377.0,5150.0,4651.0,3813.0,5676.0,2295.0,3129.0,4267.0,1831.0,2045.0,12661.0,1855.0,4803.0,892.0,6171.0,607.0,4766.0,3834.0,3973.0,6003.0,3998.0,3360.0,1040.0,2350.0,4272.0,2720.0,3182.0,2506.0,542.0
gRNA_CDK7_targ_18,5857.0,11621.0,6065.0,11464.0,9936.0,10941.0,13397.0,6268.0,5013.0,4241.0,1020.0,3723.0,6275.0,4042.0,7009.0,4185.0,756.0,1125.0,2797.0,1423.0,6557.0,7793.0,10909.0,3336.0,1724.0,7604.0,4160.0,5671.0,4216.0,4711.0,906.0
gRNA_CDK7_targ_19,6732.0,13171.0,9170.0,9204.0,7655.0,9477.0,4163.0,5027.0,4723.0,30841.0,1000.0,3665.0,6649.0,4959.0,5659.0,7285.0,884.0,43547.0,4399.0,2529.0,4480.0,4642.0,7900.0,3977.0,3598.0,8781.0,9600.0,6437.0,5879.0,5423.0,2382.0
gRNA_CDK7_targ_20,7762.0,4964.0,10461.0,4019.0,3600.0,5670.0,11034.0,2396.0,2516.0,979.0,2359.0,1909.0,4620.0,2310.0,4271.0,2976.0,859.0,3130.0,1345.0,2419.0,5716.0,6380.0,7241.0,2510.0,3512.0,3940.0,3556.0,2855.0,1903.0,4723.0,3841.0
gRNA_CDK7_targ_21,6512.0,4225.0,2209.0,5955.0,5103.0,7941.0,7495.0,4337.0,2049.0,9193.0,2038.0,1660.0,7157.0,3166.0,6571.0,2869.0,1193.0,17343.0,3447.0,1764.0,3013.0,4834.0,5766.0,2266.0,2765.0,7041.0,3596.0,1759.0,5706.0,6425.0,3941.0
gRNA_CDK7_targ_22,3614.0,269.0,246.0,1037.0,939.0,460.0,1755.0,771.0,449.0,2763.0,1348.0,504.0,1623.0,1392.0,1818.0,781.0,273.0,259.0,2440.0,692.0,1863.0,2314.0,1366.0,1520.0,646.0,3805.0,1945.0,911.0,1284.0,2619.0,253.0
gRNA_CDK7_targ_23,7815.0,32755.0,33271.0,10820.0,9186.0,7061.0,13686.0,4877.0,14021.0,2167.0,2029.0,7266.0,6912.0,2443.0,4255.0,2063.0,1243.0,1235.0,3582.0,4629.0,4421.0,6657.0,8008.0,5336.0,496.0,6063.0,9293.0,4417.0,4505.0,6465.0,4285.0
gRNA_CDK7_targ_24,6143.0,3620.0,5232.0,5883.0,5535.0,6214.0,4201.0,3877.0,4679.0,2915.0,3986.0,3292.0,3476.0,2466.0,3104.0,1092.0,1342.0,1204.0,5487.0,3023.0,2777.0,6604.0,8711.0,6766.0,1026.0,3636.0,5328.0,2842.0,6366.0,4914.0,2443.0
gRNA_CDK7_targ_25,6931.0,3884.0,2521.0,11150.0,10364.0,5279.0,10303.0,2805.0,1824.0,2557.0,3878.0,2377.0,13245.0,5096.0,8565.0,3037.0,1237.0,2817.0,6444.0,5249.0,8611.0,5296.0,8420.0,3132.0,913.0,6012.0,9256.0,8367.0,3416.0,3871.0,1035.0
gRNA_CDK7_targ_26,10936.0,4654.0,4991.0,13365.0,11188.0,4510.0,13060.0,10858.0,9544.0,19139.0,2874.0,6324.0,6534.0,5803.0,7495.0,3362.0,1388.0,3760.0,7429.0,6848.0,9122.0,9919.0,11629.0,5723.0,2710.0,9183.0,7893.0,5659.0,7654.0,9195.0,3567.0
gRNA_CDK7_targ_27,6999.0,2239.0,949.0,11378.0,9559.0,3529.0,4307.0,2755.0,1213.0,1707.0,866.0,2630.0,3728.0,5832.0,3935.0,614.0,364.0,1053.0,1565.0,3052.0,5092.0,4666.0,2469.0,958.0,2752.0,6112.0,4720.0,3785.0,3873.0,4831.0,601.0
gRNA_CDK7_targ_28,4950.0,681.0,189.0,4344.0,3497.0,2182.0,2153.0,1380.0,1791.0,393.0,173.0,1850.0,2103.0,2588.0,3828.0,317.0,543.0,597.0,997.0,1934.0,1461.0,3342.0,1626.0,1970.0,1085.0,2058.0,2735.0,1702.0,2198.0,2967.0,763.0
gRNA_CDK7_targ_29,5608.0,3953.0,3163.0,7075.0,6383.0,6818.0,8057.0,7671.0,2982.0,9899.0,2526.0,2911.0,7861.0,4517.0,4164.0,2337.0,874.0,1668.0,4102.0,2844.0,3789.0,4877.0,9728.0,3988.0,110.0,4018.0,5741.0,572.0,3644.0,3510.0,545.0
gRNA_CDK7_targ_30,2037.0,1471.0,385.0,4553.0,4185.0,1873.0,1638.0,2030.0,2564.0,118.0,1777.0,1966.0,4238.0,1829.0,2979.0,3226.0,16381.0,1889.0,3436.0,3365.0,1919.0,6203.0,1364.0,1766.0,3525.0,3135.0,1548.0,2917.0,3295.0,3171.0,678.0
gRNA_CDK7_targ_31,5336.0,2316.0,1056.0,4786.0,4609.0,5850.0,7934.0,6416.0,2140.0,10666.0,1231.0,2256.0,4762.0,3489.0,2806.0,555.0,948.0,1167.0,1628.0,2313.0,1921.0,4296.0,4141.0,2894.0,1640.0,3877.0,4267.0,1637.0,1703.0,1331.0,385.0
gRNA_CDK7_targ_32,12311.0,1076.0,1043.0,9276.0,8028.0,1243.0,2747.0,1052.0,1215.0,4863.0,3731.0,1875.0,8736.0,4409.0,6077.0,356.0,943.0,1754.0,3960.0,2021.0,6232.0,8887.0,3788.0,3459.0,1801.0,6797.0,7340.0,3383.0,5283.0,7375.0,808.0
gRNA_CDK7_targ_33,7117.0,1100.0,474.0,6686.0,5836.0,940.0,2876.0,4207.0,1561.0,605.0,1164.0,2044.0,4612.0,2909.0,3126.0,398.0,1216.0,1553.0,1310.0,2190.0,4872.0,3315.0,4646.0,2453.0,2276.0,2287.0,2672.0,4956.0,3783.0,3183.0,906.0
gRNA_CDK7_targ_34,5372.0,1670.0,554.0,8167.0,6761.0,3192.0,3623.0,8353.0,806.0,6445.0,267.0,1471.0,2676.0,3232.0,3273.0,2875.0,1104.0,1946.0,3154.0,1271.0,1513.0,3575.0,4583.0,2694.0,5870.0,4665.0,5305.0,3583.0,2156.0,2941.0,2211.0
gRNA_CDK7_targ_35,16611.0,14438.0,8340.0,19001.0,16573.0,8821.0,11173.0,12897.0,8728.0,15919.0,27624.0,7773.0,11284.0,9461.0,14067.0,5454.0,3750.0,3493.0,7470.0,6114.0,11227.0,11921.0,10083.0,5950.0,4506.0,14425.0,10231.0,6691.0,9527.0,10464.0,7569.0
gRNA_CDK7_targ_36,6019.0,2830.0,1164.0,10537.0,8973.0,1402.0,5922.0,1111.0,2819.0,272.0,1005.0,2536.0,3085.0,3378.0,5418.0,833.0,226.0,653.0,3465.0,2011.0,2839.0,4137.0,3654.0,1557.0,2207.0,7314.0,5339.0,3271.0,1754.0,4224.0,532.0
gRNA_CDK7_targ_37,4027.0,1570.0,166.0,4864.0,4509.0,4287.0,1063.0,1538.0,421.0,1094.0,15.0,876.0,2174.0,2648.0,2126.0,121.0,123.0,40.0,640.0,89.0,4426.0,2369.0,2689.0,604.0,785.0,2514.0,1789.0,1161.0,1203.0,1228.0,389.0
gRNA_CDK7_targ_38,4459.0,551.0,484.0,2481.0,2366.0,805.0,1869.0,312.0,451.0,2082.0,234.0,1628.0,4100.0,4808.0,1680.0,448.0,178.0,1375.0,2652.0,896.0,1473.0,1999.0,797.0,276.0,600.0,1040.0,593.0,3682.0,3507.0,1903.0,196.0
gRNA_CDK7_targ_39,9081.0,591.0,10539.0,9421.0,7905.0,3730.0,6892.0,4033.0,1555.0,4999.0,2903.0,3184.0,7084.0,7312.0,8527.0,3394.0,1900.0,2746.0,5926.0,1504.0,3273.0,5987.0,5602.0,3130.0,2794.0,5087.0,4687.0,4223.0,5832.0,3567.0,1298.0
gRNA_CDK7_targ_40,6761.0,2060.0,764.0,6232.0,5731.0,4141.0,762.0,2600.0,751.0,625.0,6412.0,1574.0,1873.0,3760.0,1464.0,733.0,897.0,1060.0,3494.0,1575.0,7626.0,2640.0,2731.0,1011.0,915.0,4315.0,2297.0,1615.0,3204.0,4805.0,505.0
gRNA_CDK7_targ_41,11320.0,3519.0,3283.0,8457.0,7547.0,7828.0,14183.0,7525.0,4965.0,2562.0,7651.0,4072.0,10548.0,4489.0,8143.0,10326.0,822.0,1804.0,4897.0,6344.0,7079.0,8224.0,5022.0,5900.0,612.0,6875.0,7609.0,4704.0,4762.0,6867.0,2629.0
gRNA_CDK7_targ_42,7047.0,2131.0,2009.0,5390.0,4489.0,4004.0,2613.0,4714.0,3938.0,37.0,11239.0,3185.0,8980.0,3104.0,2894.0,1045.0,1666.0,563.0,1940.0,3137.0,3605.0,2149.0,1622.0,2100.0,60.0,4072.0,4022.0,2618.0,3432.0,3852.0,919.0
gRNA_CDK7_targ_43,7715.0,939.0,495.0,13303.0,11637.0,2121.0,1443.0,2374.0,1456.0,613.0,43.0,2638.0,4777.0,6631.0,7659.0,1341.0,436.0,2689.0,3491.0,1301.0,2500.0,4176.0,1772.0,1525.0,425.0,2952.0,6275.0,5900.0,5951.0,7505.0,566.0
gRNA_CDK7_targ_44,5534.0,955.0,595.0,4971.0,4364.0,976.0,1090.0,1320.0,1010.0,1454.0,169.0,1595.0,3984.0,3396.0,3482.0,473.0,444.0,1084.0,2735.0,1600.0,3192.0,2305.0,1804.0,1838.0,465.0,3275.0,5608.0,1704.0,2916.0,2694.0,340.0
gRNA_CDK7_targ_45,5358.0,163.0,238.0,4724.0,4006.0,2104.0,1453.0,3108.0,1741.0,1651.0,539.0,1782.0,5090.0,2424.0,4323.0,793.0,2081.0,508.0,1691.0,1749.0,2015.0,4950.0,325.0,987.0,1929.0,4016.0,2349.0,2143.0,3399.0,2129.0,334.0
gRNA_CDK7_targ_46,6602.0,2396.0,668.0,4238.0,3962.0,1939.0,5800.0,2436.0,422.0,994.0,2704.0,1352.0,4295.0,3741.0,4066.0,2055.0,624.0,143.0,1551.0,2207.0,3464.0,4894.0,5323.0,1766.0,211.0,1662.0,4589.0,1734.0,2801.0,1933.0,416.0
gRNA_CDK7_targ_47,4998.0,13.0,17.0,3389.0,3252.0,138.0,46.0,13.0,51.0,162.0,584.0,417.0,1722.0,1363.0,2409.0,26.0,3.0,94.0,211.0,222.0,259.0,1237.0,21.0,389.0,8.0,263.0,444.0,2104.0,633.0,915.0,67.0
gRNA_CDK7_targ_48,2071.0,7.0,13.0,2112.0,1917.0,109.0,614.0,137.0,130.0,7.0,2.0,246.0,1134.0,647.0,488.0,142.0,114.0,139.0,313.0,766.0,57.0,1046.0,305.0,292.0,48.0,217.0,1062.0,1144.0,62.0,1014.0,21.0
gRNA_CDK7_targ_49,1984.0,16.0,133.0,2385.0,2383.0,69.0,124.0,48.0,8.0,82.0,36.0,275.0,1522.0,786.0,368.0,3.0,33.0,6.0,436.0,148.0,65.0,428.0,709.0,642.0,14.0,2766.0,1245.0,759.0,1198.0,638.0,64.0
gRNA_CDK7_targ_50,3832.0,226.0,79.0,1555.0,1462.0,239.0,970.0,1452.0,90.0,549.0,1342.0,639.0,1519.0,1827.0,1347.0,130.0,212.0,166.0,835.0,2385.0,2753.0,1986.0,790.0,2090.0,381.0,1077.0,2210.0,1151.0,2668.0,1827.0,182.0
gRNA_CDK7_targ_51,6949.0,40.0,52.0,2616.0,2305.0,135.0,916.0,297.0,92.0,433.0,2328.0,875.0,3052.0,2763.0,2696.0,22.0,2037.0,410.0,1292.0,253.0,1421.0,2385.0,820.0,1330.0,20.0,551.0,2772.0,2275.0,1592.0,4799.0,48.0
gRNA_CDK7_targ_52,4985.0,87.0,47.0,2634.0,2455.0,358.0,1396.0,519.0,517.0,989.0,1138.0,989.0,5127.0,1869.0,3100.0,100.0,245.0,193.0,899.0,1493.0,735.0,1308.0,932.0,976.0,118.0,1403.0,2946.0,1290.0,2206.0,6097.0,199.0
gRNA_CDK7_targ_53,1119.0,69.0,13.0,1076.0,839.0,53.0,5.0,142.0,60.0,18.0,0.0,157.0,386.0,412.0,136.0,547.0,29.0,30.0,194.0,78.0,103.0,917.0,20.0,408.0,156.0,681.0,993.0,378.0,13.0,333.0,45.0
gRNA_CDK7_targ_54,2084.0,1.0,25.0,1700.0,1478.0,191.0,857.0,295.0,211.0,704.0,1159.0,403.0,614.0,780.0,1191.0,392.0,3.0,555.0,14.0,77.0,816.0,1351.0,136.0,1164.0,41.0,2994.0,1614.0,286.0,493.0,1101.0,149.0
gRNA_CDK7_targ_55,5443.0,359.0,142.0,4523.0,3899.0,946.0,550.0,651.0,673.0,342.0,573.0,1306.0,3386.0,2803.0,2467.0,1449.0,991.0,2866.0,767.0,1768.0,2226.0,2830.0,2187.0,3322.0,1472.0,4449.0,4361.0,2032.0,3274.0,3535.0,115.0
gRNA_CDK7_targ_56,6137.0,488.0,1011.0,3620.0,3393.0,213.0,543.0,830.0,98.0,658.0,5.0,288.0,1681.0,972.0,2597.0,195.0,2.0,203.0,328.0,148.0,11.0,177.0,1436.0,1179.0,1490.0,2835.0,794.0,2275.0,456.0,983.0,154.0
gRNA_CDK7_targ_57,5319.0,536.0,200.0,6408.0,5754.0,1631.0,2383.0,939.0,655.0,695.0,552.0,1622.0,1497.0,3817.0,4174.0,849.0,216.0,1466.0,1313.0,441.0,2582.0,1852.0,1392.0,2421.0,1395.0,1364.0,3805.0,2748.0,2068.0,1848.0,601.0
gRNA_CDK7_targ_58,3278.0,24.0,207.0,2093.0,1815.0,916.0,858.0,713.0,501.0,11.0,601.0,814.0,4690.0,1768.0,2851.0,163.0,611.0,131.0,1097.0,884.0,1666.0,824.0,793.0,1871.0,43.0,2114.0,1829.0,2129.0,1904.0,1420.0,155.0
gRNA_CDK7_targ_59,4896.0,2015.0,916.0,9101.0,7768.0,3627.0,3655.0,5727.0,538.0,1200.0,980.0,1422.0,8331.0,3238.0,6475.0,1254.0,720.0,3163.0,1395.0,1376.0,2268.0,3552.0,470.0,2402.0,5547.0,3994.0,2629.0,1762.0,3051.0,2699.0,578.0
gRNA_CDK7_targ_60,3148.0,78.0,300.0,3683.0,3219.0,334.0,1261.0,105.0,635.0,117.0,600.0,840.0,1872.0,1595.0,726.0,762.0,239.0,96.0,1544.0,514.0,41.0,769.0,83.0,1459.0,40.0,4296.0,1399.0,783.0,1717.0,1831.0,144.0
gRNA_CDK7_targ_61,2607.0,81.0,48.0,3065.0,2818.0,397.0,1340.0,249.0,250.0,297.0,156.0,528.0,924.0,1764.0,537.0,83.0,410.0,138.0,417.0,675.0,573.0,1349.0,817.0,816.0,21.0,800.0,1369.0,2096.0,2040.0,2257.0,140.0
gRNA_CDK7_targ_62,2407.0,319.0,89.0,1459.0,1305.0,147.0,792.0,120.0,131.0,402.0,807.0,540.0,1295.0,1667.0,1833.0,152.0,61.0,343.0,78.0,345.0,69.0,1621.0,327.0,570.0,138.0,489.0,1106.0,1834.0,1596.0,1235.0,108.0
gRNA_CDK7_targ_63,2254.0,112.0,66.0,2175.0,2053.0,745.0,571.0,812.0,284.0,699.0,276.0,407.0,2391.0,896.0,1895.0,529.0,3.0,395.0,54.0,539.0,524.0,2485.0,353.0,1103.0,21.0,157.0,1116.0,191.0,389.0,891.0,86.0
gRNA_CDK7_targ_64,2506.0,12.0,190.0,478.0,474.0,76.0,610.0,511.0,95.0,38.0,5.0,239.0,1459.0,647.0,910.0,91.0,2.0,9.0,1989.0,49.0,117.0,1299.0,1859.0,1204.0,250.0,870.0,1328.0,1260.0,1773.0,1009.0,401.0
gRNA_CDK7_targ_65,1503.0,22.0,15.0,279.0,232.0,9.0,146.0,304.0,527.0,270.0,103.0,376.0,1160.0,181.0,631.0,285.0,123.0,211.0,292.0,179.0,68.0,2093.0,34.0,418.0,79.0,21.0,746.0,1078.0,401.0,430.0,50.0
gRNA_CDK7_targ_66,3992.0,455.0,61.0,1632.0,1584.0,1150.0,706.0,2163.0,134.0,2038.0,4305.0,454.0,3880.0,1346.0,3232.0,2158.0,877.0,515.0,619.0,816.0,1832.0,1302.0,64.0,1482.0,226.0,1248.0,1861.0,609.0,2343.0,4328.0,194.0
gRNA_CDK7_targ_67,3227.0,93.0,15.0,2263.0,2045.0,932.0,3188.0,1175.0,779.0,359.0,1320.0,933.0,3193.0,1692.0,997.0,650.0,452.0,256.0,574.0,540.0,720.0,1162.0,32.0,552.0,744.0,979.0,1250.0,668.0,808.0,574.0,176.0
gRNA_CDK7_targ_68,4141.0,286.0,173.0,2778.0,2487.0,358.0,2002.0,1198.0,526.0,29.0,1944.0,841.0,3170.0,1516.0,2317.0,4725.0,170.0,915.0,1316.0,596.0,730.0,3700.0,1979.0,2453.0,772.0,2496.0,1660.0,593.0,1513.0,1167.0,241.0
gRNA_CDK7_targ_69,2382.0,196.0,67.0,3612.0,2898.0,525.0,1812.0,1324.0,137.0,10.0,12.0,337.0,3041.0,865.0,2392.0,181.0,255.0,238.0,1394.0,1083.0,972.0,945.0,558.0,800.0,1263.0,1446.0,765.0,2059.0,1195.0,1516.0,225.0
gRNA_CDK7_targ_70,4147.0,1066.0,139.0,5618.0,4779.0,692.0,1777.0,2138.0,1270.0,3676.0,8273.0,1514.0,5811.0,2380.0,3019.0,499.0,184.0,42.0,1426.0,1648.0,3734.0,1188.0,929.0,1611.0,488.0,1114.0,3329.0,323.0,2654.0,4586.0,800.0
gRNA_CDK7_targ_71,3493.0,222.0,54.0,3549.0,3175.0,740.0,1609.0,377.0,1041.0,178.0,56.0,801.0,3211.0,1021.0,1903.0,88.0,153.0,1107.0,853.0,1078.0,1287.0,1515.0,940.0,1932.0,33.0,778.0,1354.0,2251.0,2040.0,1666.0,75.0
gRNA_CDK7_targ_72,2923.0,220.0,12.0,3579.0,3218.0,214.0,534.0,309.0,255.0,521.0,410.0,709.0,1579.0,2122.0,861.0,805.0,8.0,10.0,827.0,522.0,1210.0,404.0,2448.0,681.0,14.0,2390.0,886.0,1148.0,1548.0,2105.0,131.0
gRNA_CDK7_targ_73,5546.0,574.0,199.0,4190.0,3851.0,855.0,3521.0,1047.0,684.0,4222.0,7404.0,1131.0,5759.0,2661.0,6090.0,767.0,957.0,26.0,921.0,1028.0,1817.0,1771.0,1144.0,1547.0,877.0,2192.0,1716.0,2136.0,3509.0,4203.0,273.0
gRNA_CDK7_targ_74,1467.0,18.0,77.0,1542.0,1373.0,114.0,1656.0,294.0,1.0,14.0,461.0,162.0,7.0,527.0,930.0,1.0,0.0,1.0,766.0,43.0,12.0,605.0,537.0,6.0,4.0,589.0,3.0,115.0,552.0,8.0,33.0
gRNA_CDK7_targ_75,3113.0,531.0,235.0,3162.0,2877.0,1310.0,800.0,719.0,623.0,1109.0,902.0,714.0,2037.0,692.0,2025.0,429.0,8.0,215.0,1628.0,376.0,823.0,1555.0,1652.0,2120.0,23.0,1601.0,2489.0,462.0,967.0,1657.0,113.0
gRNA_CDK7_targ_76,2485.0,1002.0,225.0,3059.0,2751.0,443.0,2032.0,4310.0,13.0,3997.0,1610.0,838.0,1679.0,2548.0,1376.0,31.0,6.0,442.0,550.0,417.0,1482.0,2396.0,975.0,1086.0,190.0,299.0,1797.0,2781.0,1151.0,750.0,209.0
gRNA_CDK7_targ_77,3480.0,319.0,98.0,2706.0,2483.0,2841.0,1956.0,1909.0,853.0,2183.0,2963.0,886.0,2508.0,1468.0,2290.0,171.0,583.0,376.0,1804.0,707.0,1328.0,3913.0,1738.0,586.0,933.0,1676.0,864.0,1762.0,3095.0,2892.0,218.0
gRNA_CDK7_targ_78,6858.0,1486.0,199.0,206.0,184.0,63.0,8175.0,303.0,1655.0,1280.0,2052.0,1025.0,302.0,483.0,2529.0,699.0,368.0,20.0,1616.0,925.0,3566.0,1292.0,3358.0,1990.0,341.0,1384.0,1464.0,2804.0,3050.0,1011.0,1807.0
gRNA_CDK7_targ_79,7437.0,20552.0,16214.0,10540.0,9598.0,9682.0,16611.0,14082.0,7210.0,2963.0,82476.0,6389.0,12646.0,7970.0,6501.0,3588.0,59311.0,3497.0,5839.0,3465.0,13110.0,5925.0,13388.0,5520.0,13886.0,10430.0,6058.0,5320.0,5558.0,3802.0,4321.0
gRNA_CDK7_targ_80,7115.0,5422.0,3419.0,7193.0,5857.0,4350.0,11302.0,4128.0,1493.0,2897.0,15683.0,2181.0,6579.0,4765.0,4379.0,2981.0,1078.0,2531.0,3701.0,1751.0,6059.0,5770.0,3163.0,1431.0,2668.0,2382.0,4928.0,4093.0,6139.0,5723.0,653.0
