unique_id,Reads_in_input,Reads_lowqual,Reads_aligned_all_amplicons,Reads_aligned_WT,Reads_aligned_HDR,Reads_unaligned,WT,correct_edit,target_base_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,corr_perc,target_base_edit_perc,WT_perc,byproduct_all_perc,byproduct_INDEL_perc,byproduct_sub_perc,byproduct_ambiguous_perc
gRNA_CDK19_targ_6273_3799,4159,0,4159,958,3197,4,895,3098,3197,166,2,160,4,74.4890598701611,76.86943976917529,21.51959605674441,3.991344073094494,0.048088482808367396,3.8470786246693915,0.09617696561673479
gRNA_CDK19_targ_6274_3800,5062,0,5062,1898,2443,721,201,1,2443,4860,294,3826,740,0.019755037534571314,48.261556696957726,3.9707625444488346,96.00948241801659,5.807981035163968,75.58277360726984,14.618727775582773
gRNA_CDK19_targ_6275_3801,7377,0,7377,2942,4426,9,499,1,4426,6877,0,6864,13,0.013555645926528397,59.99728887081469,6.764267317337672,93.2221770367358,0.0,93.04595363969092,0.1762233970448692
gRNA_CDK19_targ_6275_3802,7377,0,7377,514,6859,4,499,2385,6859,4493,2,4484,7,32.33021553477023,92.9781754100583,6.764267317337672,60.9055171478921,0.027111291853056795,60.78351633455335,0.09488952148569879
gRNA_CDK19_targ_6275_3803,7377,0,7377,515,4434,2428,499,4340,4434,2538,5,104,2429,58.83150332113325,60.10573403822692,6.764267317337672,34.404229361529076,0.06777822963264199,1.4097871763589536,32.926663955537485
gRNA_CDK19_targ_6276_3804,3980,0,3980,329,3646,5,208,449,3646,3323,4,3312,7,11.28140703517588,91.60804020100502,5.226130653266332,83.49246231155779,0.10050251256281408,83.21608040201005,0.17587939698492464
gRNA_CDK19_targ_6279_3805,3986,651,3335,4,3301,30,1,1,3301,3333,0,3297,36,0.02998500749625187,98.98050974512743,0.02998500749625187,99.9400299850075,0.0,98.86056971514243,1.0794602698650675
gRNA_CDK19_targ_6279_3806,3986,650,3336,4,2572,760,1,0,2572,3335,2,2567,766,0.0,77.09832134292566,0.029976019184652276,99.97002398081534,0.05995203836930455,76.94844124700239,22.961630695443645
gRNA_CDK19_targ_6279_3807,3986,650,3336,4,3330,2,1,1462,3330,1873,5,1863,5,43.82494004796163,99.82014388489209,0.029976019184652276,56.14508393285371,0.1498800959232614,55.84532374100719,0.1498800959232614
gRNA_CDK19_targ_6280_3808,973,1,972,27,618,327,3,0,618,969,0,389,580,0.0,63.580246913580254,0.30864197530864196,99.69135802469135,0.0,40.02057613168724,59.67078189300411
gRNA_CDK19_targ_6280_3809,973,1,972,203,420,349,3,0,420,969,0,367,602,0.0,43.20987654320987,0.30864197530864196,99.69135802469135,0.0,37.757201646090536,61.934156378600825
gRNA_CDK19_targ_6280_3810,973,1,972,27,421,524,3,343,421,626,49,48,529,35.288065843621396,43.31275720164609,0.30864197530864196,64.40329218106996,5.041152263374485,4.938271604938271,54.42386831275721
gRNA_CDK19_targ_6284_3811,14189,1,14188,845,12047,1296,773,6927,12047,6488,3,5182,1303,48.82294897096138,84.90978291513956,5.448266140400338,45.72878488863829,0.021144629264166902,36.52382294897096,9.183817310403157
gRNA_CDK19_targ_6286_3812,1749,0,1749,520,1227,2,412,160,1227,1177,0,1175,2,9.148084619782733,70.15437392795883,23.556317895940538,67.29559748427673,0.0,67.18124642652946,0.11435105774728416
gRNA_CDK19_targ_6287_3813,4043,1,4042,92,3395,555,80,2,3395,3960,1,3402,557,0.04948045522018803,83.99307273626917,1.979218208807521,97.9713013359723,0.024740227610094014,84.16625432953984,13.780306778822366
gRNA_CDK19_targ_6288_3814,3738,1,3737,1288,1938,511,654,519,1938,2564,276,1698,590,13.888145571313887,51.85978057265186,17.500668985817498,68.61118544286862,7.385603425207386,45.43751672464544,15.788065293015787
gRNA_CDK19_targ_6289_3815,6543,2,6541,3420,2330,791,488,310,2330,5743,1,4948,794,4.739336492890995,35.62146460785813,7.460632930744534,87.80003057636448,0.015288182235132243,75.64592569943433,12.138816694695
gRNA_CDK19_targ_6291_3816,5898,0,5898,270,5616,12,261,2,5616,5635,0,5613,22,0.0339097999321804,95.21871820956255,4.425228891149542,95.54086130891828,0.0,95.1678535096643,0.3730077992539844
gRNA_CDK19_targ_6291_3817,5898,0,5898,276,5414,208,261,0,5414,5637,0,5417,220,0.0,91.79382841641235,4.425228891149542,95.57477110885046,0.0,91.84469311631062,3.7300779925398437
gRNA_CDK19_targ_6291_3818,5898,0,5898,877,5001,20,261,0,5001,5637,0,5607,30,0.0,84.79145473041709,4.425228891149542,95.57477110885046,0.0,95.06612410986776,0.508646998982706
gRNA_CDK19_targ_6291_3819,5898,0,5898,272,5620,6,261,407,5620,5230,0,5212,18,6.900644286198711,95.28653780942692,4.425228891149542,88.67412682265174,0.0,88.36893862326212,0.3051881993896236
gRNA_CDK19_targ_6291_3820,5898,0,5898,272,5019,607,261,2,5019,5635,0,5018,617,0.0339097999321804,85.0966429298067,4.425228891149542,95.54086130891828,0.0,85.07968802984063,10.461173279077654
gRNA_CDK19_targ_6291_3821,5898,0,5898,456,5001,441,261,0,5001,5637,0,5186,451,0.0,84.79145473041709,4.425228891149542,95.57477110885046,0.0,87.92811122414378,7.64665988470668
gRNA_CDK19_targ_6291_3822,5898,0,5898,273,5439,186,261,4814,5439,823,9,627,187,81.62088843675822,92.21770091556459,4.425228891149542,13.953882672092236,0.1525940996948118,10.630722278738554,3.170566293658868
gRNA_CDK19_targ_6292_3823,5256,743,4513,102,4406,5,94,1,4406,4418,0,4410,8,0.022158209616662972,97.62907157101705,2.08287170396632,97.89497008641702,0.0,97.71770440948372,0.17726567693330378
gRNA_CDK19_targ_6292_3824,5256,743,4513,178,4324,11,94,0,4324,4419,0,4405,14,0.0,95.8120983824507,2.08287170396632,97.91712829603368,0.0,97.60691336140039,0.31021493463328165
gRNA_CDK19_targ_6292_3825,5256,743,4513,1008,3499,6,94,1,3499,4418,0,4409,9,0.022158209616662972,77.53157544870375,2.08287170396632,97.89497008641702,0.0,97.69554619986705,0.1994238865499668
gRNA_CDK19_targ_6292_3826,5256,743,4513,101,4333,79,94,887,4333,3532,1,3450,81,19.654331929980057,96.01152226900066,2.08287170396632,78.26279636605362,0.022158209616662972,76.44582317748726,1.794814978949701
gRNA_CDK19_targ_6292_3827,5256,743,4513,101,3503,909,94,75,3503,4344,0,3433,911,1.661865721249723,77.6202082871704,2.08287170396632,96.25526257478396,0.0,76.06913361400399,20.18612896077997
gRNA_CDK19_targ_6292_3828,5256,743,4513,104,3423,986,94,1,3423,4418,0,3430,988,0.022158209616662972,75.84755151783736,2.08287170396632,97.89497008641702,0.0,76.002658985154,21.89231110126302
