unique_id,Reads_in_input,Reads_lowqual,Reads_aligned_all_amplicons,Reads_aligned_WT,Reads_aligned_HDR,Reads_unaligned,WT,correct_edit,target_base_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,corr_perc,target_base_edit_perc,WT_perc,byproduct_all_perc,byproduct_INDEL_perc,byproduct_sub_perc,byproduct_ambiguous_perc
gRNA_CDK19_targ_6273_3799,4648,0,4648,1244,3239,165,1182,3145,3239,321,1,155,165,67.66351118760757,69.68588640275387,25.4302925989673,6.90619621342513,0.02151462994836489,3.3347676419965575,3.549913941480207
gRNA_CDK19_targ_6274_3800,5515,0,5515,3649,1851,15,25,0,1851,5490,1715,2911,864,0.0,33.56300997280145,0.45330915684496825,99.54669084315503,31.097008159564822,52.78331822302811,15.666364460562104
gRNA_CDK19_targ_6275_3801,9641,0,9641,5401,4226,14,357,0,4226,9284,237,8994,53,0.0,43.833627217093664,3.7029353801472875,96.29706461985272,2.4582512187532415,93.28907789648376,0.5497355046157038
gRNA_CDK19_targ_6275_3802,9641,0,9641,604,9023,14,357,4262,9023,5022,262,4732,28,44.20703246551187,93.58987656882066,3.7029353801472875,52.09003215434084,2.7175604190436675,49.082045430971895,0.29042630432527744
gRNA_CDK19_targ_6275_3803,9641,0,9641,610,4237,4794,357,3566,4237,5718,241,675,4802,36.98786432942641,43.94772326522145,3.7029353801472875,59.309200290426304,2.49974069079971,7.001348407841511,49.80811119178509
gRNA_CDK19_targ_6276_3804,4432,0,4432,2117,2304,11,272,243,2304,3917,447,2873,597,5.4828519855595665,51.985559566786996,6.137184115523466,88.37996389891697,10.085740072202167,64.8240072202166,13.470216606498195
gRNA_CDK19_targ_6279_3805,4017,5,4012,22,3890,100,0,0,3890,4012,4,3415,593,0.0,96.95912263210369,0.0,100.0,0.09970089730807577,85.1196410767697,14.780658025922232
gRNA_CDK19_targ_6279_3806,4017,5,4012,25,2663,1324,0,0,2663,4012,0,2616,1396,0.0,66.37587238285144,0.0,100.0,0.0,65.20438683948156,34.79561316051844
gRNA_CDK19_targ_6279_3807,4017,5,4012,25,3933,54,0,1825,3933,2187,7,1640,540,45.48853439680957,98.0309072781655,0.0,54.51146560319042,0.1744765702891326,40.87736789631107,13.459621136590231
gRNA_CDK19_targ_6280_3808,2252,42,2210,11,2193,6,5,1,2193,2204,1,1770,433,0.04524886877828054,99.23076923076923,0.22624434389140274,99.72850678733032,0.04524886877828054,80.09049773755656,19.592760180995477
